Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,King,Rival,Vikings,The Sovereign,Lunar,51.4,863,56,0.600,0.589,33,23,19022,11250,7772,43,44,70,125,34.4%,335.7,198.6,137.2,0.76,0.78,1.24,2.21,339.7,200.9,138.8,0.77,0.79,1.25,2.23,160,124,2.82,2.19,2.86,2.21
,,,Mattviaairwaves,Rival,Polar Ice,Minty Fresh,Solar,51.0,637,44,0.473,0.523,23,21,14509,7940,6569,34,27,44,99,34.3%,346.9,189.9,157.1,0.81,0.65,1.05,2.37,329.8,180.5,149.3,0.77,0.61,1.00,2.25,100,107,2.39,2.56,2.27,2.43
,,,Matrixzthebad,Rival,Ruthless Racket,The Syndicate,Lunar,51.0,568,39,0.387,0.308,12,27,13384,7540,5844,25,20,63,89,28.1%,358.9,202.2,156.7,0.67,0.54,1.69,2.39,343.2,193.3,149.8,0.64,0.51,1.62,2.28,80,107,2.15,2.87,2.05,2.74
,,,Cjax,Rival,Brashtins,Maste Wanagement,Solar,50.9,886,59,0.405,0.339,20,39,20350,11370,8980,47,30,72,157,29.9%,349.8,195.5,154.4,0.81,0.52,1.24,2.70,344.9,192.7,152.2,0.80,0.51,1.22,2.66,118,151,2.03,2.60,2.00,2.56
,,,Squedgy,Rival,Vicunas,The Herd,Lunar,50.8,801,54,0.583,0.593,32,22,18547,10460,8087,43,29,68,131,32.8%,352.7,198.9,153.8,0.82,0.55,1.29,2.49,343.5,193.7,149.8,0.80,0.54,1.26,2.43,148,120,2.81,2.28,2.74,2.22
,,,Jean_Christ,Rival,Wind,The Elements,Solar,50.5,914,57,0.547,0.509,29,28,20685,11880,8805,42,35,88,153,27.5%,344.7,198.0,146.7,0.70,0.58,1.47,2.55,362.9,208.4,154.5,0.74,0.61,1.54,2.68,136,120,2.27,2.00,2.39,2.11
,,,I Like Bananas,Rival,"Ocelots
Werewolves
Cursed","The Jungle
The Forest
Destined",Solar,50.4,792,50,0.408,0.380,19,31,16946,10100,6846,48,34,43,145,33.1%,325.9,194.2,131.7,0.92,0.65,0.83,2.79,338.9,202.0,136.9,0.96,0.68,0.86,2.90,124,156,2.38,3.00,2.48,3.12
,,,Redfire0817,Rival,Ocelots,The Jungle,Solar,49.7,304,19,0.385,0.368,7,12,6693,3590,3103,13,12,23,54,24.1%,335.3,179.9,155.5,0.65,0.60,1.15,2.71,352.3,188.9,163.3,0.68,0.63,1.21,2.84,40,54,2.00,2.71,2.11,2.84
,,,Aztk_,Rival,Werewolves,The Forest,Solar,49.4,765,47,0.568,0.617,29,18,17218,10620,6598,49,30,60,122,40.2%,342.8,211.5,131.4,0.98,0.60,1.19,2.43,366.3,226.0,140.4,1.04,0.64,1.28,2.60,141,119,2.81,2.37,3.00,2.53
,,,Chugg,Rival,"Hammerheads
Ocelots","Shark Attack
The Jungle",Lunar,49.3,60,4,0.500,0.500,2,2,1261,780,481,3,2,5,13,23.1%,320.1,198.0,122.1,0.76,0.51,1.27,3.30,315.3,195.0,120.3,0.75,0.50,1.25,3.25,8,8,2.03,2.03,2.00,2.00
,,,Redtaill,Rival,Hue Heroes,Art Club,Solar,48.5,144,9,0.558,0.444,4,5,2983,1990,993,6,10,15,14,42.9%,315.5,210.5,105.0,0.63,1.06,1.59,1.48,331.4,221.1,110.3,0.67,1.11,1.67,1.56,31,27,3.28,2.86,3.44,3.00
,,,Saynova,Rival,Ruthless Racket,The Syndicate,Lunar,48.5,112,7,0.500,0.429,3,4,2639,1540,1099,6,3,12,19,31.6%,358.9,209.4,149.5,0.82,0.41,1.63,2.58,377.0,220.0,157.0,0.86,0.43,1.71,2.71,15,15,2.04,2.04,2.14,2.14
,,,Xhyperzzx,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,48.4,970,60,0.338,0.367,22,38,21615,12080,9535,48,29,79,188,25.5%,339.4,189.7,149.7,0.75,0.46,1.24,2.95,360.3,201.3,158.9,0.80,0.48,1.32,3.13,116,179,1.82,2.81,1.93,2.98
,,,Rayneerl,Rival,Werewolves,The Forest,Solar,47.9,53,4,0.412,0.500,2,2,1124,570,554,1,3,5,7,14.3%,323.0,163.8,159.2,0.29,0.86,1.44,2.01,281.0,142.5,138.5,0.25,0.75,1.25,1.75,8,10,2.30,2.87,2.00,2.50
,,,Tragic Event,Rival,Polar Bears,The Bear Den,Lunar,47.3,583,42,0.599,0.643,27,15,13416,7520,5896,41,18,31,97,42.3%,350.5,196.5,154.0,1.07,0.47,0.81,2.53,319.4,179.0,140.4,0.98,0.43,0.74,2.31,101,78,2.64,2.04,2.40,1.86
,,,Itzlight7,Rival,Lacuna,Event Horizon,Solar,46.9,164,11,0.368,0.364,4,7,3785,2100,1685,7,4,18,30,23.3%,351.5,195.0,156.5,0.65,0.37,1.67,2.79,344.1,190.9,153.2,0.64,0.36,1.64,2.73,22,31,2.04,2.88,2.00,2.82
,,,Chung,Rival,Lu-Kthu,The Mythos,Lunar,46.7,856,57,0.514,0.579,33,24,19343,10940,8403,46,29,70,139,33.1%,344.2,194.7,149.5,0.82,0.52,1.25,2.47,339.4,191.9,147.4,0.81,0.51,1.23,2.44,143,138,2.54,2.46,2.51,2.42
,,,Yoshi,Rival,Surge,Electric Mayhem,Lunar,46.1,644,42,0.413,0.357,15,27,14245,7560,6685,22,28,61,91,24.2%,336.9,178.8,158.1,0.52,0.66,1.44,2.15,339.2,180.0,159.2,0.52,0.67,1.45,2.17,93,116,2.20,2.74,2.21,2.76
,,,Hyper,Rival,"Hue Heroes
Blizzards","Art Club
Storm",Solar,45.3,880,52,0.575,0.538,28,24,19061,11170,7891,43,28,77,162,26.5%,329.9,193.3,136.6,0.74,0.48,1.33,2.80,366.6,214.8,151.8,0.83,0.54,1.48,3.12,146,120,2.53,2.08,2.81,2.31
,,,Pat,Rival,Swiss Swindlers,Cheese Guild,Solar,44.7,840,57,0.552,0.596,34,23,17816,9390,8426,34,36,57,134,25.4%,323.1,170.3,152.8,0.62,0.65,1.03,2.43,312.6,164.7,147.8,0.60,0.63,1.00,2.35,134,117,2.43,2.12,2.35,2.05
,,,Pre,Rival,Scorpius,The Nexus,Solar,44.5,792,56,0.401,0.375,21,35,17792,10160,7632,42,27,68,121,34.7%,342.2,195.4,146.8,0.81,0.52,1.31,2.33,317.7,181.4,136.3,0.75,0.48,1.21,2.16,115,148,2.21,2.85,2.05,2.64
,,,Yourdoomed181,Rival,Lacuna,Event Horizon,Solar,43.9,745,50,0.385,0.360,18,32,17538,9220,8318,32,21,78,107,29.9%,358.6,188.5,170.1,0.65,0.43,1.59,2.19,350.8,184.4,166.4,0.64,0.42,1.56,2.14,93,126,1.90,2.58,1.86,2.52
,,,Mykul.457,Rival,Lust,Seven Deadly Sins,Lunar,43.8,834,60,0.491,0.483,29,31,19141,10250,8891,37,24,81,130,28.5%,349.6,187.2,162.4,0.68,0.44,1.48,2.37,319.0,170.8,148.2,0.62,0.40,1.35,2.17,120,123,2.19,2.25,2.00,2.05
,,,Ivighost,Rival,Phantoms,The Monster Mash,Lunar,43.6,864,58,0.459,0.379,22,36,19602,11110,8492,50,18,72,161,31.1%,345.6,195.9,149.7,0.88,0.32,1.27,2.84,338.0,191.6,146.4,0.86,0.31,1.24,2.78,126,140,2.22,2.47,2.17,2.41
,,,Drnasti,Rival,"Brashtins
Hot Wings","Maste Wanagement
Fifty-Fifty Pizzeria",Solar,43.5,495,32,0.419,0.375,12,20,10689,6020,4669,25,13,38,97,25.8%,328.9,185.2,143.7,0.77,0.40,1.17,2.98,334.0,188.1,145.9,0.78,0.41,1.19,3.03,69,85,2.12,2.62,2.16,2.66
,,,Truez9,Rival,Eclipse,The Shadows,Solar,43.5,245,17,0.466,0.412,7,10,5402,2870,2532,10,9,21,37,27.0%,335.8,178.4,157.4,0.62,0.56,1.31,2.30,317.8,168.8,148.9,0.59,0.53,1.24,2.18,32,35,1.99,2.18,1.88,2.06
,,,Impalerv,Rival,"Phantoms
Lu-Kthu","The Monster Mash
The Mythos",Lunar,43.1,564,36,0.433,0.333,12,24,12318,6770,5548,22,25,52,72,30.6%,332.7,182.8,149.8,0.59,0.68,1.40,1.94,342.2,188.1,154.1,0.61,0.69,1.44,2.00,88,104,2.38,2.81,2.44,2.89
,,,Dr.Ukulele,Rival,Surge,Electric Mayhem,Lunar,43.0,859,58,0.390,0.362,21,37,19386,10780,8606,40,29,82,123,32.5%,343.8,191.1,152.6,0.71,0.51,1.45,2.18,334.2,185.9,148.4,0.69,0.50,1.41,2.12,115,153,2.04,2.71,1.98,2.64
,,,Spiffy,Rival,Tardy Tortoises,Speed Demons,Lunar,43.0,161,11,0.442,0.545,6,5,3683,1870,1813,7,4,14,27,25.9%,348.4,176.9,171.5,0.66,0.38,1.32,2.55,334.8,170.0,164.8,0.64,0.36,1.27,2.45,17,20,1.61,1.89,1.55,1.82
,,,Frothty,Rival,Wind,The Elements,Solar,42.7,491,31,0.479,0.419,13,18,10608,6130,4478,18,19,53,73,24.7%,329.1,190.2,138.9,0.56,0.59,1.64,2.26,342.2,197.7,144.5,0.58,0.61,1.71,2.35,71,75,2.20,2.33,2.29,2.42
,,,Shewasntready,Rival,Dolphins,Whale Defense,Solar,42.6,847,53,0.447,0.491,26,27,17949,10080,7869,38,32,66,138,27.5%,322.8,181.3,141.5,0.68,0.58,1.19,2.48,338.7,190.2,148.5,0.72,0.60,1.25,2.60,135,154,2.43,2.77,2.55,2.91
,,,Fryer_Lee,Rival,Dolphins,Whale Defense,Solar,42.5,698,44,0.408,0.409,18,26,15250,8740,6510,38,21,54,119,31.9%,332.8,190.7,142.1,0.83,0.46,1.18,2.60,346.6,198.6,148.0,0.86,0.48,1.23,2.70,108,136,2.36,2.97,2.45,3.09
,,,Anarcrist,Rival,Carrots,The Garden,Lunar,41.5,75,5,0.756,0.800,4,1,1634,1080,554,6,2,5,13,46.2%,331.8,219.3,112.5,1.22,0.41,1.02,2.64,326.8,216.0,110.8,1.20,0.40,1.00,2.60,18,9,3.66,1.83,3.60,1.80
,,,Flyerrr85,Rival,Swiss Swindlers,Cheese Guild,Solar,41.3,531,37,0.575,0.568,21,16,11120,6380,4740,33,15,26,103,32.0%,319.0,183.0,136.0,0.95,0.43,0.75,2.95,300.5,172.4,128.1,0.89,0.41,0.70,2.78,83,68,2.38,1.95,2.24,1.84
,,,Riko,Rival,"Ocelots
Hammerheads
Mozza Marauders
Tardy Tortoises
Blizzards
Lacuna","The Jungle
Shark Attack
Italian Battalion
Speed Demons
Storm
Event Horizon",Lunar,41.2,397,24,0.494,0.542,13,11,9067,5680,3387,26,6,41,73,35.6%,347.9,217.9,129.9,1.00,0.23,1.57,2.80,377.8,236.7,141.1,1.08,0.25,1.71,3.04,63,64,2.42,2.46,2.63,2.67
,,,Sharkhax,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,40.4,260,16,0.329,0.375,6,10,5749,3320,2429,11,7,29,42,26.2%,336.8,194.5,142.3,0.64,0.41,1.70,2.46,359.3,207.5,151.8,0.69,0.44,1.81,2.63,31,49,1.82,2.87,1.94,3.06
,,,Slum,Rival,Polar Ice,Minty Fresh,Solar,40.2,901,60,0.406,0.450,27,33,19184,10680,8504,42,31,70,143,29.4%,324.3,180.5,143.8,0.71,0.52,1.18,2.42,319.7,178.0,141.7,0.70,0.52,1.17,2.38,123,157,2.08,2.65,2.05,2.62
,,,Armando,Rival,Ocelots,The Jungle,Solar,39.8,361,24,0.419,0.333,8,16,8060,4920,3140,25,6,29,67,37.3%,340.1,207.6,132.5,1.05,0.25,1.22,2.83,335.8,205.0,130.8,1.04,0.25,1.21,2.79,52,64,2.19,2.70,2.17,2.67
,,,Therealdashadow,Rival,"Eclipse
Scorpius","The Shadows
The Nexus",Solar,39.7,287,20,0.262,0.200,4,16,6456,3310,3146,13,4,25,56,23.2%,342.6,175.7,167.0,0.69,0.21,1.33,2.97,322.8,165.5,157.3,0.65,0.20,1.25,2.80,28,55,1.49,2.92,1.40,2.75
,,,Cozyboy,Rival,Fangtooths,The Abyss,Lunar,39.2,893,58,0.521,0.569,33,25,18408,9860,8548,35,42,62,116,30.2%,314.0,168.2,145.8,0.60,0.72,1.06,1.98,317.4,170.0,147.4,0.60,0.72,1.07,2.00,156,148,2.66,2.52,2.69,2.55
,,,Billy_Man_Fi3H,Rival,"Werewolves
Anubis","The Forest
The Gods",Solar,38.0,639,41,0.654,0.707,29,12,13439,7590,5849,30,23,50,94,31.9%,320.3,180.9,139.4,0.72,0.55,1.19,2.24,327.8,185.1,142.7,0.73,0.56,1.22,2.29,120,80,2.86,1.91,2.93,1.95
,,,Veoloux,Rival,Hammerheads,Shark Attack,Lunar,37.6,255,19,0.511,0.368,7,12,5604,2920,2684,11,9,21,32,34.4%,334.7,174.4,160.3,0.66,0.54,1.25,1.91,294.9,153.7,141.3,0.58,0.47,1.11,1.68,36,35,2.15,2.09,1.89,1.84
,,,Kesu,Rival,Ruthless Racket,The Syndicate,Lunar,37.4,548,37,0.293,0.243,9,28,11806,6490,5316,21,16,55,84,25.0%,328.1,180.4,147.8,0.58,0.44,1.53,2.33,319.1,175.4,143.7,0.57,0.43,1.49,2.27,60,106,1.67,2.95,1.62,2.86
,,,Tgunn05,Rival,Ruthless Racket,The Syndicate,Lunar,37.1,766,52,0.363,0.308,16,36,15843,8830,7013,40,24,47,128,31.3%,315.0,175.6,139.5,0.80,0.48,0.93,2.55,304.7,169.8,134.9,0.77,0.46,0.90,2.46,103,147,2.05,2.92,1.98,2.83
,,,Goldenkiwi.,Rival,Lust,Seven Deadly Sins,Lunar,36.7,409,29,0.455,0.448,13,16,8798,4880,3918,17,10,40,68,25.0%,327.6,181.7,145.9,0.63,0.37,1.49,2.53,303.4,168.3,135.1,0.59,0.34,1.38,2.34,56,63,2.09,2.35,1.93,2.17
,,,Fluffy-Death,Rival,"Surge
Ruthless Racket
Lacuna","Electric Mayhem
The Syndicate
Event Horizon",Lunar,36.4,701,47,0.351,0.362,17,30,14977,8660,6317,37,19,58,111,33.3%,325.4,188.2,137.3,0.80,0.41,1.26,2.41,318.7,184.3,134.4,0.79,0.40,1.23,2.36,99,145,2.15,3.15,2.11,3.09
,,,Osoghost,Rival,Polar Bears,The Bear Den,Lunar,36.2,800,56,0.607,0.643,36,20,16062,9460,6602,37,31,60,121,30.6%,305.8,180.1,125.7,0.70,0.59,1.14,2.30,286.8,168.9,117.9,0.66,0.55,1.07,2.16,145,110,2.76,2.09,2.59,1.96
,,,Sabre,Rival,Brashtins,Maste Wanagement,Solar,36.2,866,58,0.406,0.345,20,38,18534,9500,9034,36,23,67,140,25.7%,326.0,167.1,158.9,0.63,0.40,1.18,2.46,319.6,163.8,155.8,0.62,0.40,1.16,2.41,116,148,2.04,2.60,2.00,2.55
,,,Licious_Rl,Rival,Cursed,Destined,Solar,36.2,175,10,0.723,0.800,8,2,3609,2100,1509,10,5,11,30,33.3%,314.1,182.8,131.3,0.87,0.44,0.96,2.61,360.9,210.0,150.9,1.00,0.50,1.10,3.00,32,17,2.79,1.48,3.20,1.70
,,,Carnagewolfbite,Rival,Surge,Electric Mayhem,Lunar,36.1,716,49,0.376,0.367,18,31,15724,8410,7314,30,20,68,101,29.7%,334.5,178.9,155.6,0.64,0.43,1.45,2.15,320.9,171.6,149.3,0.61,0.41,1.39,2.06,94,130,2.00,2.77,1.92,2.65
,,,Rob Bee,Rival,"Scorpius
Hue Heroes","The Nexus
Art Club",Solar,36.1,495,34,0.383,0.353,12,22,9856,5190,4666,19,22,30,69,27.5%,303.3,159.7,143.6,0.58,0.68,0.92,2.12,289.9,152.6,137.2,0.56,0.65,0.88,2.03,77,103,2.37,3.17,2.26,3.03
,,,Fynnatic,Rival,Anubis,The Gods,Lunar,34.9,309,23,0.586,0.609,14,9,6324,3340,2984,13,13,20,39,33.3%,311.7,164.6,147.1,0.64,0.64,0.99,1.92,275.0,145.2,129.7,0.57,0.57,0.87,1.70,56,45,2.76,2.22,2.43,1.96
,,,Agentanime07,Rival,"Hot Wings
Surge","Fifty-Fifty Pizzeria
Electric Mayhem",Lunar,34.6,286,20,0.309,0.300,6,14,6107,3340,2767,15,9,20,39,38.5%,325.2,177.9,147.4,0.80,0.48,1.07,2.08,305.4,167.0,138.4,0.75,0.45,1.00,1.95,37,61,1.97,3.25,1.85,3.05
,,,Hudx,Rival,"Polar Bears
Brashtins","The Bear Den
Maste Wanagement",Solar,34.4,528,36,0.424,0.417,15,21,11254,6170,5084,23,15,47,77,29.9%,324.7,178.0,146.7,0.66,0.43,1.36,2.22,312.6,171.4,141.2,0.64,0.42,1.31,2.14,74,90,2.13,2.60,2.06,2.50
,,,Light,Rival,Lacuna,Event Horizon,Solar,34.2,209,14,0.182,0.143,2,12,4725,2400,2325,6,4,26,30,20.0%,344.4,174.9,169.4,0.44,0.29,1.89,2.19,337.5,171.4,166.1,0.43,0.29,1.86,2.14,16,43,1.17,3.13,1.14,3.07
,,,Redline,Rival,Necrotic Nerds,Ghoul School,Solar,33.1,194,13,0.477,0.462,6,7,4144,2430,1714,9,8,19,18,50.0%,325.4,190.8,134.6,0.71,0.63,1.49,1.41,318.8,186.9,131.8,0.69,0.62,1.46,1.38,34,36,2.67,2.83,2.62,2.77
,,,Mattixbigs,Rival,"Lacuna
Ruthless Racket","Event Horizon
The Syndicate",Solar,33.1,639,42,0.411,0.381,16,26,13575,7300,6275,19,21,71,80,23.8%,323.6,174.0,149.6,0.45,0.50,1.69,1.91,323.2,173.8,149.4,0.45,0.50,1.69,1.90,84,106,2.00,2.53,2.00,2.52
,,,Depressed Vibez,Rival,Hammerheads,Shark Attack,Lunar,31.6,87,5,0.281,0.200,1,4,1537,860,677,3,2,5,21,14.3%,269.1,150.6,118.5,0.53,0.35,0.88,3.68,307.4,172.0,135.4,0.60,0.40,1.00,4.20,8,15,1.40,2.63,1.60,3.00
,,,Koach,Rival,"Blizzards
Hue Heroes","Storm
Art Club",Solar,31.2,745,49,0.555,0.612,30,19,14166,8160,6006,35,28,42,116,30.2%,289.6,166.8,122.8,0.72,0.57,0.86,2.37,289.1,166.5,122.6,0.71,0.57,0.86,2.37,119,103,2.43,2.11,2.43,2.10
,,,Rudeboipyro,Rival,Quads,The Quad Dynasty,Solar,30.8,891,58,0.420,0.414,24,34,17416,9160,8256,30,29,66,141,21.3%,297.7,156.6,141.1,0.51,0.50,1.13,2.41,300.3,157.9,142.3,0.52,0.50,1.14,2.43,121,149,2.07,2.55,2.09,2.57
,,,Daggumbigfoot,Rival,"Lacuna
Dolphins
Scorpius","Event Horizon
Whale Defense
The Nexus",Solar,30.5,487,33,0.420,0.364,12,21,9930,5300,4630,19,16,39,65,29.2%,310.6,165.8,144.8,0.59,0.50,1.22,2.03,300.9,160.6,140.3,0.58,0.48,1.18,1.97,64,79,2.00,2.47,1.94,2.39
,,,Pullis.,Rival,"Wolf Spiders
Ocelots","Eight Legged Freaks
The Jungle",Lunar,29.4,1002,64,0.372,0.375,24,40,20350,10600,9750,30,33,93,130,23.1%,309.3,161.1,148.2,0.46,0.50,1.41,1.98,318.0,165.6,152.3,0.47,0.52,1.45,2.03,127,178,1.93,2.71,1.98,2.78
,,,Drprofessornoah,Rival,Lust,Seven Deadly Sins,Lunar,29.4,528,39,0.410,0.385,15,24,10665,5630,5035,21,18,39,68,30.9%,307.7,162.4,145.2,0.61,0.52,1.13,1.96,273.5,144.4,129.1,0.54,0.46,1.00,1.74,67,85,1.93,2.45,1.72,2.18
,,,I Love Sand,Rival,Hammerheads,Shark Attack,Lunar,29.4,571,39,0.397,0.308,12,27,11593,5890,5703,21,19,42,74,28.4%,309.2,157.1,152.1,0.56,0.51,1.12,1.97,297.3,151.0,146.2,0.54,0.49,1.08,1.90,74,97,1.97,2.59,1.90,2.49
,,,Consciousprophit,Rival,Necrotic Nerds,Ghoul School,Solar,29.1,801,50,0.661,0.700,35,15,14547,8510,6037,33,38,45,106,31.1%,276.6,161.8,114.8,0.63,0.72,0.86,2.02,290.9,170.2,120.7,0.66,0.76,0.90,2.12,161,106,3.06,2.02,3.22,2.12
,,,Its_Lost,Rival,Ruthless Racket,The Syndicate,Lunar,28.3,51,3,0.538,0.667,2,1,878,590,288,3,2,2,9,33.3%,262.2,176.2,86.0,0.90,0.60,0.60,2.69,292.7,196.7,96.0,1.00,0.67,0.67,3.00,12,11,3.58,3.29,4.00,3.67
,,,D__E__R__K,Rival,Tardy Tortoises,Speed Demons,Lunar,27.9,919,61,0.427,0.459,28,33,18008,9850,8158,32,34,76,115,27.8%,298.5,163.3,135.2,0.53,0.56,1.26,1.91,295.2,161.5,133.7,0.52,0.56,1.25,1.89,125,151,2.07,2.50,2.05,2.48
,,,Pooka2854,Rival,Ocelots,The Jungle,Solar,26.8,728,47,0.419,0.362,17,30,14244,8320,5924,31,22,62,102,30.4%,298.0,174.1,123.9,0.65,0.46,1.30,2.13,303.1,177.0,126.0,0.66,0.47,1.32,2.17,110,135,2.30,2.82,2.34,2.87
,,,Dinger936,Rival,Lu-Kthu,The Mythos,Lunar,26.7,236,16,0.376,0.375,6,10,4655,2480,2175,7,7,22,33,21.2%,300.4,160.1,140.4,0.45,0.45,1.42,2.13,290.9,155.0,135.9,0.44,0.44,1.38,2.06,28,39,1.81,2.52,1.75,2.44
,,,Onward,Rival,"Cursed
Dolphins","Destined
Whale Defense",Solar,26.6,959,57,0.534,0.596,34,23,17935,10610,7325,35,33,81,141,24.8%,284.9,168.5,116.3,0.56,0.52,1.29,2.24,314.6,186.1,128.5,0.61,0.58,1.42,2.47,141,129,2.24,2.05,2.47,2.26
,,,Kingbonkk,Rival,Hot Wings,Fifty-Fifty Pizzeria,Lunar,26.0,19,1,0.177,0.000,0,1,389,240,149,1,0,2,4,25.0%,311.8,192.4,119.4,0.80,0.00,1.60,3.21,389.0,240.0,149.0,1.00,0.00,2.00,4.00,1,3,0.80,2.41,1.00,3.00
,,,Thunda Esq,Rival,Torte Reform,The Bakery,Solar,25.4,607,39,0.477,0.410,16,23,11860,6840,5020,30,19,42,79,38.0%,297.6,171.6,126.0,0.75,0.48,1.05,1.98,304.1,175.4,128.7,0.77,0.49,1.08,2.03,102,108,2.56,2.71,2.62,2.77
,,,Ziggy.,Rival,"Scorpius
Lacuna","The Nexus
Event Horizon",Solar,24.7,62,5,0.405,0.400,2,3,1240,540,700,1,3,5,4,25.0%,304.6,132.7,172.0,0.25,0.74,1.23,0.98,248.0,108.0,140.0,0.20,0.60,1.00,0.80,12,15,2.95,3.69,2.40,3.00
,,,Curs3D,Rival,Fangtooths,The Abyss,Lunar,24.1,170,12,0.282,0.250,3,9,3576,1890,1686,5,4,20,19,26.3%,320.4,169.3,151.1,0.45,0.36,1.79,1.70,298.0,157.5,140.5,0.42,0.33,1.67,1.58,22,39,1.97,3.49,1.83,3.25
,,,Iamhoba,Rival,Anubis,The Gods,Lunar,23.9,558,36,0.527,0.556,20,16,10544,5550,4994,20,17,38,80,25.0%,287.8,151.5,136.3,0.55,0.46,1.04,2.18,292.9,154.2,138.7,0.56,0.47,1.06,2.22,89,83,2.43,2.27,2.47,2.31
,,,Dfitz,Rival,Polar Ice,Minty Fresh,Solar,22.4,583,40,0.314,0.350,14,26,11053,5770,5283,21,15,41,87,24.1%,288.8,150.7,138.0,0.55,0.39,1.07,2.27,276.3,144.3,132.1,0.53,0.38,1.03,2.18,70,115,1.83,3.00,1.75,2.88
,,,Tryhard Goblin,Rival,Quads,The Quad Dynasty,Solar,21.4,418,27,0.431,0.370,10,17,8073,4350,3723,15,14,34,45,33.3%,294.2,158.5,135.7,0.55,0.51,1.24,1.64,299.0,161.1,137.9,0.56,0.52,1.26,1.67,55,66,2.00,2.41,2.04,2.44
,,,Kflip11,Rival,Werewolves,The Forest,Solar,21.1,412,27,0.427,0.481,13,14,7913,4860,3053,22,10,32,56,39.3%,292.5,179.7,112.9,0.81,0.37,1.18,2.07,293.1,180.0,113.1,0.81,0.37,1.19,2.07,65,78,2.40,2.88,2.41,2.89
,,,Xblaniac,Rival,Mozza Marauders,Italian Battalion,Lunar,20.6,811,50,0.642,0.680,34,16,14116,7500,6616,31,33,34,105,29.5%,265.1,140.9,124.3,0.58,0.62,0.64,1.97,282.3,150.0,132.3,0.62,0.66,0.68,2.10,143,98,2.69,1.84,2.86,1.96
,,,Unsunghero,Rival,Mozza Marauders,Italian Battalion,Lunar,19.9,324,20,0.567,0.600,12,8,6064,3220,2844,14,8,19,47,29.8%,285.1,151.4,133.7,0.66,0.38,0.89,2.21,303.2,161.0,142.2,0.70,0.40,0.95,2.35,49,41,2.30,1.93,2.45,2.05
,,,Anserem,Rival,Surge,Electric Mayhem,Lunar,18.3,195,12,0.328,0.250,3,9,3475,2000,1475,7,8,14,20,35.0%,271.4,156.2,115.2,0.55,0.62,1.09,1.56,289.6,166.7,122.9,0.58,0.67,1.17,1.67,27,42,2.11,3.28,2.25,3.50
,,,K.Doughboy,Rival,Surge,Electric Mayhem,Lunar,17.5,52,4,0.314,0.250,1,3,1087,500,587,1,1,6,5,20.0%,318.4,146.5,171.9,0.29,0.29,1.76,1.46,271.8,125.0,146.8,0.25,0.25,1.50,1.25,4,7,1.17,2.05,1.00,1.75
,,,Bobmcjuicer,Rival,Scorpius,The Nexus,Solar,17.3,87,5,0.316,0.400,2,3,1452,860,592,2,2,8,16,12.5%,254.2,150.6,103.6,0.35,0.35,1.40,2.80,290.4,172.0,118.4,0.40,0.40,1.60,3.20,9,15,1.58,2.63,1.80,3.00
,,,Llamaboy101,Rival,Brashtins,Maste Wanagement,Solar,16.8,412,26,0.351,0.269,7,19,7280,3500,3780,13,10,21,65,20.0%,269.1,129.4,139.7,0.48,0.37,0.78,2.40,280.0,134.6,145.4,0.50,0.38,0.81,2.50,49,73,1.81,2.70,1.88,2.81
,,,Bigchebbz,Rival,Lacuna,Event Horizon,Solar,14.7,343,24,0.298,0.292,7,17,6611,3530,3081,17,6,22,43,39.5%,293.6,156.8,136.8,0.75,0.27,0.98,1.91,275.5,147.1,128.4,0.71,0.25,0.92,1.79,36,63,1.60,2.80,1.50,2.63
,,,Reedyorange,Rival,Phantoms,The Monster Mash,Lunar,14.6,540,36,0.430,0.306,11,25,10283,5060,5223,12,11,53,66,18.2%,290.1,142.7,147.3,0.34,0.31,1.49,1.86,285.6,140.6,145.1,0.33,0.31,1.47,1.83,68,82,1.92,2.31,1.89,2.28
,,,Thenio,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,14.2,376,24,0.472,0.500,12,12,6847,4120,2727,21,6,23,57,36.8%,277.4,166.9,110.5,0.85,0.24,0.93,2.31,285.3,171.7,113.6,0.88,0.25,0.96,2.38,52,56,2.11,2.27,2.17,2.33
,,,Str0Ng,Rival,Tardy Tortoises,Speed Demons,Lunar,13.7,68,4,0.367,0.250,1,3,1132,600,532,2,2,4,10,20.0%,253.6,134.4,119.2,0.45,0.45,0.90,2.24,283.0,150.0,133.0,0.50,0.50,1.00,2.50,10,14,2.24,3.14,2.50,3.50
,,,Brain,Rival,"Quads
Ocelots","The Quad Dynasty
The Jungle",Solar,13.3,139,10,0.300,0.300,3,7,2661,1220,1441,3,4,12,12,25.0%,291.6,133.7,157.9,0.33,0.44,1.31,1.31,266.1,122.0,144.1,0.30,0.40,1.20,1.20,17,29,1.86,3.18,1.70,2.90
