Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Itsnotaxtro,Contender,Ice,The Elements,N/A,58.4,531,39,0.500,0.462,18,21,14367,8200,6167,38,10,59,95,40.0%,375.8,214.5,161.3,0.99,0.26,1.54,2.49,368.4,210.3,158.1,0.97,0.26,1.51,2.44,94,94,2.46,2.46,2.41,2.41
,,,Brillo_Padd,Contender,Pastry Pioneers,The Bakery,N/A,58.3,773,54,0.574,0.556,30,24,18397,11420,6977,57,34,52,142,40.1%,330.6,205.2,125.4,1.02,0.61,0.93,2.55,340.7,211.5,129.2,1.06,0.63,0.96,2.63,145,120,2.61,2.16,2.69,2.22
,,,Prestondew00,Contender,Devoured,Destined,N/A,58.2,394,28,0.387,0.357,10,18,10345,6360,3985,30,10,43,71,42.3%,364.7,224.2,140.5,1.06,0.35,1.52,2.50,369.5,227.1,142.3,1.07,0.36,1.54,2.54,59,79,2.08,2.79,2.11,2.82
,,,Kgfan3,Contender,Hippie Haunters,Ghoul School,N/A,57.5,694,54,0.450,0.463,25,29,17729,9600,8129,42,27,61,100,42.0%,354.9,192.1,162.7,0.84,0.54,1.22,2.00,328.3,177.8,150.5,0.78,0.50,1.13,1.85,110,125,2.20,2.50,2.04,2.31
,,,Tdogplayz,Contender,"Pastry Pioneers
Ice","The Bakery
The Elements",N/A,57.0,577,43,0.452,0.442,19,24,13654,7270,6384,29,28,41,92,31.5%,328.7,175.0,153.7,0.70,0.67,0.99,2.21,317.5,169.1,148.5,0.67,0.65,0.95,2.14,91,103,2.19,2.48,2.12,2.40
,,,Shark06,Contender,Wisps,The Monster Mash,N/A,56.8,470,34,0.587,0.676,23,11,11588,6870,4718,32,14,41,92,34.8%,342.5,203.0,139.4,0.95,0.41,1.21,2.72,340.8,202.1,138.8,0.94,0.41,1.21,2.71,83,66,2.45,1.95,2.44,1.94
,,,Zachthebull36,Contender,Dagon,The Mythos,N/A,56.8,66,5,0.639,0.800,4,1,1678,940,738,6,1,3,14,42.9%,353.2,197.8,155.3,1.26,0.21,0.63,2.95,335.6,188.0,147.6,1.20,0.20,0.60,2.80,13,9,2.74,1.89,2.60,1.80
,,,Shraggaholic,Contender,Devoured,Destined,N/A,55.9,765,55,0.389,0.309,17,38,18726,10310,8416,38,31,75,121,31.4%,340.0,187.2,152.8,0.69,0.56,1.36,2.20,340.5,187.5,153.0,0.69,0.56,1.36,2.20,110,147,2.00,2.67,2.00,2.67
,,,Levophed,Contender,Pastry Pioneers,The Bakery,N/A,54.0,592,43,0.582,0.581,25,18,13920,8370,5550,31,24,61,102,30.4%,326.6,196.4,130.2,0.73,0.56,1.43,2.39,323.7,194.7,129.1,0.72,0.56,1.42,2.37,109,88,2.56,2.06,2.53,2.05
,,,Shhhm3Llit,Contender,Macaroni Monster,Italian Battalion,N/A,52.6,47,4,0.337,0.250,1,3,912,540,372,2,3,2,9,22.2%,269.5,159.6,109.9,0.59,0.89,0.59,2.66,228.0,135.0,93.0,0.50,0.75,0.50,2.25,8,12,2.36,3.55,2.00,3.00
,,,Illusionchaos,Contender,Dagon,The Mythos,N/A,51.8,772,53,0.795,0.868,46,7,16322,9770,6552,45,38,39,142,31.7%,293.7,175.8,117.9,0.81,0.68,0.70,2.56,308.0,184.3,123.6,0.85,0.72,0.74,2.68,174,72,3.13,1.30,3.28,1.36
,,,Alextross,Contender,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,51.5,722,53,0.591,0.566,30,23,16056,9570,6486,42,32,51,122,34.4%,308.9,184.1,124.8,0.81,0.62,0.98,2.35,302.9,180.6,122.4,0.79,0.60,0.96,2.30,145,115,2.79,2.21,2.74,2.17
,,,Xeaglex20X,Contender,Ice,The Elements,N/A,51.5,637,48,0.517,0.500,24,24,15224,9040,6184,43,16,55,119,36.1%,332.0,197.1,134.9,0.94,0.35,1.20,2.59,317.2,188.3,128.8,0.90,0.33,1.15,2.48,118,113,2.57,2.46,2.46,2.35
,,,Deadlyfeet1001,Contender,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,51.3,265,18,0.542,0.556,10,8,5658,2960,2698,6,15,24,41,14.6%,296.6,155.2,141.4,0.31,0.79,1.26,2.15,314.3,164.4,149.9,0.33,0.83,1.33,2.28,50,45,2.62,2.36,2.78,2.50
,,,B1Scuit_Murder,Contender,Samurai,The Sovereign,N/A,50.0,210,14,0.283,0.143,2,12,5505,3190,2315,16,2,23,34,47.1%,364.1,211.0,153.1,1.06,0.13,1.52,2.25,393.2,227.9,165.4,1.14,0.14,1.64,2.43,26,47,1.72,3.11,1.86,3.36
,,,Lguporkers,Contender,Dread,The Shadows,N/A,46.7,653,46,0.524,0.609,28,18,14560,8170,6390,39,24,42,97,40.2%,309.7,173.8,135.9,0.83,0.51,0.89,2.06,316.5,177.6,138.9,0.85,0.52,0.91,2.11,117,110,2.49,2.34,2.54,2.39
,,,Starazor,Contender,Gluttony,Seven Deadly Sins,N/A,46.1,733,51,0.657,0.686,35,16,16105,9210,6895,43,20,51,136,31.6%,305.2,174.5,130.7,0.81,0.38,0.97,2.58,315.8,180.6,135.2,0.84,0.39,1.00,2.67,138,90,2.62,1.71,2.71,1.76
,,,Legendhumble,Contender,Hippie Haunters,Ghoul School,N/A,45.7,343,26,0.333,0.269,7,19,7947,4000,3947,12,10,36,50,24.0%,321.8,162.0,159.8,0.49,0.40,1.46,2.02,305.7,153.8,151.8,0.46,0.38,1.38,1.92,44,69,1.78,2.79,1.69,2.65
,,,Dgitlsickboy,Contender,Gluttony,Seven Deadly Sins,N/A,45.1,82,6,0.763,0.833,5,1,1742,980,762,6,3,2,13,46.2%,295.1,166.0,129.1,1.02,0.51,0.34,2.20,290.3,163.3,127.0,1.00,0.50,0.33,2.17,19,9,3.22,1.52,3.17,1.50
,,,Korusray,Contender,"Ice
Pastry Pioneers
Macaroni Monster","The Elements
The Bakery
Italian Battalion",N/A,41.1,272,18,0.500,0.556,10,8,5737,3240,2497,14,8,20,44,31.8%,293.0,165.5,127.5,0.71,0.41,1.02,2.25,318.7,180.0,138.7,0.78,0.44,1.11,2.44,50,50,2.55,2.55,2.78,2.78
,,,Yerrp-,Contender,Dread,The Shadows,N/A,37.9,489,37,0.470,0.541,20,17,10557,5700,4857,20,13,48,65,30.8%,299.9,161.9,138.0,0.57,0.37,1.36,1.85,285.3,154.1,131.3,0.54,0.35,1.30,1.76,92,99,2.61,2.81,2.49,2.68
,,,Evil Twin,Contender,Wisps,The Monster Mash,N/A,37.1,343,25,0.480,0.600,15,10,6647,3600,3047,14,13,21,50,28.0%,269.2,145.8,123.4,0.57,0.53,0.85,2.02,265.9,144.0,121.9,0.56,0.52,0.84,2.00,56,59,2.27,2.39,2.24,2.36
,,,Rwalls516R,Contender,Macaroni Monster,Italian Battalion,N/A,34.7,647,47,0.293,0.319,15,32,13333,6810,6523,21,20,59,76,27.6%,286.3,146.2,140.0,0.45,0.43,1.27,1.63,283.7,144.9,138.8,0.45,0.43,1.26,1.62,85,148,1.82,3.18,1.81,3.15
,,,Itchyramrod420,Contender,Gallery Guild,Art Club,N/A,33.6,733,56,0.513,0.500,28,28,14403,7710,6693,30,26,51,86,34.9%,272.9,146.1,126.8,0.57,0.49,0.97,1.63,257.2,137.7,119.5,0.54,0.46,0.91,1.54,125,121,2.37,2.29,2.23,2.16
,,,Sup3Rm4N,Contender,Samurai,The Sovereign,N/A,33.3,529,36,0.302,0.222,8,28,11008,6140,4868,21,12,55,69,30.4%,289.1,161.2,127.8,0.55,0.32,1.44,1.81,305.8,170.6,135.2,0.58,0.33,1.53,1.92,56,98,1.47,2.57,1.56,2.72
,,,Outlaw K3,Contender,Gallery Guild,Art Club,N/A,33.3,58,4,0.206,0.000,0,4,1137,670,467,3,2,4,7,42.9%,272.3,160.5,111.8,0.72,0.48,0.96,1.68,284.3,167.5,116.8,0.75,0.50,1.00,1.75,7,16,1.68,3.83,1.75,4.00
,,,Ark7000,Contender,Cheese Pizza,Fifty-Fifty Pizzeria,N/A,32.6,496,37,0.542,0.459,17,20,9084,5010,4074,24,19,20,66,36.4%,254.4,140.3,114.1,0.67,0.53,0.56,1.85,245.5,135.4,110.1,0.65,0.51,0.54,1.78,100,90,2.80,2.52,2.70,2.43
,,,Og_Cuddles_,Contender,Samurai,The Sovereign,N/A,31.6,670,46,0.258,0.152,7,39,13349,6870,6479,24,9,58,112,21.4%,276.8,142.4,134.3,0.50,0.19,1.20,2.32,290.2,149.3,140.8,0.52,0.20,1.26,2.43,64,130,1.33,2.70,1.39,2.83
,,,Carno,Contender,Hippie Haunters,Ghoul School,N/A,31.5,684,53,0.432,0.453,24,29,14020,7910,6110,33,13,61,91,36.3%,284.7,160.6,124.1,0.67,0.26,1.24,1.85,264.5,149.2,115.3,0.62,0.25,1.15,1.72,104,124,2.11,2.52,1.96,2.34
,,,Coyote_Scat,Contender,Samurai,The Sovereign,N/A,31.0,763,52,0.282,0.173,9,43,14614,7560,7054,25,19,60,111,22.5%,266.1,137.6,128.4,0.46,0.35,1.09,2.02,281.0,145.4,135.7,0.48,0.37,1.15,2.13,80,149,1.46,2.71,1.54,2.87
,,,Attonas,Contender,Pastry Pioneers,The Bakery,N/A,30.4,245,17,0.452,0.412,7,10,4647,2730,1917,11,10,18,23,47.8%,263.5,154.8,108.7,0.62,0.57,1.02,1.30,273.4,160.6,112.8,0.65,0.59,1.06,1.35,49,55,2.78,3.12,2.88,3.24
,,,Kakashixrage162,Contender,Ice,The Elements,N/A,29.0,475,36,0.486,0.444,16,20,8604,4790,3814,23,16,22,59,39.0%,251.6,140.1,111.5,0.67,0.47,0.64,1.73,239.0,133.1,105.9,0.64,0.44,0.61,1.64,87,90,2.54,2.63,2.42,2.50
,,,Trios,Contender,"Macaroni Monster
Ice","Italian Battalion
The Elements",N/A,24.4,357,23,0.159,0.043,1,22,6228,3330,2898,13,9,22,48,27.1%,242.3,129.6,112.8,0.51,0.35,0.86,1.87,270.8,144.8,126.0,0.57,0.39,0.96,2.09,38,105,1.48,4.09,1.65,4.57
,,,Ttv_1738,Contender,"Samurai
Dread","The Sovereign
The Shadows",N/A,22.8,292,21,0.329,0.286,6,15,4823,2410,2413,6,11,19,31,19.4%,229.4,114.6,114.8,0.29,0.52,0.90,1.47,229.7,114.8,114.9,0.29,0.52,0.90,1.48,43,67,2.05,3.19,2.05,3.19
,,,Yourbadkittycat,Contender,Gallery Guild,Art Club,N/A,19.8,87,8,0.391,0.500,4,4,1534,810,724,1,3,10,6,16.7%,244.9,129.3,115.6,0.16,0.48,1.60,0.96,191.8,101.3,90.5,0.13,0.38,1.25,0.75,12,16,1.92,2.55,1.50,2.00
,,,Ous,Contender,Macaroni Monster,Italian Battalion,N/A,17.2,38,4,0.812,0.750,3,1,710,340,370,3,0,0,4,75.0%,259.5,124.3,135.3,1.10,0.00,0.00,1.46,177.5,85.0,92.5,0.75,0.00,0.00,1.00,8,3,2.92,1.10,2.00,0.75
,,,Angry-Hermit,Contender,Devoured,Destined,N/A,17.0,722,51,0.380,0.294,15,36,12160,6000,6160,18,18,53,65,27.7%,234.0,115.4,118.5,0.35,0.35,1.02,1.25,238.4,117.6,120.8,0.35,0.35,1.04,1.27,103,141,1.98,2.71,2.02,2.76
,,,Bluecrimsonjr,Contender,Macaroni Monster,Italian Battalion,N/A,15.9,372,25,0.209,0.240,6,19,6413,3270,3143,11,6,30,37,29.7%,239.5,122.1,117.4,0.41,0.22,1.12,1.38,256.5,130.8,125.7,0.44,0.24,1.20,1.48,44,100,1.64,3.73,1.76,4.00
,,,Eligaming38,Contender,Macaroni Monster,Italian Battalion,N/A,14.0,245,15,0.129,0.000,0,15,3613,1980,1633,9,8,9,23,39.1%,204.8,112.3,92.6,0.51,0.45,0.51,1.30,240.9,132.0,108.9,0.60,0.53,0.60,1.53,26,81,1.47,4.59,1.73,5.40
,,,Kenjicat17,Contender,"Gluttony
Macaroni Monster","Seven Deadly Sins
Italian Battalion",N/A,12.6,110,8,0.540,0.625,5,3,1693,820,873,4,2,4,12,33.3%,213.8,103.5,110.2,0.51,0.25,0.51,1.52,211.6,102.5,109.1,0.50,0.25,0.50,1.50,21,19,2.65,2.40,2.63,2.38
,,,Willroch21,Contender,"Devoured
Samurai","Destined
The Sovereign",N/A,10.9,457,31,0.377,0.226,7,24,7055,4130,2925,16,8,33,48,33.3%,214.4,125.5,88.9,0.49,0.24,1.00,1.46,227.6,133.2,94.4,0.52,0.26,1.06,1.55,62,86,1.88,2.61,2.00,2.77
,,,Colossus4203316,Contender,Gallery Guild,Art Club,N/A,9.7,35,4,0.253,0.000,0,4,564,240,324,2,0,0,4,50.0%,223.8,95.3,128.6,0.79,0.00,0.00,1.59,141.0,60.0,81.0,0.50,0.00,0.00,1.00,4,8,1.59,3.18,1.00,2.00
,,,Cynical89,Contender,"Dread
Devoured","The Shadows
Destined",N/A,7.8,432,31,0.463,0.516,16,15,6292,3440,2852,12,9,28,39,30.8%,202.3,110.6,91.7,0.39,0.29,0.90,1.25,203.0,111.0,92.0,0.39,0.29,0.90,1.26,70,77,2.25,2.48,2.26,2.48
,,,Rich-Rollin6060,Contender,Macaroni Monster,Italian Battalion,N/A,6.3,50,3,0.156,0.000,0,3,733,390,343,1,1,4,4,25.0%,203.6,108.3,95.3,0.28,0.28,1.11,1.11,244.3,130.0,114.3,0.33,0.33,1.33,1.33,4,12,1.11,3.33,1.33,4.00
,,,Dvn8657,Contender,Gluttony,Seven Deadly Sins,N/A,0.2,9,1,0.254,0.000,0,1,128,60,68,0,0,1,1,0.0%,197.6,92.6,105.0,0.00,0.00,1.54,1.54,128.0,60.0,68.0,0.00,0.00,1.00,1.00,1,2,1.54,3.09,1.00,2.00
,,,Daddydayts.Rl,Challenger,Slice Slice Baby,The Bakery,Solar,93.8,916,60,0.720,0.733,44,16,26742,15430,11312,74,33,80,238,31.1%,435.7,251.4,184.3,1.21,0.54,1.30,3.88,445.7,257.2,188.5,1.23,0.55,1.33,3.97,170,91,2.77,1.48,2.83,1.52
,,,Daulton .,Challenger,Penne Patrol,Italian Battalion,Lunar,84.9,892,60,0.640,0.700,42,18,24563,15250,9313,83,37,60,210,39.5%,411.0,255.2,155.8,1.39,0.62,1.00,3.51,409.4,254.2,155.2,1.38,0.62,1.00,3.50,182,127,3.05,2.12,3.03,2.12
,,,Levibullrush,Challenger,Abyss,The Shadows,Solar,82.4,901,60,0.646,0.733,44,16,24700,14940,9760,71,36,80,204,34.8%,409.1,247.5,161.7,1.18,0.60,1.33,3.38,411.7,249.0,162.7,1.18,0.60,1.33,3.40,173,118,2.87,1.95,2.88,1.97
,,,Sonder,Challenger,"Yig
Breadsticks
Chromatic Chaos
Greed
Slow Starfish","The Mythos
Fifty-Fifty Pizzeria
Art Club
Seven Deadly Sins
Speed Demons",Lunar,81.3,750,53,0.526,0.491,26,27,20627,11550,9077,50,34,67,150,33.3%,410.5,229.8,180.6,0.99,0.68,1.33,2.98,389.2,217.9,171.3,0.94,0.64,1.26,2.83,124,116,2.47,2.31,2.34,2.19
,,,Iamthemosthumble,Challenger,Shinigami,The Gods,Lunar,80.8,53,4,0.626,0.500,2,2,1424,960,464,7,1,1,16,43.8%,401.0,270.3,130.7,1.97,0.28,0.28,4.51,356.0,240.0,116.0,1.75,0.25,0.25,4.00,11,8,3.10,2.25,2.75,2.00
,,,Bad_Example,Challenger,Zombies,The Monster Mash,Lunar,79.6,221,16,0.533,0.563,9,7,5835,3170,2665,12,12,19,42,28.6%,394.1,214.1,180.0,0.81,0.81,1.28,2.84,364.7,198.1,166.6,0.75,0.75,1.19,2.63,37,34,2.50,2.30,2.31,2.13
,,,Sheluvstaco-_,Challenger,Slow Starfish,Speed Demons,Lunar,77.0,49,4,0.538,0.500,2,2,1354,790,564,3,2,6,9,33.3%,412.4,240.6,171.8,0.91,0.61,1.83,2.74,338.5,197.5,141.0,0.75,0.50,1.50,2.25,12,11,3.66,3.35,3.00,2.75
,,,Lucas_Rl,Challenger,Crias,The Herd,Lunar,76.4,763,51,0.623,0.647,33,18,20669,12500,8169,65,28,60,160,40.6%,404.3,244.5,159.8,1.27,0.55,1.17,3.13,405.3,245.1,160.2,1.27,0.55,1.18,3.14,148,108,2.89,2.11,2.90,2.12
,,,Mrsilent_714,Challenger,Tarantulas,Eight Legged Freaks,Lunar,76.0,610,40,0.477,0.450,18,22,16511,9240,7271,44,23,49,124,35.5%,404.0,226.1,177.9,1.08,0.56,1.20,3.03,412.8,231.0,181.8,1.10,0.58,1.23,3.10,101,107,2.47,2.62,2.53,2.68
,,,Nj111_,Challenger,Toucans,The Jungle,Solar,75.5,687,46,0.622,0.652,30,16,18263,11100,7163,61,22,46,160,38.1%,396.8,241.1,155.6,1.33,0.48,1.00,3.48,397.0,241.3,155.7,1.33,0.48,1.00,3.48,119,86,2.59,1.87,2.59,1.87
,,,Biscuitking18,Challenger,Havarti Hustlers,Cheese Guild,Solar,75.5,826,55,0.603,0.618,34,21,21846,12890,8956,55,36,79,164,33.5%,394.7,232.9,161.8,0.99,0.65,1.43,2.96,397.2,234.4,162.8,1.00,0.65,1.44,2.98,143,109,2.58,1.97,2.60,1.98
,,,Jaegie,Challenger,Shock,Electric Mayhem,Lunar,71.8,902,59,0.605,0.576,34,25,23296,13640,9656,66,38,67,179,36.9%,385.5,225.7,159.8,1.09,0.63,1.11,2.96,394.8,231.2,163.7,1.12,0.64,1.14,3.03,176,135,2.91,2.23,2.98,2.29
,,,Grobber22,Challenger,Squalls,Storm,Solar,70.4,871,59,0.535,0.542,32,27,22373,12580,9793,47,38,87,163,28.8%,383.4,215.6,167.8,0.81,0.65,1.49,2.79,379.2,213.2,166.0,0.80,0.64,1.47,2.76,140,128,2.40,2.19,2.37,2.17
,,,Spite.,Challenger,"Crias
Shock","The Herd
Electric Mayhem",Lunar,70.3,82,6,0.719,0.833,5,1,1809,1160,649,6,6,2,16,37.5%,329.3,211.1,118.1,1.09,1.09,0.36,2.91,301.5,193.3,108.2,1.00,1.00,0.33,2.67,18,10,3.28,1.82,3.00,1.67
,,,Enygmah,Challenger,Shock,Electric Mayhem,Lunar,69.3,913,60,0.601,0.567,34,26,22162,13210,8952,62,43,59,191,32.5%,362.3,215.9,146.3,1.01,0.70,0.96,3.12,369.4,220.2,149.2,1.03,0.72,0.98,3.18,177,137,2.89,2.24,2.95,2.28
,,,Afoxypancake,Challenger,Flailers,The Quad Dynasty,Solar,68.7,853,58,0.575,0.534,31,27,23273,13300,9973,57,21,98,165,34.5%,407.2,232.7,174.5,1.00,0.37,1.71,2.89,401.3,229.3,171.9,0.98,0.36,1.69,2.84,133,109,2.33,1.91,2.29,1.88
,,,Basicnp,Challenger,Jock O Lanterns,Ghoul School,Solar,68.4,732,50,0.488,0.460,23,27,18790,11370,7420,61,25,50,152,40.1%,383.1,231.8,151.3,1.24,0.51,1.02,3.10,375.8,227.4,148.4,1.22,0.50,1.00,3.04,127,131,2.59,2.67,2.54,2.62
,,,Yig'S #1 Cheerleader,Challenger,Slow Starfish,Speed Demons,Lunar,68.2,677,44,0.626,0.682,30,14,17719,9930,7789,41,25,67,123,33.3%,390.6,218.9,171.7,0.90,0.55,1.48,2.71,402.7,225.7,177.0,0.93,0.57,1.52,2.80,125,90,2.76,1.98,2.84,2.05
,,,Mayorh (Mute),Challenger,Penne Patrol,Italian Battalion,Lunar,67.5,725,48,0.677,0.750,36,12,17751,11010,6741,48,32,63,146,32.9%,365.4,226.6,138.8,0.99,0.66,1.30,3.01,369.8,229.4,140.4,1.00,0.67,1.31,3.04,154,97,3.17,2.00,3.21,2.02
,,,Blu3Prints,Challenger,Chromatic Chaos,Art Club,Solar,67.3,788,52,0.354,0.346,18,34,20865,11630,9235,37,27,104,138,26.8%,395.2,220.3,174.9,0.70,0.51,1.97,2.61,401.3,223.7,177.6,0.71,0.52,2.00,2.65,96,142,1.82,2.69,1.85,2.73
,,,Belial,Challenger,"Tarantulas
Isopods","Eight Legged Freaks
The Abyss",Lunar,67.2,648,43,0.402,0.326,14,29,17356,10110,7246,46,25,65,101,45.5%,399.7,232.9,166.9,1.06,0.58,1.50,2.33,403.6,235.1,168.5,1.07,0.58,1.51,2.35,106,135,2.44,3.11,2.47,3.14
,,,Tearlessgoose21,Challenger,Void,Event Horizon,Solar,67.1,446,30,0.578,0.633,19,11,10483,6260,4223,34,18,18,106,32.1%,350.8,209.5,141.3,1.14,0.60,0.60,3.55,349.4,208.7,140.8,1.13,0.60,0.60,3.53,76,62,2.54,2.07,2.53,2.07
,,,Ary,Challenger,Slow Starfish,Speed Demons,Lunar,67.0,687,44,0.626,0.705,31,13,17026,10080,6946,39,36,65,113,34.5%,369.9,219.0,150.9,0.85,0.78,1.41,2.45,387.0,229.1,157.9,0.89,0.82,1.48,2.57,129,93,2.80,2.02,2.93,2.11
,,,Lee-Lo,Challenger,"Yig
Shock","The Mythos
Electric Mayhem",Lunar,67.0,540,37,0.571,0.514,19,18,13407,8110,5297,39,26,39,96,40.6%,370.5,224.1,146.4,1.08,0.72,1.08,2.65,362.4,219.2,143.2,1.05,0.70,1.05,2.59,97,81,2.68,2.24,2.62,2.19
,,,Wannabuybubbles,Challenger,Strawberries,The Garden,Lunar,65.3,790,54,0.566,0.611,33,21,20029,11310,8719,41,31,85,141,29.1%,378.4,213.7,164.7,0.77,0.59,1.61,2.66,370.9,209.4,161.5,0.76,0.57,1.57,2.61,125,105,2.36,1.98,2.31,1.94
,,,Oneplayamaker,Challenger,Jock O Lanterns,Ghoul School,Solar,65.2,788,53,0.447,0.415,22,31,18295,9810,8485,40,42,44,151,26.5%,346.5,185.8,160.7,0.76,0.80,0.83,2.86,345.2,185.1,160.1,0.75,0.79,0.83,2.85,126,144,2.39,2.73,2.38,2.72
,,,Norcho Rivers,Challenger,Slow Starfish,Speed Demons,Lunar,65.1,322,24,0.696,0.708,17,7,7926,4800,3126,23,14,24,60,38.3%,367.4,222.5,144.9,1.07,0.65,1.11,2.78,330.3,200.0,130.3,0.96,0.58,1.00,2.50,66,39,3.06,1.81,2.75,1.63
,,,Dinnindu,Challenger,Shinigami,The Gods,Lunar,64.3,868,57,0.550,0.596,34,23,23166,13710,9456,60,29,98,136,44.1%,398.3,235.7,162.6,1.03,0.50,1.69,2.34,406.4,240.5,165.9,1.05,0.51,1.72,2.39,138,121,2.37,2.08,2.42,2.12
,,,Mogulmaniac5480,Challenger,Toucans,The Jungle,Solar,63.2,687,47,0.622,0.681,32,15,17486,10430,7056,35,25,90,118,29.7%,379.9,226.6,153.3,0.76,0.54,1.96,2.56,372.0,221.9,150.1,0.74,0.53,1.91,2.51,114,82,2.48,1.78,2.43,1.74
,,,Pr0Di9Y.,Challenger,"Breadsticks
Yig","Fifty-Fifty Pizzeria
The Mythos",Lunar,62.5,738,52,0.420,0.385,20,32,17549,9890,7659,37,31,64,144,25.7%,354.9,200.0,154.9,0.75,0.63,1.29,2.91,337.5,190.2,147.3,0.71,0.60,1.23,2.77,99,122,2.00,2.47,1.90,2.35
,,,Jonezy,Challenger,Threshers,Shark Attack,Lunar,62.4,808,55,0.403,0.345,19,36,19495,11000,8495,47,34,62,150,31.3%,360.1,203.2,156.9,0.87,0.63,1.15,2.77,354.5,200.0,154.5,0.85,0.62,1.13,2.73,123,157,2.27,2.90,2.24,2.85
,,,Blun,Challenger,Narwhals,Whale Defense,Solar,62.3,852,60,0.581,0.583,35,25,20720,11640,9080,52,34,63,159,32.7%,363.0,203.9,159.1,0.91,0.60,1.10,2.79,345.3,194.0,151.3,0.87,0.57,1.05,2.65,140,113,2.45,1.98,2.33,1.88
,,,Gama .-.,Challenger,Narwhals,Whale Defense,Solar,61.7,587,41,0.590,0.561,23,18,14279,8220,6059,29,25,61,102,28.4%,363.0,209.0,154.1,0.74,0.64,1.55,2.59,348.3,200.5,147.8,0.71,0.61,1.49,2.49,100,79,2.54,2.01,2.44,1.93
,,,Jpd.,Challenger,Apple Associates,The Syndicate,Lunar,60.5,896,59,0.440,0.424,25,34,22032,12870,9162,52,29,90,172,30.2%,367.0,214.4,152.6,0.87,0.48,1.50,2.86,373.4,218.1,155.3,0.88,0.49,1.53,2.92,131,153,2.18,2.55,2.22,2.59
,,,Zl Mango Lz,Challenger,"Strawberries
Abyss","The Garden
The Shadows",Solar,60.1,598,40,0.591,0.650,26,14,14831,8270,6561,31,25,60,92,33.7%,370.1,206.4,163.7,0.77,0.62,1.50,2.30,370.8,206.8,164.0,0.78,0.63,1.50,2.30,111,88,2.77,2.20,2.78,2.20
,,,Chazzthedr,Challenger,Greed,Seven Deadly Sins,Lunar,59.3,658,46,0.475,0.478,22,24,16542,9170,7372,49,15,44,132,37.1%,375.2,208.0,167.2,1.11,0.34,1.00,2.99,359.6,199.3,160.3,1.07,0.33,0.96,2.87,106,113,2.40,2.56,2.30,2.46
,,,Masdhapotatoes,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Lunar,58.6,673,49,0.574,0.571,28,21,15671,8620,7051,34,29,51,122,27.9%,347.5,191.2,156.4,0.75,0.64,1.13,2.71,319.8,175.9,143.9,0.69,0.59,1.04,2.49,114,94,2.53,2.08,2.33,1.92
,,,Pinkpepper13,Challenger,Shinigami,The Gods,Lunar,58.3,876,58,0.547,0.586,34,24,19963,11010,8953,38,45,70,146,26.0%,340.1,187.6,152.5,0.65,0.77,1.19,2.49,344.2,189.8,154.4,0.66,0.78,1.21,2.52,138,122,2.35,2.08,2.38,2.10
,,,Rmuru-,Challenger,Spartans,The Sovereign,Lunar,57.9,811,56,0.494,0.429,24,32,19147,11130,8017,49,30,64,153,32.0%,352.4,204.8,147.5,0.90,0.55,1.18,2.82,341.9,198.8,143.2,0.88,0.54,1.14,2.73,133,135,2.45,2.48,2.38,2.41
,,,Then000Bster,Challenger,"Isopods
Deceased","The Abyss
Destined",Lunar,57.9,571,36,0.545,0.583,21,15,14229,8280,5949,26,24,74,78,33.3%,371.9,216.4,155.5,0.68,0.63,1.93,2.04,395.3,230.0,165.3,0.72,0.67,2.06,2.17,89,79,2.33,2.06,2.47,2.19
,,,The Chef!,Challenger,"Crias
Yig","The Herd
The Mythos",Lunar,57.9,835,56,0.537,0.536,30,26,18439,10200,8239,40,44,50,150,26.7%,329.6,182.3,147.3,0.71,0.79,0.89,2.68,329.3,182.1,147.1,0.71,0.79,0.89,2.68,143,130,2.56,2.32,2.55,2.32
,,,Wp_Merciless,Challenger,Griffins,The Forest,Solar,57.7,945,60,0.440,0.350,21,39,21909,12700,9209,56,39,68,175,32.0%,346.0,200.6,145.4,0.88,0.62,1.07,2.76,365.2,211.7,153.5,0.93,0.65,1.13,2.92,147,171,2.32,2.70,2.45,2.85
,,,Theodorethe2,Challenger,"Isopods
Leo","The Abyss
The Nexus",Lunar,57.4,424,28,0.439,0.393,11,17,10725,6000,4725,20,17,52,55,36.4%,377.5,211.2,166.3,0.70,0.60,1.83,1.94,383.0,214.3,168.8,0.71,0.61,1.86,1.96,58,68,2.04,2.39,2.07,2.43
,,,Tacobae,Challenger,Leo,The Nexus,Solar,57.3,69,4,0.694,0.750,3,1,1487,770,717,3,4,3,12,25.0%,321.6,166.5,155.1,0.65,0.87,0.65,2.60,371.8,192.5,179.3,0.75,1.00,0.75,3.00,15,9,3.24,1.95,3.75,2.25
