Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Minor,RSC003816,Anserem,"Orangutans
Shih Tzus
Greed
Wings
Vikings
Blizzards
Gravity
Hammerheads
Polar Ice
Ocelots
Dynamite
Dread
Aphrodite
Bombermen","Planet of the Apes
Puppy Paradise
Inferno
Fifty-Fifty Pizzeria
The Sovereign
Storm
The Cosmos
Shark Attack
Minty Fresh
The Jungle
Fallout Shelter
The Shadows
Olympus
8-Bit Brigade",Solar,84.3,256.0,19.0,0.58,0.632,12.0,7.0,6944.0,3690.0,3254.0,17.0,4.0,24.0,59.0,28.80%,402.9,214.1,188.8,0.99,0.23,1.39,3.42,365.5,194.2,171.3,0.89,0.21,1.26,3.11,35.0,28.0,2.03,1.62,1.84,1.47
Minor,RSC001078,Binx,"MUTO
Neon
Silver Foxes
Justice League
Snuggies
Ocelots
Velociraptors
Drift","Kaiju
Group Zero
The Forest
The Comic Crusaders
As Seen on TV!
The Jungle
Dino Park
The Soundtrack",Solar,83.5,132.0,9.0,0.466,0.556,5.0,4.0,3671.0,2500.0,1171.0,13.0,6.0,13.0,25.0,52.00%,413.1,281.3,131.8,1.46,0.68,1.46,2.81,407.9,277.8,130.1,1.44,0.67,1.44,2.78,23.0,25.0,2.59,2.81,2.56,2.78
Minor,RSC004385,Braybaum02,"Vikings
Neon
Dread
Taipans
Blizzards
Justice League
Orangutans","The Sovereign
Group Zero
The Shadows
The Serpents
Storm
The Comic Crusaders
Planet of the Apes",Lunar,82.4,122.0,8.0,0.8,0.875,7.0,1.0,3240.0,2010.0,1230.0,9.0,5.0,12.0,26.0,34.60%,394.5,244.7,149.7,1.1,0.61,1.46,3.17,405.0,251.3,153.8,1.13,0.63,1.5,3.25,25.0,10.0,3.04,1.22,3.13,1.25
Minor,RSC000317,Tylr,"Fangtooths
Dread
Surge
Wasps
Gravity
Aphrodite
Vikings
Justice League
Taipans","The Abyss
The Shadows
Electric Mayhem
The Swarm
The Cosmos
Olympus
The Sovereign
The Comic Crusaders
The Serpents",Lunar,81.1,170.0,12.0,0.712,0.667,8.0,4.0,4883.0,2770.0,2113.0,15.0,6.0,14.0,27.0,55.60%,426.6,242.0,184.6,1.31,0.52,1.22,2.36,406.9,230.8,176.1,1.25,0.5,1.17,2.25,34.0,19.0,2.97,1.66,2.83,1.58
Minor,RSC002809,Wannabuybubbles,"Jupiter
Neon
Dread
Dire Wolves
Mozza Marauders
Blizzards
Fangtooths
Vikings","Milky Way
Group Zero
The Shadows
Polar Vortex
Italian Battalion
Storm
The Abyss
The Sovereign",Lunar,80.5,147.0,11.0,0.637,0.727,8.0,3.0,3740.0,2060.0,1680.0,7.0,12.0,10.0,26.0,26.90%,377.9,208.1,169.8,0.71,1.21,1.01,2.63,340.0,187.3,152.7,0.64,1.09,0.91,2.36,26.0,18.0,2.63,1.82,2.36,1.64
Minor,RSC002617,Peril,"Bombermen
Wings
Orangutans
Wasps
Velociraptors
Havoc
Taipans
Fluffy Omelettes
Dread","8-Bit Brigade
Fifty-Fifty Pizzeria
Planet of the Apes
The Swarm
Dino Park
North American Soccar Club
The Serpents
The Cat Cafe
The Shadows",Lunar,80.4,142.0,10.0,0.704,0.8,8.0,2.0,3782.0,2330.0,1452.0,11.0,11.0,9.0,23.0,47.80%,395.6,243.7,151.9,1.15,1.15,0.94,2.41,378.2,233.0,145.2,1.1,1.1,0.9,2.3,28.0,16.0,2.93,1.67,2.8,1.6
Minor,RSC000388,Dementedl,"Fluffy Omelettes
Velociraptors
Neon
Blizzards","The Cat Cafe
Dino Park
Group Zero
Storm",Solar,80.0,46.0,4.0,0.638,0.75,3.0,1.0,1339.0,640.0,699.0,2.0,3.0,5.0,4.0,50.00%,432.4,206.7,225.7,0.65,0.97,1.61,1.29,334.8,160.0,174.8,0.5,0.75,1.25,1.0,6.0,4.0,1.94,1.29,1.5,1.0
Minor,RSC001997,Bioeffect,"Wasps
Polar Ice
Greed
Jupiter
Snuggies
Dire Wolves
Aphrodite
Wind","The Swarm
Minty Fresh
Inferno
Milky Way
As Seen on TV!
Polar Vortex
Olympus
The Elements",Solar,79.6,152.0,10.0,0.75,0.7,7.0,3.0,4056.0,2510.0,1546.0,12.0,10.0,11.0,26.0,46.20%,396.3,245.3,151.1,1.17,0.98,1.07,2.54,405.6,251.0,154.6,1.2,1.0,1.1,2.6,34.0,17.0,3.32,1.66,3.4,1.7
Minor,RSC002816,Naz,"Wasps
Snuggies
Hammerheads
Dread
Shih Tzus
Orangutans
Drift
Vikings
Bombermen
Fangtooths
Blizzards
Ocelots
Wings
Velociraptors
Mozza Marauders
Dynamite
Greed","The Swarm
As Seen on TV!
Shark Attack
The Shadows
Puppy Paradise
Planet of the Apes
The Soundtrack
The Sovereign
8-Bit Brigade
The Abyss
Storm
The Jungle
Fifty-Fifty Pizzeria
Dino Park
Italian Battalion
Fallout Shelter
Inferno",Solar,78.8,427.0,31.0,0.517,0.581,18.0,13.0,11296.0,6330.0,4966.0,21.0,24.0,46.0,73.0,28.80%,392.9,220.2,172.7,0.73,0.83,1.6,2.54,364.4,204.2,160.2,0.68,0.77,1.48,2.35,71.0,68.0,2.47,2.37,2.29,2.19
Minor,RSC000211,Marq,"Wings
Polar Ice
MUTO
Blizzards
Velociraptors
Aphrodite
Hammerheads
Polar Bears
Dynamite","Fifty-Fifty Pizzeria
Minty Fresh
Kaiju
Storm
Dino Park
Olympus
Shark Attack
The Bear Den
Fallout Shelter",Solar,78.0,137.0,12.0,0.582,0.667,8.0,4.0,3871.0,2080.0,1791.0,7.0,6.0,18.0,18.0,38.90%,419.7,225.5,194.2,0.76,0.65,1.95,1.95,322.6,173.3,149.3,0.58,0.5,1.5,1.5,20.0,16.0,2.17,1.73,1.67,1.33
Minor,RSC004366,Fingergunsjesus,"MUTO
Vikings
Mozza Marauders
Drift
Velociraptors
Justice League
Jupiter
Bombermen
Taipans
Dynamite
Orangutans
Greed
Aphrodite
Neon
Silver Foxes
Wasps
Hammerheads
Snuggies","Kaiju
The Sovereign
Italian Battalion
The Soundtrack
Dino Park
The Comic Crusaders
Milky Way
8-Bit Brigade
The Serpents
Fallout Shelter
Planet of the Apes
Inferno
Olympus
Group Zero
The Forest
The Swarm
Shark Attack
As Seen on TV!",Solar,77.9,408.0,28.0,0.528,0.607,17.0,11.0,10678.0,6340.0,4338.0,29.0,20.0,33.0,79.0,36.70%,388.7,230.8,157.9,1.06,0.73,1.2,2.88,381.4,226.4,154.9,1.04,0.71,1.18,2.82,75.0,70.0,2.73,2.55,2.68,2.5
Minor,RSC000932,Crispynuggets,"Aphrodite
Gravity
Havoc
Taipans
Dread
Fangtooths
Hammerheads
Vikings
Drift
Wings
Jupiter
Silver Foxes
Orangutans
Shih Tzus
Mozza Marauders","Olympus
The Cosmos
North American Soccar Club
The Serpents
The Shadows
The Abyss
Shark Attack
The Sovereign
The Soundtrack
Fifty-Fifty Pizzeria
Milky Way
The Forest
Planet of the Apes
Puppy Paradise
Italian Battalion",Lunar,77.9,263.0,19.0,0.517,0.579,11.0,8.0,7041.0,3860.0,3181.0,19.0,9.0,20.0,51.0,37.30%,397.6,218.0,179.6,1.07,0.51,1.13,2.88,370.6,203.2,167.4,1.0,0.47,1.05,2.68,47.0,45.0,2.65,2.54,2.47,2.37
Minor,RSC003498,Merioch,"Justice League
Polar Ice","The Comic Crusaders
Minty Fresh",Solar,77.7,21.0,2.0,0.19,0.0,0.0,2.0,637.0,380.0,257.0,2.0,0.0,3.0,3.0,66.70%,450.5,268.8,181.8,1.41,0.0,2.12,2.12,318.5,190.0,128.5,1.0,0.0,1.5,1.5,2.0,5.0,1.41,3.54,1.0,2.5
Minor,RSC001989,Avidreaper1117,"Wasps
Fangtooths
Dread
Gravity
Jupiter
Velociraptors
Bombermen
Polar Bears
Ocelots
Vikings
Justice League
MUTO
Neon
Taipans
Snuggies
Orangutans
Greed
Aphrodite
Fluffy Omelettes
Mozza Marauders
Dire Wolves
Wings
Blizzards
Silver Foxes
Shih Tzus
Polar Ice
Drift","The Swarm
The Abyss
The Shadows
The Cosmos
Milky Way
Dino Park
8-Bit Brigade
The Bear Den
The Jungle
The Sovereign
The Comic Crusaders
Kaiju
Group Zero
The Serpents
As Seen on TV!
Planet of the Apes
Inferno
Olympus
The Cat Cafe
Italian Battalion
Polar Vortex
Fifty-Fifty Pizzeria
Storm
The Forest
Puppy Paradise
Minty Fresh
The Soundtrack",Solar,77.5,702.0,45.0,0.594,0.533,24.0,21.0,18435.0,11220.0,7215.0,53.0,28.0,62.0,142.0,37.30%,390.1,237.4,152.7,1.12,0.59,1.31,3.0,409.7,249.3,160.3,1.18,0.62,1.38,3.16,119.0,93.0,2.52,1.97,2.64,2.07
Minor,RSC000873,J3,"Polar Ice
Vikings
Orangutans
Drift
Ocelots
Snuggies
Neon
Wasps
Havoc
Dread
Surge","Minty Fresh
The Sovereign
Planet of the Apes
The Soundtrack
The Jungle
As Seen on TV!
Group Zero
The Swarm
North American Soccar Club
The Shadows
Electric Mayhem",Lunar,77.3,181.0,13.0,0.547,0.538,7.0,6.0,4917.0,3010.0,1907.0,14.0,8.0,18.0,31.0,45.20%,403.5,247.0,156.5,1.15,0.66,1.48,2.54,378.2,231.5,146.7,1.08,0.62,1.38,2.38,37.0,33.0,3.04,2.71,2.85,2.54
Minor,RSC000930,Solidfisher63,"Snuggies
Jupiter
Polar Ice
Wind
Justice League
Dynamite
Bombermen
Dread","As Seen on TV!
Milky Way
Minty Fresh
The Elements
The Comic Crusaders
Fallout Shelter
8-Bit Brigade
The Shadows",Lunar,77.2,126.0,9.0,0.363,0.333,3.0,6.0,3405.0,1880.0,1525.0,8.0,4.0,13.0,23.0,34.80%,401.4,221.6,179.8,0.94,0.47,1.53,2.71,378.3,208.9,169.4,0.89,0.44,1.44,2.56,16.0,23.0,1.89,2.71,1.78,2.56
Minor,RSC002704,Astrosknot,"Dire Wolves
MUTO
Justice League
Dynamite
Bombermen
Orangutans","Polar Vortex
Kaiju
The Comic Crusaders
Fallout Shelter
8-Bit Brigade
Planet of the Apes",Lunar,76.7,86.0,6.0,0.444,0.5,3.0,3.0,2141.0,1130.0,1011.0,2.0,8.0,8.0,13.0,15.40%,369.8,195.2,174.6,0.35,1.38,1.38,2.25,356.8,188.3,168.5,0.33,1.33,1.33,2.17,13.0,15.0,2.25,2.59,2.17,2.5
Minor,,Koala!,"MUTO
Velociraptors
Jupiter
Drift","Kaiju
Dino Park
Milky Way
The Soundtrack",Lunar,76.5,72.0,4.0,0.297,0.25,1.0,3.0,1985.0,1240.0,745.0,6.0,1.0,9.0,14.0,42.90%,409.5,255.8,153.7,1.24,0.21,1.86,2.89,496.3,310.0,186.3,1.5,0.25,2.25,3.5,8.0,14.0,1.65,2.89,2.0,3.5
Minor,RSC000796,Hoyci,"Wind
Justice League
Polar Ice
Taipans
Silver Foxes
Greed
Wasps
Drift
Velociraptors
Hammerheads
Havoc
Neon
Aphrodite
Ocelots
Blizzards
Polar Bears
Dread
Surge","The Elements
The Comic Crusaders
Minty Fresh
The Serpents
The Forest
Inferno
The Swarm
The Soundtrack
Dino Park
Shark Attack
North American Soccar Club
Group Zero
Olympus
The Jungle
Storm
The Bear Den
The Shadows
Electric Mayhem",Solar,76.1,359.0,26.0,0.633,0.654,17.0,9.0,9673.0,5710.0,3963.0,23.0,19.0,38.0,56.0,41.10%,400.2,236.2,164.0,0.95,0.79,1.57,2.32,372.0,219.6,152.4,0.88,0.73,1.46,2.15,68.0,48.0,2.81,1.99,2.62,1.85
Minor,RSC000357,Primed,"Drift
Fangtooths
Neon
Blizzards
Dread
Velociraptors
Wasps
Justice League
Dire Wolves
MUTO
Vikings
Ocelots
Surge","The Soundtrack
The Abyss
Group Zero
Storm
The Shadows
Dino Park
The Swarm
The Comic Crusaders
Polar Vortex
Kaiju
The Sovereign
The Jungle
Electric Mayhem",Lunar,75.6,219.0,14.0,0.618,0.571,8.0,6.0,5617.0,3380.0,2237.0,16.0,7.0,19.0,48.0,33.30%,381.0,229.2,151.7,1.09,0.47,1.29,3.26,401.2,241.4,159.8,1.14,0.5,1.36,3.43,37.0,27.0,2.51,1.83,2.64,1.93
Minor,RSC000806,Navyneal101,"Taipans
Mozza Marauders
Greed
Ocelots
Justice League
Orangutans","The Serpents
Italian Battalion
Inferno
The Jungle
The Comic Crusaders
Planet of the Apes",Lunar,74.9,123.0,8.0,0.562,0.625,5.0,3.0,3339.0,2050.0,1289.0,12.0,2.0,10.0,25.0,48.00%,403.2,247.6,155.7,1.45,0.24,1.21,3.02,417.4,256.3,161.1,1.5,0.25,1.25,3.13,20.0,17.0,2.42,2.05,2.5,2.13
Minor,RSC003703,Desert_Fox,"Gravity
Polar Ice
Velociraptors
Neon
Snuggies
Fluffy Omelettes
Shih Tzus","The Cosmos
Minty Fresh
Dino Park
Group Zero
As Seen on TV!
The Cat Cafe
Puppy Paradise",Solar,74.5,131.0,8.0,0.297,0.375,3.0,5.0,3376.0,1920.0,1456.0,7.0,8.0,12.0,22.0,31.80%,382.8,217.7,165.1,0.79,0.91,1.36,2.49,422.0,240.0,182.0,0.88,1.0,1.5,2.75,19.0,32.0,2.15,3.63,2.38,4.0
Minor,RSC001995,Tvveedle,"Bombermen
Justice League
Blizzards
Dynamite
Taipans
Wind
Snuggies
Fangtooths
Orangutans
Polar Ice
Drift
Polar Bears","8-Bit Brigade
The Comic Crusaders
Storm
Fallout Shelter
The Serpents
The Elements
As Seen on TV!
The Abyss
Planet of the Apes
Minty Fresh
The Soundtrack
The Bear Den",Lunar,73.7,168.0,12.0,0.528,0.5,6.0,6.0,4688.0,2720.0,1968.0,14.0,4.0,17.0,27.0,51.90%,414.5,240.5,174.0,1.24,0.35,1.5,2.39,390.7,226.7,164.0,1.17,0.33,1.42,2.25,29.0,27.0,2.56,2.39,2.42,2.25
Minor,RSC002792,Duke Of Chutney,"Snuggies
Havoc
Aphrodite
Dread
Silver Foxes
Wings
Mozza Marauders
Dynamite
Taipans
Fangtooths
Neon
Fluffy Omelettes
MUTO
Velociraptors
Dire Wolves
Hammerheads
Wind
Bombermen
Drift
Shih Tzus
Gravity
Jupiter
Blizzards
Greed
Polar Ice
Vikings","As Seen on TV!
North American Soccar Club
Olympus
The Shadows
The Forest
Fifty-Fifty Pizzeria
Italian Battalion
Fallout Shelter
The Serpents
The Abyss
Group Zero
The Cat Cafe
Kaiju
Dino Park
Polar Vortex
Shark Attack
The Elements
8-Bit Brigade
The Soundtrack
Puppy Paradise
The Cosmos
Milky Way
Storm
Inferno
Minty Fresh
The Sovereign",Lunar,73.0,578.0,40.0,0.578,0.625,25.0,15.0,15404.0,8950.0,6454.0,44.0,18.0,52.0,105.0,41.90%,395.8,230.0,165.9,1.13,0.46,1.34,2.7,385.1,223.8,161.4,1.1,0.45,1.3,2.63,97.0,79.0,2.49,2.03,2.43,1.98
Minor,RSC002209,Dread,"Wasps
Havoc
Wind
Hammerheads
Polar Bears
Silver Foxes
Fluffy Omelettes
Vikings
Gravity
Polar Ice
Greed
Taipans
Drift
Velociraptors
Jupiter
Mozza Marauders
Neon
Aphrodite
Ocelots
Blizzards
Shih Tzus
Wings
Surge","The Swarm
North American Soccar Club
The Elements
Shark Attack
The Bear Den
The Forest
The Cat Cafe
The Sovereign
The Cosmos
Minty Fresh
Inferno
The Serpents
The Soundtrack
Dino Park
Milky Way
Italian Battalion
Group Zero
Olympus
The Jungle
Storm
Puppy Paradise
Fifty-Fifty Pizzeria
Electric Mayhem",Solar,73.0,575.0,39.0,0.57,0.641,25.0,14.0,14711.0,8590.0,6121.0,33.0,29.0,56.0,104.0,31.70%,380.0,221.9,158.1,0.85,0.75,1.45,2.69,377.2,220.3,156.9,0.85,0.74,1.44,2.67,96.0,80.0,2.48,2.07,2.46,2.05
Minor,RSC002386,Gidderrrs,"Shih Tzus
Silver Foxes
Surge
Havoc
Hammerheads
Mozza Marauders
Fluffy Omelettes
Drift
Snuggies
Orangutans","Puppy Paradise
The Forest
Electric Mayhem
North American Soccar Club
Shark Attack
Italian Battalion
The Cat Cafe
The Soundtrack
As Seen on TV!
Planet of the Apes",Solar,73.0,228.0,15.0,0.509,0.533,8.0,7.0,5786.0,3430.0,2356.0,12.0,15.0,22.0,38.0,31.60%,376.9,223.4,153.5,0.78,0.98,1.43,2.48,385.7,228.7,157.1,0.8,1.0,1.47,2.53,46.0,45.0,3.0,2.93,3.07,3.0
Minor,RSC001868,Thunda Esq,"Dire Wolves
Bombermen
Gravity
Polar Bears
Dynamite
Polar Ice
Wasps
Silver Foxes
Havoc
Dread
Fluffy Omelettes
Jupiter
Shih Tzus
Vikings
Wings
Greed","Polar Vortex
8-Bit Brigade
The Cosmos
The Bear Den
Fallout Shelter
Minty Fresh
The Swarm
The Forest
North American Soccar Club
The Shadows
The Cat Cafe
Milky Way
Puppy Paradise
The Sovereign
Fifty-Fifty Pizzeria
Inferno",Solar,72.6,299.0,20.0,0.587,0.55,11.0,9.0,7282.0,4390.0,2892.0,17.0,15.0,26.0,64.0,26.60%,361.7,218.1,143.7,0.84,0.75,1.29,3.18,364.1,219.5,144.6,0.85,0.75,1.3,3.2,55.0,44.0,2.73,2.19,2.75,2.2
Minor,,Chis,"Dire Wolves
Taipans
Wings
Havoc
Jupiter
Blizzards
Fluffy Omelettes
Wasps
Snuggies
Drift
Surge
Polar Bears","Polar Vortex
The Serpents
Fifty-Fifty Pizzeria
North American Soccar Club
Milky Way
Storm
The Cat Cafe
The Swarm
As Seen on TV!
The Soundtrack
Electric Mayhem
The Bear Den",Lunar,72.6,230.0,16.0,0.479,0.375,6.0,10.0,5669.0,3050.0,2619.0,12.0,13.0,15.0,45.0,26.70%,366.1,197.0,169.1,0.77,0.84,0.97,2.91,354.3,190.6,163.7,0.75,0.81,0.94,2.81,36.0,38.0,2.32,2.45,2.25,2.38
Minor,RSC000967,Tr1Ppn.,"Fangtooths
Wasps
Taipans
Mozza Marauders
Aphrodite
Polar Bears
Justice League
Snuggies
Hammerheads
Dire Wolves
Neon
Greed
Silver Foxes
Gravity
Blizzards
Vikings
Velociraptors
Dynamite
Shih Tzus
Fluffy Omelettes","The Abyss
The Swarm
The Serpents
Italian Battalion
Olympus
The Bear Den
The Comic Crusaders
As Seen on TV!
Shark Attack
Polar Vortex
Group Zero
Inferno
The Forest
The Cosmos
Storm
The Sovereign
Dino Park
Fallout Shelter
Puppy Paradise
The Cat Cafe",Solar,72.5,505.0,34.0,0.579,0.588,20.0,14.0,12702.0,6980.0,5722.0,29.0,24.0,38.0,98.0,29.60%,373.6,205.3,168.3,0.85,0.71,1.12,2.88,373.6,205.3,168.3,0.85,0.71,1.12,2.88,79.0,64.0,2.32,1.88,2.32,1.88
Minor,RSC001941,Agamecp,"Vikings
Taipans
Dread
Neon
Polar Ice
Dynamite
Jupiter
Wind
Orangutans
Aphrodite
Dire Wolves
Fluffy Omelettes
Velociraptors
Polar Bears","The Sovereign
The Serpents
The Shadows
Group Zero
Minty Fresh
Fallout Shelter
Milky Way
The Elements
Planet of the Apes
Olympus
Polar Vortex
The Cat Cafe
Dino Park
The Bear Den",Lunar,72.3,224.0,15.0,0.634,0.667,10.0,5.0,5929.0,3440.0,2489.0,15.0,8.0,23.0,39.0,38.50%,393.1,228.1,165.0,0.99,0.53,1.53,2.59,395.3,229.3,165.9,1.0,0.53,1.53,2.6,40.0,28.0,2.65,1.86,2.67,1.87
Minor,RSC003928,Trev,"Drift
Silver Foxes
Neon
Mozza Marauders
Gravity
Fangtooths
Vikings
Velociraptors
MUTO
Aphrodite
Polar Ice
Havoc
Fluffy Omelettes
Dread
Wings
Taipans
Wasps
Hammerheads
Snuggies","The Soundtrack
The Forest
Group Zero
Italian Battalion
The Cosmos
The Abyss
The Sovereign
Dino Park
Kaiju
Olympus
Minty Fresh
North American Soccar Club
The Cat Cafe
The Shadows
Fifty-Fifty Pizzeria
The Serpents
The Swarm
Shark Attack
As Seen on TV!",Solar,71.6,381.0,24.0,0.616,0.625,15.0,9.0,9872.0,5800.0,4072.0,24.0,14.0,40.0,70.0,34.30%,384.9,226.1,158.7,0.94,0.55,1.56,2.73,411.3,241.7,169.7,1.0,0.58,1.67,2.92,69.0,51.0,2.69,1.99,2.88,2.13
Minor,RSC002693,M0Vethatbus,"Velociraptors
Orangutans
Vikings
Surge
Wings
Blizzards
Gravity
Dire Wolves
Wasps
MUTO
Aphrodite
Havoc
Justice League
Dynamite
Fangtooths
Bombermen
Silver Foxes
Wind
Ocelots
Drift
Shih Tzus
Greed
Neon","Dino Park
Planet of the Apes
The Sovereign
Electric Mayhem
Fifty-Fifty Pizzeria
Storm
The Cosmos
Polar Vortex
The Swarm
Kaiju
Olympus
North American Soccar Club
The Comic Crusaders
Fallout Shelter
The Abyss
8-Bit Brigade
The Forest
The Elements
The Jungle
The Soundtrack
Puppy Paradise
Inferno
Group Zero",Solar,71.3,633.0,41.0,0.684,0.683,28.0,13.0,16063.0,9590.0,6473.0,45.0,22.0,54.0,129.0,34.90%,376.9,225.0,151.9,1.06,0.52,1.27,3.03,391.8,233.9,157.9,1.1,0.54,1.32,3.15,119.0,72.0,2.79,1.69,2.9,1.76
Minor,RSC003032,X3Dx Toasty,"Drift
Justice League
Wings
Greed
Jupiter
Gravity
Mozza Marauders
Dynamite
Fangtooths
Polar Bears","The Soundtrack
The Comic Crusaders
Fifty-Fifty Pizzeria
Inferno
Milky Way
The Cosmos
Italian Battalion
Fallout Shelter
The Abyss
The Bear Den",Lunar,71.1,186.0,12.0,0.573,0.667,8.0,4.0,4795.0,3080.0,1715.0,17.0,6.0,14.0,38.0,44.70%,382.9,246.0,137.0,1.36,0.48,1.12,3.03,399.6,256.7,142.9,1.42,0.5,1.17,3.17,36.0,30.0,2.87,2.4,3.0,2.5
Minor,,Shmeep,"Drift
Fluffy Omelettes
Fangtooths
Polar Bears
Bombermen
Shih Tzus
Polar Ice
Taipans
Mozza Marauders
Velociraptors
Aphrodite
Dire Wolves
wind
Snuggies
Neon
Ocelots","The Soundtrack
The Cat Cafe
The Abyss
The Bear Den
8-Bit Brigade
Puppy Paradise
Minty Fresh
The Serpents
Italian Battalion
Dino Park
Olympus
Polar Vortex
The Elements
As Seen on TV!
Group Zero
The Jungle",Solar,70.5,290.0,21.0,0.543,0.476,10.0,11.0,7166.0,3920.0,3246.0,14.0,13.0,26.0,57.0,24.60%,367.0,200.8,166.3,0.72,0.67,1.33,2.92,341.2,186.7,154.6,0.67,0.62,1.24,2.71,47.0,42.0,2.41,2.15,2.24,2.0
Minor,RSC002357,Bieles,"Velociraptors
Dread
Gravity
Bombermen
Snuggies
Surge
Dire Wolves
Greed
Silver Foxes
Orangutans
Ocelots","Dino Park
The Shadows
The Cosmos
8-Bit Brigade
As Seen on TV!
Electric Mayhem
Polar Vortex
Inferno
The Forest
Planet of the Apes
The Jungle",Lunar,70.2,189.0,13.0,0.553,0.538,7.0,6.0,4860.0,2780.0,2080.0,11.0,8.0,19.0,33.0,33.30%,381.9,218.5,163.5,0.86,0.63,1.49,2.59,373.8,213.8,160.0,0.85,0.62,1.46,2.54,31.0,27.0,2.44,2.12,2.38,2.08
Minor,RSC000417,Twoslot,"Shih Tzus
Surge
Bombermen
Justice League
Velociraptors
Hammerheads
Neon
Wasps
Fangtooths
Snuggies","Puppy Paradise
Electric Mayhem
8-Bit Brigade
The Comic Crusaders
Dino Park
Shark Attack
Group Zero
The Swarm
The Abyss
As Seen on TV!",Lunar,70.1,185.0,12.0,0.442,0.333,4.0,8.0,4982.0,3020.0,1962.0,17.0,5.0,15.0,32.0,53.10%,400.0,242.5,157.5,1.36,0.4,1.2,2.57,415.2,251.7,163.5,1.42,0.42,1.25,2.67,33.0,38.0,2.65,3.05,2.75,3.17
Minor,RSC003411,Levibullrush,"Surge
Fluffy Omelettes
Shih Tzus
Silver Foxes
Justice League
Taipans
Neon
Jupiter
Wasps","Electric Mayhem
The Cat Cafe
Puppy Paradise
The Forest
The Comic Crusaders
The Serpents
Group Zero
Milky Way
The Swarm",Solar,70.0,183.0,12.0,0.604,0.75,9.0,3.0,4641.0,2580.0,2061.0,10.0,8.0,17.0,33.0,30.30%,376.7,209.4,167.3,0.81,0.65,1.38,2.68,386.8,215.0,171.8,0.83,0.67,1.42,2.75,34.0,26.0,2.76,2.11,2.83,2.17
Minor,RSC001052,Cubbyybbuc,"Shih Tzus
Fangtooths
Neon
Polar Ice
Justice League
Surge
Wind
Havoc
Snuggies
Mozza Marauders
Greed","Puppy Paradise
The Abyss
Group Zero
Minty Fresh
The Comic Crusaders
Electric Mayhem
The Elements
North American Soccar Club
As Seen on TV!
Italian Battalion
Inferno",Solar,69.8,175.0,12.0,0.561,0.417,5.0,7.0,4676.0,2800.0,1876.0,11.0,8.0,21.0,25.0,44.00%,396.9,237.7,159.2,0.93,0.68,1.78,2.12,389.7,233.3,156.3,0.92,0.67,1.75,2.08,36.0,31.0,3.06,2.63,3.0,2.58
Minor,RSC000233,Lilprsnwithanger,"Jupiter
Drift
Vikings
Taipans
Snuggies
Bombermen
Fangtooths
Blizzards
Ocelots
Greed
Justice League
Velociraptors
Wings
Fluffy Omelettes
Dread
Havoc
Surge
Silver Foxes
Shih Tzus
Neon
Polar Bears","Milky Way
The Soundtrack
The Sovereign
The Serpents
As Seen on TV!
8-Bit Brigade
The Abyss
Storm
The Jungle
Inferno
The Comic Crusaders
Dino Park
Fifty-Fifty Pizzeria
The Cat Cafe
The Shadows
North American Soccar Club
Electric Mayhem
The Forest
Puppy Paradise
Group Zero
The Bear Den",Solar,67.6,474.0,31.0,0.591,0.548,17.0,14.0,12038.0,7100.0,4938.0,33.0,15.0,43.0,90.0,36.70%,377.2,222.5,154.7,1.03,0.47,1.35,2.82,388.3,229.0,159.3,1.06,0.48,1.39,2.9,80.0,63.0,2.51,1.97,2.58,2.03
Minor,RSC000053,Its_Lost,"Drift
Blizzards
Wasps","The Soundtrack
Storm
The Swarm",Solar,67.4,41.0,3.0,0.446,0.333,1.0,2.0,1138.0,780.0,358.0,6.0,0.0,2.0,8.0,75.00%,412.3,282.6,129.7,2.17,0.0,0.72,2.9,379.3,260.0,119.3,2.0,0.0,0.67,2.67,7.0,8.0,2.54,2.9,2.33,2.67
Minor,RSC001828,Zcgentry,"Polar Bears
Hammerheads
Blizzards
Havoc
Wind
Snuggies
Wings","The Bear Den
Shark Attack
Storm
North American Soccar Club
The Elements
As Seen on TV!
Fifty-Fifty Pizzeria",Lunar,67.4,110.0,8.0,0.453,0.5,4.0,4.0,2618.0,1510.0,1108.0,7.0,3.0,8.0,26.0,26.90%,353.5,203.9,149.6,0.95,0.41,1.08,3.51,327.3,188.8,138.5,0.88,0.38,1.0,3.25,15.0,17.0,2.03,2.3,1.88,2.13
Minor,RSC003757,Magic Pants,"Polar Ice
Ocelots
Jupiter
Surge
Dire Wolves","Minty Fresh
The Jungle
Milky Way
Electric Mayhem
Polar Vortex",Lunar,67.3,69.0,5.0,0.368,0.6,3.0,2.0,1777.0,800.0,977.0,2.0,3.0,7.0,10.0,20.00%,382.5,172.2,210.3,0.43,0.65,1.51,2.15,355.4,160.0,195.4,0.4,0.6,1.4,2.0,10.0,14.0,2.15,3.01,2.0,2.8
