Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Premier,RSC005157,ScuLa,Punks,The Pit,Lunar,Lunar Ember,67.97,837,51,16.41,0.484,0.451,23,28,9,21474,11270,10204,43,30,78,157,0.274,420.71,220.79,199.91,0.84,0.59,1.53,3.08,421.06,220.98,200.08,0.84,0.59,1.53,3.08,114,129,2.23,2.53,2.24,2.53
Premier,RSC003334,vidhawk rl,Punks,The Pit,Lunar,Lunar Ember,36.31,501,32,15.66,0.491,0.531,17,15,8,10408,5610,4798,22,10,43,76,0.289,340.66,183.62,157.04,0.72,0.33,1.41,2.49,325.25,175.31,149.94,0.69,0.31,1.34,2.38,62,66,2.03,2.16,1.94,2.06
Premier,RSC003749,Rule,Punks,The Pit,Lunar,Lunar Ember,38.55,796,47,16.94,0.479,0.426,20,27,3,15824,8970,6854,28,29,70,122,0.230,325.98,184.79,141.20,0.58,0.60,1.44,2.51,336.68,190.85,145.83,0.60,0.62,1.49,2.60,107,126,2.20,2.60,2.28,2.68
Premier,RSC003780,FusionBleach,Crooked Capos,The Syndicate,Lunar,Lunar Cloud,80.16,914,56,16.32,0.511,0.500,28,28,16,24890,13830,11060,50,52,92,163,0.307,446.55,248.12,198.43,0.90,0.93,1.65,2.92,444.46,246.96,197.50,0.89,0.93,1.64,2.91,136,124,2.44,2.22,2.43,2.21
Premier,RSC001214,Corrupt,Crooked Capos,The Syndicate,Lunar,Lunar Cloud,40.39,783,48,16.31,0.518,0.500,24,24,3,15795,8870,6925,27,26,72,127,0.213,330.79,185.76,145.03,0.57,0.54,1.51,2.66,329.06,184.79,144.27,0.56,0.54,1.50,2.65,115,100,2.41,2.09,2.40,2.08
Premier,RSC004749,Vega,Crooked Capos,The Syndicate,Lunar,Lunar Cloud,40.16,124,8,15.50,0.445,0.375,3,5,0,2612,1460,1152,6,2,11,21,0.286,345.42,193.07,152.34,0.79,0.26,1.45,2.78,326.50,182.50,144.00,0.75,0.25,1.38,2.63,13,17,1.72,2.25,1.63,2.13
Premier,RSC005170,FrenchyNF,Super Clusters,The Cosmos,Lunar,Lunar Cloud,36.65,884,56,15.79,0.463,0.429,24,32,4,18292,10260,8032,32,26,91,121,0.264,339.31,190.32,148.99,0.59,0.48,1.69,2.24,326.64,183.21,143.43,0.57,0.46,1.63,2.16,118,159,2.19,2.95,2.11,2.84
Premier,RSC002062,Qundar al-Din,Super Clusters,The Cosmos,Lunar,Lunar Cloud,47.28,884,56,15.79,0.463,0.429,24,32,9,19891,10390,9501,40,33,69,129,0.310,368.97,192.73,176.24,0.74,0.61,1.28,2.39,355.20,185.54,169.66,0.71,0.59,1.23,2.30,118,159,2.19,2.95,2.11,2.84
Premier,RSC005100,Fluffy,"Super Clusters
Crooked Capos","The Cosmos
The Syndicate","Lunar
Lunar","Lunar Cloud
Lunar Cloud",26.73,342,20,17.10,0.465,0.400,8,12,1,6191,3300,2891,9,13,26,45,0.200,296.84,158.23,138.62,0.43,0.62,1.25,2.16,309.55,165.00,144.55,0.45,0.65,1.30,2.25,48,59,2.30,2.83,2.40,2.95
Premier,RSC004228,LYRICS,Interstellar,Event Horizon,Solar,Solar Ember,86.91,142,8,17.75,0.491,0.375,3,5,2,3995,2370,1625,9,11,14,22,0.409,461.34,273.68,187.65,1.04,1.27,1.62,2.54,499.38,296.25,203.13,1.13,1.38,1.75,2.75,27,28,3.12,3.23,3.38,3.50
Premier,RSC007693,Basicalllyyy,Interstellar,Event Horizon,Solar,Solar Ember,55.58,142,8,17.75,0.491,0.375,3,5,0,3314,2030,1284,8,5,15,23,0.348,382.70,234.42,148.27,0.92,0.58,1.73,2.66,414.25,253.75,160.50,1.00,0.63,1.88,2.88,27,28,3.12,3.23,3.38,3.50
Premier,RSC002542,wicked.,Interstellar,Event Horizon,Solar,Solar Ember,55.90,770,44,17.50,0.480,0.364,16,28,5,17768,10460,7308,46,35,58,121,0.380,378.39,222.76,155.63,0.98,0.75,1.24,2.58,403.82,237.73,166.09,1.05,0.80,1.32,2.75,123,142,2.62,3.02,2.80,3.23
Premier,RSC000931,Danger,Megalodons,Shark Attack,Solar,Solar Mountain,65.48,698,44,15.86,0.511,0.568,25,19,6,17228,9970,7258,37,37,66,112,0.330,404.73,234.22,170.51,0.87,0.87,1.55,2.63,391.55,226.59,164.95,0.84,0.84,1.50,2.55,121,112,2.84,2.63,2.75,2.55
Premier,RSC000745,jpablo,Megalodons,Shark Attack,Solar,Solar Mountain,60.97,737,48,15.35,0.517,0.583,28,20,6,17938,10680,7258,52,28,57,123,0.423,399.11,237.63,161.49,1.16,0.62,1.27,2.74,373.71,222.50,151.21,1.08,0.58,1.19,2.56,132,116,2.94,2.58,2.75,2.42
Premier,RSC004149,insanity,Megalodons,Shark Attack,Solar,Solar Mountain,76.71,876,56,15.64,0.511,0.571,32,24,20,24081,14040,10041,50,48,106,134,0.373,450.78,262.82,187.96,0.94,0.90,1.98,2.51,430.02,250.71,179.30,0.89,0.86,1.89,2.39,152,140,2.85,2.62,2.71,2.50
Premier,RSC005920,The Alpha,"Capybaras
Punks","The Jungle
The Pit","Solar
Lunar","Solar Mountain
Lunar Ember",61.61,487,28,17.39,0.446,0.321,9,19,3,12282,7010,5272,20,11,72,86,0.233,413.55,236.04,177.52,0.67,0.37,2.42,2.90,438.64,250.36,188.29,0.71,0.39,2.57,3.07,50,73,1.68,2.46,1.79,2.61
Premier,RSC006203,Tartan,Capybaras,The Jungle,Solar,Solar Mountain,42.57,287,16,17.94,0.487,0.438,7,9,3,6048,3370,2678,12,11,24,42,0.286,345.56,192.55,153.01,0.69,0.63,1.37,2.40,378.00,210.63,167.38,0.75,0.69,1.50,2.63,38,41,2.17,2.34,2.38,2.56
Premier,RSC001977,T.,Capybaras,The Jungle,Solar,Solar Mountain,45.91,893,52,17.17,0.512,0.519,27,25,9,19131,10570,8561,44,27,66,152,0.289,351.30,194.09,157.20,0.81,0.50,1.21,2.79,367.90,203.27,164.63,0.85,0.52,1.27,2.92,129,117,2.37,2.15,2.48,2.25
Premier,RSC000618,Taelo,"Feta Forgers
Megalodons
Long Beards","Cheese Guild
Shark Attack
Dwarf Haven","Lunar
Solar
Solar","Lunar Mountain
Solar Mountain
Solar Ocean",39.30,394,24,16.42,0.517,0.625,15,9,2,7735,4370,3365,19,16,21,62,0.306,321.93,181.88,140.05,0.79,0.67,0.87,2.58,322.29,182.08,140.21,0.79,0.67,0.88,2.58,70,63,2.91,2.62,2.92,2.63
Premier,RSC000439,Tide,Feta Forgers,Cheese Guild,Lunar,Lunar Mountain,79.60,931,55,16.93,0.559,0.727,40,15,16,25409,15820,9589,79,38,85,177,0.446,447.54,278.64,168.89,1.39,0.67,1.50,3.12,461.98,287.64,174.35,1.44,0.69,1.55,3.22,172,107,3.03,1.88,3.13,1.95
Premier,RSC000672,JK,Feta Forgers,Cheese Guild,Lunar,Lunar Mountain,62.45,862,51,16.90,0.562,0.725,37,14,10,20146,12120,8026,47,49,71,142,0.331,383.24,230.56,152.68,0.89,0.93,1.35,2.70,395.02,237.65,157.37,0.92,0.96,1.39,2.78,165,102,3.14,1.94,3.24,2.00
Premier,RSC005670,mesi,Gummy Bears,The Bear Den,Lunar,Lunar Mountain,74.79,899,52,17.29,0.522,0.481,25,27,13,22288,13560,8728,64,24,75,221,0.290,406.54,247.34,159.20,1.17,0.44,1.37,4.03,428.62,260.77,167.85,1.23,0.46,1.44,4.25,140,117,2.55,2.13,2.69,2.25
Premier,RSC005340,Mystikal,Gummy Bears,The Bear Den,Lunar,Lunar Mountain,41.69,899,52,17.29,0.522,0.481,25,27,9,18331,10460,7871,43,37,59,136,0.316,334.36,190.79,143.57,0.78,0.67,1.08,2.48,352.52,201.15,151.37,0.83,0.71,1.13,2.62,140,117,2.55,2.13,2.69,2.25
Premier,RSC000181,Eclipse,Gummy Bears,The Bear Den,Lunar,Lunar Mountain,49.57,899,52,17.29,0.522,0.481,25,27,3,18196,10260,7936,33,50,58,156,0.212,331.90,187.15,144.75,0.60,0.91,1.06,2.85,349.92,197.31,152.62,0.63,0.96,1.12,3.00,140,117,2.55,2.13,2.69,2.25
Premier,RSC007721,Ace!,Long Beards,Dwarf Haven,Solar,Solar Ocean,70.74,895,56,15.98,0.501,0.536,30,26,14,22331,12240,10091,43,40,83,179,0.240,409.14,224.26,184.89,0.79,0.73,1.52,3.28,398.77,218.57,180.20,0.77,0.71,1.48,3.20,132,131,2.42,2.40,2.36,2.34
Premier,RSC004923,Monster.,"Long Beards
Feta Forgers","Dwarf Haven
Cheese Guild","Solar
Lunar","Solar Ocean
Lunar Mountain",34.01,138,8,17.25,0.438,0.500,4,4,2,2695,1270,1425,2,4,13,22,0.091,320.24,150.91,169.33,0.24,0.48,1.54,2.61,336.88,158.75,178.13,0.25,0.50,1.63,2.75,14,19,1.66,2.26,1.75,2.38
Premier,RSC003008,GeneralZippy,Long Beards,Dwarf Haven,Solar,Solar Ocean,20.72,122,8,15.25,0.450,0.375,3,5,0,1923,1060,863,4,3,6,21,0.190,258.47,142.47,116.00,0.54,0.40,0.81,2.82,240.38,132.50,107.88,0.50,0.38,0.75,2.63,15,19,2.02,2.55,1.88,2.38
Premier,RSC007071,Ankur,Fairies,The Forest,Solar,Solar Mountain,63.73,443,24,18.46,0.493,0.542,13,11,8,11286,6950,4336,23,18,62,65,0.354,417.76,257.26,160.50,0.85,0.67,2.29,2.41,470.25,289.58,180.67,0.96,0.75,2.58,2.71,63,66,2.33,2.44,2.63,2.75
Premier,RSC002507,Mapl3Bac0n,"Fairies
Long Beards","The Forest
Dwarf Haven","Solar
Solar","Solar Mountain
Solar Ocean",43.41,895,56,15.98,0.514,0.571,32,24,7,19353,10780,8573,47,29,66,133,0.353,354.58,197.51,157.07,0.86,0.53,1.21,2.44,345.59,192.50,153.09,0.84,0.52,1.18,2.38,139,124,2.55,2.27,2.48,2.21
Premier,RSC006889,Jay,Fairies,The Forest,Solar,Solar Mountain,42.82,801,48,16.69,0.471,0.458,22,26,4,16745,9140,7605,29,39,64,109,0.266,342.80,187.11,155.69,0.59,0.80,1.31,2.23,348.85,190.42,158.44,0.60,0.81,1.33,2.27,109,136,2.23,2.78,2.27,2.83
Premier,RSC007471,ha ha boo.,Capybaras,The Jungle,Solar,Solar Mountain,73.05,475,28,16.96,0.547,0.643,18,10,8,11906,7070,4836,30,21,41,97,0.309,411.02,244.07,166.95,1.04,0.72,1.42,3.35,425.21,252.50,172.71,1.07,0.75,1.46,3.46,83,61,2.87,2.11,2.96,2.18
Premier,RSC007845,Enchanted,Fairies,The Forest,Solar,Solar Mountain,62.50,609,36,16.92,0.451,0.417,15,21,8,15568,8660,6908,37,15,63,106,0.349,419.19,233.18,186.01,1.00,0.40,1.70,2.85,432.44,240.56,191.89,1.03,0.42,1.75,2.94,80,113,2.15,3.04,2.22,3.14
Premier,RSC006677,Luigi,"Feta Forgers
Super Clusters","Cheese Guild
The Cosmos","Lunar
Lunar","Lunar Mountain
Lunar Cloud",82.69,134,8,16.75,0.638,0.875,7,1,4,3409,1860,1549,8,11,5,26,0.308,417.17,227.61,189.56,0.98,1.35,0.61,3.18,426.13,232.50,193.63,1.00,1.38,0.63,3.25,30,16,3.67,1.96,3.75,2.00
Premier,RSC004090,LikeWisse,Super Clusters,The Cosmos,Lunar,Lunar Cloud,52.37,736,48,15.33,0.441,0.354,17,31,7,17260,9710,7550,37,19,77,121,0.306,384.55,216.34,168.21,0.82,0.42,1.72,2.70,359.58,202.29,157.29,0.77,0.40,1.60,2.52,89,140,1.98,3.12,1.85,2.92
Premier,RSC003433,EllectroZx,Long Beards,Dwarf Haven,Solar,Solar Ocean,47.21,537,32,16.78,0.511,0.594,19,13,6,11322,6450,4872,24,18,44,95,0.253,345.73,196.96,148.77,0.73,0.55,1.34,2.90,353.81,201.56,152.25,0.75,0.56,1.38,2.97,79,73,2.41,2.23,2.47,2.28
Premier,RSC006328,Danwad,"Interstellar
Long Beards
Crooked Capos
Capybaras","Event Horizon
Dwarf Haven
The Syndicate
The Jungle","Solar
Solar
Lunar
Solar","Solar Ember
Solar Ocean
Lunar Cloud
Solar Mountain",52.19,529,32,16.53,0.548,0.719,23,9,6,11835,6880,4955,29,20,42,88,0.330,366.86,213.27,153.60,0.90,0.62,1.30,2.73,369.84,215.00,154.84,0.91,0.63,1.31,2.75,92,66,2.85,2.05,2.88,2.06
Premier,RSC001114,ASHES.,"Interstellar
Capybaras","Event Horizon
The Jungle","Solar
Solar","Solar Ember
Solar Mountain",21.80,275,16,17.19,0.397,0.313,5,11,1,5226,2490,2736,4,8,28,29,0.138,311.62,148.48,163.15,0.24,0.48,1.67,1.73,326.63,155.63,171.00,0.25,0.50,1.75,1.81,23,43,1.37,2.56,1.44,2.69
Premier,RSC005499,R0cket,Crooked Capos,The Syndicate,Lunar,Lunar Cloud,41.16,72,4,18.00,0.336,0.000,0,4,0,1525,970,555,5,1,6,12,0.417,347.32,220.92,126.40,1.14,0.23,1.37,2.73,381.25,242.50,138.75,1.25,0.25,1.50,3.00,8,15,1.82,3.42,2.00,3.75
Premier,RSC008094,JoshuaNaoki,"Crooked Capos
Fairies
Punks","The Syndicate
The Forest
The Pit","Lunar
Solar
Lunar","Lunar Cloud
Solar Mountain
Lunar Ember",22.20,442,28,15.79,0.435,0.286,8,20,1,7863,4140,3723,14,15,29,54,0.259,291.71,153.59,138.12,0.52,0.56,1.08,2.00,280.82,147.86,132.96,0.50,0.54,1.04,1.93,54,83,2.00,3.08,1.93,2.96
Premier,RSC000128,Tylurr,Feta Forgers,Cheese Guild,Lunar,Lunar Mountain,77.21,674,39,17.28,0.578,0.744,29,10,10,17832,10670,7162,35,38,82,117,0.299,433.84,259.59,174.25,0.85,0.92,2.00,2.85,457.23,273.59,183.64,0.90,0.97,2.10,3.00,128,72,3.11,1.75,3.28,1.85
Premier,RSC007876,dwsn.,Megalodons,Shark Attack,Solar,Solar Mountain,32.34,57,4,14.25,0.263,0.000,0,4,0,1082,520,562,0,3,6,7,0.000,311.27,149.60,161.68,0.00,0.86,1.73,2.01,270.50,130.00,140.50,0.00,0.75,1.50,1.75,5,13,1.44,3.74,1.25,3.25
Premier,RSC007691,exy,Interstellar,Event Horizon,Solar,Solar Ember,60.64,314,16,19.63,0.475,0.313,5,11,2,6932,4190,2742,14,17,27,59,0.237,362.01,218.81,143.20,0.73,0.89,1.41,3.08,433.25,261.88,171.38,0.88,1.06,1.69,3.69,48,55,2.51,2.87,3.00,3.44
Premier,RSC008134,july,Interstellar,Event Horizon,Solar,Solar Ember,50.24,83,4,20.75,0.640,0.500,2,2,1,1789,1000,789,5,3,4,15,0.333,353.45,197.57,155.88,0.99,0.59,0.79,2.96,447.25,250.00,197.25,1.25,0.75,1.00,3.75,17,10,3.36,1.98,4.25,2.50
Premier,RSC006197,Bullet,Capybaras,The Jungle,Solar,Solar Mountain,39.28,72,4,18.00,0.433,0.250,1,3,0,1577,890,687,2,2,10,9,0.222,359.16,202.70,156.46,0.46,0.46,2.28,2.05,394.25,222.50,171.75,0.50,0.50,2.50,2.25,6,8,1.37,1.82,1.50,2.00
Premier,RSC002714,Nika,"Punks
Interstellar
Crooked Capos","The Pit
Event Horizon
The Syndicate","Lunar
Solar
Lunar","Lunar Ember
Solar Ember
Lunar Cloud",75.97,563,36,15.64,0.570,0.694,25,11,9,14284,8560,5724,43,21,39,126,0.341,416.04,249.32,166.72,1.25,0.61,1.14,3.67,396.78,237.78,159.00,1.19,0.58,1.08,3.50,98,59,2.85,1.72,2.72,1.64
Premier,RSC000381,Noriko,Interstellar,Event Horizon,Solar,Solar Ember,46.11,462,28,16.50,0.442,0.286,8,20,4,9976,5810,4166,28,17,29,71,0.394,354.08,206.22,147.87,0.99,0.60,1.03,2.52,356.29,207.50,148.79,1.00,0.61,1.04,2.54,69,99,2.45,3.51,2.46,3.54
Premier,RSC007819,Divine,"Fairies
Long Beards
Feta Forgers
Punks","The Forest
Dwarf Haven
Cheese Guild
The Pit","Solar
Solar
Lunar
Lunar","Solar Mountain
Solar Ocean
Lunar Mountain
Lunar Ember",71.10,321,19,16.89,0.517,0.579,11,8,4,8156,4520,3636,19,14,26,62,0.306,416.64,230.90,185.74,0.97,0.72,1.33,3.17,429.26,237.89,191.37,1.00,0.74,1.37,3.26,52,47,2.66,2.40,2.74,2.47
Premier,RSC004109,Hawkish,Fairies,The Forest,Solar,Solar Mountain,3.49,61,4,15.25,0.249,0.250,1,3,0,989,550,439,1,1,7,5,0.200,265.86,147.85,118.01,0.27,0.27,1.88,1.34,247.25,137.50,109.75,0.25,0.25,1.75,1.25,5,14,1.34,3.76,1.25,3.50
Premier,RSC003178,Snack Time!,Capybaras,The Jungle,Solar,Solar Mountain,24.20,59,4,14.75,0.398,0.000,0,4,0,1036,580,456,3,2,2,8,0.375,287.94,161.20,126.74,0.83,0.56,0.56,2.22,259.00,145.00,114.00,0.75,0.50,0.50,2.00,9,13,2.50,3.61,2.25,3.25
Premier,RSC005187,3565336c98822fdd,Interstellar,Event Horizon,Solar,Solar Ember,24.02,317,20,15.85,0.416,0.300,6,14,0,5842,3020,2822,10,8,24,42,0.238,302.20,156.22,145.98,0.52,0.41,1.24,2.17,292.10,151.00,141.10,0.50,0.40,1.20,2.10,44,71,2.28,3.67,2.20,3.55
Premier,RSC007893,solar722,Interstellar,Event Horizon,Solar,Solar Ember,72.00,52,4,13.00,0.412,0.250,1,3,0,1207,650,557,3,1,3,15,0.200,380.62,204.97,175.65,0.95,0.32,0.95,4.73,301.75,162.50,139.25,0.75,0.25,0.75,3.75,8,11,2.52,3.47,2.00,2.75
Premier,RSC007895,Lup,Long Beards,Dwarf Haven,Solar,Solar Ocean,23.57,64,4,16.00,0.442,0.500,2,2,0,1133,650,483,3,1,4,10,0.300,290.30,166.54,123.75,0.77,0.26,1.02,2.56,283.25,162.50,120.75,0.75,0.25,1.00,2.50,8,10,2.05,2.56,2.00,2.50
Premier,RSC000714,duffy,Punks,The Pit,Lunar,Lunar Ember,58.00,61,4,15.25,0.662,0.500,2,2,1,1341,830,511,4,5,2,8,0.500,360.49,223.12,137.37,1.08,1.34,0.54,2.15,335.25,207.50,127.75,1.00,1.25,0.50,2.00,13,7,3.49,1.88,3.25,1.75
Premier,RSC000697,Dolphino,Interstellar,Event Horizon,Solar,Solar Ember,46.42,60,4,15.00,0.180,0.000,0,4,0,1222,680,542,2,1,6,13,0.154,333.97,185.84,148.13,0.55,0.27,1.64,3.55,305.50,170.00,135.50,0.50,0.25,1.50,3.25,4,16,1.09,4.37,1.00,4.00
Premier,RSC003323,Boog McCroog,Interstellar,Event Horizon,Solar,Solar Ember,1.10,60,4,15.00,0.180,0.000,0,4,0,997,490,507,1,1,6,4,0.250,272.48,133.92,138.56,0.27,0.27,1.64,1.09,249.25,122.50,126.75,0.25,0.25,1.50,1.00,4,16,1.09,4.37,1.00,4.00
Premier,RSC005690,DQ.,Fairies,The Forest,Solar,Solar Mountain,48.80,51,4,12.75,0.404,0.250,1,3,0,1042,550,492,2,2,3,10,0.200,335.03,176.84,158.19,0.64,0.64,0.96,3.22,260.50,137.50,123.00,0.50,0.50,0.75,2.50,7,10,2.25,3.22,1.75,2.50
Premier,RSC003830,bradyK-,Megalodons,Shark Attack,Solar,Solar Mountain,51.67,51,4,12.75,0.596,0.750,3,1,0,1227,730,497,3,4,4,3,1.000,394.52,234.72,159.80,0.96,1.29,1.29,0.96,306.75,182.50,124.25,0.75,1.00,1.00,0.75,10,7,3.22,2.25,2.50,1.75
Master,RSC003308,Tman,Spectres,The Monster Mash,N/A,N/A,79.15,993,60,16.55,0.537,0.617,37,23,15,25190,14490,10700,57,50,84,209,0.273,404.34,232.59,171.75,0.91,0.80,1.35,3.35,419.83,241.50,178.33,0.95,0.83,1.40,3.48,158,115,2.54,1.85,2.63,1.92
Master,RSC008139,Oibu,"Spectres
The OGs","The Monster Mash
The Hood","N/A
N/A","N/A
N/A",74.16,896,56,16.00,0.544,0.554,31,25,12,24847,14280,10567,48,34,127,143,0.336,442.01,254.03,187.98,0.85,0.60,2.26,2.54,443.70,255.00,188.70,0.86,0.61,2.27,2.55,147,102,2.62,1.81,2.63,1.82
Master,RSC002648,prisma,Spectres,The Monster Mash,N/A,N/A,49.19,722,43,16.79,0.534,0.558,24,19,5,15816,8430,7386,32,31,52,108,0.296,349.16,186.10,163.06,0.71,0.68,1.15,2.38,367.81,196.05,171.77,0.74,0.72,1.21,2.51,111,85,2.45,1.88,2.58,1.98
Master,RSC000824,Cart,Permafrost,Sub Zero,N/A,N/A,1.12,591,35,16.89,0.437,0.257,9,26,2,9429,4870,4559,15,10,43,72,0.208,254.30,131.34,122.96,0.40,0.27,1.16,1.94,269.40,139.14,130.26,0.43,0.29,1.23,2.06,66,104,1.78,2.80,1.89,2.97
Master,RSC002490,bex,Permafrost,Sub Zero,N/A,N/A,51.31,419,27,15.52,0.470,0.407,11,16,6,9582,5200,4382,19,10,39,85,0.224,364.51,197.81,166.70,0.72,0.38,1.48,3.23,354.89,192.59,162.30,0.70,0.37,1.44,3.15,49,60,1.86,2.28,1.81,2.22
Master,RSC001927,Ghxst,Permafrost,Sub Zero,N/A,N/A,49.45,953,59,16.15,0.459,0.339,20,39,7,22001,12200,9801,38,33,106,145,0.262,367.97,204.05,163.92,0.64,0.55,1.77,2.43,372.90,206.78,166.12,0.64,0.56,1.80,2.46,113,159,1.89,2.66,1.92,2.69
Master,RSC005183,Kagura.,Permafrost,Sub Zero,N/A,N/A,39.50,896,56,16.00,0.460,0.357,20,36,5,18694,10600,8094,41,29,72,145,0.283,332.55,188.57,143.99,0.73,0.52,1.28,2.58,333.82,189.29,144.54,0.73,0.52,1.29,2.59,111,154,1.97,2.74,1.98,2.75
Master,RSC007174,LMNS,Care Bears,The Bear Den,N/A,N/A,76.98,920,59,15.59,0.521,0.525,31,28,17,24648,14020,10628,64,33,82,187,0.342,427.03,242.90,184.13,1.11,0.57,1.42,3.24,417.76,237.63,180.14,1.08,0.56,1.39,3.17,147,124,2.55,2.15,2.49,2.10
Master,RSC007565,AcX,Care Bears,The Bear Den,N/A,N/A,58.48,850,55,15.45,0.530,0.564,31,24,8,20574,11550,9024,42,33,87,135,0.311,385.80,216.58,169.22,0.79,0.62,1.63,2.53,374.07,210.00,164.07,0.76,0.60,1.58,2.45,142,111,2.66,2.08,2.58,2.02
Master,RSC007558,Frijole,Care Bears,The Bear Den,N/A,N/A,56.79,407,26,15.65,0.521,0.538,14,12,2,9180,5310,3870,19,20,35,66,0.288,359.51,207.95,151.56,0.74,0.78,1.37,2.58,353.08,204.23,148.85,0.73,0.77,1.35,2.54,71,62,2.78,2.43,2.73,2.38
Master,RSC004575,Diamond ^.^,Lemurs,The Jungle,N/A,N/A,45.25,920,57,16.14,0.448,0.351,20,37,7,20279,11250,9029,41,31,83,145,0.283,351.34,194.91,156.43,0.71,0.54,1.44,2.51,355.77,197.37,158.40,0.72,0.54,1.46,2.54,112,171,1.94,2.96,1.96,3.00
Master,RSC004730,SgtPickle,Lemurs,The Jungle,N/A,N/A,21.85,312,20,15.60,0.408,0.250,5,15,1,6246,3790,2456,15,5,32,44,0.341,319.09,193.62,125.47,0.77,0.26,1.63,2.25,312.30,189.50,122.80,0.75,0.25,1.60,2.20,37,64,1.89,3.27,1.85,3.20
Master,RSC008134,july,"Lemurs
Oblivion","The Jungle
Event Horizon","N/A
N/A","N/A
N/A",57.30,459,30,15.30,0.485,0.433,13,17,3,10586,5870,4716,21,17,41,87,0.241,367.61,203.84,163.77,0.73,0.59,1.42,3.02,352.87,195.67,157.20,0.70,0.57,1.37,2.90,67,74,2.33,2.57,2.23,2.47
Master,RSC004208,Super,"Lemurs
Basilisks","The Jungle
The Forest","N/A
N/A","N/A
N/A",39.95,882,55,16.04,0.475,0.382,21,34,6,19090,10960,8130,39,29,87,126,0.310,344.99,198.06,146.92,0.70,0.52,1.57,2.28,347.09,199.27,147.82,0.71,0.53,1.58,2.29,114,140,2.06,2.53,2.07,2.55
Master,RSC007382,takeeover,Andromeda,The Cosmos,N/A,N/A,53.67,674,41,16.44,0.503,0.561,23,18,6,15788,8860,6928,22,29,85,96,0.229,373.36,209.53,163.84,0.52,0.69,2.01,2.27,385.07,216.10,168.98,0.54,0.71,2.07,2.34,90,88,2.13,2.08,2.20,2.15
Master,RSC007869,Sw.ish,Andromeda,The Cosmos,N/A,N/A,63.42,862,52,16.58,0.525,0.635,33,19,14,21519,12040,9479,50,27,81,164,0.305,397.91,222.63,175.28,0.92,0.50,1.50,3.03,413.83,231.54,182.29,0.96,0.52,1.56,3.15,125,102,2.31,1.89,2.40,1.96
Master,RSC007409,Averded,Andromeda,The Cosmos,N/A,N/A,54.16,725,44,16.48,0.519,0.636,28,16,8,16327,9180,7147,36,23,59,148,0.243,358.95,201.82,157.13,0.79,0.51,1.30,3.25,371.07,208.64,162.43,0.82,0.52,1.34,3.36,101,87,2.22,1.91,2.30,1.98
Master,RSC007099,kolm,Plinko,Never Lucky,N/A,N/A,8.51,731,42,17.40,0.407,0.190,8,34,0,12469,6230,6239,18,18,55,78,0.231,271.88,135.84,136.04,0.39,0.39,1.20,1.70,296.88,148.33,148.55,0.43,0.43,1.31,1.86,78,155,1.70,3.38,1.86,3.69
Master,RSC004905,Knuckle,Plinko,Never Lucky,N/A,N/A,76.67,366,20,18.30,0.497,0.500,10,10,4,8963,5610,3353,22,22,32,71,0.310,390.34,244.31,146.02,0.96,0.96,1.39,3.09,448.15,280.50,167.65,1.10,1.10,1.60,3.55,55,56,2.40,2.44,2.75,2.80
Master,RSC003728,yillow,"Plinko
Fromunda Frauds","Never Lucky
Cheese Guild","N/A
N/A","N/A
N/A",40.61,708,43,16.47,0.456,0.372,16,27,6,15073,7950,7123,26,24,62,105,0.248,339.34,178.98,160.36,0.59,0.54,1.40,2.36,350.53,184.88,165.65,0.60,0.56,1.44,2.44,90,125,2.03,2.81,2.09,2.91
Master,RSC006952,nave,Kawaii,The Pit,N/A,N/A,76.95,840,52,16.15,0.532,0.635,33,19,15,21600,12900,8700,56,39,73,170,0.329,409.86,244.78,165.08,1.06,0.74,1.39,3.23,415.38,248.08,167.31,1.08,0.75,1.40,3.27,141,109,2.68,2.07,2.71,2.10
Master,RSC007605,Afterburner3375,Kawaii,The Pit,N/A,N/A,64.96,913,56,16.30,0.525,0.625,35,21,11,22091,12660,9431,46,43,87,156,0.295,385.66,221.02,164.65,0.80,0.75,1.52,2.72,394.48,226.07,168.41,0.82,0.77,1.55,2.79,151,123,2.64,2.15,2.70,2.20
Master,RSC008242,Snipes,Kawaii,The Pit,N/A,N/A,37.43,847,52,16.29,0.525,0.654,34,18,6,18379,10210,8169,37,26,82,111,0.333,345.86,192.14,153.73,0.70,0.49,1.54,2.09,353.44,196.35,157.10,0.71,0.50,1.58,2.13,142,117,2.67,2.20,2.73,2.25
Master,RSC005690,DQ.,"Oblivion
Basilisks","Event Horizon
The Forest","N/A
N/A","N/A
N/A",24.80,378,23,16.43,0.402,0.174,4,19,2,7556,4180,3376,11,8,43,53,0.208,318.61,176.26,142.36,0.46,0.34,1.81,2.23,328.52,181.74,146.78,0.48,0.35,1.87,2.30,34,65,1.43,2.74,1.48,2.83
