Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Veteran,RSC000322,Humble Potato,Gorillas,The Jungle,Solar,Solar Mountain,30.82,455,29,15.69,0.452,0.414,12,17,3,8990,4910,4080,12,18,46,51,0.235,309.67,169.13,140.54,0.41,0.62,1.58,1.76,310.00,169.31,140.69,0.41,0.62,1.59,1.76,61,84,2.10,2.89,2.10,2.90
Veteran,RSC005355,GT-R R34,Gorillas,The Jungle,Solar,Solar Mountain,46.93,827,53,15.60,0.483,0.491,26,27,5,17447,10090,7357,38,29,69,139,0.273,330.65,191.22,139.43,0.72,0.55,1.31,2.63,329.19,190.38,138.81,0.72,0.55,1.30,2.62,126,144,2.39,2.73,2.38,2.72
Veteran,RSC005048,Heyzisthename,Gorillas,The Jungle,Solar,Solar Mountain,60.15,976,62,15.74,0.484,0.484,30,32,12,23154,13330,9824,51,41,94,148,0.345,371.82,214.06,157.76,0.82,0.66,1.51,2.38,373.45,215.00,158.45,0.82,0.66,1.52,2.39,148,169,2.38,2.71,2.39,2.73
Veteran,RSC003746,archhie.,Blacksmiths,Dwarf Haven,Solar,Solar Ocean,53.59,799,52,15.37,0.481,0.404,21,31,10,17896,9800,8096,38,28,65,135,0.281,351.05,192.24,158.81,0.75,0.55,1.28,2.65,344.15,188.46,155.69,0.73,0.54,1.25,2.60,118,137,2.31,2.69,2.27,2.63
Veteran,RSC006140,Jay_Kay99,Blacksmiths,Dwarf Haven,Solar,Solar Ocean,49.06,177,13,13.62,0.500,0.538,7,6,1,3825,1870,1955,8,5,10,32,0.250,338.70,165.59,173.11,0.71,0.44,0.89,2.83,294.23,143.85,150.38,0.62,0.38,0.77,2.46,26,26,2.30,2.30,2.00,2.00
Veteran,RSC006018,Braamse,Blacksmiths,Dwarf Haven,Solar,Solar Ocean,47.06,492,33,14.91,0.480,0.455,15,18,6,10476,6340,4136,25,16,44,84,0.298,333.72,201.97,131.76,0.80,0.51,1.40,2.68,317.45,192.12,125.33,0.76,0.48,1.33,2.55,68,78,2.17,2.48,2.06,2.36
Veteran,RSC000179,sykoshaggy4200,"Street Rats
Gouda Gangsters
Marshals","The Hood
Cheese Guild
Monarchy","Solar
Lunar
Solar","Solar Cloud
Lunar Mountain
Solar Cloud",74.04,401,25,16.04,0.495,0.480,12,13,6,9830,5920,3910,27,16,32,82,0.329,384.21,231.38,152.82,1.06,0.63,1.25,3.20,393.20,236.80,156.40,1.08,0.64,1.28,3.28,68,70,2.66,2.74,2.72,2.80
Veteran,RSC005851,IKlutch all in TTV (LIVE),Street Rats,The Hood,Solar,Solar Cloud,52.28,862,54,15.96,0.480,0.463,25,29,6,19008,10730,8278,38,36,76,133,0.286,345.61,195.10,150.51,0.69,0.65,1.38,2.42,352.00,198.70,153.30,0.70,0.67,1.41,2.46,123,144,2.24,2.62,2.28,2.67
Veteran,RSC007062,Ice Phoenix,Street Rats,The Hood,Solar,Solar Cloud,41.95,822,52,15.81,0.481,0.481,25,27,8,17036,9670,7366,35,30,69,122,0.287,324.83,184.38,140.45,0.67,0.57,1.32,2.33,327.62,185.96,141.65,0.67,0.58,1.33,2.35,120,139,2.29,2.65,2.31,2.67
Veteran,RSC008102,Talent?,Sons of Ares,The Rising,Solar,Solar Ember,85.92,796,48,16.58,0.537,0.646,31,17,11,20618,12630,7988,48,39,84,168,0.286,405.97,248.68,157.28,0.95,0.77,1.65,3.31,429.54,263.13,166.42,1.00,0.81,1.75,3.50,139,104,2.74,2.05,2.90,2.17
Veteran,RSC007688,Yami ^^,Sons of Ares,The Rising,Solar,Solar Ember,76.42,1043,64,16.30,0.541,0.672,43,21,20,26344,16470,9874,76,47,92,192,0.396,395.87,247.50,148.38,1.14,0.71,1.38,2.89,411.63,257.34,154.28,1.19,0.73,1.44,3.00,192,136,2.89,2.04,3.00,2.13
Veteran,RSC008104,M0NKEE .,Sons of Ares,The Rising,Solar,Solar Ember,42.91,1003,61,16.44,0.545,0.689,42,19,8,20778,11800,8978,49,37,71,150,0.327,324.68,184.39,140.29,0.77,0.58,1.11,2.34,340.62,193.44,147.18,0.80,0.61,1.16,2.46,185,128,2.89,2.00,3.03,2.10
Veteran,RSC006290,Dirt D Dan,Penguins,Flightless Fowl,Lunar,Lunar Cloud,41.98,448,31,14.45,0.490,0.452,14,17,3,9240,4780,4460,20,12,28,78,0.256,323.26,167.23,156.03,0.70,0.42,0.98,2.73,298.06,154.19,143.87,0.65,0.39,0.90,2.52,70,75,2.45,2.62,2.26,2.42
Veteran,RSC006700,Terx,Penguins,Flightless Fowl,Lunar,Lunar Cloud,69.15,922,62,14.87,0.522,0.597,37,25,11,21961,12890,9071,52,44,77,164,0.317,373.32,219.12,154.20,0.88,0.75,1.31,2.79,354.21,207.90,146.31,0.84,0.71,1.24,2.65,157,131,2.67,2.23,2.53,2.11
Veteran,RSC007288,vTheTankMan,Penguins,Flightless Fowl,Lunar,Lunar Cloud,82.22,719,49,14.67,0.527,0.592,29,20,13,18797,10690,8107,44,29,67,149,0.295,409.75,233.03,176.72,0.96,0.63,1.46,3.25,383.61,218.16,165.45,0.90,0.59,1.37,3.04,120,97,2.62,2.11,2.45,1.98
Veteran,RSC007479,Metatonixz,Folks,The Pit,Lunar,Lunar Ember,88.06,927,60,15.45,0.532,0.600,36,24,16,23810,14290,9520,67,42,67,214,0.313,402.57,241.61,160.96,1.13,0.71,1.13,3.62,396.83,238.17,158.67,1.12,0.70,1.12,3.57,160,123,2.71,2.08,2.67,2.05
Veteran,RSC002467,reccoonn,Folks,The Pit,Lunar,Lunar Ember,48.69,812,53,15.32,0.541,0.623,33,20,10,18107,9800,8307,37,30,69,115,0.322,349.50,189.16,160.34,0.71,0.58,1.33,2.22,341.64,184.91,156.74,0.70,0.57,1.30,2.17,144,104,2.78,2.01,2.72,1.96
Veteran,RSC003027,Defiance,"Folks
Gorillas","The Pit
The Jungle","Lunar
Solar","Lunar Ember
Solar Mountain",47.71,710,46,15.43,0.471,0.413,19,27,7,16401,9380,7021,39,17,71,108,0.361,362.05,207.06,154.99,0.86,0.38,1.57,2.38,356.54,203.91,152.63,0.85,0.37,1.54,2.35,96,120,2.12,2.65,2.09,2.61
Veteran,RSC002668,Bird Queen <3,Silver Dollar,Money Makers,Lunar,Lunar Ember,49.63,663,42,15.79,0.487,0.500,21,21,9,14906,8690,6216,39,22,54,99,0.394,352.37,205.43,146.94,0.92,0.52,1.28,2.34,354.90,206.90,148.00,0.93,0.52,1.29,2.36,98,108,2.32,2.55,2.33,2.57
Veteran,RSC002706,Zarthon77,"Silver Dollar
Sons of Ares","Money Makers
The Rising","Lunar
Solar","Lunar Ember
Solar Ember",63.46,291,19,15.32,0.555,0.684,13,6,4,6787,4130,2657,20,13,20,48,0.417,365.55,222.44,143.11,1.08,0.70,1.08,2.59,357.21,217.37,139.84,1.05,0.68,1.05,2.53,59,43,3.18,2.32,3.11,2.26
Veteran,RSC007231,BlitzzyG,Silver Dollar,Money Makers,Lunar,Lunar Ember,50.49,609,40,15.23,0.480,0.425,17,23,4,13017,7510,5507,24,25,57,101,0.238,335.00,193.28,141.73,0.62,0.64,1.47,2.60,325.43,187.75,137.68,0.60,0.63,1.43,2.53,89,103,2.29,2.65,2.23,2.58
Veteran,RSC008124,AwfulMusic,Banshees,The Monster Mash,Lunar,Lunar Cloud,85.99,758,47,16.13,0.560,0.681,32,15,10,19092,11660,7432,60,39,42,161,0.373,394.77,241.09,153.67,1.24,0.81,0.87,3.33,406.21,248.09,158.13,1.28,0.83,0.89,3.43,150,95,3.10,1.96,3.19,2.02
Veteran,RSC008089,SyrupBloodz,Banshees,The Monster Mash,Lunar,Lunar Cloud,74.14,801,50,16.02,0.538,0.640,32,18,8,19326,11330,7996,43,40,70,153,0.281,378.15,221.69,156.46,0.84,0.78,1.37,2.99,386.52,226.60,159.92,0.86,0.80,1.40,3.06,151,113,2.95,2.21,3.02,2.26
Veteran,RSC001118,azurified,Banshees,The Monster Mash,Lunar,Lunar Cloud,66.29,839,52,16.13,0.543,0.673,35,17,13,19846,11460,8386,51,39,60,141,0.362,370.74,214.08,156.66,0.95,0.73,1.12,2.63,381.65,220.38,161.27,0.98,0.75,1.15,2.71,154,110,2.88,2.05,2.96,2.12
Veteran,RSC004109,Hawkish,Werewolves,The Forest,Solar,Solar Mountain,73.68,992,58,17.10,0.529,0.638,37,21,20,24716,14850,9866,68,40,83,190,0.358,390.50,234.62,155.88,1.07,0.63,1.31,3.00,426.14,256.03,170.10,1.17,0.69,1.43,3.28,159,125,2.51,1.97,2.74,2.16
Veteran,RSC007437,luckyy.12,Werewolves,The Forest,Solar,Solar Mountain,69.30,772,46,16.78,0.533,0.652,30,16,11,18662,11080,7582,34,38,89,133,0.256,378.88,224.95,153.93,0.69,0.77,1.81,2.70,405.70,240.87,164.83,0.74,0.83,1.93,2.89,127,98,2.58,1.99,2.76,2.13
Veteran,RSC006060,WP_Merciless,Werewolves,The Forest,Solar,Solar Mountain,56.54,1015,60,16.92,0.531,0.633,38,22,6,22721,13380,9341,49,45,92,163,0.301,350.85,206.61,144.24,0.76,0.69,1.42,2.52,378.68,223.00,155.68,0.82,0.75,1.53,2.72,164,126,2.53,1.95,2.73,2.10
Veteran,RSC002892,nickm,Mosaic Maestros,Art Club,Solar,Solar Ocean,67.42,794,52,15.27,0.495,0.558,29,23,13,19966,11520,8446,52,25,73,142,0.366,394.12,227.40,166.72,1.03,0.49,1.44,2.80,383.96,221.54,162.42,1.00,0.48,1.40,2.73,128,133,2.53,2.63,2.46,2.56
Veteran,RSC007315,IntimateYak829,Mosaic Maestros,Art Club,Solar,Solar Ocean,46.35,862,56,15.39,0.492,0.536,30,26,8,18739,11000,7739,41,30,82,130,0.315,340.72,200.01,140.71,0.75,0.55,1.49,2.36,334.63,196.43,138.20,0.73,0.54,1.46,2.32,132,141,2.40,2.56,2.36,2.52
Veteran,RSC005314,daggumbigfeet,Mosaic Maestros,Art Club,Solar,Solar Ocean,29.01,417,26,16.04,0.456,0.385,10,16,2,7628,4060,3568,16,16,22,56,0.286,286.70,152.60,134.11,0.60,0.60,0.83,2.10,293.38,156.15,137.23,0.62,0.62,0.85,2.15,58,77,2.18,2.89,2.23,2.96
Veteran,RSC006885,bev,Dread,The Shadows,Lunar,Lunar Ocean,53.68,799,50,15.98,0.474,0.360,18,32,9,18100,10720,7380,40,28,80,132,0.303,355.05,210.28,144.77,0.78,0.55,1.57,2.59,362.00,214.40,147.60,0.80,0.56,1.60,2.64,127,155,2.49,3.04,2.54,3.10
Veteran,RSC007920,Ocular8,"Dread
Azalea","The Shadows
Flower Road","Lunar
Lunar","Lunar Ocean
Lunar Ember",79.11,513,31,16.55,0.528,0.516,16,15,6,13564,8260,5304,45,15,39,106,0.425,414.41,252.36,162.05,1.37,0.46,1.19,3.24,437.55,266.45,171.10,1.45,0.48,1.26,3.42,96,80,2.93,2.44,3.10,2.58
Veteran,RSC007057,Sinodih,Dread,The Shadows,Lunar,Lunar Ocean,52.72,462,28,16.50,0.504,0.429,12,16,2,9715,5760,3955,19,26,38,66,0.288,329.58,195.41,134.17,0.64,0.88,1.29,2.24,346.96,205.71,141.25,0.68,0.93,1.36,2.36,78,76,2.65,2.58,2.79,2.71
Veteran,RSC006869,Flurry ^-^,Giraffes,Safari,Lunar,Lunar Mountain,67.71,1034,63,16.41,0.514,0.524,33,30,14,24491,15280,9211,70,40,85,203,0.345,371.23,231.61,139.62,1.06,0.61,1.29,3.08,388.75,242.54,146.21,1.11,0.63,1.35,3.22,179,160,2.71,2.43,2.84,2.54
Veteran,RSC003904,Tyyphoon454,"Giraffes
Street Rats
Dogfighters","Safari
The Hood
Remove Before Flight","Lunar
Solar
Lunar","Lunar Mountain
Solar Cloud
Lunar Ocean",52.58,750,47,15.96,0.507,0.511,24,23,8,16936,9960,6976,45,25,60,121,0.372,353.92,208.14,145.78,0.94,0.52,1.25,2.53,360.34,211.91,148.43,0.96,0.53,1.28,2.57,125,119,2.61,2.49,2.66,2.53
Veteran,RSC000550,ARJ,Giraffes,Safari,Lunar,Lunar Mountain,52.44,914,56,16.32,0.516,0.518,29,27,8,19499,11610,7889,50,34,65,166,0.301,334.37,199.09,135.28,0.86,0.58,1.11,2.85,348.20,207.32,140.88,0.89,0.61,1.16,2.96,162,143,2.78,2.45,2.89,2.55
