Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Elite,RSC008652,2twisteda,Imperatores,The Sovereign,Solar,,27.41,353,24,14.71,0.426,0.250,6,18,1,6555,3240,3315,7,14,28,44,0.159,291.13,143.90,147.23,0.31,0.62,1.24,1.95,273.13,135.00,138.13,0.29,0.58,1.17,1.83,39,63,1.73,2.80,1.63,2.63,199,8.84,8.29,0.32
Elite,RSC003055,Lad,Immortals,World Warriors,Lunar,,27.16,648,39,16.62,0.489,0.436,17,22,4,12244,7090,5154,26,16,56,89,0.292,296.23,171.54,124.70,0.63,0.39,1.35,2.15,313.95,181.79,132.15,0.67,0.41,1.44,2.28,99,107,2.40,2.59,2.54,2.74,343,8.30,8.79,0.31
Elite,RSC012896,SCEET,Thrashers,The Pit,Solar,,26.99,126,8,15.75,0.488,0.625,5,3,1,2571,1500,1071,4,3,16,15,0.267,319.90,186.64,133.26,0.50,0.37,1.99,1.87,321.38,187.50,133.88,0.50,0.38,2.00,1.88,17,18,2.12,2.24,2.13,2.25,74,9.21,9.25,0.24
Elite,RSC005778,Kwispay,Embezzlers,Shell Corp.,Lunar,,26.82,691,44,15.70,0.419,0.318,14,30,4,13305,7230,6075,23,21,61,83,0.277,301.87,164.04,137.83,0.52,0.48,1.38,1.88,302.39,164.32,138.07,0.52,0.48,1.39,1.89,75,139,1.70,3.15,1.70,3.16,419,9.51,9.52,0.33
Elite,RSC000777,Marcus.,Menthol,Minty Fresh,Solar,,26.36,52,3,17.33,0.239,0.000,0,3,0,923,430,493,0,2,5,8,0.000,278.28,129.64,148.64,0.00,0.60,1.51,2.41,307.67,143.33,164.33,0.00,0.67,1.67,2.67,3,9,0.90,2.71,1.00,3.00,34,10.25,11.33,0.26
Elite,RSC007688,Yami ^^,Peerless Scarred,The Rising,Solar,,25.49,144,9,16.00,0.291,0.111,1,8,1,2833,1570,1263,3,2,19,22,0.136,308.44,170.93,137.51,0.33,0.22,2.07,2.40,314.78,174.44,140.33,0.33,0.22,2.11,2.44,10,30,1.09,3.27,1.11,3.33,78,8.49,8.67,0.38
Elite,RSC000626,President Plorpus.,Menthol,Minty Fresh,Solar,,25.21,581,36,16.14,0.421,0.194,7,29,2,11734,6210,5524,18,10,64,71,0.254,316.63,167.57,149.06,0.49,0.27,1.73,1.92,325.94,172.50,153.44,0.50,0.28,1.78,1.97,58,104,1.57,2.81,1.61,2.89,377,10.17,10.47,0.28
Elite,RSC007341,Squashy,Raptors,Mach Velocity,Solar,,23.84,466,27,17.26,0.451,0.481,13,14,5,8554,4770,3784,21,12,30,57,0.368,287.79,160.48,127.31,0.71,0.40,1.01,1.92,316.81,176.67,140.15,0.78,0.44,1.11,2.11,61,84,2.05,2.83,2.26,3.11,260,8.75,9.63,0.32
Elite,RSC007143,OmniMurders,Despair,The Shadows,Lunar,,23.64,202,14,14.43,0.439,0.214,3,11,0,3682,2000,1682,5,7,18,25,0.200,285.77,155.23,130.55,0.39,0.54,1.40,1.94,263.00,142.86,120.14,0.36,0.50,1.29,1.79,29,40,2.25,3.10,2.07,2.86,108,8.38,7.71,0.37
Elite,RSC007187,Evil Gooby,Swordsmen,Grand Fleet,Solar,,20.69,862,60,14.37,0.440,0.250,15,45,1,16439,8180,8259,24,23,75,88,0.273,298.99,148.78,150.21,0.44,0.42,1.36,1.60,273.98,136.33,137.65,0.40,0.38,1.25,1.47,104,170,1.89,3.09,1.73,2.83,491,8.93,8.18,0.35
Elite,RSC007057,Sinodih,"Forest Cobra
Despair
Swordsmen
Imperatores","Venom Lab
The Shadows
Grand Fleet
The Sovereign","Lunar
Lunar
Solar
Solar","


",20.64,482,31,15.55,0.432,0.323,10,21,1,8768,4450,4318,17,10,33,60,0.283,285.19,144.74,140.45,0.55,0.33,1.07,1.95,282.84,143.55,139.29,0.55,0.32,1.06,1.94,50,81,1.63,2.63,1.61,2.61,266,8.65,8.58,0.30
Elite,RSC005210,baldmanstreamer,"Menthol
Afterburners","Minty Fresh
Remove Before Flight","Solar
Lunar","
",16.88,158,10,15.80,0.384,0.300,3,7,0,2657,1530,1127,4,6,13,18,0.222,263.65,151.82,111.83,0.40,0.60,1.29,1.79,265.70,153.00,112.70,0.40,0.60,1.30,1.80,18,32,1.79,3.18,1.80,3.20,105,10.42,10.50,0.30
Elite,RSC006378,depressed vibez,Black-Holes,The Cosmos,Lunar,,14.30,431,29,14.86,0.435,0.414,12,17,3,7390,3930,3460,13,16,29,38,0.342,268.82,142.96,125.86,0.47,0.58,1.05,1.38,254.83,135.52,119.31,0.45,0.55,1.00,1.31,56,86,2.04,3.13,1.93,2.97,249,9.06,8.59,0.35
Elite,RSC008165,JoJo-sepy,Afterburners,Remove Before Flight,Lunar,,12.49,62,4,15.50,0.243,0.000,0,4,0,1285,640,645,1,1,9,4,0.250,324.94,161.84,163.10,0.25,0.25,2.28,1.01,321.25,160.00,161.25,0.25,0.25,2.25,1.00,3,10,0.76,2.53,0.75,2.50,46,11.63,11.50,0.22
Elite,RSC013526,Burrito,Elephants,Safari,Solar,,7.50,71,4,17.75,0.355,0.250,1,3,0,1131,600,531,1,1,7,10,0.100,249.74,132.49,117.25,0.22,0.22,1.55,2.21,282.75,150.00,132.75,0.25,0.25,1.75,2.50,6,11,1.32,2.43,1.50,2.75,43,9.50,10.75,0.26
Elite,RSC008596,RealCyloRL,Thrashers,The Pit,Solar,,3.40,62,3,20.67,0.333,0.000,0,3,0,1086,520,566,1,0,7,7,0.143,274.62,131.49,143.12,0.25,0.00,1.77,1.77,362.00,173.33,188.67,0.33,0.00,2.33,2.33,4,8,1.01,2.02,1.33,2.67,22,5.56,7.33,0.36
Elite,RSC005754,Monty.,Commanders,The King's Court,Lunar,,-5.11,49,4,12.25,0.456,0.250,1,3,0,608,110,498,0,1,0,6,0.000,194.53,35.20,159.34,0.00,0.32,0.00,1.92,152.00,27.50,124.50,0.00,0.25,0.00,1.50,5,6,1.60,1.92,1.25,1.50,22,7.04,5.50,0.27
Elite,RSC007149,N8 <3,Immortals,World Warriors,Lunar,,-7.79,26,2,13.00,0.243,0.000,0,2,0,497,210,287,0,0,4,1,0.000,299.69,126.63,173.06,0.00,0.00,2.41,0.60,248.50,105.00,143.50,0.00,0.00,2.00,0.50,2,5,1.21,3.01,1.00,2.50,19,11.46,9.50,0.26
Elite,RSC009791,1ggy._,Menthol,Minty Fresh,Solar,,-9.57,47,3,15.67,0.193,0.333,1,2,0,556,220,336,1,0,1,7,0.143,185.47,73.39,112.08,0.33,0.00,0.33,2.33,185.33,73.33,112.00,0.33,0.00,0.33,2.33,2,8,0.67,2.67,0.67,2.67,27,9.01,9.00,0.30
Elite,RSC012971,M,Menthol,Minty Fresh,Solar,,-9.89,73,4,18.25,0.335,0.250,1,3,1,1270,620,650,1,1,9,2,0.500,272.75,133.15,139.60,0.21,0.21,1.93,0.43,317.50,155.00,162.50,0.25,0.25,2.25,0.50,6,12,1.29,2.58,1.50,3.00,59,12.67,14.75,0.20
Elite,RSC008115,Glint,Menthol,Minty Fresh,Solar,,-16.27,54,4,13.50,0.398,0.250,1,3,0,842,260,582,0,1,4,1,0.000,244.46,75.49,168.97,0.00,0.29,1.16,0.29,210.50,65.00,145.50,0.00,0.25,1.00,0.25,6,9,1.74,2.61,1.50,2.25,36,10.45,9.00,0.25
Veteran,RSC005677,z2kay,Folks,The Pit,Solar,,123.93,12,1,12.00,0.366,0.000,0,1,0,345,230,115,1,1,1,3,0.333,471.91,314.61,157.30,1.37,1.37,1.37,4.10,345.00,230.00,115.00,1.00,1.00,1.00,3.00,3,4,4.10,5.47,3.00,4.00,7,9.57,7.00,0.57
Veteran,RSC008353,St4r Wren,Supernova,The Cosmos,Lunar,,104.78,766,45,17.02,0.550,0.667,30,15,16,21018,12260,8758,52,42,60,196,0.265,450.38,262.71,187.67,1.11,0.90,1.29,4.20,467.07,272.44,194.62,1.16,0.93,1.33,4.36,131,89,2.81,1.91,2.91,1.98,321,6.88,7.13,0.28
Veteran,RSC007035,swah-,Kirin,The Shrine,Solar,,93.88,974,59,16.51,0.531,0.644,38,21,26,27664,15820,11844,70,34,98,222,0.315,466.20,266.60,199.60,1.18,0.57,1.65,3.74,468.88,268.14,200.75,1.19,0.58,1.66,3.76,150,116,2.53,1.95,2.54,1.97,463,7.80,7.85,0.25
Veteran,RSC000374,Pletheros,Banshees,The Monster Mash,Lunar,,93.15,1001,60,16.68,0.509,0.567,34,26,19,27075,15970,11105,65,48,97,222,0.293,443.97,261.87,182.10,1.07,0.79,1.59,3.64,451.25,266.17,185.08,1.08,0.80,1.62,3.70,148,137,2.43,2.25,2.47,2.28,472,7.74,7.87,0.29
Veteran,RSC000334,Crabasaur,Legati,The Sovereign,Solar,,92.98,837,55,15.22,0.531,0.545,30,25,14,22639,12830,9809,52,42,75,178,0.292,443.97,251.61,192.36,1.02,0.82,1.47,3.49,411.62,233.27,178.35,0.95,0.76,1.36,3.24,147,115,2.88,2.26,2.67,2.09,382,7.49,6.95,0.30
Veteran,RSC008555,ShyIsEepy,Mages,The King's Court,Lunar,,90.46,1018,61,16.69,0.513,0.574,35,26,25,28113,17250,10863,78,43,104,210,0.371,453.29,278.14,175.15,1.26,0.69,1.68,3.39,460.87,282.79,178.08,1.28,0.70,1.70,3.44,163,146,2.63,2.35,2.67,2.39,524,8.45,8.59,0.28
Veteran,RSC012894,Devyze,Dogfight,Remove Before Flight,Lunar,,88.83,935,57,16.40,0.548,0.702,40,17,18,24289,14540,9749,65,42,76,214,0.304,426.40,255.25,171.15,1.14,0.74,1.33,3.76,426.12,255.09,171.04,1.14,0.74,1.33,3.75,160,108,2.81,1.90,2.81,1.89,387,6.79,6.79,0.28
Veteran,RSC008384,NotLuke9,Giraffes,Safari,Solar,,88.13,723,44,16.43,0.570,0.750,33,11,18,20103,12040,8063,58,27,69,144,0.403,456.40,273.34,183.05,1.32,0.61,1.57,3.27,456.89,273.64,183.25,1.32,0.61,1.57,3.27,136,80,3.09,1.82,3.09,1.82,311,7.06,7.07,0.26
Veteran,RSC012908,Yovanny,Dread,The Shadows,Lunar,,87.68,910,59,15.42,0.532,0.644,38,21,19,23792,14050,9742,58,51,80,170,0.341,429.15,253.43,175.72,1.05,0.92,1.44,3.07,403.25,238.14,165.12,0.98,0.86,1.36,2.88,153,118,2.76,2.13,2.59,2.00,432,7.79,7.32,0.27
Veteran,RSC005482,Benny!,Gorillas,The Jungle,Solar,,87.36,949,60,15.82,0.519,0.600,36,24,20,25360,14260,11100,62,41,81,196,0.316,438.63,246.65,191.99,1.07,0.71,1.40,3.39,422.67,237.67,185.00,1.03,0.68,1.35,3.27,159,136,2.75,2.35,2.65,2.27,473,8.18,7.88,0.29
Veteran,RSC005734,Bas Radala,"Dogfight
White Collars","Remove Before Flight
Shell Corp.","Lunar
Lunar","
",84.92,887,52,17.06,0.544,0.712,37,15,13,21550,14050,7500,74,43,49,205,0.361,398.79,260.00,138.79,1.37,0.80,0.91,3.79,414.42,270.19,144.23,1.42,0.83,0.94,3.94,172,123,3.18,2.28,3.31,2.37,363,6.72,6.98,0.34
Veteran,RSC000438,Limon,Peppermint,Minty Fresh,Solar,,83.86,811,48,16.90,0.496,0.417,20,28,12,20838,12270,8568,56,38,63,162,0.346,421.75,248.34,173.41,1.13,0.77,1.28,3.28,434.13,255.63,178.50,1.17,0.79,1.31,3.38,128,132,2.59,2.67,2.67,2.75,380,7.69,7.92,0.35
Veteran,RSC005257,P0pfgf,Sons of Ares,The Rising,Solar,,82.88,928,60,15.47,0.550,0.617,37,23,17,23875,13860,10015,56,46,84,176,0.318,422.29,245.15,177.14,0.99,0.81,1.49,3.11,397.92,231.00,166.92,0.93,0.77,1.40,2.93,154,101,2.72,1.79,2.57,1.68,408,7.22,6.80,0.25
Veteran,RSC000848,WittingHalo64,Water,The Elements,Solar,,80.94,53,4,13.25,0.434,0.250,1,3,1,1219,620,599,2,3,3,12,0.167,377.53,192.02,185.51,0.62,0.93,0.93,3.72,304.75,155.00,149.75,0.50,0.75,0.75,3.00,7,9,2.17,2.79,1.75,2.25,21,6.50,5.25,0.43
Veteran,RSC008432,Doinkers.,Giraffes,Safari,Solar,,78.51,250,16,15.63,0.448,0.375,6,10,3,6169,3610,2559,16,11,19,51,0.314,405.04,237.02,168.02,1.05,0.72,1.25,3.35,385.56,225.63,159.94,1.00,0.69,1.19,3.19,37,49,2.43,3.22,2.31,3.06,134,8.80,8.38,0.37
Veteran,RSC008535,NBDA Aqua,Grizzly Bears,The Bear Den,Solar,,77.88,887,61,14.54,0.511,0.508,31,30,16,22724,12670,10054,44,38,94,167,0.263,420.51,234.46,186.05,0.81,0.70,1.74,3.09,372.52,207.70,164.82,0.72,0.62,1.54,2.74,132,120,2.44,2.22,2.16,1.97,460,8.51,7.54,0.26
Veteran,RSC008320,Jhammy.,Navigators,Grand Fleet,Solar,,77.70,900,59,15.25,0.505,0.458,27,32,12,23848,13880,9968,48,33,115,168,0.286,434.94,253.14,181.80,0.88,0.60,2.10,3.06,404.20,235.25,168.95,0.81,0.56,1.95,2.85,130,125,2.37,2.28,2.20,2.12,473,8.63,8.02,0.26
Veteran,RSC007033,Burnset,Dogfight,Remove Before Flight,Lunar,,74.98,990,60,16.50,0.544,0.667,40,20,18,24511,13990,10521,56,40,89,194,0.289,406.39,231.95,174.44,0.93,0.66,1.48,3.22,408.52,233.17,175.35,0.93,0.67,1.48,3.23,167,116,2.77,1.92,2.78,1.93,422,7.00,7.03,0.27
Veteran,RSC008664,BillyGatez,White Collars,Shell Corp.,Lunar,,73.88,1014,60,16.90,0.513,0.550,33,27,15,24976,14050,10926,56,41,89,195,0.287,404.30,227.44,176.87,0.91,0.66,1.44,3.16,416.27,234.17,182.10,0.93,0.68,1.48,3.25,166,149,2.69,2.41,2.77,2.48,460,7.45,7.67,0.32
Veteran,RSC007618,Doug,Gargoyle,Mythspire,Solar,,72.97,51,3,17.00,0.261,0.000,0,3,0,1377,880,497,2,2,10,8,0.250,443.18,283.23,159.96,0.64,0.64,3.22,2.57,459.00,293.33,165.67,0.67,0.67,3.33,2.67,5,12,1.61,3.86,1.67,4.00,32,10.30,10.67,0.38
Veteran,RSC005959,Yurrbo?,Berserkers,World Warriors,Lunar,,72.80,1009,62,16.27,0.522,0.597,37,25,17,25455,15650,9805,70,33,101,195,0.359,414.10,254.59,159.51,1.14,0.54,1.64,3.17,410.56,252.42,158.15,1.13,0.53,1.63,3.15,159,132,2.59,2.15,2.56,2.13,499,8.12,8.05,0.26
Veteran,RSC008364,Ken Whiffey Jr.,Giraffes,Safari,Solar,,71.28,881,54,16.31,0.533,0.630,34,20,12,21632,13000,8632,48,38,95,155,0.310,403.03,242.21,160.83,0.89,0.71,1.77,2.89,400.59,240.74,159.85,0.89,0.70,1.76,2.87,150,115,2.79,2.14,2.78,2.13,399,7.43,7.39,0.29
Veteran,RSC002544,CKNFanboy67,Makos,Shark Attack,Lunar,,71.09,1102,64,17.22,0.541,0.625,40,24,21,26532,16810,9722,77,40,98,221,0.348,395.19,250.38,144.81,1.15,0.60,1.46,3.29,414.56,262.66,151.91,1.20,0.63,1.53,3.45,195,138,2.90,2.06,3.05,2.16,497,7.40,7.77,0.28
Veteran,RSC002937,SirTommyNoble,Gutter Cats,Pawverse,Solar,,71.00,1060,64,16.56,0.537,0.656,42,22,18,26109,15980,10129,83,31,80,213,0.390,404.30,247.45,156.85,1.29,0.48,1.24,3.30,407.95,249.69,158.27,1.30,0.48,1.25,3.33,175,128,2.71,1.98,2.73,2.00,451,6.98,7.05,0.28
Veteran,RSC000403,Mezberry,"Gargoyle
Dread","Mythspire
The Shadows","Solar
Lunar","
",70.03,803,46,17.46,0.503,0.543,25,21,12,20586,12180,8406,44,27,101,138,0.319,420.80,248.97,171.83,0.90,0.55,2.06,2.82,447.52,264.78,182.74,0.96,0.59,2.20,3.00,121,118,2.47,2.41,2.63,2.57,406,8.30,8.83,0.29
Veteran,RSC012386,mushroom,Legati,The Sovereign,Solar,,69.70,806,55,14.65,0.540,0.600,33,22,9,18821,10830,7991,47,41,55,133,0.353,383.29,220.55,162.74,0.96,0.83,1.12,2.71,342.20,196.91,145.29,0.85,0.75,1.00,2.42,151,110,3.08,2.24,2.75,2.00,363,7.39,6.60,0.30
Veteran,RSC008508,Flame_RL10,"Folks
Water","The Pit
The Elements","Solar
Solar","
",68.18,475,27,17.59,0.432,0.296,8,19,5,11237,6930,4307,30,14,44,103,0.291,388.31,239.47,148.83,1.04,0.48,1.52,3.56,416.19,256.67,159.52,1.11,0.52,1.63,3.81,69,105,2.38,3.63,2.56,3.89,235,8.12,8.70,0.45
Veteran,RSC009461,Dead,Makos,Shark Attack,Lunar,,67.97,1078,62,17.39,0.544,0.645,40,22,12,25084,14640,10444,57,50,91,189,0.302,381.94,222.92,159.03,0.87,0.76,1.39,2.88,404.58,236.13,168.45,0.92,0.81,1.47,3.05,194,135,2.95,2.06,3.13,2.18,481,7.32,7.76,0.28
Veteran,RSC007482,MyTyranosaur,Cannoli,Fifty-Fifty Pizzeria,Lunar,,67.17,876,53,16.53,0.476,0.415,22,31,7,20551,11760,8791,43,36,81,161,0.267,385.08,220.36,164.72,0.81,0.67,1.52,3.02,387.75,221.89,165.87,0.81,0.68,1.53,3.04,127,153,2.38,2.87,2.40,2.89,463,8.68,8.74,0.33
Veteran,RSC008455,Craque,Grizzly Bears,The Bear Den,Solar,,66.84,636,44,14.45,0.523,0.545,24,20,9,16252,9060,7192,32,22,76,96,0.333,419.44,233.83,185.61,0.83,0.57,1.96,2.48,369.36,205.91,163.45,0.73,0.50,1.73,2.18,93,78,2.40,2.01,2.11,1.77,313,8.08,7.11,0.25
Veteran,RSC004780,KAYO,"Dread
Gutter Cats","The Shadows
Pawverse","Lunar
Solar","
",66.59,1104,64,17.25,0.560,0.688,44,20,22,25934,15510,10424,71,42,86,201,0.353,385.59,230.60,154.98,1.06,0.62,1.28,2.99,405.22,242.34,162.88,1.11,0.66,1.34,3.14,191,114,2.84,1.69,2.98,1.78,438,6.51,6.84,0.26
Veteran,RSC008104,M0NKEE .,Sons of Ares,The Rising,Solar,,66.52,941,60,15.68,0.555,0.633,38,22,12,21935,12120,9815,50,39,70,167,0.299,382.62,211.41,171.21,0.87,0.68,1.22,2.91,365.58,202.00,163.58,0.83,0.65,1.17,2.78,152,95,2.65,1.66,2.53,1.58,387,6.75,6.45,0.25
Veteran,RSC005048,Heyzisthename,Gorillas,The Jungle,Solar,,66.36,709,48,14.77,0.527,0.604,29,19,11,17507,9950,7557,43,23,66,120,0.358,405.31,230.35,174.95,1.00,0.53,1.53,2.78,364.73,207.29,157.44,0.90,0.48,1.38,2.50,117,95,2.71,2.20,2.44,1.98,344,7.96,7.17,0.28
Veteran,RSC006885,bev,Berserkers,World Warriors,Lunar,,66.03,1015,62,16.37,0.522,0.597,37,25,15,23803,14140,9663,54,42,97,179,0.302,384.93,228.67,156.27,0.87,0.68,1.57,2.89,383.92,228.06,155.85,0.87,0.68,1.56,2.89,157,131,2.54,2.12,2.53,2.11,509,8.23,8.21,0.26
Veteran,RSC012784,StanleyMilkner,Giant Squids,Tyrants of the Sea,Lunar,,65.16,708,47,15.06,0.495,0.489,23,24,10,17727,10990,6737,46,19,84,124,0.371,410.98,254.79,156.19,1.07,0.44,1.95,2.87,377.17,233.83,143.34,0.98,0.40,1.79,2.64,101,105,2.34,2.43,2.15,2.23,367,8.51,7.81,0.29
Veteran,RSC007501,RAW MUSHROOMS,Fer-de-Lance,Venom Lab,Lunar,,64.90,291,18,16.17,0.411,0.222,4,14,2,7095,4250,2845,15,10,35,50,0.300,400.20,239.73,160.48,0.85,0.56,1.97,2.82,394.17,236.11,158.06,0.83,0.56,1.94,2.78,34,57,1.92,3.22,1.89,3.17,166,9.36,9.22,0.34
Veteran,RSC000314,Yoza,Werewolves,Mythical,Solar,,64.90,1015,61,16.64,0.501,0.541,33,28,13,23731,14120,9611,59,40,89,177,0.333,383.77,228.34,155.43,0.95,0.65,1.44,2.86,389.03,231.48,157.56,0.97,0.66,1.46,2.90,148,147,2.39,2.38,2.43,2.41,500,8.09,8.20,0.29
Veteran,RSC013021,Trvyn,Folks,The Pit,Solar,,64.20,1027,63,16.30,0.495,0.460,29,34,14,23340,13450,9890,51,45,86,180,0.283,373.04,214.97,158.07,0.82,0.72,1.37,2.88,370.48,213.49,156.98,0.81,0.71,1.37,2.86,157,163,2.51,2.61,2.49,2.59,506,8.09,8.03,0.32
Veteran,RSC004367,pr.c,Peppermint,Minty Fresh,Solar,,63.21,233,12,19.42,0.549,0.500,6,6,0,5010,3250,1760,14,9,18,50,0.280,352.94,228.95,123.99,0.99,0.63,1.27,3.52,417.50,270.83,146.67,1.17,0.75,1.50,4.17,40,31,2.82,2.18,3.33,2.58,105,7.40,8.75,0.30
Veteran,RSC003618,Creature,Gargoyle,Mythspire,Solar,,63.14,746,42,17.76,0.515,0.500,21,21,10,16526,10060,6466,45,27,54,151,0.298,363.62,221.35,142.27,0.99,0.59,1.19,3.32,393.48,239.52,153.95,1.07,0.64,1.29,3.60,115,103,2.53,2.27,2.74,2.45,353,7.77,8.40,0.29
Veteran,RSC005664,LEBRON JAMES,"Legati
Werewolves","The Sovereign
Mythical","Solar
Solar","
",62.85,670,44,15.23,0.513,0.500,22,22,7,15849,8980,6869,36,22,62,118,0.305,388.28,220.00,168.28,0.88,0.54,1.52,2.89,360.20,204.09,156.11,0.82,0.50,1.41,2.68,106,96,2.60,2.35,2.41,2.18,323,7.91,7.34,0.30
Veteran,RSC004872,JustLaben,Cannoli,Fifty-Fifty Pizzeria,Lunar,,62.78,908,55,16.51,0.484,0.473,26,29,12,21449,12960,8489,55,36,85,141,0.390,387.74,234.28,153.46,0.99,0.65,1.54,2.55,389.98,235.64,154.35,1.00,0.65,1.55,2.56,137,155,2.48,2.80,2.49,2.82,476,8.60,8.65,0.33
Veteran,RSC012973,pado,"Gutter Cats
Dread","Pawverse
The Shadows","Solar
Lunar","
",61.85,425,27,15.74,0.483,0.519,14,13,3,9613,5590,4023,18,18,43,74,0.243,371.27,215.90,155.38,0.70,0.70,1.66,2.86,356.04,207.04,149.00,0.67,0.67,1.59,2.74,61,68,2.36,2.63,2.26,2.52,215,8.30,7.96,0.32
Veteran,RSC007173,mr_marino_,"Werewolves
Fer-de-Lance","Mythical
Venom Lab","Solar
Lunar","
",61.25,838,51,16.43,0.486,0.510,26,25,13,20473,11670,8803,36,24,109,142,0.254,401.01,228.58,172.43,0.71,0.47,2.14,2.78,401.43,228.82,172.61,0.71,0.47,2.14,2.78,114,127,2.23,2.49,2.24,2.49,446,8.74,8.75,0.28
Veteran,RSC006401,SHAdohwj_,Dread,The Shadows,Lunar,,61.18,483,31,15.58,0.538,0.613,19,12,6,11399,6220,5179,22,16,48,82,0.268,387.38,211.38,176.00,0.75,0.54,1.63,2.79,367.71,200.65,167.06,0.71,0.52,1.55,2.65,78,60,2.65,2.04,2.52,1.94,227,7.71,7.32,0.26
Veteran,RSC002210,Ninjatron,Drunken Dwarfs,Dwarf Haven,Lunar,,60.76,774,49,15.80,0.439,0.224,11,38,5,18241,9850,8391,33,26,79,130,0.254,386.84,208.89,177.95,0.70,0.55,1.68,2.76,372.27,201.02,171.24,0.67,0.53,1.61,2.65,89,143,1.89,3.03,1.82,2.92,446,9.46,9.10,0.32
Veteran,RSC000278,Tinsel,Peppermint,Minty Fresh,Solar,,60.63,783,48,16.31,0.484,0.396,19,29,7,17576,10040,7536,40,33,62,129,0.310,368.45,210.47,157.98,0.84,0.69,1.30,2.70,366.17,209.17,157.00,0.83,0.69,1.29,2.69,124,140,2.60,2.93,2.58,2.92,388,8.13,8.08,0.36
Veteran,RSC000981,Crimson,Folks,The Pit,Solar,,59.32,710,44,16.14,0.512,0.500,22,22,8,15742,9090,6652,48,25,36,124,0.387,363.93,210.15,153.79,1.11,0.58,0.83,2.87,357.77,206.59,151.18,1.09,0.57,0.82,2.82,117,107,2.70,2.47,2.66,2.43,352,8.14,8.00,0.30
Veteran,RSC008400,Itzmoose,Mages,The King's Court,Lunar,,59.21,489,29,16.86,0.500,0.517,15,14,3,11247,7080,4167,24,21,58,73,0.329,377.53,237.65,139.87,0.81,0.70,1.95,2.45,387.83,244.14,143.69,0.83,0.72,2.00,2.52,78,78,2.62,2.62,2.69,2.69,260,8.73,8.97,0.30
Veteran,RSC007327,ResetTillBurger,Supernova,The Cosmos,Lunar,,58.91,1092,64,17.06,0.525,0.609,39,25,13,24570,14530,10040,58,43,96,178,0.326,369.32,218.41,150.91,0.87,0.65,1.44,2.68,383.91,227.03,156.88,0.91,0.67,1.50,2.78,172,139,2.59,2.09,2.69,2.17,498,7.49,7.78,0.28
Veteran,RSC013019,Richstayricher,Mosaic Maestros,Art Club,Lunar,,58.20,913,53,17.23,0.527,0.585,31,22,10,20098,11510,8588,38,39,85,151,0.252,361.33,206.93,154.40,0.68,0.70,1.53,2.71,379.21,217.17,162.04,0.72,0.74,1.60,2.85,132,106,2.37,1.91,2.49,2.00,446,8.02,8.42,0.24
Veteran,RSC000550,ARJ,Giraffes,Safari,Solar,,56.26,558,35,15.94,0.547,0.714,25,10,2,11291,6650,4641,28,26,31,100,0.280,332.14,195.62,136.52,0.82,0.76,0.91,2.94,322.60,190.00,132.60,0.80,0.74,0.89,2.86,99,71,2.91,2.09,2.83,2.03,251,7.38,7.17,0.28
Veteran,RSC006700,Terx,Giant Squids,Tyrants of the Sea,Lunar,,56.15,785,55,14.27,0.506,0.545,30,25,9,17286,9360,7926,32,31,67,126,0.254,361.45,195.72,165.73,0.67,0.65,1.40,2.63,314.29,170.18,144.11,0.58,0.56,1.22,2.29,110,105,2.30,2.20,2.00,1.91,390,8.15,7.09,0.27
Veteran,RSC008460,Murleaux,Folks,The Pit,Solar,,55.63,920,56,16.43,0.512,0.518,29,27,5,20291,11760,8531,42,36,86,146,0.288,362.02,209.82,152.21,0.75,0.64,1.53,2.60,362.34,210.00,152.34,0.75,0.64,1.54,2.61,147,134,2.62,2.39,2.63,2.39,436,7.78,7.79,0.31
Veteran,RSC007512,BigGreenRL,Mosaic Maestros,Art Club,Lunar,,55.33,1097,64,17.14,0.512,0.547,35,29,13,25194,14230,10964,50,33,116,178,0.281,376.97,212.92,164.05,0.75,0.49,1.74,2.66,393.66,222.34,171.31,0.78,0.52,1.81,2.78,159,143,2.38,2.14,2.48,2.23,553,8.27,8.64,0.26
Veteran,RSC007358,Tropicalshortsba,Giant Squids,Tyrants of the Sea,Lunar,,54.00,747,51,14.65,0.505,0.510,26,25,4,15142,8090,7052,25,36,51,124,0.202,332.72,177.77,154.96,0.55,0.79,1.12,2.72,296.90,158.63,138.27,0.49,0.71,1.00,2.43,109,105,2.40,2.31,2.14,2.06,376,8.26,7.37,0.28
Veteran,RSC007850,harps not fast,Cannoli,Fifty-Fifty Pizzeria,Lunar,,53.33,681,42,16.21,0.457,0.333,14,28,4,15458,8660,6798,23,24,83,101,0.228,372.59,208.73,163.85,0.55,0.58,2.00,2.43,368.05,206.19,161.86,0.55,0.57,1.98,2.40,93,127,2.24,3.06,2.21,3.02,361,8.70,8.60,0.35
