Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Rlc_Omega,Contender,Pumpkins,The Garden,Solar,56.8,452,35,0.622,0.600,21,14,11144,5850,5294,21,22,41,60,35.0%,321.6,168.8,152.8,0.61,0.63,1.18,1.73,318.4,167.1,151.3,0.60,0.63,1.17,1.71,86,62,2.48,1.79,2.46,1.77
,,,Fiddle4,Contender,Samurai,The Sovereign,Lunar,53.9,644,46,0.324,0.261,12,34,16268,8920,7348,38,22,61,97,39.2%,329.5,180.7,148.8,0.77,0.45,1.24,1.96,353.7,193.9,159.7,0.83,0.48,1.33,2.11,90,144,1.82,2.92,1.96,3.13
,,,El_Macho,Contender,Ionic,Energy,Lunar,52.4,596,45,0.496,0.511,23,22,14148,7810,6338,37,25,39,91,40.7%,309.7,170.9,138.7,0.81,0.55,0.85,1.99,314.4,173.6,140.8,0.82,0.56,0.87,2.02,109,110,2.39,2.41,2.42,2.44
,,,Ltgbigbills,Contender,Tic Tacs,Minty Fresh,Solar,50.5,529,43,0.627,0.674,29,14,12023,6890,5133,28,23,42,84,33.3%,296.5,169.9,126.6,0.69,0.57,1.04,2.07,279.6,160.2,119.4,0.65,0.53,0.98,1.95,104,74,2.56,1.82,2.42,1.72
,,,Rayven,Contender,Dagon,The Mythos,Lunar,50.5,380,29,0.674,0.655,19,10,8139,4620,3519,19,21,22,57,33.3%,279.4,158.6,120.8,0.65,0.72,0.76,1.96,280.7,159.3,121.3,0.66,0.72,0.76,1.97,83,52,2.85,1.79,2.86,1.79
,,,Bluecrimsonjr,Contender,Pumpkins,The Garden,Solar,50.2,75,6,0.611,0.500,3,3,1836,1130,706,6,2,6,13,46.2%,319.3,196.5,122.8,1.04,0.35,1.04,2.26,306.0,188.3,117.7,1.00,0.33,1.00,2.17,16,12,2.78,2.09,2.67,2.00
,,,Kgfan3,Contender,Hippie Haunters,Ghoul School,Solar,49.4,549,47,0.647,0.681,32,15,12968,6840,6128,29,20,42,84,34.5%,308.1,162.5,145.6,0.69,0.48,1.00,2.00,275.9,145.5,130.4,0.62,0.43,0.89,1.79,102,68,2.42,1.62,2.17,1.45
,,,Trios,Contender,Packed Eclairs,The Bakery,Lunar,48.3,647,48,0.326,0.354,17,31,14124,7270,6854,25,31,45,97,25.8%,284.8,146.6,138.2,0.50,0.63,0.91,1.96,294.3,151.5,142.8,0.52,0.65,0.94,2.02,92,146,1.85,2.94,1.92,3.04
,,,Inwardlicense54,Contender,Devoured,Destined,Solar,47.5,601,47,0.488,0.511,24,23,13937,7330,6607,36,18,35,108,33.3%,302.5,159.1,143.4,0.78,0.39,0.76,2.34,296.5,156.0,140.6,0.77,0.38,0.74,2.30,96,99,2.08,2.15,2.04,2.11
,,,B1Scuit_Murder,Contender,Pumpkins,The Garden,Solar,46.8,544,42,0.570,0.524,22,20,11937,6910,5027,29,25,40,76,38.2%,286.2,165.7,120.5,0.70,0.60,0.96,1.82,284.2,164.5,119.7,0.69,0.60,0.95,1.81,101,84,2.42,2.01,2.40,2.00
,,,Stale Popcorn,Contender,Hobo Spiders,Eight Legged Freaks,Lunar,45.9,721,52,0.639,0.635,33,19,15331,8910,6421,45,31,33,121,37.2%,277.4,161.2,116.2,0.81,0.56,0.60,2.19,294.8,171.3,123.5,0.87,0.60,0.63,2.33,145,100,2.62,1.81,2.79,1.92
,,,Sentinel,Contender,"Packed Eclairs
Aluminum","The Bakery
Metal",Lunar,45.8,656,49,0.403,0.429,21,28,14050,7670,6380,36,27,32,112,32.1%,279.4,152.5,126.9,0.72,0.54,0.64,2.23,286.7,156.5,130.2,0.73,0.55,0.65,2.29,105,135,2.09,2.68,2.14,2.76
,,,Iiiyummyiiii,Contender,Ice,The Elements,Solar,45.2,686,49,0.223,0.143,7,42,16211,8660,7551,34,15,66,121,28.1%,308.3,164.7,143.6,0.65,0.29,1.26,2.30,330.8,176.7,154.1,0.69,0.31,1.35,2.47,68,155,1.29,2.95,1.39,3.16
,,,Sugar_Biscuit20,Contender,Antimatter,The Cosmos,Lunar,44.6,321,26,0.621,0.538,14,12,7107,3750,3357,14,14,25,40,35.0%,288.8,152.4,136.4,0.57,0.57,1.02,1.63,273.3,144.2,129.1,0.54,0.54,0.96,1.54,61,44,2.48,1.79,2.35,1.69
,,,Buckring,Contender,Packed Eclairs,The Bakery,Lunar,41.4,548,41,0.349,0.390,16,25,12636,7290,5346,33,14,50,79,41.8%,300.8,173.5,127.3,0.79,0.33,1.19,1.88,308.2,177.8,130.4,0.80,0.34,1.22,1.93,79,118,1.88,2.81,1.93,2.88
,,,Agent_Mandark,Contender,Ionic,Energy,Lunar,41.0,592,44,0.500,0.500,22,22,12939,7340,5599,35,18,40,94,37.2%,285.1,161.7,123.4,0.77,0.40,0.88,2.07,294.1,166.8,127.3,0.80,0.41,0.91,2.14,105,105,2.31,2.31,2.39,2.39
,,,Drizzydadizzy,Contender,Hippie Haunters,Ghoul School,Solar,40.3,180,14,0.281,0.286,4,10,3433,1630,1803,3,9,12,28,10.7%,248.8,118.1,130.7,0.22,0.65,0.87,2.03,245.2,116.4,128.8,0.21,0.64,0.86,2.00,23,42,1.67,3.04,1.64,3.00
,,,Attonas,Contender,Hippie Haunters,Ghoul School,Solar,39.7,619,53,0.599,0.642,34,19,13449,7290,6159,38,19,32,94,40.4%,283.4,153.6,129.8,0.80,0.40,0.67,1.98,253.8,137.5,116.2,0.72,0.36,0.60,1.77,116,89,2.44,1.88,2.19,1.68
,,,Odynastyo,Contender,Tic Tacs,Minty Fresh,Solar,37.4,304,25,0.567,0.560,14,11,5783,2860,2923,12,14,10,46,26.1%,248.1,122.7,125.4,0.51,0.60,0.43,1.97,231.3,114.4,116.9,0.48,0.56,0.40,1.84,56,47,2.40,2.02,2.24,1.88
,,,Shadic148,Contender,Ionic,Energy,Lunar,37.2,227,16,0.406,0.438,7,9,4684,2170,2514,7,7,15,37,18.9%,269.2,124.7,144.5,0.40,0.40,0.86,2.13,292.8,135.6,157.1,0.44,0.44,0.94,2.31,31,40,1.78,2.30,1.94,2.50
,,,Zephrence,Contender,"Aluminum
Packed Eclairs","Metal
The Bakery",Lunar,36.7,239,20,0.272,0.300,6,14,5202,2640,2562,8,5,24,39,20.5%,283.9,144.1,139.8,0.44,0.27,1.31,2.13,260.1,132.0,128.1,0.40,0.25,1.20,1.95,31,58,1.69,3.17,1.55,2.90
,,,Cuse42,Contender,Dagon,The Mythos,Lunar,36.5,526,40,0.580,0.525,21,19,10398,5400,4998,24,19,24,85,28.2%,257.9,133.9,123.9,0.60,0.47,0.60,2.11,260.0,135.0,125.0,0.60,0.48,0.60,2.13,94,76,2.33,1.88,2.35,1.90
,,,Cjayyrl,Contender,Ice,The Elements,Solar,29.0,57,4,0.325,0.250,1,3,1258,550,708,1,0,7,10,10.0%,287.9,125.9,162.0,0.23,0.00,1.60,2.29,314.5,137.5,177.0,0.25,0.00,1.75,2.50,4,7,0.92,1.60,1.00,1.75
,,,Angry-Hermit,Contender,Devoured,Destined,Solar,28.8,466,37,0.516,0.514,19,18,9087,4530,4557,16,13,33,63,25.4%,254.4,126.8,127.6,0.45,0.36,0.92,1.76,245.6,122.4,123.2,0.43,0.35,0.89,1.70,71,68,1.99,1.90,1.92,1.84
,,,Ninnahatake,Contender,"Pumpkins
Packed Eclairs","The Garden
The Bakery",Lunar,26.8,127,10,0.484,0.500,5,5,2593,1680,913,8,3,12,13,61.5%,266.3,172.6,93.8,0.82,0.31,1.23,1.34,259.3,168.0,91.3,0.80,0.30,1.20,1.30,25,26,2.57,2.67,2.50,2.60
,,,Cbhiphop77,Contender,Packed Eclairs,The Bakery,Lunar,26.7,408,30,0.370,0.400,12,18,7978,4020,3958,15,9,30,57,26.3%,255.1,128.5,126.5,0.48,0.29,0.96,1.82,265.9,134.0,131.9,0.50,0.30,1.00,1.90,65,91,2.08,2.91,2.17,3.03
,,,Prestondew00,Contender,Samurai,The Sovereign,Lunar,26.4,312,22,0.342,0.273,6,16,6452,3700,2752,17,6,27,35,48.6%,269.8,154.7,115.1,0.71,0.25,1.13,1.46,293.3,168.2,125.1,0.77,0.27,1.23,1.59,44,67,1.84,2.80,2.00,3.05
,,,Kenzius22,Contender,Samurai,The Sovereign,Lunar,25.3,602,43,0.284,0.233,10,33,11666,6060,5606,24,13,44,81,29.6%,252.8,131.3,121.5,0.52,0.28,0.95,1.76,271.3,140.9,130.4,0.56,0.30,1.02,1.88,80,144,1.73,3.12,1.86,3.35
,,,Og_Cuddles_,Contender,Samurai,The Sovereign,Lunar,22.5,731,53,0.299,0.264,14,39,13638,7200,6438,23,17,63,90,25.6%,243.4,128.5,114.9,0.41,0.30,1.12,1.61,257.3,135.8,121.5,0.43,0.32,1.19,1.70,98,169,1.75,3.02,1.85,3.19
,,,Salvation,Contender,Samurai,The Sovereign,Lunar,19.7,57,4,0.050,0.000,0,4,1047,570,477,3,0,3,12,25.0%,239.6,130.4,109.2,0.69,0.00,0.69,2.75,261.8,142.5,119.3,0.75,0.00,0.75,3.00,3,19,0.69,4.35,0.75,4.75
,,,Quidditch Captn,Contender,Ice,The Elements,Solar,19.3,493,38,0.258,0.158,6,32,9474,4800,4674,14,11,49,40,35.0%,250.7,127.0,123.7,0.37,0.29,1.30,1.06,249.3,126.3,123.0,0.37,0.29,1.29,1.05,60,118,1.59,3.12,1.58,3.11
,,,Lockl11N,Contender,"Ionic
Hobo Spiders","Energy
Eight Legged Freaks",Lunar,18.7,272,20,0.586,0.600,12,8,4295,2140,2155,9,10,8,34,26.5%,206.0,102.6,103.4,0.43,0.48,0.38,1.63,214.8,107.0,107.8,0.45,0.50,0.40,1.70,55,44,2.64,2.11,2.75,2.20
,,,D1Rew00F,Contender,Devoured,Destined,Solar,14.4,278,22,0.432,0.500,11,11,4514,2440,2074,6,9,23,24,25.0%,211.8,114.5,97.3,0.28,0.42,1.08,1.13,205.2,110.9,94.3,0.27,0.41,1.05,1.09,47,56,2.21,2.63,2.14,2.55
,,,Speciial_Eddy,Contender,"Hobo Spiders
Ice","Eight Legged Freaks
The Elements",Solar,11.5,85,6,0.183,0.167,1,5,1665,880,785,3,0,10,8,37.5%,255.5,135.1,120.5,0.46,0.00,1.53,1.23,277.5,146.7,130.8,0.50,0.00,1.67,1.33,6,17,0.92,2.61,1.00,2.83
,,,Ark7000,Contender,Ice,The Elements,Solar,9.8,504,39,0.154,0.103,4,35,8036,3710,4326,12,9,29,61,19.7%,208.0,96.0,112.0,0.31,0.23,0.75,1.58,206.1,95.1,110.9,0.31,0.23,0.74,1.56,39,121,1.01,3.13,1.00,3.10
,,,Rocci,Contender,Ice,The Elements,Solar,3.0,470,34,0.245,0.176,6,28,6884,3600,3284,14,10,26,40,35.0%,191.1,99.9,91.1,0.39,0.28,0.72,1.11,202.5,105.9,96.6,0.41,0.29,0.76,1.18,56,115,1.55,3.19,1.65,3.38
,,,Colossus4203316,Contender,Devoured,Destined,Solar,2.9,42,4,0.392,0.500,2,2,758,230,528,0,0,4,3,0.0%,235.4,71.4,164.0,0.00,0.00,1.24,0.93,189.5,57.5,132.0,0.00,0.00,1.00,0.75,6,8,1.86,2.48,1.50,2.00
,,,Zingaling,Contender,Hobo Spiders,Eight Legged Freaks,Lunar,-16.5,42,3,0.402,0.333,1,2,496,190,306,1,0,1,4,25.0%,154.1,59.0,95.0,0.31,0.00,0.31,1.24,165.3,63.3,102.0,0.33,0.00,0.33,1.33,7,9,2.17,2.80,2.33,3.00
,,,Rez,Challenger,Squalls,Storm,Solar,134.9,65,4,0.992,1.000,4,0,2026,1380,646,7,6,4,18,38.9%,441.5,300.8,140.8,1.53,1.31,0.87,3.92,506.5,345.0,161.5,1.75,1.50,1.00,4.50,21,1,4.58,0.22,5.25,0.25
,,,Nigel Thornbrake,Challenger,Belugas,Whale Defense,Solar,126.7,36,3,0.646,0.667,2,1,1277,800,477,5,1,3,10,50.0%,502.5,314.8,187.7,1.97,0.39,1.18,3.93,425.7,266.7,159.0,1.67,0.33,1.00,3.33,6,4,2.36,1.57,2.00,1.33
,,,Itzlight7,Challenger,Coatyl,Draconem,Solar,99.2,428,32,0.660,0.656,21,11,12685,7270,5415,36,21,32,102,35.3%,419.8,240.6,179.2,1.19,0.70,1.06,3.38,396.4,227.2,169.2,1.13,0.66,1.00,3.19,83,54,2.75,1.79,2.59,1.69
,,,Brainman_18,Challenger,Polar Ice,Minty Fresh,Solar,86.5,59,4,0.548,0.750,3,1,1612,930,682,4,3,5,13,30.8%,387.0,223.3,163.7,0.96,0.72,1.20,3.12,403.0,232.5,170.5,1.00,0.75,1.25,3.25,8,7,1.92,1.68,2.00,1.75
,,,Sageburner,Challenger,Belugas,Whale Defense,Solar,85.9,245,17,0.531,0.529,9,8,7203,4140,3063,19,8,27,49,38.8%,416.5,239.4,177.1,1.10,0.46,1.56,2.83,423.7,243.5,180.2,1.12,0.47,1.59,2.88,38,35,2.20,2.02,2.24,2.06
,,,I Like Bananas,Challenger,Toucans,The Jungle,Solar,85.0,58,4,0.832,1.000,4,0,1560,990,570,3,4,8,9,33.3%,381.0,241.8,139.2,0.73,0.98,1.95,2.20,390.0,247.5,142.5,0.75,1.00,2.00,2.25,14,5,3.42,1.22,3.50,1.25
,,,Pxrsonal.,Challenger,Panda Bears,The Bear Den,Lunar,82.3,855,60,0.530,0.533,32,28,23618,13680,9938,71,33,60,193,36.8%,391.3,226.7,164.7,1.18,0.55,0.99,3.20,393.6,228.0,165.6,1.18,0.55,1.00,3.22,150,139,2.49,2.30,2.50,2.32
,,,Riko,Challenger,Griffins,The Forest,Solar,80.4,744,54,0.573,0.630,34,20,20315,12530,7785,63,24,67,168,37.5%,386.8,238.6,148.2,1.20,0.46,1.28,3.20,376.2,232.0,144.2,1.17,0.44,1.24,3.11,141,117,2.68,2.23,2.61,2.17
,,,Mauidestroya,Challenger,Squalls,Storm,Solar,79.3,848,56,0.697,0.696,39,17,23283,14130,9153,63,40,86,153,41.2%,388.9,236.0,152.9,1.05,0.67,1.44,2.56,415.8,252.3,163.4,1.13,0.71,1.54,2.73,185,109,3.09,1.82,3.30,1.95
,,,Xxdarksidexx,Challenger,Isopods,The Abyss,Lunar,76.5,737,54,0.670,0.630,34,20,18979,11250,7729,48,36,62,155,31.0%,364.8,216.2,148.6,0.92,0.69,1.19,2.98,351.5,208.3,143.1,0.89,0.67,1.15,2.87,137,86,2.63,1.65,2.54,1.59
,,,Zar235,Challenger,Montbeliarde,Ox Gaming,Solar,76.5,595,45,0.563,0.578,26,19,16034,8970,7064,43,20,47,132,32.6%,381.7,213.6,168.2,1.02,0.48,1.12,3.14,356.3,199.3,157.0,0.96,0.44,1.04,2.93,97,82,2.31,1.95,2.16,1.82
,,,Ayochil1,Challenger,Apple Associates,The Syndicate,Lunar,76.5,886,59,0.588,0.593,35,24,23185,13700,9485,59,39,80,185,31.9%,370.7,219.0,151.7,0.94,0.62,1.28,2.96,393.0,232.2,160.8,1.00,0.66,1.36,3.14,167,133,2.67,2.13,2.83,2.25
,,,Poopsoup,Challenger,Squalls,Storm,Solar,76.0,899,60,0.687,0.683,41,19,23945,14260,9685,71,45,64,171,41.5%,377.3,224.7,152.6,1.12,0.71,1.01,2.69,399.1,237.7,161.4,1.18,0.75,1.07,2.85,194,118,3.06,1.86,3.23,1.97
,,,Yourboiblue,Challenger,Coatyl,Draconem,Solar,76.0,60,4,0.620,0.500,2,2,1488,730,758,4,2,1,18,22.2%,351.3,172.4,179.0,0.94,0.47,0.24,4.25,372.0,182.5,189.5,1.00,0.50,0.25,4.50,11,8,2.60,1.89,2.75,2.00
,,,Dougie,Challenger,Nebulae,The Cosmos,Lunar,74.8,688,47,0.537,0.617,29,18,18845,10270,8575,43,27,67,127,33.9%,388.0,211.5,176.6,0.89,0.56,1.38,2.61,401.0,218.5,182.4,0.91,0.57,1.43,2.70,120,109,2.47,2.24,2.55,2.32
,,,Drewski Rl,Challenger,Shinigami,The Gods,Lunar,74.1,628,46,0.519,0.587,27,19,16120,9330,6790,37,29,58,128,28.9%,363.6,210.5,153.2,0.83,0.65,1.31,2.89,350.4,202.8,147.6,0.80,0.63,1.26,2.78,105,100,2.37,2.26,2.28,2.17
,,,Dinger936,Challenger,Yig,The Mythos,Lunar,73.9,893,60,0.542,0.567,34,26,23453,13610,9843,59,41,79,171,34.5%,372.0,215.9,156.1,0.94,0.65,1.25,2.71,390.9,226.8,164.1,0.98,0.68,1.32,2.85,155,139,2.46,2.20,2.58,2.32
,,,Mummifiedraptor,Challenger,Threshers,Shark Attack,Lunar,73.3,710,47,0.618,0.638,30,17,18208,11140,7068,47,33,68,139,33.8%,363.3,222.3,141.0,0.94,0.66,1.36,2.77,387.4,237.0,150.4,1.00,0.70,1.45,2.96,135,99,2.69,1.98,2.87,2.11
,,,Bousquet,Challenger,Coatyl,Draconem,Solar,72.9,638,48,0.615,0.625,30,18,17357,10320,7037,54,25,50,117,46.2%,385.4,229.1,156.2,1.20,0.56,1.11,2.60,361.6,215.0,146.6,1.13,0.52,1.04,2.44,134,100,2.98,2.22,2.79,2.08
,,,Neutrino,Challenger,"Nebulae
Penne Patrol","The Cosmos
Italian Battalion",Lunar,72.1,760,55,0.494,0.509,28,27,21318,11960,9358,49,20,95,131,37.4%,397.4,222.9,174.4,0.91,0.37,1.77,2.44,387.6,217.5,170.1,0.89,0.36,1.73,2.38,125,127,2.33,2.37,2.27,2.31
,,,Kflip11,Challenger,Steel,Metal,Solar,72.1,667,51,0.510,0.529,27,24,18007,10460,7547,50,26,59,121,41.3%,382.4,222.2,160.3,1.06,0.55,1.25,2.57,353.1,205.1,148.0,0.98,0.51,1.16,2.37,117,114,2.48,2.42,2.29,2.24
,,,Onepopshop88,Challenger,Zombies,The Monster Mash,Lunar,71.3,822,58,0.460,0.448,26,32,21320,12160,9160,54,38,66,156,34.6%,367.4,209.6,157.9,0.93,0.65,1.14,2.69,367.6,209.7,157.9,0.93,0.66,1.14,2.69,127,141,2.19,2.43,2.19,2.43
,,,1Ssh1,Challenger,Metal,The Elements,Solar,68.0,777,50,0.571,0.620,31,19,20312,11580,8732,52,32,68,138,37.7%,370.3,211.1,159.2,0.95,0.58,1.24,2.52,406.2,231.6,174.6,1.04,0.64,1.36,2.76,135,112,2.46,2.04,2.70,2.24
,,,Vikha.,Challenger,Wheelchairs,The Quad Dynasty,Lunar,68.0,872,60,0.525,0.533,32,28,22066,13260,8806,66,30,66,186,35.5%,358.5,215.4,143.1,1.07,0.49,1.07,3.02,367.8,221.0,146.8,1.10,0.50,1.10,3.10,145,136,2.36,2.21,2.42,2.27
,,,Levibullrush,Challenger,Puffin Pastries,The Bakery,Lunar,67.9,869,60,0.556,0.583,35,25,22048,12240,9808,54,41,63,164,32.9%,359.4,199.5,159.9,0.88,0.67,1.03,2.67,367.5,204.0,163.5,0.90,0.68,1.05,2.73,157,136,2.56,2.22,2.62,2.27
,,,Daulton .,Challenger,Arcturus,The Nexus,Solar,67.9,823,60,0.465,0.450,27,33,21090,12120,8970,51,32,77,157,32.5%,363.0,208.6,154.4,0.88,0.55,1.33,2.70,351.5,202.0,149.5,0.85,0.53,1.28,2.62,126,138,2.17,2.38,2.10,2.30
,,,Mogulmaniac5480,Challenger,Toucans,The Jungle,Solar,67.9,639,47,0.588,0.511,24,23,17287,9770,7517,44,19,66,112,39.3%,383.2,216.6,166.6,0.98,0.42,1.46,2.48,367.8,207.9,159.9,0.94,0.40,1.40,2.38,111,88,2.46,1.95,2.36,1.87
,,,Astro,Challenger,Bulldogs,Puppy Paradise,Solar,67.8,196,15,0.431,0.467,7,8,5266,2880,2386,12,7,20,33,36.4%,380.6,208.2,172.4,0.87,0.51,1.45,2.39,351.1,192.0,159.1,0.80,0.47,1.33,2.20,31,37,2.24,2.67,2.07,2.47
,,,Rutherford The Great,Challenger,Threshers,Shark Attack,Lunar,66.8,84,6,0.410,0.500,3,3,2266,1240,1026,7,1,6,19,36.8%,382.1,209.1,173.0,1.18,0.17,1.01,3.20,377.7,206.7,171.0,1.17,0.17,1.00,3.17,11,14,1.86,2.36,1.83,2.33
,,,Crimed0Ge,Challenger,Isopods,The Abyss,Lunar,66.1,810,60,0.622,0.583,35,25,20940,11510,9430,49,32,71,146,33.6%,366.2,201.3,164.9,0.86,0.56,1.24,2.55,349.0,191.8,157.2,0.82,0.53,1.18,2.43,143,103,2.50,1.80,2.38,1.72
,,,Iv4N-Ivan-1Van,Challenger,Polar Ice,Minty Fresh,Solar,66.1,371,29,0.576,0.655,19,10,9731,5570,4161,28,11,30,72,38.9%,371.6,212.7,158.9,1.07,0.42,1.15,2.75,335.6,192.1,143.5,0.97,0.38,1.03,2.48,67,55,2.56,2.10,2.31,1.90
,,,Bad_Example,Challenger,Griffins,The Forest,Solar,65.0,649,49,0.573,0.653,32,17,16181,8830,7351,36,31,50,118,30.5%,353.2,192.7,160.5,0.79,0.68,1.09,2.58,330.2,180.2,150.0,0.73,0.63,1.02,2.41,116,96,2.53,2.10,2.37,1.96
,,,Itsbooktv,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Lunar,64.1,640,46,0.598,0.543,25,21,16535,9660,6875,41,24,66,106,38.7%,366.0,213.8,152.2,0.91,0.53,1.46,2.35,359.5,210.0,149.5,0.89,0.52,1.43,2.30,120,93,2.66,2.06,2.61,2.02
,,,Capalean,Challenger,Tarantulas,Eight Legged Freaks,Lunar,63.5,101,7,0.500,0.429,3,4,2467,1500,967,7,4,8,20,35.0%,346.0,210.4,135.6,0.98,0.56,1.12,2.81,352.4,214.3,138.1,1.00,0.57,1.14,2.86,19,19,2.66,2.66,2.71,2.71
,,,Then000Bster,Challenger,Tarantulas,Eight Legged Freaks,Lunar,61.1,663,48,0.427,0.438,21,27,16829,9520,7309,42,30,56,102,41.2%,359.6,203.4,156.2,0.90,0.64,1.20,2.18,350.6,198.3,152.3,0.88,0.63,1.17,2.13,110,132,2.35,2.82,2.29,2.75
,,,Lucas_Rl,Challenger,Wheelchairs,The Quad Dynasty,Lunar,61.0,757,52,0.528,0.538,28,24,18753,10290,8463,37,34,73,124,29.8%,350.9,192.6,158.4,0.69,0.64,1.37,2.32,360.6,197.9,162.8,0.71,0.65,1.40,2.38,127,118,2.38,2.21,2.44,2.27
,,,Moose-182,Challenger,Yig,The Mythos,Lunar,60.7,719,48,0.560,0.583,28,20,17755,9960,7795,41,22,67,141,29.1%,349.8,196.2,153.6,0.81,0.43,1.32,2.78,369.9,207.5,162.4,0.85,0.46,1.40,2.94,125,107,2.46,2.11,2.60,2.23
,,,Yourdoomed181,Challenger,Strawberries,The Garden,Solar,60.6,621,44,0.540,0.568,25,19,15851,8210,7641,31,19,61,111,27.9%,361.6,187.3,174.3,0.71,0.43,1.39,2.53,360.3,186.6,173.7,0.70,0.43,1.39,2.52,87,78,1.98,1.78,1.98,1.77
,,,Washedtopher,Challenger,Panda Bears,The Bear Den,Lunar,60.0,740,52,0.541,0.538,28,24,17325,9890,7435,36,40,60,129,27.9%,331.7,189.3,142.3,0.69,0.77,1.15,2.47,333.2,190.2,143.0,0.69,0.77,1.15,2.48,132,119,2.53,2.28,2.54,2.29
,,,Whymer,Challenger,Threshers,Shark Attack,Lunar,59.5,856,59,0.563,0.559,33,26,20248,10720,9528,36,46,67,147,24.5%,335.1,177.4,157.7,0.60,0.76,1.11,2.43,343.2,181.7,161.5,0.61,0.78,1.14,2.49,152,129,2.52,2.13,2.58,2.19
,,,Fryer_Lee,Challenger,Belugas,Whale Defense,Solar,59.2,797,58,0.509,0.517,30,28,19927,11040,8887,46,30,72,134,34.3%,354.2,196.2,158.0,0.82,0.53,1.28,2.38,343.6,190.3,153.2,0.79,0.52,1.24,2.31,129,126,2.29,2.24,2.22,2.17
,,,Ashura.-,Challenger,Polar Ice,Minty Fresh,Solar,59.2,623,46,0.587,0.674,31,15,15337,8770,6567,36,19,61,117,30.8%,348.7,199.4,149.3,0.82,0.43,1.39,2.66,333.4,190.7,142.8,0.78,0.41,1.33,2.54,107,85,2.43,1.93,2.33,1.85
,,,Jackowanou,Challenger,Shinigami,The Gods,Lunar,58.9,632,47,0.488,0.553,26,21,15756,8460,7296,37,21,51,116,31.9%,353.2,189.6,163.5,0.83,0.47,1.14,2.60,335.2,180.0,155.2,0.79,0.45,1.09,2.47,95,98,2.13,2.20,2.02,2.09
,,,I Grades I,Challenger,Steel,Metal,Solar,58.6,455,35,0.452,0.400,14,21,11260,6070,5190,25,21,36,72,34.7%,350.6,189.0,161.6,0.78,0.65,1.12,2.24,321.7,173.4,148.3,0.71,0.60,1.03,2.06,78,88,2.43,2.74,2.23,2.51
,,,Blu3Prints,Challenger,Breadsticks,Fifty-Fifty Pizzeria,Lunar,58.3,859,60,0.550,0.500,30,30,20854,11950,8904,48,31,81,155,31.0%,343.9,197.1,146.8,0.79,0.51,1.34,2.56,347.6,199.2,148.4,0.80,0.52,1.35,2.58,149,131,2.46,2.16,2.48,2.18
,,,Cooper.,Challenger,Puffin Pastries,The Bakery,Lunar,56.6,815,56,0.563,0.589,33,23,20062,11880,8182,62,21,61,158,39.2%,348.7,206.5,142.2,1.08,0.37,1.06,2.75,358.3,212.1,146.1,1.11,0.38,1.09,2.82,148,126,2.57,2.19,2.64,2.25
,,,Mabracadabra919,Challenger,Apple Associates,The Syndicate,Lunar,56.1,505,34,0.587,0.559,19,15,11537,6520,5017,25,30,34,82,30.5%,323.6,182.9,140.7,0.70,0.84,0.95,2.30,339.3,191.8,147.6,0.74,0.88,1.00,2.41,88,70,2.47,1.96,2.59,2.06
,,,Tr1Ppn,Challenger,Montbeliarde,Ox Gaming,Solar,55.8,761,56,0.575,0.571,32,24,17943,9900,8043,38,32,63,135,28.1%,334.0,184.3,149.7,0.71,0.60,1.17,2.51,320.4,176.8,143.6,0.68,0.57,1.13,2.41,128,105,2.38,1.95,2.29,1.88
,,,Slowlow24,Challenger,"Jock O Lanterns
Bulldogs","Ghoul School
Puppy Paradise",Solar,55.8,338,25,0.520,0.640,16,9,7895,4450,3445,13,18,35,50,26.0%,330.9,186.5,144.4,0.54,0.75,1.47,2.10,315.8,178.0,137.8,0.52,0.72,1.40,2.00,63,60,2.64,2.51,2.52,2.40
,,,Boulder,Challenger,Fusion,Energy,Lunar,55.8,35,2,0.371,0.500,1,1,924,610,314,3,0,5,6,50.0%,374.0,246.9,127.1,1.21,0.00,2.02,2.43,462.0,305.0,157.0,1.50,0.00,2.50,3.00,5,7,2.02,2.83,2.50,3.50
,,,Markoyo,Challenger,Steel,Metal,Solar,55.8,668,50,0.487,0.500,25,25,16487,8990,7497,39,25,55,109,35.8%,349.6,190.6,159.0,0.83,0.53,1.17,2.31,329.7,179.8,149.9,0.78,0.50,1.10,2.18,120,124,2.54,2.63,2.40,2.48
,,,Bucknekkid15,Challenger,Coatyl,Draconem,Solar,55.7,759,57,0.608,0.596,34,23,18038,10640,7398,49,28,59,139,35.3%,336.7,198.6,138.1,0.91,0.52,1.10,2.59,316.5,186.7,129.8,0.86,0.49,1.04,2.44,153,116,2.86,2.16,2.68,2.04
,,,Mayday369,Challenger,Squalls,Storm,Solar,55.4,711,48,0.648,0.646,31,17,16633,9740,6893,42,34,53,119,35.3%,331.4,194.1,137.3,0.84,0.68,1.06,2.37,346.5,202.9,143.6,0.88,0.71,1.10,2.48,147,100,2.93,1.99,3.06,2.08
