Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Dtduno,Contender,Mongols,The Sovereign,Lunar,19.0,152,12,0.638,0.667,8,4,2604,1390,1214,7,4,6,19,36.8%,221.6,118.3,103.3,0.60,0.34,0.51,1.62,217.0,115.8,101.2,0.58,0.33,0.50,1.58,33,23,2.81,1.96,2.75,1.92
,,,Jme,Contender,"Tomatoes
Sea Turtles","The Garden
The Ocean",Lunar,17.6,532,42,0.372,0.429,18,24,9880,4780,5100,16,10,42,58,27.6%,240.2,116.2,124.0,0.39,0.24,1.02,1.41,235.2,113.8,121.4,0.38,0.24,1.00,1.38,76,107,1.85,2.60,1.81,2.55
,,,Averytt10,Contender,Marinara,Fifty-Fifty Pizzeria,Lunar,15.3,543,43,0.296,0.419,18,25,10188,5240,4948,15,9,55,54,27.8%,242.7,124.8,117.9,0.36,0.21,1.31,1.29,236.9,121.9,115.1,0.35,0.21,1.28,1.26,69,121,1.64,2.88,1.60,2.81
,,,Piky Life88,Contender,Snap-Its,Fallout Shelter,Solar,12.5,389,29,0.368,0.379,11,18,6249,3460,2789,13,12,24,36,36.1%,207.8,115.0,92.7,0.43,0.40,0.80,1.20,215.5,119.3,96.2,0.45,0.41,0.83,1.24,65,91,2.16,3.03,2.24,3.14
,,,Col,Contender,Secte Rouge,The Order,Lunar,12.0,574,41,0.325,0.293,12,29,9502,5010,4492,23,9,31,71,32.4%,214.1,112.9,101.2,0.52,0.20,0.70,1.60,231.8,122.2,109.6,0.56,0.22,0.76,1.73,88,139,1.98,3.13,2.15,3.39
,,,Mawneer,Contender,Tomatoes,The Garden,Lunar,6.9,192,17,0.130,0.118,2,15,3140,1600,1540,5,4,15,15,33.3%,211.5,107.8,103.7,0.34,0.27,1.01,1.01,184.7,94.1,90.6,0.29,0.24,0.88,0.88,18,59,1.21,3.97,1.06,3.47
,,,Juiceth3Creator,Contender,"Thunder Buddies
Tomatoes","Electric Mayhem
The Garden",Lunar,4.1,252,21,0.312,0.238,5,16,3955,1830,2125,7,5,14,18,38.9%,203.0,93.9,109.1,0.36,0.26,0.72,0.92,188.3,87.1,101.2,0.33,0.24,0.67,0.86,42,68,2.16,3.49,2.00,3.24
,,,Rocci,Contender,Boas,The Serpents,Solar,4.0,424,35,0.265,0.257,9,26,6539,3460,3079,12,8,30,36,33.3%,199.5,105.5,93.9,0.37,0.24,0.92,1.10,186.8,98.9,88.0,0.34,0.23,0.86,1.03,55,105,1.68,3.20,1.57,3.00
,,,Patrickshwastey,Contender,"Mongols
Explorer
Boas
Tomatoes
Hellions","The Sovereign
Mission Control
The Serpents
The Garden
πολύ κεφάλη",Lunar,3.7,221,17,0.265,0.294,5,12,3075,1550,1525,3,6,15,20,15.0%,180.0,90.7,89.2,0.18,0.35,0.88,1.17,180.9,91.2,89.7,0.18,0.35,0.88,1.18,32,60,1.87,3.51,1.88,3.53
,,,Mintie,Contender,Bloodhounds,Dog Pound,Solar,-1.5,64,6,0.343,0.333,2,4,987,480,507,3,1,2,3,100.0%,199.5,97.0,102.5,0.61,0.20,0.40,0.61,164.5,80.0,84.5,0.50,0.17,0.33,0.50,13,19,2.63,3.84,2.17,3.17
,,,Mrmagato,Contender,Boas,The Serpents,Solar,-14.3,12,1,0.275,0.000,0,1,148,60,88,0,0,1,1,0.0%,159.5,64.7,94.8,0.00,0.00,1.08,1.08,148.0,60.0,88.0,0.00,0.00,1.00,1.00,1,2,1.08,2.16,1.00,2.00
,,,Digital Spoon,Challenger,Barbarians,The Sovereign,Lunar,121.7,29,2,0.985,1.000,2,0,978,660,318,4,3,1,6,66.7%,462.6,312.2,150.4,1.89,1.42,0.47,2.84,489.0,330.0,159.0,2.00,1.50,0.50,3.00,12,1,5.68,0.47,6.00,0.50
,,,Spar24,Challenger,Leviathans,πολύ κεφάλη,Lunar,104.3,14,1,,1.000,1,0,290,220,70,1,1,0,7,14.3%,284.1,215.5,68.6,0.98,0.98,0.00,6.86,290.0,220.0,70.0,1.00,1.00,0.00,7.00,3,0,2.94,0.00,3.00,0.00
,,,Reag,Challenger,Barbarians,The Sovereign,Lunar,99.6,349,24,0.778,0.833,20,4,10594,6650,3944,36,21,22,90,40.0%,416.4,261.4,155.0,1.41,0.83,0.86,3.54,441.4,277.1,164.3,1.50,0.88,0.92,3.75,81,36,3.18,1.41,3.38,1.50
,,,Victa,Challenger,Baboons,Planet of the Apes,Solar,83.8,797,54,0.622,0.704,38,16,23701,13930,9771,65,30,83,178,36.5%,407.9,239.7,168.2,1.12,0.52,1.43,3.06,438.9,258.0,180.9,1.20,0.56,1.54,3.30,138,99,2.37,1.70,2.56,1.83
,,,Jutsin,Challenger,"Derechos
Flares","Storm
Fallout Shelter",Solar,83.2,715,56,0.548,0.589,33,23,20140,10960,9180,46,39,57,156,29.5%,386.4,210.3,176.1,0.88,0.75,1.09,2.99,359.6,195.7,163.9,0.82,0.70,1.02,2.79,127,112,2.44,2.15,2.27,2.00
,,,Zoose,Challenger,Stingrays,The Ocean,Solar,82.8,585,39,0.669,0.615,24,15,17005,10840,6165,61,24,44,134,45.5%,398.7,254.2,144.5,1.43,0.56,1.03,3.14,436.0,277.9,158.1,1.56,0.62,1.13,3.44,132,85,3.09,1.99,3.38,2.18
,,,Fantasy,Challenger,Prada,High Class,Lunar,82.0,497,38,0.544,0.579,22,16,14137,7570,6567,32,25,41,107,29.9%,390.2,208.9,181.2,0.88,0.69,1.13,2.95,372.0,199.2,172.8,0.84,0.66,1.08,2.82,95,85,2.62,2.35,2.50,2.24
,,,Chaotic_Jbc,Challenger,Threshers,Shark Attack,Solar,79.6,813,59,0.544,0.525,31,28,23459,13170,10289,67,33,61,177,37.9%,395.8,222.2,173.6,1.13,0.56,1.03,2.99,397.6,223.2,174.4,1.14,0.56,1.03,3.00,138,123,2.33,2.08,2.34,2.08
,,,Killinghabbits,Challenger,Lettuce,The Garden,Lunar,76.9,294,20,0.687,0.700,14,6,7524,4350,3174,18,20,19,60,30.0%,351.0,202.9,148.1,0.84,0.93,0.89,2.80,376.2,217.5,158.7,0.90,1.00,0.95,3.00,60,36,2.80,1.68,3.00,1.80
,,,Shaneswears,Challenger,Polar Bears,Polar Vortex,Lunar,75.6,771,55,0.637,0.673,37,18,20885,12930,7955,62,40,64,153,40.5%,371.5,230.0,141.5,1.10,0.71,1.14,2.72,379.7,235.1,144.6,1.13,0.73,1.16,2.78,164,115,2.92,2.05,2.98,2.09
,,,[Rvzn]Friskywombats,Challenger,Prada,High Class,Lunar,75.5,516,40,0.597,0.550,22,18,14674,8820,5854,42,20,52,102,41.2%,390.1,234.5,155.6,1.12,0.53,1.38,2.71,366.9,220.5,146.4,1.05,0.50,1.30,2.55,99,77,2.63,2.05,2.48,1.93
,,,Bovi,Challenger,Paperboys,8-Bit Brigade,Lunar,73.9,780,55,0.573,0.636,35,20,21659,12330,9329,58,28,69,168,34.5%,380.9,216.8,164.1,1.02,0.49,1.21,2.95,393.8,224.2,169.6,1.05,0.51,1.25,3.05,130,107,2.29,1.88,2.36,1.95
,,,Jamesy,Challenger,Ghostie Grahams,Spooky Breakfast Gang,Solar,73.2,589,44,0.547,0.545,24,20,15922,9230,6692,38,34,55,98,38.8%,370.8,214.9,155.8,0.88,0.79,1.28,2.28,361.9,209.8,152.1,0.86,0.77,1.25,2.23,106,94,2.47,2.19,2.41,2.14
,,,Kincaid,Challenger,Lettuce,The Garden,Lunar,72.5,389,27,0.517,0.444,12,15,10101,6310,3791,31,22,27,76,40.8%,356.2,222.5,133.7,1.09,0.78,0.95,2.68,374.1,233.7,140.4,1.15,0.81,1.00,2.81,72,69,2.54,2.43,2.67,2.56
,,,Heat,Challenger,Flares,Fallout Shelter,Solar,72.3,647,50,0.593,0.560,28,22,17517,10830,6687,58,22,49,148,39.2%,371.4,229.6,141.8,1.23,0.47,1.04,3.14,350.3,216.6,133.7,1.16,0.44,0.98,2.96,121,95,2.57,2.01,2.42,1.90
,,,Érid,Challenger,Ghostie Grahams,Spooky Breakfast Gang,Solar,71.6,642,48,0.586,0.625,30,18,17223,10280,6943,54,26,44,138,39.1%,368.0,219.6,148.3,1.15,0.56,0.94,2.95,358.8,214.2,144.6,1.13,0.54,0.92,2.88,133,107,2.84,2.29,2.77,2.23
,,,Adammast,Challenger,Stingrays,The Ocean,Solar,70.9,722,49,0.662,0.673,33,16,19401,12110,7291,59,35,63,131,45.0%,368.6,230.1,138.5,1.12,0.66,1.20,2.49,395.9,247.1,148.8,1.20,0.71,1.29,2.67,152,99,2.89,1.88,3.10,2.02
,,,Dudebrosick,Challenger,Barbarians,The Sovereign,Lunar,70.8,826,54,0.717,0.759,41,13,21089,12910,8179,64,40,54,181,35.4%,350.2,214.4,135.8,1.06,0.66,0.90,3.01,390.5,239.1,151.5,1.19,0.74,1.00,3.35,174,95,2.89,1.58,3.22,1.76
,,,DⓤG,Challenger,Metalheads,The Jukebox,Lunar,70.3,586,48,0.368,0.458,22,26,16067,8550,7517,35,18,58,125,28.0%,376.1,200.1,175.9,0.82,0.42,1.36,2.93,334.7,178.1,156.6,0.73,0.38,1.21,2.60,89,125,2.08,2.93,1.85,2.60
,,,Beware,Challenger,Pythons,The Serpents,Solar,69.4,769,53,0.680,0.698,37,16,19625,12200,7425,66,33,44,175,37.7%,350.0,217.6,132.4,1.18,0.59,0.78,3.12,370.3,230.2,140.1,1.25,0.62,0.83,3.30,151,92,2.69,1.64,2.85,1.74
,,,Steveharvey,Challenger,Shock,Electric Mayhem,Lunar,69.2,29,2,0.621,0.500,1,1,787,480,307,2,2,3,3,66.7%,372.2,227.0,145.2,0.95,0.95,1.42,1.42,393.5,240.0,153.5,1.00,1.00,1.50,1.50,8,6,3.78,2.84,4.00,3.00
,,,Golden,Challenger,Tic Tacs,Minty Fresh,Lunar,68.7,79,7,0.206,0.143,1,6,2142,1070,1072,3,4,9,12,25.0%,371.9,185.8,186.1,0.52,0.69,1.56,2.08,306.0,152.9,153.1,0.43,0.57,1.29,1.71,8,19,1.39,3.30,1.14,2.71
,,,Bringusdingus,Challenger,Owls,Birds of Prey,Solar,68.3,769,54,0.500,0.519,28,26,20166,11630,8536,46,33,78,148,31.1%,359.7,207.4,152.3,0.82,0.59,1.39,2.64,373.4,215.4,158.1,0.85,0.61,1.44,2.74,129,129,2.30,2.30,2.39,2.39
,,,Imth3B0S5,Challenger,Lettuce,The Garden,Lunar,68.1,111,8,0.630,0.500,4,4,3104,1750,1354,10,4,7,20,50.0%,383.6,216.2,167.3,1.24,0.49,0.86,2.47,388.0,218.8,169.3,1.25,0.50,0.88,2.50,25,18,3.09,2.22,3.13,2.25
,,,Therealnach0,Challenger,Water,The Elements,Lunar,68.0,788,54,0.553,0.481,26,28,20659,11920,8739,55,35,63,152,36.2%,359.6,207.5,152.1,0.96,0.61,1.10,2.65,382.6,220.7,161.8,1.02,0.65,1.17,2.81,140,122,2.44,2.12,2.59,2.26
,,,Hudx,Challenger,Leviathans,πολύ κεφάλη,Lunar,67.9,752,58,0.513,0.500,29,29,20405,11030,9375,50,28,64,143,35.0%,372.2,201.2,171.0,0.91,0.51,1.17,2.61,351.8,190.2,161.6,0.86,0.48,1.10,2.47,122,118,2.23,2.15,2.10,2.03
,,,Luqo,Challenger,Voyager,Mission Control,Solar,67.8,797,58,0.531,0.517,30,28,20557,11460,9097,52,40,55,151,34.4%,353.8,197.2,156.6,0.89,0.69,0.95,2.60,354.4,197.6,156.8,0.90,0.69,0.95,2.60,144,133,2.48,2.29,2.48,2.29
,,,Dravaco,Challenger,Wings,Fifty-Fifty Pizzeria,Lunar,67.6,631,45,0.637,0.622,28,17,16961,9330,7631,26,31,85,93,28.0%,368.7,202.8,165.9,0.57,0.67,1.85,2.02,376.9,207.3,169.6,0.58,0.69,1.89,2.07,116,80,2.52,1.74,2.58,1.78
,,,Monsterjamers,Challenger,Waste Baskets,Waste Management,Solar,66.1,152,12,0.600,0.750,9,3,4244,2470,1774,11,6,17,22,50.0%,383.0,222.9,160.1,0.99,0.54,1.53,1.99,353.7,205.8,147.8,0.92,0.50,1.42,1.83,31,24,2.80,2.17,2.58,2.00
,,,Scotti,Challenger,Polar Bears,Polar Vortex,Lunar,65.9,806,58,0.656,0.672,39,19,20211,12540,7671,67,38,46,164,40.9%,343.9,213.4,130.5,1.14,0.65,0.78,2.79,348.5,216.2,132.3,1.16,0.66,0.79,2.83,176,117,3.00,1.99,3.03,2.02
,,,Vrou,Challenger,Freemasons,The Order,Lunar,65.5,686,51,0.455,0.353,18,33,18561,10420,8141,54,22,52,132,40.9%,371.1,208.3,162.8,1.08,0.44,1.04,2.64,363.9,204.3,159.6,1.06,0.43,1.02,2.59,104,117,2.08,2.34,2.04,2.29
,,,Jno28,Challenger,Spastics,The Quad Dynasty,Solar,65.3,632,46,0.721,0.696,32,14,15933,9160,6773,33,36,61,101,32.7%,345.8,198.8,147.0,0.72,0.78,1.32,2.19,346.4,199.1,147.2,0.72,0.78,1.33,2.20,132,71,2.86,1.54,2.87,1.54
,,,Eternalsun,Challenger,House Tyrell,Houses of Westeros,Solar,64.8,832,59,0.437,0.441,26,33,22207,12430,9777,51,28,88,153,33.3%,366.1,204.9,161.2,0.84,0.46,1.45,2.52,376.4,210.7,165.7,0.86,0.47,1.49,2.59,130,153,2.14,2.52,2.20,2.59
,,,Shwae,Challenger,Shock,Electric Mayhem,Lunar,64.7,671,50,0.588,0.620,31,19,17315,10110,7205,50,23,51,141,35.5%,353.9,206.7,147.3,1.02,0.47,1.04,2.88,346.3,202.2,144.1,1.00,0.46,1.02,2.82,114,90,2.33,1.84,2.28,1.80
,,,Freezin,Challenger,Spastics,The Quad Dynasty,Solar,63.7,845,60,0.673,0.650,39,21,21372,12860,8512,62,29,68,181,34.3%,346.9,208.7,138.2,1.01,0.47,1.10,2.94,356.2,214.3,141.9,1.03,0.48,1.13,3.02,164,102,2.66,1.66,2.73,1.70
,,,Deejayz_,Challenger,Pythons,The Serpents,Solar,63.4,57,4,0.584,0.500,2,2,1380,910,470,5,3,3,11,45.5%,332.1,219.0,113.1,1.20,0.72,0.72,2.65,345.0,227.5,117.5,1.25,0.75,0.75,2.75,10,8,2.41,1.93,2.50,2.00
,,,Jonezy,Challenger,Polar Bears,Polar Vortex,Lunar,62.5,641,46,0.671,0.652,30,16,15292,8920,6372,33,39,52,107,30.8%,327.2,190.9,136.3,0.71,0.83,1.11,2.29,332.4,193.9,138.5,0.72,0.85,1.13,2.33,140,89,3.00,1.90,3.04,1.93
,,,Hendo,Challenger,Pythons,The Serpents,Solar,62.0,872,60,0.682,0.717,43,17,21000,12300,8700,55,39,61,180,30.6%,330.3,193.5,136.8,0.87,0.61,0.96,2.83,350.0,205.0,145.0,0.92,0.65,1.02,3.00,176,107,2.77,1.68,2.93,1.78
,,,Berchy_,Challenger,Voyager,Mission Control,Solar,61.9,112,8,0.625,0.625,5,3,2958,1820,1138,10,3,9,22,45.5%,362.3,222.9,139.4,1.22,0.37,1.10,2.69,369.8,227.5,142.3,1.25,0.38,1.13,2.75,26,19,3.18,2.33,3.25,2.38
,,,Koda,Challenger,Spastics,The Quad Dynasty,Solar,61.7,636,44,0.727,0.705,31,13,15396,9760,5636,45,30,51,121,37.2%,332.0,210.5,121.5,0.97,0.65,1.10,2.61,349.9,221.8,128.1,1.02,0.68,1.16,2.75,128,67,2.76,1.44,2.91,1.52
,,,Xx_Pink_Man95_Xx,Challenger,"House Tyrell
Waste Baskets
Fangtooths","Houses of Westeros
Waste Management
The Abyss",Lunar,61.5,176,14,0.324,0.214,3,11,4556,2370,2186,9,10,15,22,40.9%,355.1,184.7,170.4,0.70,0.78,1.17,1.71,325.4,169.3,156.1,0.64,0.71,1.07,1.57,31,48,2.42,3.74,2.21,3.43
,,,Superduperbam,Challenger,"Leviathans
Lettuce","πολύ κεφάλη
The Garden",Lunar,61.5,94,7,0.500,0.286,2,5,2463,1470,993,7,3,9,17,41.2%,359.4,214.5,144.9,1.02,0.44,1.31,2.48,351.9,210.0,141.9,1.00,0.43,1.29,2.43,15,15,2.19,2.19,2.14,2.14
,,,Evil Llama Lord,Challenger,Pythons,The Serpents,Solar,61.2,767,52,0.704,0.769,40,12,18184,10540,7644,42,42,57,139,30.2%,325.2,188.5,136.7,0.75,0.75,1.02,2.49,349.7,202.7,147.0,0.81,0.81,1.10,2.67,160,91,2.86,1.63,3.08,1.75
,,,Aurrok,Challenger,Flares,Fallout Shelter,Solar,61.0,626,48,0.555,0.542,26,22,16251,9260,6991,39,23,63,106,36.8%,356.1,202.9,153.2,0.85,0.50,1.38,2.32,338.6,192.9,145.6,0.81,0.48,1.31,2.21,114,99,2.50,2.17,2.38,2.06
,,,Izumi,Challenger,Golden Retrievers,Dog Pound,Solar,60.4,802,58,0.467,0.431,25,33,19811,10820,8991,41,38,69,137,29.9%,338.8,185.0,153.8,0.70,0.65,1.18,2.34,341.6,186.6,155.0,0.71,0.66,1.19,2.36,140,152,2.39,2.60,2.41,2.62
,,,Domino,Challenger,Stingrays,The Ocean,Solar,60.2,690,47,0.643,0.617,29,18,17114,9700,7414,37,34,64,110,33.6%,340.2,192.8,147.4,0.74,0.68,1.27,2.19,364.1,206.4,157.7,0.79,0.72,1.36,2.34,144,99,2.86,1.97,3.06,2.11
,,,Grand Kane,Challenger,Aurora,The Cosmos,Lunar,59.8,656,50,0.481,0.500,25,25,16318,9090,7228,39,25,54,124,31.5%,341.2,190.1,151.1,0.82,0.52,1.13,2.59,326.4,181.8,144.6,0.78,0.50,1.08,2.48,99,104,2.07,2.17,1.98,2.08
,,,Its_Lost,Challenger,Derechos,Storm,Solar,59.8,718,56,0.520,0.554,31,25,18628,10440,8188,45,22,71,129,34.9%,355.9,199.4,156.4,0.86,0.42,1.36,2.46,332.6,186.4,146.2,0.80,0.39,1.27,2.30,116,110,2.22,2.10,2.07,1.96
,,,Serbs,Challenger,Lettuce,The Garden,Lunar,59.5,816,56,0.583,0.518,29,27,19511,11450,8061,49,41,61,145,33.8%,328.0,192.5,135.5,0.82,0.69,1.03,2.44,348.4,204.5,143.9,0.88,0.73,1.09,2.59,155,125,2.61,2.10,2.77,2.23
,,,Guardian Giraffe,Challenger,"Leviathans
Threshers","πολύ κεφάλη
Shark Attack",Lunar,59.2,518,42,0.519,0.452,19,23,13108,7190,5918,25,19,57,89,28.1%,347.1,190.4,156.7,0.66,0.50,1.51,2.36,312.1,171.2,140.9,0.60,0.45,1.36,2.12,80,76,2.12,2.01,1.90,1.81
,,,Juanma,Challenger,Voyager,Mission Control,Solar,58.6,710,51,0.541,0.510,26,25,17756,10580,7176,46,27,68,123,37.4%,343.0,204.4,138.6,0.89,0.52,1.31,2.38,348.2,207.5,140.7,0.90,0.53,1.33,2.41,129,116,2.49,2.24,2.53,2.27
,,,Peppytoes,Challenger,Owls,Birds of Prey,Solar,58.4,438,32,0.505,0.531,17,15,10772,6560,4212,37,18,23,81,45.7%,337.3,205.4,131.9,1.16,0.56,0.72,2.54,336.6,205.0,131.6,1.16,0.56,0.72,2.53,85,84,2.66,2.63,2.66,2.63
,,,Nano,Challenger,Baboons,Planet of the Apes,Solar,56.6,588,40,0.606,0.675,27,13,13961,8180,5781,36,25,45,108,33.3%,325.7,190.8,134.9,0.84,0.58,1.05,2.52,349.0,204.5,144.5,0.90,0.63,1.13,2.70,106,80,2.47,1.87,2.65,2.00
,,,Dolphino,Challenger,"Shock
Voyager","Electric Mayhem
Mission Control",Lunar,56.4,463,35,0.511,0.514,18,17,11303,5970,5333,23,16,40,87,26.4%,334.8,176.9,158.0,0.68,0.47,1.18,2.58,322.9,170.6,152.4,0.66,0.46,1.14,2.49,67,65,1.98,1.93,1.91,1.86
,,,Bossinator132,Challenger,Threshers,Shark Attack,Solar,55.8,302,22,0.610,0.636,14,8,6934,3880,3054,17,14,18,58,29.3%,314.9,176.2,138.7,0.77,0.64,0.82,2.63,315.2,176.4,138.8,0.77,0.64,0.82,2.64,50,37,2.27,1.68,2.27,1.68
,,,Sly,Challenger,"Threshers
Tic Tacs","Shark Attack
Minty Fresh",Solar,55.6,795,59,0.530,0.508,30,29,18740,10600,8140,41,33,68,145,28.3%,323.3,182.9,140.4,0.71,0.57,1.17,2.50,317.6,179.7,138.0,0.69,0.56,1.15,2.46,135,125,2.33,2.16,2.29,2.12
,,,Mcmonkey,Challenger,Water,The Elements,Lunar,54.6,653,45,0.497,0.467,21,24,15617,9170,6447,40,30,53,102,39.2%,328.0,192.6,135.4,0.84,0.63,1.11,2.14,347.0,203.8,143.3,0.89,0.67,1.18,2.27,111,112,2.33,2.35,2.47,2.49
,,,Myheroplusultra,Challenger,Voyager,Mission Control,Solar,54.3,478,36,0.564,0.583,21,15,11283,6150,5133,27,20,32,85,31.8%,323.8,176.5,147.3,0.77,0.57,0.92,2.44,313.4,170.8,142.6,0.75,0.56,0.89,2.36,93,79,2.67,2.27,2.58,2.19
,,,Major Bumbo,Challenger,Wings,Fifty-Fifty Pizzeria,Lunar,54.2,639,46,0.597,0.565,26,20,15144,9450,5694,49,25,43,115,42.6%,325.1,202.8,122.2,1.05,0.54,0.92,2.47,329.2,205.4,123.8,1.07,0.54,0.93,2.50,121,94,2.60,2.02,2.63,2.04
,,,Chill,Challenger,Wainriders,Middle Earth,Lunar,54.1,410,29,0.366,0.379,11,18,10672,5850,4822,26,8,43,70,37.1%,357.0,195.7,161.3,0.87,0.27,1.44,2.34,368.0,201.7,166.3,0.90,0.28,1.48,2.41,53,76,1.77,2.54,1.83,2.62
,,,Pre,Challenger,Paperboys,8-Bit Brigade,Lunar,53.7,779,55,0.609,0.673,37,18,18414,10320,8094,43,27,64,147,29.3%,324.2,181.7,142.5,0.76,0.48,1.13,2.59,334.8,187.6,147.2,0.78,0.49,1.16,2.67,132,98,2.32,1.73,2.40,1.78
,,,Mitzi,Challenger,Barbarians,The Sovereign,Lunar,53.7,612,41,0.752,0.780,32,9,14251,8510,5741,39,23,46,116,33.6%,319.4,190.7,128.7,0.87,0.52,1.03,2.60,347.6,207.6,140.0,0.95,0.56,1.12,2.83,132,64,2.96,1.43,3.22,1.56
,,,Powerhour24,Challenger,Owls,Birds of Prey,Solar,53.7,718,52,0.503,0.519,27,25,16992,9260,7732,40,29,51,126,31.7%,324.6,176.9,147.7,0.76,0.55,0.97,2.41,326.8,178.1,148.7,0.77,0.56,0.98,2.42,128,127,2.45,2.43,2.46,2.44
,,,Saltybonnyr,Challenger,Shock,Electric Mayhem,Lunar,53.5,546,41,0.663,0.659,27,14,13749,7240,6509,29,14,54,94,30.9%,345.4,181.9,163.5,0.73,0.35,1.36,2.36,335.3,176.6,158.8,0.71,0.34,1.32,2.29,95,60,2.39,1.51,2.32,1.46
,,,Momed09,Challenger,Shock,Electric Mayhem,Lunar,52.6,755,55,0.596,0.600,33,22,17706,9570,8136,33,38,66,107,30.8%,321.7,173.9,147.8,0.60,0.69,1.20,1.94,321.9,174.0,147.9,0.60,0.69,1.20,1.95,127,98,2.31,1.78,2.31,1.78
,,,Ashthewaterboy,Challenger,"Water
Freemasons","The Elements
The Order",Lunar,51.3,609,42,0.571,0.476,20,22,14005,7580,6425,31,28,42,98,31.6%,315.4,170.7,144.7,0.70,0.63,0.95,2.21,333.5,180.5,153.0,0.74,0.67,1.00,2.33,105,87,2.36,1.96,2.50,2.07
,,,Billis_Xm,Challenger,The Avengers,The Comic Crusaders,Solar,51.1,73,6,0.315,0.167,1,5,1841,950,891,2,2,11,10,20.0%,345.9,178.5,167.4,0.38,0.38,2.07,1.88,306.8,158.3,148.5,0.33,0.33,1.83,1.67,7,12,1.32,2.25,1.17,2.00
,,,Yetif,Challenger,"Hydralisks
Aurora
Leviathans
Fangtooths","The Swarm
The Cosmos
πολύ κεφάλη
The Abyss",Solar,49.7,624,49,0.355,0.306,15,34,14478,7890,6588,27,24,60,99,27.3%,318.2,173.4,144.8,0.59,0.53,1.32,2.18,295.5,161.0,134.4,0.55,0.49,1.22,2.02,88,129,1.93,2.84,1.80,2.63
,,,Siipscriin,Challenger,Golden Retrievers,Dog Pound,Solar,49.6,573,44,0.515,0.500,22,22,13292,7510,5782,29,24,51,86,33.7%,318.2,179.8,138.4,0.69,0.57,1.22,2.06,302.1,170.7,131.4,0.66,0.55,1.16,1.95,104,100,2.49,2.39,2.36,2.27
,,,Symphonyinperil,Challenger,The Avengers,The Comic Crusaders,Solar,49.3,556,42,0.523,0.571,24,18,13618,7190,6428,26,12,61,94,27.7%,336.0,177.4,158.6,0.64,0.30,1.50,2.32,324.2,171.2,153.0,0.62,0.29,1.45,2.24,81,76,2.00,1.87,1.93,1.81
,,,Humble Potato,Challenger,Wings,Fifty-Fifty Pizzeria,Lunar,48.8,643,46,0.630,0.609,28,18,15069,8620,6449,39,23,51,102,38.2%,321.4,183.9,137.6,0.83,0.49,1.09,2.18,327.6,187.4,140.2,0.85,0.50,1.11,2.22,119,84,2.54,1.79,2.59,1.83
,,,Scud_Buster,Challenger,Aurora,The Cosmos,Lunar,48.6,644,50,0.493,0.540,27,23,14884,8260,6624,33,21,56,111,29.7%,317.0,175.9,141.1,0.70,0.45,1.19,2.36,297.7,165.2,132.5,0.66,0.42,1.12,2.22,101,103,2.15,2.19,2.02,2.06
,,,Topsgod,Challenger,Tens,House of Cards,Lunar,48.4,497,37,0.392,0.405,15,22,11826,6780,5046,31,14,43,83,37.3%,326.4,187.1,139.3,0.86,0.39,1.19,2.29,319.6,183.2,136.4,0.84,0.38,1.16,2.24,70,93,1.93,2.57,1.89,2.51
,,,Stan,Challenger,Barbarians,The Sovereign,Lunar,47.7,629,42,0.704,0.762,32,10,13871,7830,6041,32,26,45,108,29.6%,302.5,170.7,131.7,0.70,0.57,0.98,2.36,330.3,186.4,143.8,0.76,0.62,1.07,2.57,127,72,2.77,1.57,3.02,1.71
,,,Westcoastpotroast,Challenger,Waste Baskets,Waste Management,Solar,46.6,619,45,0.413,0.422,19,26,14016,7860,6156,36,23,42,101,35.6%,310.6,174.2,136.4,0.80,0.51,0.93,2.24,311.5,174.7,136.8,0.80,0.51,0.93,2.24,101,126,2.24,2.79,2.24,2.80
,,,Dementedl,Challenger,Lettuce,The Garden,Lunar,46.4,692,47,0.601,0.553,26,21,15899,9430,6469,43,22,58,113,38.1%,315.1,186.9,128.2,0.85,0.44,1.15,2.24,338.3,200.6,137.6,0.91,0.47,1.23,2.40,129,99,2.56,1.96,2.74,2.11
,,,Hewhogrins,Challenger,Tens,House of Cards,Lunar,46.0,556,42,0.406,0.405,17,25,13267,6880,6387,27,12,53,93,29.0%,327.3,169.7,157.6,0.67,0.30,1.31,2.29,315.9,163.8,152.1,0.64,0.29,1.26,2.21,83,106,2.05,2.61,1.98,2.52
,,,Wheelchair {Lflegs},Challenger,Spastics,The Quad Dynasty,Solar,45.7,422,30,0.511,0.500,15,15,9238,5350,3888,24,19,27,65,36.9%,300.3,173.9,126.4,0.78,0.62,0.88,2.11,307.9,178.3,129.6,0.80,0.63,0.90,2.17,68,66,2.21,2.15,2.27,2.20
,,,Dunnie14,Challenger,"Flares
Derechos","Fallout Shelter
Storm",Solar,45.7,350,26,0.540,0.462,12,14,7612,4010,3602,13,15,28,56,23.2%,298.3,157.1,141.2,0.51,0.59,1.10,2.19,292.8,154.2,138.5,0.50,0.58,1.08,2.15,61,55,2.39,2.16,2.35,2.12
