Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Yote51Ayer,Minor,House Lannister,Houses of Westeros,Solar,47.5,877,64,0.451,0.422,27,37,21033,11380,9653,45,24,86,138,32.6%,339.5,183.7,155.8,0.73,0.39,1.39,2.23,328.6,177.8,150.8,0.70,0.38,1.34,2.16,134,152,2.16,2.45,2.09,2.38
,,,Begawkology,Minor,Infestors,The Swarm,Solar,46.9,754,53,0.507,0.472,25,28,15912,8850,7062,41,29,36,150,27.3%,298.7,166.2,132.6,0.77,0.54,0.68,2.82,300.2,167.0,133.2,0.77,0.55,0.68,2.83,118,116,2.22,2.18,2.23,2.19
,,,Tomoose0529,Minor,Excitebikers,8-Bit Brigade,Lunar,46.8,570,44,0.460,0.432,19,25,13450,7500,5950,30,17,55,90,33.3%,334.0,186.3,147.8,0.75,0.42,1.37,2.24,305.7,170.5,135.2,0.68,0.39,1.25,2.05,79,88,1.96,2.19,1.80,2.00
,,,Aloza,Minor,Chicken Parm,Fifty-Fifty Pizzeria,Lunar,46.4,596,48,0.425,0.479,23,25,13452,6870,6582,33,17,33,107,30.8%,319.5,163.2,156.3,0.78,0.40,0.78,2.54,280.3,143.1,137.1,0.69,0.35,0.69,2.23,95,115,2.26,2.73,1.98,2.40
,,,A Hammered Hamster,Minor,Blizzards,Storm,Solar,45.7,310,22,0.457,0.455,10,12,6604,3560,3044,12,13,23,56,21.4%,301.6,162.6,139.0,0.55,0.59,1.05,2.56,300.2,161.8,138.4,0.55,0.59,1.05,2.55,41,46,1.87,2.10,1.86,2.09
,,,Kaeso Clarus,Minor,Dynamite,Fallout Shelter,Solar,45.1,756,51,0.413,0.431,22,29,17504,9910,7594,35,15,85,141,24.8%,327.8,185.6,142.2,0.66,0.28,1.59,2.64,343.2,194.3,148.9,0.69,0.29,1.67,2.76,94,119,1.76,2.23,1.84,2.33
,,,Blun,Minor,Orangutans,Planet of the Apes,Solar,44.9,829,54,0.477,0.426,23,31,18843,10800,8043,54,22,57,145,37.2%,321.8,184.4,137.3,0.92,0.38,0.97,2.48,348.9,200.0,148.9,1.00,0.41,1.06,2.69,134,142,2.29,2.42,2.48,2.63
,,,Hexic,Minor,Skull and Bones,The Order,Lunar,44.6,794,56,0.628,0.571,32,24,16694,9470,7224,38,34,51,142,26.8%,297.6,168.8,128.8,0.68,0.61,0.91,2.53,298.1,169.1,129.0,0.68,0.61,0.91,2.54,159,114,2.83,2.03,2.84,2.04
,,,Ridethefire,Minor,Gravity,The Cosmos,Lunar,44.1,692,48,0.604,0.542,26,22,14897,8750,6147,36,27,52,120,30.0%,304.7,179.0,125.7,0.74,0.55,1.06,2.45,310.4,182.3,128.1,0.75,0.56,1.08,2.50,131,100,2.68,2.05,2.73,2.08
,,,Chug A Beerman,Minor,Orangutans,Planet of the Apes,Solar,44.0,327,20,0.500,0.450,9,11,7252,4010,3242,11,13,35,51,21.6%,313.9,173.6,140.4,0.48,0.56,1.52,2.21,362.6,200.5,162.1,0.55,0.65,1.75,2.55,49,49,2.12,2.12,2.45,2.45
,,,Znin9,Minor,Trashbags,Waste Management,Solar,43.9,511,36,0.669,0.722,26,10,10861,6160,4701,24,22,36,86,27.9%,300.9,170.7,130.2,0.66,0.61,1.00,2.38,301.7,171.1,130.6,0.67,0.61,1.00,2.39,94,59,2.60,1.63,2.61,1.64
,,,Brainyzac,Minor,Velociraptors,Dino Park,Solar,43.6,28,2,0.376,0.500,1,1,517,300,217,0,2,3,5,0.0%,261.4,151.7,109.7,0.00,1.01,1.52,2.53,258.5,150.0,108.5,0.00,1.00,1.50,2.50,6,8,3.03,4.04,3.00,4.00
,,,Bobandrews33,Minor,Labradoodles,Dog Pound,Solar,42.6,518,35,0.491,0.429,15,20,10954,6290,4664,21,25,43,79,26.6%,299.4,171.9,127.5,0.57,0.68,1.18,2.16,313.0,179.7,133.3,0.60,0.71,1.23,2.26,84,86,2.30,2.35,2.40,2.46
,,,Admiral Peanut,Minor,Infestors,The Swarm,Solar,42.6,463,33,0.566,0.576,19,14,10061,5570,4491,26,18,27,72,36.1%,307.6,170.3,137.3,0.79,0.55,0.83,2.20,304.9,168.8,136.1,0.79,0.55,0.82,2.18,74,62,2.26,1.90,2.24,1.88
,,,Dub,Minor,The Incredibles,The Comic Crusaders,Solar,42.6,569,41,0.504,0.561,23,18,12197,6500,5697,19,30,47,75,25.3%,303.5,161.7,141.7,0.47,0.75,1.17,1.87,297.5,158.5,139.0,0.46,0.73,1.15,1.83,87,86,2.16,2.14,2.12,2.10
,,,Spac3,Minor,"Ospreys
Infestors
Swordfish","Birds of Prey
The Swarm
The Ocean",Solar,40.8,128,9,0.554,0.556,5,4,2776,1490,1286,5,5,11,19,26.3%,307.0,164.8,142.2,0.55,0.55,1.22,2.10,308.4,165.6,142.9,0.56,0.56,1.22,2.11,23,20,2.54,2.21,2.56,2.22
,,,Ignite,Minor,Chicken Parm,Fifty-Fifty Pizzeria,Lunar,40.0,720,57,0.438,0.474,27,30,16166,9210,6956,42,21,58,106,39.6%,317.8,181.1,136.8,0.83,0.41,1.14,2.08,283.6,161.6,122.0,0.74,0.37,1.02,1.86,117,137,2.30,2.69,2.05,2.40
,,,Rotendo,Minor,Lo-Fi,The Jukebox,Lunar,40.0,635,43,0.371,0.395,17,26,14327,7510,6817,25,23,61,81,30.9%,319.4,167.4,152.0,0.56,0.51,1.36,1.81,333.2,174.7,158.5,0.58,0.53,1.42,1.88,87,122,1.94,2.72,2.02,2.84
,,,Visionaryone,Minor,Swordfish,The Ocean,Solar,39.2,724,49,0.303,0.265,13,36,16788,8760,8028,36,12,69,111,32.4%,328.3,171.3,157.0,0.70,0.23,1.35,2.17,342.6,178.8,163.8,0.73,0.24,1.41,2.27,79,137,1.54,2.68,1.61,2.80
,,,Smokeybones,Minor,Blizzards,Storm,Solar,39.0,910,64,0.559,0.500,32,32,19577,10450,9127,38,31,74,140,27.1%,304.5,162.6,142.0,0.59,0.48,1.15,2.18,305.9,163.3,142.6,0.59,0.48,1.16,2.19,144,123,2.24,1.91,2.25,1.92
,,,Envy2,Minor,"The Incredibles
Dynamite","The Comic Crusaders
Fallout Shelter",Solar,38.7,459,31,0.572,0.516,16,15,9203,5270,3933,20,20,30,77,26.0%,283.8,162.5,121.3,0.62,0.62,0.93,2.37,296.9,170.0,126.9,0.65,0.65,0.97,2.48,74,61,2.28,1.88,2.39,1.97
,,,Chortle,Minor,Vikings,The Sovereign,Lunar,38.7,662,47,0.565,0.553,26,21,14368,8010,6358,43,18,35,106,40.6%,307.2,171.3,136.0,0.92,0.38,0.75,2.27,305.7,170.4,135.3,0.91,0.38,0.74,2.26,124,105,2.65,2.25,2.64,2.23
,,,Cronus,Minor,Ospreys,Birds of Prey,Solar,38.6,796,54,0.394,0.389,21,33,16690,8900,7790,30,30,63,125,24.0%,296.8,158.3,138.5,0.53,0.53,1.12,2.22,309.1,164.8,144.3,0.56,0.56,1.17,2.31,104,138,1.85,2.45,1.93,2.56
,,,Dr Feeeel Goood,Minor,Lo-Fi,The Jukebox,Lunar,38.4,655,44,0.288,0.318,14,30,15040,8280,6760,30,15,72,93,32.3%,325.1,179.0,146.1,0.65,0.32,1.56,2.01,341.8,188.2,153.6,0.68,0.34,1.64,2.11,83,147,1.79,3.18,1.89,3.34
,,,Miso,Minor,Versace,High Class,Lunar,38.2,84,6,0.238,0.333,2,4,1681,1030,651,5,2,5,18,27.8%,283.3,173.6,109.7,0.84,0.34,0.84,3.03,280.2,171.7,108.5,0.83,0.33,0.83,3.00,9,19,1.52,3.20,1.50,3.17
,,,Jam,Minor,Jacks,House of Cards,Lunar,37.9,569,41,0.437,0.463,19,22,12828,6770,6058,23,18,57,72,31.9%,319.1,168.4,150.7,0.57,0.45,1.42,1.79,312.9,165.1,147.8,0.56,0.44,1.39,1.76,76,90,1.89,2.24,1.85,2.20
,,,Timotheum,Minor,House Lannister,Houses of Westeros,Solar,37.7,448,35,0.495,0.514,18,17,10027,5070,4957,21,14,34,57,36.8%,316.8,160.2,156.6,0.66,0.44,1.07,1.80,286.5,144.9,141.6,0.60,0.40,0.97,1.63,75,76,2.37,2.40,2.14,2.17
,,,Bananalytics,Minor,House Lannister,Houses of Westeros,Solar,37.3,555,38,0.359,0.263,10,28,11923,6370,5553,25,16,44,87,28.7%,304.1,162.5,141.6,0.64,0.41,1.12,2.22,313.8,167.6,146.1,0.66,0.42,1.16,2.29,69,101,1.76,2.58,1.82,2.66
,,,Vegitus,Minor,Dynamite,Fallout Shelter,Solar,36.1,806,56,0.408,0.411,23,33,17750,9520,8230,39,24,67,107,36.4%,311.8,167.2,144.5,0.68,0.42,1.18,1.88,317.0,170.0,147.0,0.70,0.43,1.20,1.91,109,139,1.91,2.44,1.95,2.48
,,,Frosty2200,Minor,Dynamite,Fallout Shelter,Solar,35.9,869,58,0.356,0.345,20,38,18645,9700,8945,32,33,75,110,29.1%,303.7,158.0,145.7,0.52,0.54,1.22,1.79,321.5,167.2,154.2,0.55,0.57,1.29,1.90,101,150,1.65,2.44,1.74,2.59
,,,Scias,Minor,Swordfish,The Ocean,Solar,35.8,673,45,0.313,0.311,14,31,14468,7410,7058,23,19,63,101,22.8%,304.3,155.9,148.5,0.48,0.40,1.33,2.12,321.5,164.7,156.8,0.51,0.42,1.40,2.24,75,126,1.58,2.65,1.67,2.80
,,,Akipz,Minor,Versace,High Class,Lunar,35.8,735,55,0.497,0.545,30,25,14867,8160,6707,31,30,49,111,27.9%,286.3,157.2,129.2,0.60,0.58,0.94,2.14,270.3,148.4,121.9,0.56,0.55,0.89,2.02,128,129,2.47,2.48,2.33,2.35
,,,Shadowvail,Minor,Artemis,Mission Control,Solar,35.5,798,57,0.531,0.561,32,25,16972,9410,7562,40,21,62,126,31.7%,301.1,166.9,134.1,0.71,0.37,1.10,2.24,297.8,165.1,132.7,0.70,0.37,1.09,2.21,128,118,2.27,2.09,2.25,2.07
,,,Liquid Cight,Minor,Chicken Parm,Fifty-Fifty Pizzeria,Lunar,35.3,292,23,0.307,0.304,7,16,6131,3420,2711,14,12,21,37,37.8%,297.2,165.8,131.4,0.68,0.58,1.02,1.79,266.6,148.7,117.9,0.61,0.52,0.91,1.61,41,68,1.99,3.30,1.78,2.96
,,,Slayerof666,Minor,"Thin Mints
Chicken Parm","Minty Fresh
Fifty-Fifty Pizzeria",Lunar,35.0,402,32,0.274,0.281,9,23,8531,4260,4271,15,15,30,51,29.4%,300.4,150.0,150.4,0.53,0.53,1.06,1.80,266.6,133.1,133.5,0.47,0.47,0.94,1.59,53,97,1.87,3.42,1.66,3.03
,,,J3,Minor,Fire,The Elements,Lunar,34.8,396,29,0.245,0.172,5,24,8396,4580,3816,17,12,34,58,29.3%,300.1,163.7,136.4,0.61,0.43,1.22,2.07,289.5,157.9,131.6,0.59,0.41,1.17,2.00,56,110,2.00,3.93,1.93,3.79
,,,Blastpatern4191,Minor,Ospreys,Birds of Prey,Solar,34.8,598,40,0.417,0.450,18,22,12215,6790,5425,30,16,39,104,28.8%,289.2,160.7,128.4,0.71,0.38,0.92,2.46,305.4,169.8,135.6,0.75,0.40,0.98,2.60,81,101,1.92,2.39,2.03,2.53
,,,Struttrl,Minor,Artemis,Mission Control,Solar,32.9,609,43,0.529,0.558,24,19,13050,6750,6300,20,22,59,70,28.6%,303.3,156.9,146.4,0.46,0.51,1.37,1.63,303.5,157.0,146.5,0.47,0.51,1.37,1.63,94,87,2.19,2.02,2.19,2.02
,,,Therogerseffect,Minor,Thin Mints,Minty Fresh,Lunar,32.5,501,37,0.209,0.162,6,31,11055,5820,5235,24,12,44,62,38.7%,312.4,164.4,147.9,0.68,0.34,1.24,1.75,298.8,157.3,141.5,0.65,0.32,1.19,1.68,58,132,1.64,3.73,1.57,3.57
,,,"Larry The Lizard, Md",Minor,"Velociraptors
Thin Mints","Dino Park
Minty Fresh",Lunar,32.4,470,33,0.280,0.182,6,27,10125,5120,5005,21,12,36,62,33.9%,305.0,154.2,150.7,0.63,0.36,1.08,1.87,306.8,155.2,151.7,0.64,0.36,1.09,1.88,65,116,1.96,3.49,1.97,3.52
,,,Mute,Minor,"Swordfish
Orangutans","The Ocean
Planet of the Apes",Solar,31.3,636,42,0.339,0.381,16,26,12785,6950,5835,20,25,57,85,23.5%,284.6,154.7,129.9,0.45,0.56,1.27,1.89,304.4,165.5,138.9,0.48,0.60,1.36,2.02,74,115,1.65,2.56,1.76,2.74
,,,Jordton,Minor,Excitebikers,8-Bit Brigade,Lunar,31.2,500,37,0.408,0.405,15,22,10146,5240,4906,19,15,37,74,25.7%,287.3,148.4,138.9,0.54,0.42,1.05,2.10,274.2,141.6,132.6,0.51,0.41,1.00,2.00,69,88,1.95,2.49,1.86,2.38
,,,Spoilt,Minor,Labradoodles,Dog Pound,Solar,30.6,642,43,0.485,0.419,18,25,13100,7100,6000,25,22,53,85,29.4%,288.9,156.6,132.3,0.55,0.49,1.17,1.87,304.7,165.1,139.5,0.58,0.51,1.23,1.98,98,102,2.16,2.25,2.28,2.37
,,,Todd Bonzalez,Minor,Draconis,πολύ κεφάλη,Lunar,30.6,438,30,0.518,0.500,15,15,8525,4630,3895,19,11,28,78,24.4%,275.5,149.6,125.9,0.61,0.36,0.90,2.52,284.2,154.3,129.8,0.63,0.37,0.93,2.60,66,63,2.13,2.04,2.20,2.10
,,,Lilprsnwithanger,Minor,Flailers,The Quad Dynasty,Solar,29.7,243,16,0.449,0.313,5,11,4410,2610,1800,11,10,12,41,26.8%,256.9,152.0,104.9,0.64,0.58,0.70,2.39,275.6,163.1,112.5,0.69,0.63,0.75,2.56,35,40,2.04,2.33,2.19,2.50
,,,Catlas,Minor,"Velociraptors
Hammerheads","Dino Park
Shark Attack",Solar,29.2,292,21,0.477,0.524,11,10,5552,2990,2562,10,15,18,34,29.4%,269.2,145.0,124.2,0.48,0.73,0.87,1.65,264.4,142.4,122.0,0.48,0.71,0.86,1.62,49,52,2.38,2.52,2.33,2.48
,,,Navy101_,Minor,Infestors,The Swarm,Solar,28.4,47,4,0.403,0.250,1,3,963,520,443,2,1,4,7,28.6%,290.1,156.6,133.4,0.60,0.30,1.20,2.11,240.8,130.0,110.8,0.50,0.25,1.00,1.75,7,9,2.11,2.71,1.75,2.25
,,,Itsripman,Minor,Phantom Crunch,Spooky Breakfast Gang,Solar,28.1,141,10,0.330,0.400,4,6,2659,1470,1189,5,3,11,27,18.5%,267.0,147.6,119.4,0.50,0.30,1.10,2.71,265.9,147.0,118.9,0.50,0.30,1.10,2.70,17,27,1.71,2.71,1.70,2.70
,,,Drupenson,Minor,"Velociraptors
Orangutans","Dino Park
Planet of the Apes",Solar,28.0,633,43,0.374,0.302,13,30,12696,6750,5946,27,17,46,90,30.0%,283.9,151.0,133.0,0.60,0.38,1.03,2.01,295.3,157.0,138.3,0.63,0.40,1.07,2.09,86,120,1.92,2.68,2.00,2.79
,,,Enceyy,Minor,Taipans,The Serpents,Solar,27.9,702,49,0.517,0.571,28,21,13999,7610,6389,33,23,45,91,36.3%,282.3,153.5,128.8,0.67,0.46,0.91,1.84,285.7,155.3,130.4,0.67,0.47,0.92,1.86,118,113,2.38,2.28,2.41,2.31
,,,Chancellortoph,Minor,Gravity,The Cosmos,Lunar,27.3,7,1,,1.000,1,0,100,50,50,0,1,0,0,,202.2,101.1,101.1,0.00,2.02,0.00,0.00,100.0,50.0,50.0,0.00,1.00,0.00,0.00,4,0,8.09,0.00,4.00,0.00
,,,Pumpkant,Minor,Orangutans,Planet of the Apes,Solar,27.2,82,6,0.371,0.333,2,4,1604,930,674,4,2,6,13,30.8%,276.9,160.6,116.4,0.69,0.35,1.04,2.24,267.3,155.0,112.3,0.67,0.33,1.00,2.17,13,18,2.24,3.11,2.17,3.00
,,,Primed,Minor,"Fire
Blizzards","The Elements
Storm",Lunar,26.7,639,47,0.422,0.426,20,27,12420,6490,5930,24,24,42,79,30.4%,275.1,143.8,131.4,0.53,0.53,0.93,1.75,264.3,138.1,126.2,0.51,0.51,0.89,1.68,94,115,2.08,2.55,2.00,2.45
,,,Fieryprophet,Minor,Phantom Crunch,Spooky Breakfast Gang,Solar,26.6,650,44,0.478,0.455,20,24,13580,7540,6040,34,13,53,84,40.5%,295.8,164.2,131.5,0.74,0.28,1.15,1.83,308.6,171.4,137.3,0.77,0.30,1.20,1.91,103,109,2.24,2.37,2.34,2.48
,,,Dav,Minor,"Phantom Crunch
Jacks","Spooky Breakfast Gang
House of Cards",Solar,26.2,169,11,0.531,0.636,7,4,3594,1980,1614,10,2,13,23,43.5%,301.0,165.9,135.2,0.84,0.17,1.09,1.93,326.7,180.0,146.7,0.91,0.18,1.18,2.09,25,23,2.09,1.93,2.27,2.09
,,,Superfast Moose,Minor,Jacks,House of Cards,Lunar,26.1,200,14,0.354,0.286,4,10,3913,2120,1793,10,4,12,32,31.3%,277.0,150.1,126.9,0.71,0.28,0.85,2.26,279.5,151.4,128.1,0.71,0.29,0.86,2.29,28,41,1.98,2.90,2.00,2.93
,,,Taq_7,Minor,Surge,Electric Mayhem,Lunar,26.1,795,56,0.479,0.464,26,30,15140,8370,6770,31,31,54,102,30.4%,269.6,149.0,120.6,0.55,0.55,0.96,1.82,270.4,149.5,120.9,0.55,0.55,0.96,1.82,122,129,2.17,2.30,2.18,2.30
,,,Dogbiscuit46,Minor,Vikings,The Sovereign,Lunar,25.2,53,4,0.220,0.250,1,3,1045,630,415,4,1,2,8,50.0%,279.1,168.3,110.8,1.07,0.27,0.53,2.14,261.3,157.5,103.8,1.00,0.25,0.50,2.00,7,15,1.87,4.01,1.75,3.75
,,,The Instigant,Minor,Thin Mints,Minty Fresh,Lunar,25.0,700,50,0.280,0.200,10,40,13639,7120,6519,27,23,48,87,31.0%,275.8,144.0,131.8,0.55,0.47,0.97,1.76,272.8,142.4,130.4,0.54,0.46,0.96,1.74,98,175,1.98,3.54,1.96,3.50
,,,Berchy_,Minor,Velociraptors,Dino Park,Solar,24.6,616,41,0.391,0.390,16,25,12351,6810,5541,22,17,60,76,28.9%,283.8,156.5,127.3,0.51,0.39,1.38,1.75,301.2,166.1,135.1,0.54,0.41,1.46,1.85,84,112,1.93,2.57,2.05,2.73
,,,King Chikn,Minor,"Dynamite
House Lannister","Fallout Shelter
Houses of Westeros",Solar,23.0,437,32,0.254,0.188,6,26,8364,4040,4324,11,12,35,59,18.6%,270.9,130.9,140.1,0.36,0.39,1.13,1.91,261.4,126.3,135.1,0.34,0.38,1.09,1.84,48,96,1.55,3.11,1.50,3.00
,,,Falco,Minor,Draconis,πολύ κεφάλη,Lunar,22.9,539,37,0.478,0.514,19,18,9615,4980,4635,16,18,33,83,19.3%,252.5,130.8,121.7,0.42,0.47,0.87,2.18,259.9,134.6,125.3,0.43,0.49,0.89,2.24,84,89,2.21,2.34,2.27,2.41
,,,Kadenka,Minor,Lo-Fi,The Jukebox,Lunar,22.0,566,39,0.333,0.385,15,24,11158,6080,5078,27,16,39,63,42.9%,279.1,152.1,127.0,0.68,0.40,0.98,1.58,286.1,155.9,130.2,0.69,0.41,1.00,1.62,78,121,1.95,3.03,2.00,3.10
,,,Brindle,Minor,Ospreys,Birds of Prey,Solar,21.5,543,38,0.421,0.447,17,21,10364,5570,4794,20,18,41,62,32.3%,270.2,145.2,125.0,0.52,0.47,1.07,1.62,272.7,146.6,126.2,0.53,0.47,1.08,1.63,78,96,2.03,2.50,2.05,2.53
,,,Diesel,Minor,Lo-Fi,The Jukebox,Lunar,21.4,421,27,0.247,0.185,5,22,8392,4690,3702,17,12,39,44,38.6%,282.2,157.7,124.5,0.57,0.40,1.31,1.48,310.8,173.7,137.1,0.63,0.44,1.44,1.63,49,99,1.65,3.33,1.81,3.67
,,,Phoenixtouch.,Minor,"Fire
Gravity
The Incredibles","The Elements
The Cosmos
The Comic Crusaders",Lunar,19.8,107,8,0.267,0.125,1,7,2082,1120,962,2,3,13,12,16.7%,275.5,148.2,127.3,0.26,0.40,1.72,1.59,260.3,140.0,120.3,0.25,0.38,1.63,1.50,12,23,1.59,3.04,1.50,2.88
,,,Rediculousxshot,Minor,Velociraptors,Dino Park,Solar,19.2,128,10,0.211,0.100,1,9,2687,1500,1187,5,1,16,15,33.3%,297.2,165.9,131.3,0.55,0.11,1.77,1.66,268.7,150.0,118.7,0.50,0.10,1.60,1.50,14,32,1.55,3.54,1.40,3.20
,,,Rezlaxer15,Minor,Gravity,The Cosmos,Lunar,18.1,196,13,0.473,0.538,7,6,3855,1970,1885,5,4,21,22,22.7%,278.4,142.3,136.1,0.36,0.29,1.52,1.59,296.5,151.5,145.0,0.38,0.31,1.62,1.69,26,28,1.88,2.02,2.00,2.15
,,,Tinsel,Minor,Thin Mints,Minty Fresh,Lunar,17.9,599,42,0.226,0.095,4,38,11218,5590,5628,22,14,39,74,29.7%,265.1,132.1,133.0,0.52,0.33,0.92,1.75,267.1,133.1,134.0,0.52,0.33,0.93,1.76,72,154,1.70,3.64,1.71,3.67
,,,Msudw,Minor,"Dynamite
The Incredibles","Fallout Shelter
The Comic Crusaders",Solar,16.3,221,16,0.368,0.375,6,10,4293,2070,2223,6,3,21,27,22.2%,275.0,132.6,142.4,0.38,0.19,1.35,1.73,268.3,129.4,138.9,0.38,0.19,1.31,1.69,25,36,1.60,2.31,1.56,2.25
,,,Contagious_Tomfoolery,Minor,Jacks,House of Cards,Lunar,14.3,648,47,0.469,0.489,23,24,11589,6400,5189,25,16,46,80,31.3%,253.2,139.8,113.4,0.55,0.35,1.00,1.75,246.6,136.2,110.4,0.53,0.34,0.98,1.70,94,102,2.05,2.23,2.00,2.17
,,,Impalerv,Minor,Anglers,The Abyss,Lunar,13.8,110,7,0.477,0.429,3,4,1874,1130,744,3,4,10,13,23.1%,241.2,145.4,95.7,0.39,0.51,1.29,1.67,267.7,161.4,106.3,0.43,0.57,1.43,1.86,16,17,2.06,2.19,2.29,2.43
,,,Slothjones,Minor,"Velociraptors
Anglers","Dino Park
The Abyss",Solar,11.7,350,25,0.538,0.560,14,11,5827,3150,2677,13,12,17,40,32.5%,235.7,127.4,108.3,0.53,0.49,0.69,1.62,233.1,126.0,107.1,0.52,0.48,0.68,1.60,65,59,2.63,2.39,2.60,2.36
,,,Retroexplorer,Minor,Versace,High Class,Lunar,10.1,20,2,0.961,1.000,2,0,361,180,181,1,0,1,3,33.3%,255.5,127.4,128.1,0.71,0.00,0.71,2.12,180.5,90.0,90.5,0.50,0.00,0.50,1.50,7,1,4.95,0.71,3.50,0.50
,,,Sir Acha,Minor,Draconis,πολύ κεφάλη,Lunar,8.6,59,4,0.073,0.000,0,4,1036,440,596,2,0,3,9,22.2%,248.6,105.6,143.0,0.48,0.00,0.72,2.16,259.0,110.0,149.0,0.50,0.00,0.75,2.25,4,19,0.96,4.56,1.00,4.75
,,,Twitchingshark,Minor,Infestors,The Swarm,Solar,5.8,491,33,0.500,0.485,16,17,7309,4020,3289,13,15,26,67,19.4%,210.7,115.9,94.8,0.37,0.43,0.75,1.93,221.5,121.8,99.7,0.39,0.45,0.79,2.03,77,77,2.22,2.22,2.33,2.33
,,,Rymaster,Minor,Taipans,The Serpents,Solar,4.6,211,15,0.350,0.400,6,9,3645,1750,1895,4,6,18,15,26.7%,244.5,117.4,127.1,0.27,0.40,1.21,1.01,243.0,116.7,126.3,0.27,0.40,1.20,1.00,26,39,1.74,2.62,1.73,2.60
,,,Nate Likes Cats,Minor,Fire,The Elements,Lunar,3.3,352,25,0.171,0.120,3,22,5792,3170,2622,13,9,22,32,40.6%,232.9,127.5,105.4,0.52,0.36,0.88,1.29,231.7,126.8,104.9,0.52,0.36,0.88,1.28,39,102,1.57,4.10,1.56,4.08
,,,Kasook,Minor,Draconis,πολύ κεφάλη,Lunar,1.2,59,4,0.073,0.000,0,4,969,460,509,1,1,5,6,16.7%,232.5,110.4,122.1,0.24,0.24,1.20,1.44,242.3,115.0,127.3,0.25,0.25,1.25,1.50,4,19,0.96,4.56,1.00,4.75
,,,Hibbbz,Minor,The Incredibles,The Comic Crusaders,Solar,-1.2,185,13,0.264,0.308,4,9,2962,1380,1582,5,1,12,23,21.7%,226.7,105.6,121.1,0.38,0.08,0.92,1.76,227.8,106.2,121.7,0.38,0.08,0.92,1.77,17,34,1.30,2.60,1.31,2.62
,,,🔥Magnus🔥,Minor,Swordfish,The Ocean,Solar,-4.1,31,2,0.105,0.000,0,2,496,240,256,0,0,4,4,0.0%,226.5,109.6,116.9,0.00,0.00,1.83,1.83,248.0,120.0,128.0,0.00,0.00,2.00,2.00,2,8,0.91,3.65,1.00,4.00
,,,Mishhu,Minor,Swordfish,The Ocean,Solar,-4.5,219,16,0.274,0.250,4,12,3162,1320,1842,4,3,10,27,14.8%,204.4,85.3,119.1,0.26,0.19,0.65,1.75,197.6,82.5,115.1,0.25,0.19,0.63,1.69,22,42,1.42,2.71,1.38,2.63
,,,Accidental Wolverine,Minor,Surge,Electric Mayhem,Lunar,-16.6,112,8,0.421,0.250,2,6,1479,810,669,3,3,6,6,50.0%,186.9,102.4,84.6,0.38,0.38,0.76,0.76,184.9,101.3,83.6,0.38,0.38,0.75,0.75,18,22,2.28,2.78,2.25,2.75
,,,Chupacabraspite,Minor,House Lannister,Houses of Westeros,Solar,-19.7,52,4,0.290,0.250,1,3,730,240,490,0,0,4,4,0.0%,198.7,65.3,133.4,0.00,0.00,1.09,1.09,182.5,60.0,122.5,0.00,0.00,1.00,1.00,3,6,0.82,1.63,0.75,1.50
,,,Ashthewaterboy,Minor,Fire,The Elements,Lunar,-48.7,18,1,0.292,0.000,0,1,184,50,134,0,0,1,0,,144.7,39.3,105.4,0.00,0.00,0.79,0.00,184.0,50.0,134.0,0.00,0.00,1.00,0.00,1,2,0.79,1.57,1.00,2.00
,,,M0Rg,Major,Gorillas,Planet of the Apes,Solar,116.1,61,4,0.629,0.500,2,2,1562,900,662,3,8,1,15,20.0%,387.2,223.1,164.1,0.74,1.98,0.25,3.72,390.5,225.0,165.5,0.75,2.00,0.25,3.75,15,11,3.72,2.73,3.75,2.75
,,,Wind,Major,Quads,The Quad Dynasty,Solar,99.4,58,4,0.545,0.500,2,2,1775,1070,705,4,3,8,12,33.3%,462.8,279.0,183.8,1.04,0.78,2.09,3.13,443.8,267.5,176.3,1.00,0.75,2.00,3.00,9,8,2.35,2.09,2.25,2.00
,,,Chug A Beerman,Major,Gorillas,Planet of the Apes,Solar,96.7,61,4,0.629,0.500,2,2,1771,1110,661,7,2,3,16,43.8%,439.0,275.2,163.9,1.74,0.50,0.74,3.97,442.8,277.5,165.3,1.75,0.50,0.75,4.00,15,11,3.72,2.73,3.75,2.75
,,,Draxxs,Major,Raisin Branshees,Spooky Breakfast Gang,Solar,84.9,897,64,0.690,0.688,44,20,24864,13890,10974,50,56,91,154,32.5%,419.2,234.2,185.0,0.84,0.94,1.53,2.60,388.5,217.0,171.5,0.78,0.88,1.42,2.41,168,100,2.83,1.69,2.63,1.56
,,,Kuroko,Major,Gorillas,Planet of the Apes,Solar,84.7,810,52,0.577,0.577,30,22,21949,12790,9159,47,42,85,174,27.0%,409.8,238.8,171.0,0.88,0.78,1.59,3.25,422.1,246.0,176.1,0.90,0.81,1.63,3.35,132,108,2.46,2.02,2.54,2.08
