Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Shazampoof,Contender,Teddy Bears,The Bear Den,Lunar,55.9,683,52,0.497,0.481,25,27,17558,9170,8388,31,27,75,97,32.0%,349.1,182.3,166.8,0.62,0.54,1.49,1.93,337.7,176.3,161.3,0.60,0.52,1.44,1.87,121,122,2.41,2.43,2.33,2.35
,,,Yig'S #1 Cheerleader,Contender,Giants,The Forest,Lunar,52.8,231,18,0.357,0.389,7,11,5843,3050,2793,14,5,19,45,31.1%,343.5,179.3,164.2,0.82,0.29,1.12,2.65,324.6,169.4,155.2,0.78,0.28,1.06,2.50,33,48,1.94,2.82,1.83,2.67
,,,Bud-Lite4U,Contender,Dionysus,Pantheon,Lunar,52.6,336,24,0.577,0.542,13,11,7923,4340,3583,19,11,25,64,29.7%,320.2,175.4,144.8,0.77,0.44,1.01,2.59,330.1,180.8,149.3,0.79,0.46,1.04,2.67,60,49,2.42,1.98,2.50,2.04
,,,Daggumbigfoot,Contender,"Giants
Pumpkins
Static","The Forest
The Garden
Electric Mayhem",Lunar,51.9,403,30,0.387,0.433,13,17,9853,5390,4463,23,11,36,74,31.1%,332.0,181.6,150.4,0.77,0.37,1.21,2.49,328.4,179.7,148.8,0.77,0.37,1.20,2.47,58,78,1.95,2.63,1.93,2.60
,,,Zippythegnome,Contender,Pugs,Puppy Paradise,Lunar,48.6,616,48,0.458,0.500,24,24,13519,7580,5939,31,26,43,103,30.1%,298.0,167.1,130.9,0.68,0.57,0.95,2.27,281.6,157.9,123.7,0.65,0.54,0.90,2.15,106,118,2.34,2.60,2.21,2.46
,,,Mr Luyee,Contender,Static,Electric Mayhem,Lunar,46.7,633,48,0.373,0.354,17,31,14928,8140,6788,36,17,52,109,33.0%,320.2,174.6,145.6,0.77,0.36,1.12,2.34,311.0,169.6,141.4,0.75,0.35,1.08,2.27,91,127,1.95,2.72,1.90,2.65
,,,Mrsupersanic,Contender,Gravitational,Energy,Solar,46.1,409,30,0.624,0.667,20,10,8765,5260,3505,26,14,24,76,34.2%,291.0,174.6,116.4,0.86,0.46,0.80,2.52,292.2,175.3,116.8,0.87,0.47,0.80,2.53,69,49,2.29,1.63,2.30,1.63
,,,Dofri9976,Contender,Static,Electric Mayhem,Lunar,44.1,595,46,0.371,0.391,18,28,13839,6650,7189,21,18,54,95,22.1%,315.8,151.8,164.1,0.48,0.41,1.23,2.17,300.8,144.6,156.3,0.46,0.39,1.17,2.07,84,118,1.92,2.69,1.83,2.57
,,,Jcrdude,Contender,Microwaves,The Wavelengths,Solar,43.2,568,45,0.325,0.289,13,32,13853,7050,6803,27,10,58,95,28.4%,331.2,168.5,162.6,0.65,0.24,1.39,2.27,307.8,156.7,151.2,0.60,0.22,1.29,2.11,70,113,1.67,2.70,1.56,2.51
,,,Stickaplex,Contender,Aluminum,Metal,Solar,43.0,728,51,0.558,0.529,27,24,16477,9400,7077,44,23,55,110,40.0%,307.3,175.3,132.0,0.82,0.43,1.03,2.05,323.1,184.3,138.8,0.86,0.45,1.08,2.16,148,128,2.76,2.39,2.90,2.51
,,,Kevbot-13,Contender,Pugs,Puppy Paradise,Lunar,42.7,660,51,0.445,0.490,25,26,14797,8240,6557,38,22,47,99,38.4%,304.4,169.5,134.9,0.78,0.45,0.97,2.04,290.1,161.6,128.6,0.75,0.43,0.92,1.94,113,130,2.32,2.67,2.22,2.55
,,,Dgitlsickboy,Contender,Dutchmans Curse,Seas Despair,Lunar,41.9,224,16,0.500,0.500,8,8,4731,2960,1771,11,9,22,31,35.5%,286.8,179.4,107.4,0.67,0.55,1.33,1.88,295.7,185.0,110.7,0.69,0.56,1.38,1.94,36,36,2.18,2.18,2.25,2.25
,,,Sky406,Contender,Pumpkins,The Garden,Solar,41.3,465,34,0.495,0.529,18,16,10378,5980,4398,18,17,55,58,31.0%,303.1,174.6,128.4,0.53,0.50,1.61,1.69,305.2,175.9,129.4,0.53,0.50,1.62,1.71,79,80,2.31,2.34,2.32,2.35
,,,Tazlien,Contender,Dutchmans Curse,Seas Despair,Lunar,40.3,409,30,0.704,0.700,21,9,8764,4690,4074,20,17,26,54,37.0%,291.0,155.7,135.3,0.66,0.56,0.86,1.79,292.1,156.3,135.8,0.67,0.57,0.87,1.80,86,49,2.86,1.63,2.87,1.63
,,,Prestondew00,Contender,Giants,The Forest,Lunar,40.2,688,47,0.411,0.383,18,29,14253,8020,6233,31,26,51,107,29.0%,281.3,158.3,123.0,0.61,0.51,1.01,2.11,303.3,170.6,132.6,0.66,0.55,1.09,2.28,98,124,1.93,2.45,2.09,2.64
,,,Defnotmongo.,Contender,Pumpkins,The Garden,Solar,40.0,644,48,0.517,0.542,26,22,14253,8570,5683,41,18,52,97,42.3%,300.5,180.7,119.8,0.86,0.38,1.10,2.05,296.9,178.5,118.4,0.85,0.38,1.08,2.02,116,111,2.45,2.34,2.42,2.31
,,,Kamikaze7200,Contender,Pumpkins,The Garden,Solar,38.7,378,30,0.545,0.533,16,14,7542,3990,3552,13,20,25,44,29.5%,270.9,143.3,127.6,0.47,0.72,0.90,1.58,251.4,133.0,118.4,0.43,0.67,0.83,1.47,74,66,2.66,2.37,2.47,2.20
,,,Boulder,Contender,Gravitational,Energy,Solar,38.6,685,50,0.680,0.720,36,14,14107,7650,6457,30,27,46,100,30.0%,279.7,151.6,128.0,0.59,0.54,0.91,1.98,282.1,153.0,129.1,0.60,0.54,0.92,2.00,136,83,2.70,1.65,2.72,1.66
,,,Kgfan3,Contender,Static,Electric Mayhem,Lunar,38.3,469,37,0.450,0.405,15,22,9989,5480,4509,23,16,34,68,33.8%,289.2,158.7,130.6,0.67,0.46,0.98,1.97,270.0,148.1,121.9,0.62,0.43,0.92,1.84,72,82,2.08,2.37,1.95,2.22
,,,Trillapando,Contender,Tic Tacs,Minty Fresh,Solar,37.8,660,47,0.510,0.574,27,20,13513,7740,5773,33,24,45,99,33.3%,278.0,159.2,118.8,0.68,0.49,0.93,2.04,287.5,164.7,122.8,0.70,0.51,0.96,2.11,121,118,2.49,2.43,2.57,2.51
,,,Sup3Rm4N,Contender,Microwaves,The Wavelengths,Solar,37.2,140,10,0.284,0.200,2,8,3301,1610,1691,6,1,14,26,23.1%,320.2,156.2,164.0,0.58,0.10,1.36,2.52,330.1,161.0,169.1,0.60,0.10,1.40,2.60,12,23,1.16,2.23,1.20,2.30
,,,El_Macho,Contender,Microwaves,The Wavelengths,Solar,35.6,437,34,0.274,0.206,7,27,9652,4800,4852,21,11,30,65,32.3%,299.9,149.2,150.8,0.65,0.34,0.93,2.02,283.9,141.2,142.7,0.62,0.32,0.88,1.91,46,88,1.43,2.73,1.35,2.59
,,,Thisisdrew314,Contender,Giants,The Forest,Lunar,35.5,460,32,0.351,0.313,10,22,8921,5000,3921,20,18,28,70,28.6%,263.3,147.6,115.7,0.59,0.53,0.83,2.07,278.8,156.3,122.5,0.63,0.56,0.88,2.19,61,91,1.80,2.69,1.91,2.84
,,,Stale Popcorn,Contender,Microwaves,The Wavelengths,Solar,34.6,412,33,0.311,0.273,9,24,8758,4640,4118,14,13,41,54,25.9%,288.7,152.9,135.7,0.46,0.43,1.35,1.78,265.4,140.6,124.8,0.42,0.39,1.24,1.64,52,87,1.71,2.87,1.58,2.64
,,,Beanie_92,Contender,"Giants
Dionysus
Aluminum","The Forest
Pantheon
Metal",Lunar,33.7,136,11,0.576,0.545,6,5,2583,1320,1263,4,8,8,12,33.3%,257.9,131.8,126.1,0.40,0.80,0.80,1.20,234.8,120.0,114.8,0.36,0.73,0.73,1.09,29,24,2.90,2.40,2.64,2.18
,,,Ole.Mr.Bison.,Contender,"Dionysus
Tic Tacs","Pantheon
Minty Fresh",Lunar,29.8,427,32,0.455,0.406,13,19,8991,4820,4171,20,10,35,57,35.1%,285.9,153.3,132.6,0.64,0.32,1.11,1.81,281.0,150.6,130.3,0.63,0.31,1.09,1.78,64,72,2.04,2.29,2.00,2.25
,,,Zacryu-Senpaii,Contender,Giants,The Forest,Lunar,27.7,96,7,0.259,0.143,1,6,2117,1130,987,2,1,15,13,15.4%,299.4,159.8,139.6,0.28,0.14,2.12,1.84,302.4,161.4,141.0,0.29,0.14,2.14,1.86,10,20,1.41,2.83,1.43,2.86
,,,Trios,Contender,"Tic Tacs
Dionysus","Minty Fresh
Pantheon",Lunar,27.1,345,24,0.397,0.375,9,15,6633,3620,3013,12,10,29,47,25.5%,261.1,142.5,118.6,0.47,0.39,1.14,1.85,276.4,150.8,125.5,0.50,0.42,1.21,1.96,43,57,1.69,2.24,1.79,2.38
,,,Charlieharley_1,Contender,Teddy Bears,The Bear Den,Lunar,22.8,147,10,0.588,0.600,6,4,2363,1380,983,3,8,11,13,23.1%,218.3,127.5,90.8,0.28,0.74,1.02,1.20,236.3,138.0,98.3,0.30,0.80,1.10,1.30,30,24,2.77,2.22,3.00,2.40
,,,Obay Jack6185,Contender,"Giants
Dutchmans Curse","The Forest
Seas Despair",Lunar,20.6,415,27,0.356,0.296,8,19,7731,4000,3731,14,11,31,50,28.0%,253.0,130.9,122.1,0.46,0.36,1.01,1.64,286.3,148.1,138.2,0.52,0.41,1.15,1.85,55,81,1.80,2.65,2.04,3.00
,,,Shadic148,Contender,Giants,The Forest,Lunar,14.6,263,19,0.314,0.316,6,13,4744,2340,2404,7,6,21,29,24.1%,244.9,120.8,124.1,0.36,0.31,1.08,1.50,249.7,123.2,126.5,0.37,0.32,1.11,1.53,29,49,1.50,2.53,1.53,2.58
,,,K.Doughboy,Contender,"Static
Gravitational","Electric Mayhem
Energy",Lunar,13.3,318,22,0.395,0.409,9,13,5653,3150,2503,14,5,22,40,35.0%,241.4,134.5,106.9,0.60,0.21,0.94,1.71,257.0,143.2,113.8,0.64,0.23,1.00,1.82,43,57,1.84,2.43,1.95,2.59
,,,Buck_Nut82,Contender,Dionysus,Pantheon,Lunar,11.8,490,38,0.371,0.342,13,25,9399,4410,4989,18,5,36,56,32.1%,260.5,122.2,138.3,0.50,0.14,1.00,1.55,247.3,116.1,131.3,0.47,0.13,0.95,1.47,65,92,1.80,2.55,1.71,2.42
,,,Covi,Contender,Aluminum,Metal,Solar,6.9,58,4,0.336,0.250,1,3,825,410,415,0,2,5,6,0.0%,193.2,96.0,97.2,0.00,0.47,1.17,1.40,206.3,102.5,103.8,0.00,0.50,1.25,1.50,7,11,1.64,2.58,1.75,2.75
,,,The Ramsey,Contender,"Giants
Microwaves","The Forest
The Wavelengths",Solar,6.0,412,32,0.293,0.250,8,24,6706,3210,3496,9,9,29,41,22.0%,221.0,105.8,115.2,0.30,0.30,0.96,1.35,209.6,100.3,109.3,0.28,0.28,0.91,1.28,51,90,1.68,2.97,1.59,2.81
,,,Countrywolfz,Contender,Aluminum,Metal,Solar,2.9,58,4,0.336,0.250,1,3,980,450,530,2,1,3,5,40.0%,229.4,105.4,124.1,0.47,0.23,0.70,1.17,245.0,112.5,132.5,0.50,0.25,0.75,1.25,7,11,1.64,2.58,1.75,2.75
,,,Mintie,Contender,Tic Tacs,Minty Fresh,Solar,-1.9,87,6,0.260,0.167,1,5,1032,680,352,3,3,3,8,37.5%,161.1,106.1,54.9,0.47,0.47,0.47,1.25,172.0,113.3,58.7,0.50,0.50,0.50,1.33,14,26,2.19,4.06,2.33,4.33
,,,Styk75,Contender,Pugs,Puppy Paradise,Lunar,-11.1,81,6,0.262,0.167,1,5,1139,340,799,1,2,2,4,25.0%,190.9,57.0,133.9,0.17,0.34,0.34,0.67,189.8,56.7,133.2,0.17,0.33,0.33,0.67,13,24,2.18,4.02,2.17,4.00
,,,Hypnotoad.,Challenger,Wizards,Dungeons And Double Taps,Solar,98.0,805,51,0.645,0.706,36,15,23936,15070,8866,73,40,80,177,41.2%,437.5,275.5,162.1,1.33,0.73,1.46,3.24,469.3,295.5,173.8,1.43,0.78,1.57,3.47,159,109,2.91,1.99,3.12,2.14
,,,Seiiko,Challenger,Tyr,Pantheon,Lunar,93.4,53,4,0.500,0.500,2,2,1673,1020,653,6,1,5,12,50.0%,464.5,283.2,181.3,1.67,0.28,1.39,3.33,418.3,255.0,163.3,1.50,0.25,1.25,3.00,8,8,2.22,2.22,2.00,2.00
,,,Fluffy,Challenger,Shock,Electric Mayhem,Lunar,91.2,736,48,0.583,0.604,29,19,21011,11960,9051,48,29,77,186,25.8%,420.1,239.1,180.9,0.96,0.58,1.54,3.72,437.7,249.2,188.6,1.00,0.60,1.60,3.88,116,93,2.32,1.86,2.42,1.94
,,,Yourboiblue,Challenger,Nebulae,The Cosmos,Lunar,90.2,27,2,0.878,1.000,2,0,728,570,158,3,1,3,7,42.9%,396.7,310.6,86.1,1.63,0.54,1.63,3.81,364.0,285.0,79.0,1.50,0.50,1.50,3.50,7,2,3.81,1.09,3.50,1.00
,,,Eekeos,Challenger,Kraits,The Serpents,Solar,86.7,822,54,0.672,0.741,40,14,22698,13140,9558,63,41,61,174,36.2%,406.3,235.2,171.1,1.13,0.73,1.09,3.11,420.3,243.3,177.0,1.17,0.76,1.13,3.22,163,103,2.92,1.84,3.02,1.91
,,,Dizzle,Challenger,Baba Yaga,The Forest,Lunar,81.9,907,58,0.503,0.517,30,28,23788,13490,10298,65,45,55,199,32.7%,385.9,218.8,167.1,1.05,0.73,0.89,3.23,410.1,232.6,177.6,1.12,0.78,0.95,3.43,161,160,2.61,2.60,2.78,2.76
,,,Garrison,Challenger,Spartans,The Sovereign,Lunar,81.5,730,51,0.582,0.608,31,20,19262,10940,8322,47,36,57,159,29.6%,388.3,220.5,167.7,0.95,0.73,1.15,3.20,377.7,214.5,163.2,0.92,0.71,1.12,3.12,132,107,2.66,2.16,2.59,2.10
,,,Blizzyy,Challenger,Dark Mary,Seas Despair,Lunar,80.2,826,58,0.711,0.759,44,14,21814,11910,9904,48,46,64,161,29.8%,388.6,212.2,176.4,0.86,0.82,1.14,2.87,376.1,205.3,170.8,0.83,0.79,1.10,2.78,157,87,2.80,1.55,2.71,1.50
,,,Veoloux,Challenger,Puffin Pastries,The Bakery,Lunar,79.9,825,55,0.555,0.527,29,26,23291,13570,9721,58,34,91,152,38.2%,415.4,242.0,173.4,1.03,0.61,1.62,2.71,423.5,246.7,176.7,1.05,0.62,1.65,2.76,145,126,2.59,2.25,2.64,2.29
,,,Theonlycrow2929,Challenger,Deceased,Destined,Solar,79.5,155,12,0.617,0.500,6,6,4135,2280,1855,8,9,15,28,28.6%,392.5,216.4,176.1,0.76,0.85,1.42,2.66,344.6,190.0,154.6,0.67,0.75,1.25,2.33,31,23,2.94,2.18,2.58,1.92
,,,Yoshi,Challenger,Deceased,Destined,Solar,78.7,811,56,0.591,0.554,31,25,21387,12490,8897,57,37,65,169,33.7%,388.0,226.6,161.4,1.03,0.67,1.18,3.07,381.9,223.0,158.9,1.02,0.66,1.16,3.02,136,107,2.47,1.94,2.43,1.91
,,,Gorillacream707,Challenger,Spartans,The Sovereign,Lunar,78.2,810,56,0.565,0.589,33,23,21988,13030,8958,59,29,79,173,34.1%,399.4,236.7,162.7,1.07,0.53,1.44,3.14,392.6,232.7,160.0,1.05,0.52,1.41,3.09,144,122,2.62,2.22,2.57,2.18
,,,Ben (Banned Admin),Challenger,"Nebulae
Steel","The Cosmos
Metal",Solar,77.4,437,30,0.583,0.567,17,13,11480,7130,4350,28,17,50,98,28.6%,386.5,240.1,146.5,0.94,0.57,1.68,3.30,382.7,237.7,145.0,0.93,0.57,1.67,3.27,78,63,2.63,2.12,2.60,2.10
,,,Tharealdub,Challenger,Threshers,Shark Attack,Lunar,76.0,904,60,0.573,0.550,33,27,23715,13810,9905,58,39,84,186,31.2%,386.0,224.8,161.2,0.94,0.63,1.37,3.03,395.3,230.2,165.1,0.97,0.65,1.40,3.10,157,130,2.56,2.12,2.62,2.17
,,,Chugg,Challenger,Threshers,Shark Attack,Lunar,74.9,59,4,0.699,0.500,2,2,1514,960,554,4,3,6,11,36.4%,377.6,239.4,138.2,1.00,0.75,1.50,2.74,378.5,240.0,138.5,1.00,0.75,1.50,2.75,9,5,2.24,1.25,2.25,1.25
,,,Boeso,Challenger,Toucans,The Jungle,Solar,73.7,755,52,0.642,0.654,34,18,19264,11430,7834,59,27,50,168,35.1%,375.4,222.8,152.7,1.15,0.53,0.97,3.27,370.5,219.8,150.7,1.13,0.52,0.96,3.23,145,100,2.83,1.95,2.79,1.92
,,,Storm,Challenger,Toucans,The Jungle,Solar,72.7,769,51,0.637,0.647,33,18,19342,11340,8002,55,30,53,169,32.5%,370.1,217.0,153.1,1.05,0.57,1.01,3.23,379.3,222.4,156.9,1.08,0.59,1.04,3.31,146,102,2.79,1.95,2.86,2.00
,,,Stuckonthex,Challenger,Shinigami,The Gods,Lunar,71.7,289,20,0.551,0.550,11,9,7394,4170,3224,15,13,29,57,26.3%,376.5,212.3,164.1,0.76,0.66,1.48,2.90,369.7,208.5,161.2,0.75,0.65,1.45,2.85,48,42,2.44,2.14,2.40,2.10
,,,Drnasti,Challenger,Wizards,Dungeons And Double Taps,Solar,69.9,793,49,0.594,0.633,31,18,19334,11890,7444,49,36,71,164,29.9%,358.7,220.6,138.1,0.91,0.67,1.32,3.04,394.6,242.7,151.9,1.00,0.73,1.45,3.35,143,112,2.65,2.08,2.92,2.29
,,,Notkyto,Challenger,Squalls,Storm,Solar,69.7,265,18,0.648,0.667,12,6,5967,3340,2627,9,23,18,39,23.1%,331.3,185.5,145.9,0.50,1.28,1.00,2.17,331.5,185.6,145.9,0.50,1.28,1.00,2.17,49,33,2.72,1.83,2.72,1.83
,,,Lucky Ducky,Challenger,Isopods,The Abyss,Lunar,68.7,438,32,0.442,0.469,15,17,10756,6340,4416,23,23,42,79,29.1%,361.3,213.0,148.4,0.77,0.77,1.41,2.65,336.1,198.1,138.0,0.72,0.72,1.31,2.47,70,81,2.35,2.72,2.19,2.53
,,,Blun,Challenger,Belugas,Whale Defense,Solar,68.1,848,59,0.528,0.508,30,29,21340,11290,10050,52,33,55,169,30.8%,370.3,195.9,174.4,0.90,0.57,0.95,2.93,361.7,191.4,170.3,0.88,0.56,0.93,2.86,126,117,2.19,2.03,2.14,1.98
,,,Beastky,Challenger,Havarti Hustlers,Cheese Guild,Solar,68.1,480,33,0.596,0.606,20,13,11779,6830,4949,31,18,36,103,30.1%,361.1,209.4,151.7,0.95,0.55,1.10,3.16,356.9,207.0,150.0,0.94,0.55,1.09,3.12,86,67,2.64,2.05,2.61,2.03
,,,Jebmond,Challenger,Dark Mary,Seas Despair,Lunar,67.7,768,53,0.692,0.755,40,13,19423,11570,7853,52,29,69,147,35.4%,372.1,221.7,150.5,1.00,0.56,1.32,2.82,366.5,218.3,148.2,0.98,0.55,1.30,2.77,140,82,2.68,1.57,2.64,1.55
,,,Sleepzey,Challenger,"Tarantulas
Aries","Eight Legged Freaks
The Nexus",Solar,66.5,659,46,0.551,0.500,23,23,16469,9590,6879,39,25,63,129,30.2%,367.7,214.1,153.6,0.87,0.56,1.41,2.88,358.0,208.5,149.5,0.85,0.54,1.37,2.80,103,90,2.30,2.01,2.24,1.96
,,,Its_Lost,Challenger,Chemical,Energy,Solar,65.6,592,39,0.473,0.462,18,21,14584,8280,6304,36,24,47,113,31.9%,362.5,205.8,156.7,0.89,0.60,1.17,2.81,373.9,212.3,161.6,0.92,0.62,1.21,2.90,99,106,2.46,2.63,2.54,2.72
,,,Rootbear,Challenger,Havarti Hustlers,Cheese Guild,Solar,64.9,804,55,0.552,0.600,33,22,19244,10280,8964,39,47,55,128,30.5%,352.2,188.1,164.1,0.71,0.86,1.01,2.34,349.9,186.9,163.0,0.71,0.85,1.00,2.33,135,118,2.47,2.16,2.45,2.15
,,,Moist_Games,Challenger,Deceased,Destined,Solar,64.0,761,54,0.612,0.574,31,23,18757,11150,7607,41,36,80,125,32.8%,362.7,215.6,147.1,0.79,0.70,1.55,2.42,347.4,206.5,140.9,0.76,0.67,1.48,2.31,132,98,2.55,1.89,2.44,1.81
,,,Squart,Challenger,Nebulae,The Cosmos,Lunar,63.6,860,60,0.494,0.567,34,26,20951,12090,8861,48,41,76,144,33.3%,358.5,206.9,151.6,0.82,0.70,1.30,2.46,349.2,201.5,147.7,0.80,0.68,1.27,2.40,139,141,2.38,2.41,2.32,2.35
,,,Derrrrrrrrp,Challenger,Squalls,Storm,Solar,63.3,836,57,0.539,0.614,35,22,20669,12140,8529,55,32,71,149,36.9%,363.8,213.7,150.1,0.97,0.56,1.25,2.62,362.6,213.0,149.6,0.96,0.56,1.25,2.61,149,135,2.62,2.38,2.61,2.37
,,,Mauidestroya,Challenger,Kraits,The Serpents,Solar,63.2,624,41,0.724,0.805,33,8,14982,9100,5882,41,26,51,115,35.7%,353.3,214.6,138.7,0.97,0.61,1.20,2.71,365.4,222.0,143.5,1.00,0.63,1.24,2.80,130,70,3.07,1.65,3.17,1.71
,,,Skriviere,Challenger,Baba Yaga,The Forest,Lunar,62.9,649,43,0.557,0.535,23,20,15743,9270,6473,38,29,58,112,33.9%,356.9,210.2,146.8,0.86,0.66,1.31,2.54,366.1,215.6,150.5,0.88,0.67,1.35,2.60,119,103,2.70,2.34,2.77,2.40
,,,Itsjustfruity,Challenger,Puffin Pastries,The Bakery,Lunar,62.7,625,42,0.585,0.595,25,17,14677,8780,5897,41,29,42,113,36.3%,345.5,206.7,138.8,0.97,0.68,0.99,2.66,349.5,209.0,140.4,0.98,0.69,1.00,2.69,118,95,2.78,2.24,2.81,2.26
,,,Levibullrush,Challenger,"Visible Light
Zombies","The Wavelengths
The Monster Mash",Solar,60.6,819,55,0.423,0.418,23,32,20013,10650,9363,45,26,65,160,28.1%,359.6,191.3,168.2,0.81,0.47,1.17,2.87,363.9,193.6,170.2,0.82,0.47,1.18,2.91,111,136,1.99,2.44,2.02,2.47
,,,Daturquoisorang,Challenger,Squalls,Storm,Solar,60.0,772,53,0.528,0.604,32,21,19752,11270,8482,50,21,78,132,37.9%,376.5,214.8,161.7,0.95,0.40,1.49,2.52,372.7,212.6,160.0,0.94,0.40,1.47,2.49,133,124,2.53,2.36,2.51,2.34
,,,Pre Dude,Challenger,Metal,The Elements,Solar,60.0,582,41,0.491,0.463,19,22,14552,8100,6452,31,18,61,105,29.5%,367.9,204.8,163.1,0.78,0.46,1.54,2.65,354.9,197.6,157.4,0.76,0.44,1.49,2.56,88,90,2.22,2.28,2.15,2.20
,,,Donkmedaddy,Challenger,Panda Bears,The Bear Den,Lunar,59.8,843,59,0.488,0.390,23,36,21236,11220,10016,41,29,85,142,28.9%,370.7,195.8,174.8,0.72,0.51,1.48,2.48,359.9,190.2,169.8,0.69,0.49,1.44,2.41,124,128,2.16,2.23,2.10,2.17
,,,Nahzey,Challenger,Shinigami,The Gods,Lunar,59.3,873,59,0.564,0.559,33,26,19874,11680,8194,58,36,48,168,34.5%,335.0,196.9,138.1,0.98,0.61,0.81,2.83,336.8,198.0,138.9,0.98,0.61,0.81,2.85,150,127,2.53,2.14,2.54,2.15
,,,Treedreams,Challenger,Havarti Hustlers,Cheese Guild,Solar,58.6,803,54,0.527,0.556,30,24,18691,10980,7711,49,28,62,158,31.0%,342.5,201.2,141.3,0.90,0.51,1.14,2.90,346.1,203.3,142.8,0.91,0.52,1.15,2.93,132,123,2.42,2.25,2.44,2.28
,,,Old Uncleron,Challenger,Zombies,The Monster Mash,Lunar,58.6,731,52,0.421,0.404,21,31,18364,10260,8104,42,23,74,121,34.7%,369.6,206.5,163.1,0.85,0.46,1.49,2.44,353.2,197.3,155.8,0.81,0.44,1.42,2.33,106,130,2.13,2.62,2.04,2.50
,,,Reaperodeath,Challenger,Tyr,Pantheon,Lunar,58.5,629,43,0.436,0.419,18,25,15779,8700,7079,34,20,65,105,32.4%,369.1,203.5,165.6,0.80,0.47,1.52,2.46,367.0,202.3,164.6,0.79,0.47,1.51,2.44,88,104,2.06,2.43,2.05,2.42
,,,Caustic_Snow420,Challenger,Chemical,Energy,Solar,58.1,828,57,0.503,0.491,28,29,20695,11980,8715,52,23,84,143,36.4%,367.8,212.9,154.9,0.92,0.41,1.49,2.54,363.1,210.2,152.9,0.91,0.40,1.47,2.51,137,136,2.43,2.42,2.40,2.39
,,,Zar235,Challenger,Dark Mary,Seas Despair,Lunar,58.0,680,47,0.686,0.745,35,12,16386,9450,6936,44,21,55,125,35.2%,354.6,204.5,150.1,0.95,0.45,1.19,2.70,348.6,201.1,147.6,0.94,0.45,1.17,2.66,128,77,2.77,1.67,2.72,1.64
,,,Jknop2,Challenger,Killer Bees,The Swarm,Solar,57.8,781,52,0.427,0.346,18,34,19343,10610,8733,38,28,83,126,30.2%,364.4,199.9,164.5,0.72,0.53,1.56,2.37,372.0,204.0,167.9,0.73,0.54,1.60,2.42,97,118,1.83,2.22,1.87,2.27
,,,Hcalno_250,Challenger,Toucans,The Jungle,Solar,57.0,857,59,0.617,0.627,37,22,19604,10660,8944,41,42,61,141,29.1%,336.6,183.0,153.6,0.70,0.72,1.05,2.42,332.3,180.7,151.6,0.69,0.71,1.03,2.39,165,122,2.83,2.09,2.80,2.07
,,,Xlmlt,Challenger,Bulldogs,Puppy Paradise,Lunar,57.0,663,46,0.577,0.565,26,20,16016,8630,7386,31,26,63,108,28.7%,355.4,191.5,163.9,0.69,0.58,1.40,2.40,348.2,187.6,160.6,0.67,0.57,1.37,2.35,102,83,2.26,1.84,2.22,1.80
,,,Thatepictragedy,Challenger,Zombies,The Monster Mash,Lunar,56.9,256,19,0.448,0.421,8,11,5511,2970,2541,13,17,9,37,35.1%,316.8,170.7,146.0,0.75,0.98,0.52,2.13,290.1,156.3,133.7,0.68,0.89,0.47,1.95,43,49,2.47,2.82,2.26,2.58
,,,Astro,Challenger,Bulldogs,Puppy Paradise,Lunar,56.5,832,56,0.581,0.607,34,22,19405,11710,7695,59,21,61,171,34.5%,343.2,207.1,136.1,1.04,0.37,1.08,3.02,346.5,209.1,137.4,1.05,0.38,1.09,3.05,134,108,2.37,1.91,2.39,1.93
,,,Ttv.Shinny999,Challenger,Penne Patrol,Italian Battalion,Lunar,55.7,654,44,0.405,0.341,15,29,15418,8890,6528,28,28,73,104,26.9%,346.9,200.0,146.9,0.63,0.63,1.64,2.34,350.4,202.0,148.4,0.64,0.64,1.66,2.36,93,119,2.09,2.68,2.11,2.70
,,,Sweetnlow120,Challenger,Smooth Mint,Minty Fresh,Solar,55.6,285,20,0.395,0.350,7,13,7262,3770,3492,17,3,27,57,29.8%,374.9,194.6,180.3,0.88,0.15,1.39,2.94,363.1,188.5,174.6,0.85,0.15,1.35,2.85,33,44,1.70,2.27,1.65,2.20
,,,Ashura.-,Challenger,Smooth Mint,Minty Fresh,Solar,55.3,749,51,0.482,0.490,25,26,18646,10710,7936,36,22,96,121,29.8%,366.3,210.4,155.9,0.71,0.43,1.89,2.38,365.6,210.0,155.6,0.71,0.43,1.88,2.37,101,106,1.98,2.08,1.98,2.08
,,,Satella.,Challenger,Steel,Metal,Solar,55.3,514,35,0.381,0.371,13,22,12100,6330,5770,27,19,36,88,30.7%,346.4,181.2,165.2,0.77,0.54,1.03,2.52,345.7,180.9,164.9,0.77,0.54,1.03,2.51,76,103,2.18,2.95,2.17,2.94
,,,Bigboy,Challenger,Smooth Mint,Minty Fresh,Solar,54.9,268,18,0.453,0.444,8,10,6238,3530,2708,15,11,21,43,34.9%,342.5,193.8,148.7,0.82,0.60,1.15,2.36,346.6,196.1,150.4,0.83,0.61,1.17,2.39,38,43,2.09,2.36,2.11,2.39
