Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Legend,Rival,"Kinetic
Paladins","Energy
Dungeons And Double Taps",Solar,52.5,412,30,0.378,0.367,11,19,9923,5340,4583,16,17,47,54,29.6%,357.9,192.6,165.3,0.58,0.61,1.70,1.95,330.8,178.0,152.8,0.53,0.57,1.57,1.80,64,87,2.31,3.14,2.13,2.90
,,,Truxjillo,Rival,Wind,The Elements,Solar,52.3,866,59,0.497,0.492,29,30,19913,11690,8223,52,32,67,154,33.8%,341.7,200.6,141.1,0.89,0.55,1.15,2.64,337.5,198.1,139.4,0.88,0.54,1.14,2.61,133,134,2.28,2.30,2.25,2.27
,,,Pat,Rival,Dalmatians,Puppy Paradise,Lunar,51.5,727,51,0.509,0.471,24,27,17138,9930,7208,46,30,55,108,42.6%,350.3,203.0,147.3,0.94,0.61,1.12,2.21,336.0,194.7,141.3,0.90,0.59,1.08,2.12,133,130,2.72,2.66,2.61,2.55
,,,Dfitz,Rival,Blizzards,Storm,Solar,51.5,782,50,0.527,0.440,22,28,17485,10850,6635,50,34,56,135,37.0%,332.2,206.2,126.1,0.95,0.65,1.06,2.57,349.7,217.0,132.7,1.00,0.68,1.12,2.70,138,129,2.62,2.45,2.76,2.58
,,,Beans.,Rival,Swiss Swindlers,Cheese Guild,Solar,51.4,378,28,0.601,0.643,18,10,8793,4780,4013,21,17,25,58,36.2%,345.6,187.9,157.7,0.83,0.67,0.98,2.28,314.0,170.7,143.3,0.75,0.61,0.89,2.07,70,54,2.75,2.12,2.50,1.93
,,,Mykopolis,Rival,Swiss Swindlers,Cheese Guild,Solar,50.5,540,37,0.523,0.514,19,18,12193,7050,5143,31,19,40,100,31.0%,335.5,194.0,141.5,0.85,0.52,1.10,2.75,329.5,190.5,139.0,0.84,0.51,1.08,2.70,89,84,2.45,2.31,2.41,2.27
,,,Reeky,Rival,Warrior Wasps,The Swarm,Solar,49.9,691,47,0.588,0.596,28,19,15879,8850,7029,33,31,60,100,33.0%,341.4,190.3,151.1,0.71,0.67,1.29,2.15,337.9,188.3,149.6,0.70,0.66,1.28,2.13,130,104,2.80,2.24,2.77,2.21
,,,Debt,Rival,Leshy,The Forest,Lunar,49.2,799,55,0.473,0.473,26,29,18720,10430,8290,50,28,55,128,39.1%,348.1,194.0,154.2,0.93,0.52,1.02,2.38,340.4,189.6,150.7,0.91,0.51,1.00,2.33,128,137,2.38,2.55,2.33,2.49
,,,Slum,Rival,Horus,Pantheon,Lunar,49.1,638,44,0.409,0.364,16,28,14476,8160,6316,31,28,54,96,32.3%,337.1,190.0,147.1,0.72,0.65,1.26,2.24,329.0,185.5,143.5,0.70,0.64,1.23,2.18,101,127,2.35,2.96,2.30,2.89
,,,Mattviaairwaves,Rival,Fangtooths,The Abyss,Lunar,49.1,306,21,0.316,0.286,6,15,6836,3730,3106,10,11,33,53,18.9%,331.9,181.1,150.8,0.49,0.53,1.60,2.57,325.5,177.6,147.9,0.48,0.52,1.57,2.52,38,62,1.85,3.01,1.81,2.95
,,,The Instigant,Rival,Polar Ice,Minty Fresh,Solar,49.0,760,52,0.430,0.462,24,28,17891,9530,8361,35,27,71,113,31.0%,349.8,186.3,163.5,0.68,0.53,1.39,2.21,344.1,183.3,160.8,0.67,0.52,1.37,2.17,120,143,2.35,2.80,2.31,2.75
,,,Cob,Rival,Pale Tides,Seas Despair,Lunar,48.6,933,59,0.658,0.712,42,17,20299,12220,8079,48,46,73,147,32.7%,323.3,194.6,128.7,0.76,0.73,1.16,2.34,344.1,207.1,136.9,0.81,0.78,1.24,2.49,174,114,2.77,1.82,2.95,1.93
,,,Regularlyjones,Rival,Ocelots,The Jungle,Solar,48.2,685,46,0.521,0.522,24,22,16024,9420,6604,38,26,68,92,41.3%,347.6,204.3,143.2,0.82,0.56,1.48,2.00,348.3,204.8,143.6,0.83,0.57,1.48,2.00,114,108,2.47,2.34,2.48,2.35
,,,Cozyboy,Rival,Hot Wings,Fifty-Fifty Pizzeria,Solar,48.0,859,60,0.625,0.717,43,17,19849,10580,9269,39,33,75,128,30.5%,343.3,183.0,160.3,0.67,0.57,1.30,2.21,330.8,176.3,154.5,0.65,0.55,1.25,2.13,143,102,2.47,1.76,2.38,1.70
,,,Robwobwob,Rival,Ultraviolet,The Wavelengths,Solar,48.0,535,36,0.569,0.528,19,17,11130,6790,4340,27,30,34,89,30.3%,309.1,188.6,120.5,0.75,0.83,0.94,2.47,309.2,188.6,120.6,0.75,0.83,0.94,2.47,100,84,2.78,2.33,2.78,2.33
,,,Pete Weber,Rival,Blizzards,Storm,Solar,47.9,844,54,0.474,0.407,22,32,19001,10770,8231,44,35,66,132,33.3%,334.5,189.6,144.9,0.77,0.62,1.16,2.32,351.9,199.4,152.4,0.81,0.65,1.22,2.44,133,142,2.34,2.50,2.46,2.63
,,,Spliffy Puffins,Rival,Ocelots,The Jungle,Solar,47.8,703,48,0.493,0.479,23,25,16489,9520,6969,39,21,70,107,36.4%,348.5,201.2,147.3,0.82,0.44,1.48,2.26,343.5,198.3,145.2,0.81,0.44,1.46,2.23,114,116,2.41,2.45,2.38,2.42
,,,Prismback.,Rival,Leshy,The Forest,Lunar,47.7,734,50,0.461,0.480,24,26,16545,8920,7625,28,30,70,112,25.0%,334.9,180.6,154.4,0.57,0.61,1.42,2.27,330.9,178.4,152.5,0.56,0.60,1.40,2.24,114,126,2.31,2.55,2.28,2.52
,,,Jimjam,Rival,Bowheads,Whale Defense,Solar,46.7,716,47,0.292,0.298,14,33,16632,8720,7912,41,21,47,122,33.6%,345.1,181.0,164.2,0.85,0.44,0.98,2.53,353.9,185.5,168.3,0.87,0.45,1.00,2.60,93,161,1.93,3.34,1.98,3.43
,,,Cpt Jon Smith,Rival,Polar Bears,The Bear Den,Lunar,46.2,592,38,0.472,0.526,20,18,12748,7490,5258,31,24,43,104,29.8%,320.0,188.0,132.0,0.78,0.60,1.08,2.61,335.5,197.1,138.4,0.82,0.63,1.13,2.74,97,104,2.43,2.61,2.55,2.74
,,,N O A .,Rival,"Hammerheads
Taipans
Kinetic","Shark Attack
The Serpents
Energy",Lunar,45.5,259,18,0.595,0.556,10,8,5551,3220,2331,13,14,17,37,35.1%,318.5,184.7,133.7,0.75,0.80,0.98,2.12,308.4,178.9,129.5,0.72,0.78,0.94,2.06,52,41,2.98,2.35,2.89,2.28
,,,Howdy,Rival,Scorpius,The Nexus,Solar,45.4,308,20,0.326,0.300,6,14,7070,3990,3080,17,9,27,49,34.7%,341.1,192.5,148.6,0.82,0.43,1.30,2.36,353.5,199.5,154.0,0.85,0.45,1.35,2.45,42,66,2.03,3.18,2.10,3.30
,,,Cjax,Rival,Horus,Pantheon,Lunar,44.7,705,49,0.460,0.469,23,26,15828,8370,7458,32,25,56,112,28.6%,333.6,176.4,157.2,0.67,0.53,1.18,2.36,323.0,170.8,152.2,0.65,0.51,1.14,2.29,113,125,2.38,2.63,2.31,2.55
,,,Xblaniac,Rival,Vikings,The Sovereign,Lunar,44.6,649,45,0.344,0.311,14,31,14373,8000,6373,34,22,48,110,30.9%,329.1,183.2,145.9,0.78,0.50,1.10,2.52,319.4,177.8,141.6,0.76,0.49,1.07,2.44,88,132,2.01,3.02,1.96,2.93
,,,Djras1996,Rival,Taipans,The Serpents,Solar,44.3,784,55,0.405,0.418,23,32,18139,9210,8929,28,27,80,106,26.4%,343.8,174.5,169.2,0.53,0.51,1.52,2.01,329.8,167.5,162.3,0.51,0.49,1.45,1.93,111,142,2.10,2.69,2.02,2.58
,,,Hannandgrenade,Rival,"Scorpius
Ultraviolet","The Nexus
The Wavelengths",Solar,44.3,325,20,0.312,0.250,5,15,7190,3940,3250,15,11,27,54,27.8%,328.7,180.1,148.6,0.69,0.50,1.23,2.47,359.5,197.0,162.5,0.75,0.55,1.35,2.70,42,69,1.92,3.15,2.10,3.45
,,,Reccoonn,Rival,Cursed,Destined,Solar,44.1,810,54,0.641,0.611,33,21,17451,9790,7661,39,31,59,139,28.1%,320.1,179.6,140.5,0.72,0.57,1.08,2.55,323.2,181.3,141.9,0.72,0.57,1.09,2.57,138,94,2.53,1.72,2.56,1.74
,,,Bananner,Rival,Kinetic,Energy,Solar,43.7,473,32,0.392,0.375,12,20,10665,5780,4885,25,12,37,83,30.1%,335.0,181.6,153.5,0.79,0.38,1.16,2.61,333.3,180.6,152.7,0.78,0.38,1.16,2.59,69,91,2.17,2.86,2.16,2.84
,,,Kagurashinkiller,Rival,Mozza Marauders,Italian Battalion,Lunar,43.6,899,58,0.447,0.500,29,29,20504,11270,9234,47,23,79,147,32.0%,338.9,186.3,152.6,0.78,0.38,1.31,2.43,353.5,194.3,159.2,0.81,0.40,1.36,2.53,129,148,2.13,2.45,2.22,2.55
,,,Vega,Rival,Hammerheads,Shark Attack,Lunar,42.9,744,50,0.655,0.620,31,19,16201,9190,7011,32,28,69,114,28.1%,323.6,183.5,140.0,0.64,0.56,1.38,2.28,324.0,183.8,140.2,0.64,0.56,1.38,2.28,131,86,2.62,1.72,2.62,1.72
,,,Velocifaptor,Rival,"Polar Ice
Anubis","Minty Fresh
The Gods",Solar,42.6,662,46,0.406,0.478,22,24,14547,8240,6307,36,26,47,99,36.4%,326.5,184.9,141.6,0.81,0.58,1.05,2.22,316.2,179.1,137.1,0.78,0.57,1.02,2.15,101,128,2.27,2.87,2.20,2.78
,,,Thecroctopustv,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,42.1,477,32,0.367,0.313,10,22,10319,5430,4889,17,19,41,73,23.3%,321.4,169.1,152.3,0.53,0.59,1.28,2.27,322.5,169.7,152.8,0.53,0.59,1.28,2.28,62,88,1.93,2.74,1.94,2.75
,,,Stealthman777,Rival,Anubis,The Gods,Lunar,42.1,677,46,0.445,0.500,23,23,15149,7930,7219,26,21,65,103,25.2%,332.5,174.0,158.4,0.57,0.46,1.43,2.26,329.3,172.4,156.9,0.57,0.46,1.41,2.24,97,112,2.13,2.46,2.11,2.43
,,,Pre,Rival,Snicker Doobles,The Bakery,Lunar,42.0,564,40,0.647,0.625,25,15,11786,6900,4886,27,25,41,90,30.0%,310.5,181.8,128.7,0.71,0.66,1.08,2.37,294.7,172.5,122.2,0.68,0.63,1.03,2.25,105,71,2.77,1.87,2.63,1.78
,,,Croptopolis,Rival,"Mozza Marauders
Blizzards","Italian Battalion
Storm",Lunar,41.7,478,31,0.500,0.548,17,14,9753,5480,4273,18,23,35,78,23.1%,303.2,170.3,132.8,0.56,0.71,1.09,2.42,314.6,176.8,137.8,0.58,0.74,1.13,2.52,72,72,2.24,2.24,2.32,2.32
,,,Calicat01,Rival,Paladins,Dungeons And Double Taps,Solar,40.6,14,1,0.342,0.000,0,1,244,170,74,0,1,2,2,0.0%,259.0,180.4,78.5,0.00,1.06,2.12,2.12,244.0,170.0,74.0,0.00,1.00,2.00,2.00,2,3,2.12,3.18,2.00,3.00
,,,Kyurmex.,Rival,"Chromium
Ocelots","Metal
The Jungle",Solar,40.4,380,25,0.465,0.360,9,16,7973,4270,3703,17,16,23,62,27.4%,311.8,167.0,144.8,0.66,0.63,0.90,2.42,318.9,170.8,148.1,0.68,0.64,0.92,2.48,51,56,1.99,2.19,2.04,2.24
,,,Gidderrrs,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,39.2,629,41,0.385,0.341,14,27,13655,7570,6085,27,19,59,97,27.8%,322.6,178.8,143.7,0.64,0.45,1.39,2.29,333.0,184.6,148.4,0.66,0.46,1.44,2.37,86,116,2.03,2.74,2.10,2.83
,,,Jojomojo13,Rival,Mozza Marauders,Italian Battalion,Lunar,38.6,899,58,0.447,0.500,29,29,18798,10860,7938,41,31,75,146,28.1%,310.7,179.5,131.2,0.68,0.51,1.24,2.41,324.1,187.2,136.9,0.71,0.53,1.29,2.52,129,148,2.13,2.45,2.22,2.55
,,,King,Rival,Vikings,The Sovereign,Lunar,38.1,895,62,0.322,0.306,19,43,19576,9930,9646,37,31,68,128,28.9%,325.0,164.9,160.1,0.61,0.51,1.13,2.13,315.7,160.2,155.6,0.60,0.50,1.10,2.06,115,184,1.91,3.05,1.85,2.97
,,,Fluffles,Rival,Paladins,Dungeons And Double Taps,Solar,37.4,268,16,0.582,0.563,9,7,5495,3210,2285,13,9,20,46,28.3%,304.7,178.0,126.7,0.72,0.50,1.11,2.55,343.4,200.6,142.8,0.81,0.56,1.25,2.88,47,38,2.61,2.11,2.94,2.38
,,,Nizzlepls,Rival,Pale Tides,Seas Despair,Lunar,35.4,448,28,0.645,0.714,20,8,9414,5340,4074,26,13,27,74,35.1%,312.2,177.1,135.1,0.86,0.43,0.90,2.45,336.2,190.7,145.5,0.93,0.46,0.96,2.64,85,58,2.82,1.92,3.04,2.07
,,,Rexxay614,Rival,"Kinetic
Bowheads
Hammerheads","Energy
Whale Defense
Shark Attack",Solar,33.8,322,20,0.454,0.550,11,9,6155,3470,2685,8,18,27,42,19.0%,284.0,160.1,123.9,0.37,0.83,1.25,1.94,307.8,173.5,134.3,0.40,0.90,1.35,2.10,47,53,2.17,2.45,2.35,2.65
,,,Funke,Rival,Bowheads,Whale Defense,Solar,33.7,793,53,0.290,0.264,14,39,17106,8980,8126,39,14,61,133,29.3%,320.5,168.3,152.3,0.73,0.26,1.14,2.49,322.8,169.4,153.3,0.74,0.26,1.15,2.51,100,175,1.87,3.28,1.89,3.30
,,,Lynchmeister,Rival,Hot Wings,Fifty-Fifty Pizzeria,Solar,33.6,240,17,0.541,0.647,11,6,5159,2850,2309,12,6,20,35,34.3%,319.4,176.4,143.0,0.74,0.37,1.24,2.17,303.5,167.6,135.8,0.71,0.35,1.18,2.06,40,36,2.48,2.23,2.35,2.12
,,,Mysty,Rival,Polar Bears,The Bear Den,Lunar,33.0,704,45,0.430,0.400,18,27,14295,7880,6415,29,26,53,103,28.2%,301.7,166.3,135.4,0.61,0.55,1.12,2.17,317.7,175.1,142.6,0.64,0.58,1.18,2.29,108,129,2.28,2.72,2.40,2.87
,,,5Pike,Rival,Paladins,Dungeons And Double Taps,Solar,32.9,711,47,0.510,0.532,25,22,14721,8050,6671,36,20,46,115,31.3%,307.6,168.2,139.4,0.75,0.42,0.96,2.40,313.2,171.3,141.9,0.77,0.43,0.98,2.45,118,115,2.47,2.40,2.51,2.45
,,,Rayneerl,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,32.7,55,4,0.095,0.000,0,4,1321,690,631,2,1,8,4,50.0%,356.9,186.4,170.5,0.54,0.27,2.16,1.08,330.3,172.5,157.8,0.50,0.25,2.00,1.00,4,16,1.08,4.32,1.00,4.00
,,,Drprofessornoah,Rival,Surge,Electric Mayhem,Lunar,31.5,414,27,0.572,0.667,18,9,8344,4770,3574,15,21,36,42,35.7%,299.5,171.2,128.3,0.54,0.75,1.29,1.51,309.0,176.7,132.4,0.56,0.78,1.33,1.56,70,58,2.51,2.08,2.59,2.15
,,,Lickadoss77,Rival,Wind,The Elements,Solar,31.4,775,53,0.513,0.509,27,26,16112,8630,7482,28,29,69,93,30.1%,308.9,165.5,143.4,0.54,0.56,1.32,1.78,304.0,162.8,141.2,0.53,0.55,1.30,1.75,123,119,2.36,2.28,2.32,2.25
,,,Struttrl,Rival,Swiss Swindlers,Cheese Guild,Solar,31.3,763,52,0.429,0.481,25,27,16065,8360,7705,27,27,68,91,29.7%,312.8,162.8,150.0,0.53,0.53,1.32,1.77,308.9,160.8,148.2,0.52,0.52,1.31,1.75,116,139,2.26,2.71,2.23,2.67
,,,Bieles,Rival,Dalmatians,Puppy Paradise,Lunar,31.3,308,24,0.500,0.458,11,13,6553,3240,3313,11,12,24,34,32.4%,316.1,156.3,159.8,0.53,0.58,1.16,1.64,273.0,135.0,138.0,0.46,0.50,1.00,1.42,56,56,2.70,2.70,2.33,2.33
,,,Halfiehour,Rival,Phantoms,The Monster Mash,Lunar,31.0,475,30,0.376,0.267,8,22,10040,5950,4090,28,8,40,75,37.3%,314.1,186.1,127.9,0.88,0.25,1.25,2.35,334.7,198.3,136.3,0.93,0.27,1.33,2.50,62,86,1.94,2.69,2.07,2.87
,,,Way2Luckee,Rival,Vikings,The Sovereign,Lunar,30.5,889,61,0.340,0.328,20,41,17323,9840,7483,36,32,65,139,25.9%,289.5,164.5,125.1,0.60,0.53,1.09,2.32,284.0,161.3,122.7,0.59,0.52,1.07,2.28,120,182,2.01,3.04,1.97,2.98
,,,Then000Bster,Rival,Polaris,The Cosmos,Lunar,30.4,48,4,0.360,0.250,1,3,965,530,435,1,3,5,3,33.3%,298.7,164.1,134.7,0.31,0.93,1.55,0.93,241.3,132.5,108.8,0.25,0.75,1.25,0.75,7,10,2.17,3.10,1.75,2.50
,,,Shewasntready,Rival,Scorpius,The Nexus,Solar,30.1,585,38,0.423,0.395,15,23,11453,6330,5123,24,20,40,93,25.8%,290.9,160.8,130.1,0.61,0.51,1.02,2.36,301.4,166.6,134.8,0.63,0.53,1.05,2.45,87,106,2.21,2.69,2.29,2.79
,,,Pooka2854,Rival,Phantoms,The Monster Mash,Lunar,29.8,701,44,0.417,0.341,15,29,13964,8270,5694,35,19,54,112,31.3%,296.0,175.3,120.7,0.74,0.40,1.14,2.37,317.4,188.0,129.4,0.80,0.43,1.23,2.55,106,131,2.25,2.78,2.41,2.98
,,,Chulainn,Rival,Wind,The Elements,Solar,29.8,600,40,0.492,0.450,18,22,12234,6680,5554,26,13,49,98,26.5%,303.0,165.4,137.5,0.64,0.32,1.21,2.43,305.9,167.0,138.9,0.65,0.33,1.23,2.45,94,96,2.33,2.38,2.35,2.40
,,,Kirisutoh,Rival,Vikings,The Sovereign,Lunar,29.5,60,4,0.319,0.250,1,3,1046,510,536,1,3,3,11,9.1%,259.0,126.3,132.7,0.25,0.74,0.74,2.72,261.5,127.5,134.0,0.25,0.75,0.75,2.75,6,10,1.49,2.48,1.50,2.50
,,,Anserem,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,29.0,801,54,0.329,0.315,17,37,16457,9010,7447,34,20,69,116,29.3%,305.3,167.1,138.1,0.63,0.37,1.28,2.15,304.8,166.9,137.9,0.63,0.37,1.28,2.15,96,152,1.78,2.82,1.78,2.81
,,,Consciousprophit,Rival,Taipans,The Serpents,Solar,28.8,764,53,0.456,0.434,23,30,16013,9470,6543,47,17,57,107,43.9%,311.4,184.2,127.3,0.91,0.33,1.11,2.08,302.1,178.7,123.5,0.89,0.32,1.08,2.02,120,134,2.33,2.61,2.26,2.53
,,,Ziggy.,Rival,"Polar Ice
Cursed","Minty Fresh
Destined",Solar,28.3,230,15,0.478,0.467,7,8,4169,2350,1819,11,6,9,50,22.0%,269.3,151.8,117.5,0.71,0.39,0.58,3.23,277.9,156.7,121.3,0.73,0.40,0.60,3.33,35,37,2.26,2.39,2.33,2.47
,,,Jj.Dunbar,Rival,"Polar Ice
Mozza Marauders","Minty Fresh
Italian Battalion",Solar,28.3,629,41,0.414,0.463,19,22,12570,6770,5800,28,18,42,97,28.9%,296.9,159.9,137.0,0.66,0.43,0.99,2.29,306.6,165.1,141.5,0.68,0.44,1.02,2.37,88,110,2.08,2.60,2.15,2.68
,,,Brainman_18,Rival,"Paladins
Vikings","Dungeons And Double Taps
The Sovereign",Lunar,27.1,350,24,0.253,0.250,6,18,7288,3890,3398,15,7,31,49,30.6%,309.4,165.1,144.3,0.64,0.30,1.32,2.08,303.7,162.1,141.6,0.63,0.29,1.29,2.04,40,79,1.70,3.35,1.67,3.29
,,,Coop,Rival,Leshy,The Forest,Lunar,26.8,791,53,0.448,0.434,23,30,15375,8940,6435,37,22,58,124,29.8%,288.8,167.9,120.9,0.70,0.41,1.09,2.33,290.1,168.7,121.4,0.70,0.42,1.09,2.34,121,138,2.27,2.59,2.28,2.60
,,,Thunda Esq,Rival,Ultraviolet,The Wavelengths,Solar,26.7,245,17,0.452,0.294,5,12,4577,2620,1957,11,10,13,37,29.7%,277.6,158.9,118.7,0.67,0.61,0.79,2.24,269.2,154.1,115.1,0.65,0.59,0.76,2.18,39,44,2.37,2.67,2.29,2.59
,,,Bigboy,Rival,Carrots,The Garden,Solar,26.4,26,2,0.312,0.500,1,1,573,340,233,2,0,2,4,50.0%,327.5,194.3,133.2,1.14,0.00,1.14,2.29,286.5,170.0,116.5,1.00,0.00,1.00,2.00,3,5,1.71,2.86,1.50,2.50
,,,Bioeffect,Rival,Kinetic,Energy,Solar,26.4,730,49,0.402,0.388,19,30,14148,7890,6258,34,24,44,109,31.2%,288.0,160.6,127.4,0.69,0.49,0.90,2.22,288.7,161.0,127.7,0.69,0.49,0.90,2.22,104,134,2.12,2.73,2.12,2.73
,,,Genghizkaan,Rival,"Swiss Swindlers
Bowheads
Mozza Marauders","Cheese Guild
Whale Defense
Italian Battalion",Solar,25.6,468,30,0.293,0.333,10,20,9484,5390,4094,19,12,46,59,32.2%,301.1,171.1,130.0,0.60,0.38,1.46,1.87,316.1,179.7,136.5,0.63,0.40,1.53,1.97,56,98,1.78,3.11,1.87,3.27
,,,Twoslot,Rival,Phantoms,The Monster Mash,Lunar,23.2,80,4,0.374,0.250,1,3,1608,940,668,3,2,9,9,33.3%,298.7,174.6,124.1,0.56,0.37,1.67,1.67,402.0,235.0,167.0,0.75,0.50,2.25,2.25,10,14,1.86,2.60,2.50,3.50
,,,Sirkrow,Rival,Phantoms,The Monster Mash,Lunar,23.2,681,43,0.406,0.326,14,29,13323,7260,6063,23,20,62,86,26.7%,290.7,158.4,132.3,0.50,0.44,1.35,1.88,309.8,168.8,141.0,0.53,0.47,1.44,2.00,99,126,2.16,2.75,2.30,2.93
,,,Koach,Rival,Scorpius,The Nexus,Solar,22.6,505,31,0.368,0.355,11,20,9904,5580,4324,27,12,31,73,37.0%,291.4,164.2,127.2,0.79,0.35,0.91,2.15,319.5,180.0,139.5,0.87,0.39,1.00,2.35,72,101,2.12,2.97,2.32,3.26
,,,Simple,Rival,Taipans,The Serpents,Solar,21.7,226,15,0.322,0.400,6,9,4355,2510,1845,11,6,16,31,35.5%,286.3,165.0,121.3,0.72,0.39,1.05,2.04,290.3,167.3,123.0,0.73,0.40,1.07,2.07,28,45,1.84,2.96,1.87,3.00
,,,Donttakemyrock,Rival,Bowheads,Whale Defense,Solar,21.6,197,14,0.365,0.286,4,10,3656,1960,1696,5,9,16,21,23.8%,275.7,147.8,127.9,0.38,0.68,1.21,1.58,261.1,140.0,121.1,0.36,0.64,1.14,1.50,33,46,2.49,3.47,2.36,3.29
,,,Tragic Event,Rival,"Swiss Swindlers
Scorpius","Cheese Guild
The Nexus",Solar,21.4,263,17,0.278,0.294,5,12,4900,2450,2450,8,10,16,35,22.9%,276.8,138.4,138.4,0.45,0.56,0.90,1.98,288.2,144.1,144.1,0.47,0.59,0.94,2.06,28,52,1.58,2.94,1.65,3.06
,,,Theonlycrow2929,Rival,Cursed,Destined,Solar,20.9,133,9,0.588,0.667,6,3,2580,1370,1210,6,4,8,17,35.3%,288.2,153.1,135.2,0.67,0.45,0.89,1.90,286.7,152.2,134.4,0.67,0.44,0.89,1.89,25,20,2.79,2.23,2.78,2.22
,,,Tr1Ppn,Rival,Horus,Pantheon,Lunar,20.2,134,10,0.246,0.200,2,8,2586,1420,1166,7,2,8,22,31.8%,286.7,157.5,129.3,0.78,0.22,0.89,2.44,258.6,142.0,116.6,0.70,0.20,0.80,2.20,13,27,1.44,2.99,1.30,2.70
,,,Tvveedle,Rival,Anubis,The Gods,Lunar,18.8,216,14,0.272,0.357,5,9,4334,2210,2124,8,4,19,26,30.8%,298.1,152.0,146.1,0.55,0.28,1.31,1.79,309.6,157.9,151.7,0.57,0.29,1.36,1.86,24,45,1.65,3.10,1.71,3.21
,,,Stallee,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,18.1,716,48,0.326,0.333,16,32,13778,7290,6488,30,10,54,109,27.5%,285.9,151.3,134.6,0.62,0.21,1.12,2.26,287.0,151.9,135.2,0.63,0.21,1.13,2.27,83,133,1.72,2.76,1.73,2.77
,,,Mounke1,Rival,Carrots,The Garden,Solar,16.9,92,6,0.430,0.333,2,4,1675,750,925,2,2,6,15,13.3%,270.5,121.1,149.4,0.32,0.32,0.97,2.42,279.2,125.0,154.2,0.33,0.33,1.00,2.50,9,11,1.45,1.78,1.50,1.83
,,,Ma410,Rival,"Blizzards
Phantoms","Storm
The Monster Mash",Lunar,16.7,98,6,0.240,0.167,1,5,1659,820,839,2,5,5,12,16.7%,251.5,124.3,127.2,0.30,0.76,0.76,1.82,276.5,136.7,139.8,0.33,0.83,0.83,2.00,13,26,1.97,3.94,2.17,4.33
,,,Azazel,Rival,Bowheads,Whale Defense,Solar,16.0,647,44,0.255,0.227,10,34,12165,6000,6165,19,15,50,85,22.4%,279.4,137.8,141.6,0.44,0.34,1.15,1.95,276.5,136.4,140.1,0.43,0.34,1.14,1.93,72,142,1.65,3.26,1.64,3.23
,,,Galvarino,Rival,Polar Bears,The Bear Den,Lunar,15.9,716,43,0.447,0.419,18,25,12626,7150,5476,28,29,41,85,32.9%,262.0,148.4,113.6,0.58,0.60,0.85,1.76,293.6,166.3,127.3,0.65,0.67,0.95,1.98,111,127,2.30,2.64,2.58,2.95
,,,Stellar,Rival,Carrots,The Garden,Solar,15.5,382,25,0.360,0.400,10,15,6358,3120,3238,10,12,17,67,14.9%,247.3,121.4,125.9,0.39,0.47,0.66,2.61,254.3,124.8,129.5,0.40,0.48,0.68,2.68,46,67,1.79,2.61,1.84,2.68
,,,Merioch,Rival,Anubis,The Gods,Lunar,14.7,54,4,0.365,0.250,1,3,1063,550,513,1,1,7,5,20.0%,292.5,151.3,141.2,0.28,0.28,1.93,1.38,265.8,137.5,128.3,0.25,0.25,1.75,1.25,7,10,1.93,2.75,1.75,2.50
,,,Lazaryo,Rival,Scorpius,The Nexus,Solar,13.3,308,20,0.326,0.300,6,14,5722,3230,2492,16,5,19,43,37.2%,276.0,155.8,120.2,0.77,0.24,0.92,2.07,286.1,161.5,124.6,0.80,0.25,0.95,2.15,42,66,2.03,3.18,2.10,3.30
,,,Damian557,Rival,Surge,Electric Mayhem,Lunar,10.6,69,4,0.543,0.500,2,2,1095,600,495,3,3,1,10,30.0%,235.8,129.2,106.6,0.65,0.65,0.22,2.15,273.8,150.0,123.8,0.75,0.75,0.25,2.50,9,8,1.94,1.72,2.25,2.00
,,,Osoghost,Rival,Raisin Racket,Snack Syndicate,Lunar,10.1,60,4,0.770,0.500,2,2,936,450,486,1,2,3,10,10.0%,231.8,111.4,120.4,0.25,0.50,0.74,2.48,234.0,112.5,121.5,0.25,0.50,0.75,2.50,13,6,3.22,1.49,3.25,1.50
,,,Dust,Rival,"Ocelots
Carrots","The Jungle
The Garden",Solar,9.4,110,8,0.289,0.250,2,6,2009,1020,989,2,2,12,12,16.7%,271.4,137.8,133.6,0.27,0.27,1.62,1.62,251.1,127.5,123.6,0.25,0.25,1.50,1.50,11,20,1.49,2.70,1.38,2.50
,,,Nano,Rival,Polar Ice,Minty Fresh,Solar,5.1,67,5,0.315,0.200,1,4,1130,550,580,2,1,4,10,20.0%,250.6,122.0,128.6,0.44,0.22,0.89,2.22,226.0,110.0,116.0,0.40,0.20,0.80,2.00,10,16,2.22,3.55,2.00,3.20
,,,Gameymcgamertag,Rival,Polar Ice,Minty Fresh,Solar,5.1,54,4,0.201,0.250,1,3,919,490,429,1,2,5,4,25.0%,252.9,134.8,118.0,0.28,0.55,1.38,1.10,229.8,122.5,107.3,0.25,0.50,1.25,1.00,6,14,1.65,3.85,1.50,3.50
