Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Challenger,RSC007546,N0TTopmarx,"Flailers
Insider Traders","The Quad Dynasty
Shell Corp","Lunar
Lunar","N/A
N/A",52.46,452,28,16.14,0.477,0.429,12,16,6,10662,5750,4912,23,11,43,75,0.307,366.76,197.79,168.97,0.79,0.38,1.48,2.58,380.79,205.36,175.43,0.82,0.39,1.54,2.68,59,69,2.03,2.37,2.11,2.46,237,8.15,8.46,0.29
Challenger,RSC008550,ChromaToad,Panda Bears,The Bear Den,Solar,N/A,52.28,837,53,15.79,0.463,0.321,17,36,10,19385,10650,8735,35,30,89,120,0.292,360.10,197.84,162.26,0.65,0.56,1.65,2.23,365.75,200.94,164.81,0.66,0.57,1.68,2.26,114,153,2.12,2.84,2.15,2.89,477,8.86,9.00,0.32
Challenger,RSC007985,thegr8est34,Chew Toys,Pawverse,Solar,N/A,52.20,368,23,16.00,0.584,0.739,17,6,5,8252,4650,3602,20,12,29,60,0.333,348.65,196.47,152.19,0.85,0.51,1.23,2.54,358.78,202.17,156.61,0.87,0.52,1.26,2.61,67,39,2.83,1.65,2.91,1.70,133,5.62,5.78,0.29
Challenger,RSC002413,dafiya711,Toucans,The Jungle,Solar,N/A,51.80,796,54,14.74,0.503,0.500,27,27,8,18109,10320,7789,45,21,68,137,0.328,353.72,201.58,152.14,0.88,0.41,1.33,2.68,335.35,191.11,144.24,0.83,0.39,1.26,2.54,119,116,2.32,2.27,2.20,2.15,405,7.91,7.50,0.29
Challenger,RSC006928,Thunderbolt,Scarabs,Buggin Out,Solar,N/A,50.95,895,60,14.92,0.473,0.383,23,37,8,19662,10890,8772,42,28,75,154,0.273,341.57,189.18,152.39,0.73,0.49,1.30,2.68,327.70,181.50,146.20,0.70,0.47,1.25,2.57,132,164,2.29,2.85,2.20,2.73,472,8.20,7.87,0.35
Challenger,RSC002809,bubles,"Flailers
Insider Traders
Scarabs","The Quad Dynasty
Shell Corp
Buggin Out","Lunar
Lunar
Solar","N/A
N/A
N/A",50.77,604,40,15.10,0.468,0.375,15,25,4,14477,7840,6637,33,15,58,89,0.371,372.67,201.82,170.85,0.85,0.39,1.49,2.29,361.93,196.00,165.93,0.83,0.38,1.45,2.23,82,104,2.11,2.68,2.05,2.60,330,8.49,8.25,0.32
Challenger,RSC003243,Jerxe,"Ryujin
Panda Bears","The Shrine
The Bear Den","Solar
Solar","N/A
N/A",50.27,691,44,15.70,0.465,0.386,17,27,9,15104,8210,6894,30,26,57,106,0.283,339.86,184.73,155.12,0.68,0.59,1.28,2.39,343.27,186.59,156.68,0.68,0.59,1.30,2.41,96,125,2.16,2.81,2.18,2.84,379,8.53,8.61,0.33
Challenger,RSC006908,OvrSizedFrog,All On Black,The Casino,Lunar,N/A,50.15,639,42,15.21,0.526,0.643,27,15,8,14057,8380,5677,41,22,44,98,0.418,342.04,203.90,138.13,1.00,0.54,1.07,2.38,334.69,199.52,135.17,0.98,0.52,1.05,2.33,117,97,2.85,2.36,2.79,2.31,315,7.66,7.50,0.31
Challenger,RSC005328,Agios MaIakas,Dustwalkers,The Rising,Solar,N/A,50.11,861,54,15.94,0.485,0.463,25,29,12,19581,11210,8371,42,27,87,131,0.321,353.60,202.43,151.17,0.76,0.49,1.57,2.37,362.61,207.59,155.02,0.78,0.50,1.61,2.43,120,135,2.17,2.44,2.22,2.50,448,8.09,8.30,0.30
Challenger,RSC008556,jizko,Toucans,The Jungle,Solar,N/A,49.50,658,45,14.62,0.503,0.489,22,23,3,14176,7430,6746,22,27,58,98,0.224,334.97,175.57,159.40,0.52,0.64,1.37,2.32,315.02,165.11,149.91,0.49,0.60,1.29,2.18,99,97,2.34,2.29,2.20,2.16,345,8.15,7.67,0.28
Challenger,RSC006372,x ARC Fives x,Scribes,The King's Court,Lunar,N/A,48.96,291,20,14.55,0.434,0.350,7,13,3,5697,2840,2857,11,10,13,59,0.186,304.39,151.74,152.65,0.59,0.53,0.69,3.15,284.85,142.00,142.85,0.55,0.50,0.65,2.95,34,51,1.82,2.72,1.70,2.55,132,7.05,6.60,0.39
Challenger,RSC006910,Swanny2.0,"Shade
Insider Traders","The Shadows
Shell Corp","Lunar
Lunar","N/A
N/A",48.75,735,49,15.00,0.469,0.327,16,33,9,17169,8880,8289,32,18,73,113,0.283,363.19,187.85,175.35,0.68,0.38,1.54,2.39,350.39,181.22,169.16,0.65,0.37,1.49,2.31,91,117,1.93,2.48,1.86,2.39,382,8.08,7.80,0.31
Challenger,RSC006430,BARDOWNSKI .,Dustwalkers,The Rising,Solar,N/A,48.47,608,39,15.59,0.488,0.462,18,21,5,12949,6600,6349,23,23,44,95,0.242,331.14,168.78,162.36,0.59,0.59,1.13,2.43,332.03,169.23,162.79,0.59,0.59,1.13,2.44,83,91,2.12,2.33,2.13,2.33,302,7.72,7.74,0.30
Challenger,RSC013046,GIANT-LION-BIRD,"Threshers
Corals","Shark Attack
Venom Lab","Solar
Lunar","N/A
N/A",48.36,927,56,16.55,0.497,0.500,28,28,11,18856,11010,7846,45,33,64,166,0.271,316.26,184.67,131.60,0.75,0.55,1.07,2.78,336.71,196.61,140.11,0.80,0.59,1.14,2.96,147,151,2.47,2.53,2.63,2.70,447,7.50,7.98,0.34
Challenger,RSC014126,qFoal,Decuriones,The Sovereign,Lunar,N/A,48.34,782,51,15.33,0.481,0.412,21,30,7,17749,8580,9169,23,24,78,118,0.195,352.90,170.59,182.30,0.46,0.48,1.55,2.35,348.02,168.24,179.78,0.45,0.47,1.53,2.31,92,108,1.83,2.15,1.80,2.12,404,8.03,7.92,0.27
Challenger,RSC000379,DrizzyJ,Scribes,The King's Court,Lunar,N/A,48.26,765,53,14.43,0.456,0.396,21,32,10,17333,9290,8043,33,18,76,129,0.256,352.28,188.81,163.47,0.67,0.37,1.54,2.62,327.04,175.28,151.75,0.62,0.34,1.43,2.43,88,126,1.79,2.56,1.66,2.38,391,7.95,7.38,0.32
Challenger,RSC007816,Auty RL,Threshers,Shark Attack,Solar,N/A,47.51,925,56,16.52,0.496,0.482,27,29,13,19596,11450,8146,42,32,83,150,0.280,329.39,192.46,136.93,0.71,0.54,1.40,2.52,349.93,204.46,145.46,0.75,0.57,1.48,2.68,143,148,2.40,2.49,2.55,2.64,447,7.51,7.98,0.33
