Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Robin,Master,Feta Forgers,Cheese Guild,N/A,67.6,265,17,0.511,0.471,8,9,6253,3320,2933,10,15,21,52,19.2%,365.3,194.0,171.3,0.58,0.88,1.23,3.04,367.8,195.3,172.5,0.59,0.88,1.24,3.06,36,35,2.10,2.04,2.12,2.06
,,,Marcus.,Master,Glacier Mint,Minty Fresh,N/A,66.3,53,4,0.293,0.250,1,3,1353,850,503,3,2,7,10,30.0%,395.2,248.3,146.9,0.88,0.58,2.04,2.92,338.3,212.5,125.8,0.75,0.50,1.75,2.50,7,12,2.04,3.51,1.75,3.00
,,,Rydexian,Master,Tempests,Storm,N/A,65.3,804,52,0.630,0.635,33,19,19610,12000,7610,60,29,59,160,37.5%,377.6,231.1,146.5,1.16,0.56,1.14,3.08,377.1,230.8,146.3,1.15,0.56,1.13,3.08,151,108,2.91,2.08,2.90,2.08
,,,Wespyyy,Master,Huacayas,The Herd,N/A,64.9,848,55,0.660,0.691,38,17,21100,12840,8260,56,32,81,159,35.2%,385.2,234.4,150.8,1.02,0.58,1.48,2.90,383.6,233.5,150.2,1.02,0.58,1.47,2.89,145,94,2.65,1.72,2.64,1.71
,,,Paylosoul,Master,Heinous Henchmen,The Syndicate,N/A,64.6,687,47,0.609,0.638,30,17,16563,9340,7223,43,27,47,134,32.1%,373.2,210.5,162.8,0.97,0.61,1.06,3.02,352.4,198.7,153.7,0.91,0.57,1.00,2.85,116,87,2.61,1.96,2.47,1.85
,,,Dillyn.,Master,Crash Tompactors,Maste Wanagement,N/A,64.3,324,22,0.567,0.591,13,9,7908,5120,2788,23,16,29,57,40.4%,377.9,244.6,133.2,1.10,0.76,1.39,2.72,359.5,232.7,126.7,1.05,0.73,1.32,2.59,58,49,2.77,2.34,2.64,2.23
,,,Liam,Master,Huacayas,The Herd,N/A,63.4,808,52,0.637,0.635,33,19,19428,10860,8568,43,33,67,156,27.6%,372.2,208.1,164.2,0.82,0.63,1.28,2.99,373.6,208.8,164.8,0.83,0.63,1.29,3.00,137,95,2.62,1.82,2.63,1.83
,,,Wick,Master,Lemurs,The Jungle,N/A,62.9,478,33,0.449,0.455,15,18,12534,6850,5684,24,13,60,80,30.0%,405.9,221.9,184.1,0.78,0.42,1.94,2.59,379.8,207.6,172.2,0.73,0.39,1.82,2.42,62,71,2.01,2.30,1.88,2.15
,,,Fluffy,Master,Eggplants,The Garden,N/A,62.7,956,60,0.568,0.500,30,30,23468,12910,10558,45,35,97,181,24.9%,380.0,209.1,171.0,0.73,0.57,1.57,2.93,391.1,215.2,176.0,0.75,0.58,1.62,3.02,145,121,2.35,1.96,2.42,2.02
,,,Velatek,Master,Care Bears,The Bear Den,N/A,62.3,175,11,0.283,0.273,3,8,4051,2300,1751,8,11,13,30,26.7%,358.4,203.5,154.9,0.71,0.97,1.15,2.65,368.3,209.1,159.2,0.73,1.00,1.18,2.73,22,39,1.95,3.45,2.00,3.55
,,,Avatarmanz,Master,Basilisks,The Forest,N/A,62.2,527,30,0.646,0.700,21,9,12584,7330,5254,30,26,42,93,32.3%,369.7,215.3,154.3,0.88,0.76,1.23,2.73,419.5,244.3,175.1,1.00,0.87,1.40,3.10,93,63,2.73,1.85,3.10,2.10
,,,P0Larbear,Master,"Crash Tompactors
Scooters","Maste Wanagement
The Quad Dynasty",N/A,60.3,552,34,0.523,0.529,18,16,13002,7630,5372,26,31,51,93,28.0%,364.7,214.0,150.7,0.73,0.87,1.43,2.61,382.4,224.4,158.0,0.76,0.91,1.50,2.74,88,83,2.47,2.33,2.59,2.44
,,,Neoblastz,Master,Huacayas,The Herd,N/A,60.2,762,48,0.641,0.667,32,16,18713,10530,8183,36,35,79,123,29.3%,380.2,213.9,166.3,0.73,0.71,1.61,2.50,389.9,219.4,170.5,0.75,0.73,1.65,2.56,131,90,2.66,1.83,2.73,1.88
,,,Tac,Master,Chimaeras,The Abyss,N/A,59.8,905,57,0.556,0.526,30,27,21487,13240,8247,61,36,73,169,36.1%,367.6,226.5,141.1,1.04,0.62,1.25,2.89,377.0,232.3,144.7,1.07,0.63,1.28,2.96,151,131,2.58,2.24,2.65,2.30
,,,Hocki.,Master,Basilisks,The Forest,N/A,59.8,816,49,0.605,0.694,34,15,20340,12000,8340,51,22,86,150,34.0%,385.9,227.7,158.2,0.97,0.42,1.63,2.85,415.1,244.9,170.2,1.04,0.45,1.76,3.06,137,104,2.60,1.97,2.80,2.12
,,,Noah,Master,Tempests,Storm,N/A,57.9,844,55,0.635,0.655,36,19,19632,11220,8412,45,38,66,152,29.6%,360.1,205.8,154.3,0.83,0.70,1.21,2.79,356.9,204.0,152.9,0.82,0.69,1.20,2.76,159,112,2.92,2.05,2.89,2.04
,,,Geherpaderp,Master,Glacier Mint,Minty Fresh,N/A,56.6,855,55,0.398,0.473,26,29,20004,10990,9014,49,27,62,164,29.9%,362.2,199.0,163.2,0.89,0.49,1.12,2.97,363.7,199.8,163.9,0.89,0.49,1.13,2.98,116,151,2.10,2.73,2.11,2.75
,,,Bex!,Master,Crash Tompactors,Maste Wanagement,N/A,55.3,832,55,0.578,0.618,34,21,19464,10680,8784,48,32,57,143,33.6%,362.2,198.7,163.4,0.89,0.60,1.06,2.66,353.9,194.2,159.7,0.87,0.58,1.04,2.60,137,112,2.55,2.08,2.49,2.04
,,,Chips.,Master,Stagnant Snails,Speed Demons,N/A,55.3,911,60,0.488,0.500,30,30,21532,12190,9342,48,34,82,159,30.2%,365.9,207.2,158.8,0.82,0.58,1.39,2.70,358.9,203.2,155.7,0.80,0.57,1.37,2.65,129,133,2.19,2.26,2.15,2.22
,,,B10Ckyy,Master,Recluses,Eight Legged Freaks,N/A,55.2,943,59,0.420,0.441,26,33,22870,13080,9790,50,32,98,158,31.6%,375.5,214.7,160.7,0.82,0.53,1.61,2.59,387.6,221.7,165.9,0.85,0.54,1.66,2.68,120,148,1.97,2.43,2.03,2.51
,,,Generalzippy,Master,Eggplants,The Garden,N/A,54.8,929,58,0.585,0.517,30,28,21455,12290,9165,51,41,71,159,32.1%,357.5,204.8,152.7,0.85,0.68,1.18,2.65,369.9,211.9,158.0,0.88,0.71,1.22,2.74,143,114,2.38,1.90,2.47,1.97
,,,Sparcnovatg1,Master,Glacier Mint,Minty Fresh,N/A,54.7,420,27,0.407,0.444,12,15,9600,5190,4410,18,19,34,74,24.3%,353.9,191.3,162.6,0.66,0.70,1.25,2.73,355.6,192.2,163.3,0.67,0.70,1.26,2.74,60,76,2.21,2.80,2.22,2.81
,,,Tunz,Master,Glacier Mint,Minty Fresh,N/A,54.7,695,45,0.405,0.489,22,23,16064,8590,7474,29,31,59,119,24.4%,357.8,191.3,166.5,0.65,0.69,1.31,2.65,357.0,190.9,166.1,0.64,0.69,1.31,2.64,88,113,1.96,2.52,1.96,2.51
,,,Vindhriko,Master,Sperm Whales,Whale Defense,N/A,53.6,841,56,0.476,0.446,25,31,19410,10840,8570,38,39,74,139,27.3%,357.3,199.5,157.8,0.70,0.72,1.36,2.56,346.6,193.6,153.0,0.68,0.70,1.32,2.48,127,135,2.34,2.49,2.27,2.41
,,,Skulzy9,Master,Stagnant Snails,Speed Demons,N/A,53.1,911,60,0.488,0.500,30,30,22190,12310,9880,39,38,104,131,29.8%,377.1,209.2,167.9,0.66,0.65,1.77,2.23,369.8,205.2,164.7,0.65,0.63,1.73,2.18,129,133,2.19,2.26,2.15,2.22
,,,Python,Master,Scooters,The Quad Dynasty,N/A,52.4,856,52,0.380,0.385,20,32,20477,11520,8957,42,23,93,152,27.6%,370.3,208.3,162.0,0.76,0.42,1.68,2.75,393.8,221.5,172.3,0.81,0.44,1.79,2.92,108,148,1.95,2.68,2.08,2.85
,,,Raunchyromanian,Master,Oblivion,Event Horizon,N/A,52.3,874,59,0.451,0.424,25,34,20455,11460,8995,44,30,81,151,29.1%,362.3,203.0,159.3,0.78,0.53,1.43,2.67,346.7,194.2,152.5,0.75,0.51,1.37,2.56,118,134,2.09,2.37,2.00,2.27
,,,Avgjoeyb-,Master,Sperm Whales,Whale Defense,N/A,50.0,658,44,0.421,0.364,16,28,15060,8140,6920,33,22,52,114,28.9%,354.3,191.5,162.8,0.78,0.52,1.22,2.68,342.3,185.0,157.3,0.75,0.50,1.18,2.59,93,114,2.19,2.68,2.11,2.59
,,,Fartnor,Master,Oblivion,Event Horizon,N/A,49.7,487,32,0.484,0.469,15,17,10519,6050,4469,28,18,28,95,29.5%,334.4,192.3,142.1,0.89,0.57,0.89,3.02,328.7,189.1,139.7,0.88,0.56,0.88,2.97,71,74,2.26,2.35,2.22,2.31
,,,Swax,Master,Tempests,Storm,N/A,49.2,387,24,0.614,0.583,14,10,8714,5240,3474,22,14,33,69,31.9%,348.6,209.6,139.0,0.88,0.56,1.32,2.76,363.1,218.3,144.8,0.92,0.58,1.38,2.88,71,53,2.84,2.12,2.96,2.21
,,,Kri0S,Master,Chimaeras,The Abyss,N/A,48.7,780,50,0.580,0.540,27,23,17716,9540,8176,32,33,69,124,25.8%,351.6,189.3,162.3,0.64,0.65,1.37,2.46,354.3,190.8,163.5,0.64,0.66,1.38,2.48,127,103,2.52,2.04,2.54,2.06
,,,Buckle,Master,Huacayas,The Herd,N/A,48.3,178,13,0.561,0.538,7,6,4141,2350,1791,13,4,11,30,43.3%,360.2,204.4,155.8,1.13,0.35,0.96,2.61,318.5,180.8,137.8,1.00,0.31,0.85,2.31,27,23,2.35,2.00,2.08,1.77
,,,Timbo,Master,Crash Tompactors,Maste Wanagement,N/A,46.9,112,8,0.454,0.375,3,5,2432,1300,1132,6,4,6,20,30.0%,336.2,179.7,156.5,0.83,0.55,0.83,2.76,304.0,162.5,141.5,0.75,0.50,0.75,2.50,16,18,2.21,2.49,2.00,2.25
,,,Maty!,Master,Sperm Whales,Whale Defense,N/A,46.7,608,41,0.492,0.463,19,22,14180,7970,6210,29,26,59,82,35.4%,361.1,202.9,158.1,0.74,0.66,1.50,2.09,345.9,194.4,151.5,0.71,0.63,1.44,2.00,95,97,2.42,2.47,2.32,2.37
,,,Rob,Master,Eggplants,The Garden,N/A,46.4,649,42,0.545,0.524,22,20,14043,7810,6233,30,23,49,121,24.8%,335.0,186.3,148.7,0.72,0.55,1.17,2.89,334.4,186.0,148.4,0.71,0.55,1.17,2.88,99,88,2.36,2.10,2.36,2.10
,,,Supr3Me,Master,Recluses,Eight Legged Freaks,N/A,44.0,641,40,0.432,0.425,17,23,14138,7440,6698,17,24,69,109,15.6%,341.5,179.7,161.8,0.41,0.58,1.67,2.63,353.5,186.0,167.5,0.43,0.60,1.73,2.73,82,98,1.98,2.37,2.05,2.45
,,,Snack Time!,Master,Feta Forgers,Cheese Guild,N/A,43.6,528,35,0.392,0.400,14,21,12267,6740,5527,25,15,54,79,31.6%,359.7,197.6,162.1,0.73,0.44,1.58,2.32,350.5,192.6,157.9,0.71,0.43,1.54,2.26,63,84,1.85,2.46,1.80,2.40
,,,Miserable,Master,"Heinous Henchmen
Basilisks","The Syndicate
The Forest",N/A,43.5,367,26,0.651,0.692,18,8,7806,4270,3536,16,18,24,57,28.1%,329.3,180.1,149.2,0.67,0.76,1.01,2.40,300.2,164.2,136.0,0.62,0.69,0.92,2.19,67,45,2.83,1.90,2.58,1.73
,,,Adeadm0053,Master,Stagnant Snails,Speed Demons,N/A,43.3,911,60,0.488,0.500,30,30,21598,11780,9818,42,27,100,123,34.1%,367.0,200.2,166.8,0.71,0.46,1.70,2.09,360.0,196.3,163.6,0.70,0.45,1.67,2.05,129,133,2.19,2.26,2.15,2.22
,,,Buck,Master,Sperm Whales,Whale Defense,N/A,42.4,584,39,0.440,0.385,15,24,12596,7000,5596,33,16,37,105,31.4%,333.9,185.6,148.3,0.87,0.42,0.98,2.78,323.0,179.5,143.5,0.85,0.41,0.95,2.69,84,98,2.23,2.60,2.15,2.51
,,,Dizzy,Master,Oblivion,Event Horizon,N/A,39.5,765,52,0.459,0.442,23,29,16767,8810,7957,30,26,67,116,25.9%,339.3,178.3,161.0,0.61,0.53,1.36,2.35,322.4,169.4,153.0,0.58,0.50,1.29,2.23,106,118,2.15,2.39,2.04,2.27
,,,Likewisse,Master,Eggplants,The Garden,N/A,39.1,250,16,0.574,0.438,7,9,5106,2940,2166,16,6,11,49,32.7%,316.2,182.1,134.1,0.99,0.37,0.68,3.03,319.1,183.8,135.4,1.00,0.38,0.69,3.06,40,33,2.48,2.04,2.50,2.06
,,,Cid No Meka,Master,Feta Forgers,Cheese Guild,N/A,38.1,909,58,0.425,0.448,26,32,20259,11110,9149,38,26,93,136,27.9%,345.0,189.2,155.8,0.65,0.44,1.58,2.32,349.3,191.6,157.7,0.66,0.45,1.60,2.34,113,138,1.92,2.35,1.95,2.38
,,,Grandplat,Master,Oblivion,Event Horizon,N/A,37.0,152,11,0.343,0.182,2,9,3404,1760,1644,4,5,18,21,19.0%,346.7,179.3,167.4,0.41,0.51,1.83,2.14,309.5,160.0,149.5,0.36,0.45,1.64,1.91,17,26,1.73,2.65,1.55,2.36
,,,Instnt,Master,Care Bears,The Bear Den,N/A,36.9,173,11,0.382,0.364,4,7,3315,1760,1555,7,3,10,41,17.1%,296.6,157.5,139.2,0.63,0.27,0.89,3.67,301.4,160.0,141.4,0.64,0.27,0.91,3.73,22,30,1.97,2.68,2.00,2.73
,,,Sgtpickle,Master,Lemurs,The Jungle,N/A,36.1,644,42,0.435,0.429,18,24,13981,8130,5851,24,19,75,103,23.3%,336.1,195.4,140.7,0.58,0.46,1.80,2.48,332.9,193.6,139.3,0.57,0.45,1.79,2.45,80,95,1.92,2.28,1.90,2.26
,,,Sholonkerz,Master,Care Bears,The Bear Den,N/A,35.0,810,52,0.401,0.308,16,36,16989,8930,8059,27,22,75,138,19.6%,324.7,170.7,154.0,0.52,0.42,1.43,2.64,326.7,171.7,155.0,0.52,0.42,1.44,2.65,91,119,1.74,2.27,1.75,2.29
,,,Mew_Jr,Master,Feta Forgers,Cheese Guild,N/A,34.9,631,39,0.413,0.410,16,23,13325,7280,6045,22,29,56,83,26.5%,326.9,178.6,148.3,0.54,0.71,1.37,2.04,341.7,186.7,155.0,0.56,0.74,1.44,2.13,77,97,1.89,2.38,1.97,2.49
,,,Bolbi,Master,Lemurs,The Jungle,N/A,32.7,665,44,0.402,0.409,18,26,13981,7350,6631,27,17,55,105,25.7%,325.5,171.1,154.4,0.63,0.40,1.28,2.44,317.8,167.0,150.7,0.61,0.39,1.25,2.39,80,104,1.86,2.42,1.82,2.36
,,,Rev,Master,Recluses,Eight Legged Freaks,N/A,31.7,828,52,0.425,0.423,22,30,17126,9740,7386,37,30,67,119,31.1%,320.2,182.1,138.1,0.69,0.56,1.25,2.22,329.3,187.3,142.0,0.71,0.58,1.29,2.29,104,127,1.94,2.37,2.00,2.44
,,,Nue.,Master,Scooters,The Quad Dynasty,N/A,31.4,299,19,0.330,0.316,6,13,6557,3700,2857,14,10,29,35,40.0%,339.5,191.6,147.9,0.72,0.52,1.50,1.81,345.1,194.7,150.4,0.74,0.53,1.53,1.84,40,62,2.07,3.21,2.11,3.26
,,,Frikitshoward,Master,Oblivion,Event Horizon,N/A,31.0,383,26,0.403,0.385,10,16,8014,3930,4084,14,12,28,53,26.4%,323.9,158.9,165.1,0.57,0.49,1.13,2.14,308.2,151.2,157.1,0.54,0.46,1.08,2.04,48,62,1.94,2.51,1.85,2.38
,,,Juhstohh,Master,Care Bears,The Bear Den,N/A,30.6,806,51,0.398,0.314,16,35,16248,8780,7468,32,18,65,143,22.4%,312.1,168.6,143.4,0.61,0.35,1.25,2.75,318.6,172.2,146.4,0.63,0.35,1.27,2.80,87,115,1.67,2.21,1.71,2.25
,,,Aub,Master,Care Bears,The Bear Den,N/A,30.5,871,55,0.402,0.327,18,37,18405,9750,8655,33,24,80,125,26.4%,327.1,173.3,153.8,0.59,0.43,1.42,2.22,334.6,177.3,157.4,0.60,0.44,1.45,2.27,99,129,1.76,2.29,1.80,2.35
,,,Scotti,Master,"Basilisks
Huacayas","The Forest
The Herd",N/A,30.5,719,42,0.583,0.667,28,14,14335,8240,6095,31,28,53,109,28.4%,308.7,177.4,131.2,0.67,0.60,1.14,2.35,341.3,196.2,145.1,0.74,0.67,1.26,2.60,111,89,2.39,1.92,2.64,2.12
,,,Xero,Master,"Scooters
Feta Forgers","The Quad Dynasty
Cheese Guild",N/A,29.8,790,50,0.337,0.340,17,33,17679,9320,8359,27,18,95,97,27.8%,346.4,182.6,163.8,0.53,0.35,1.86,1.90,353.6,186.4,167.2,0.54,0.36,1.90,1.94,86,134,1.69,2.63,1.72,2.68
,,,Rumble,Master,Glacier Mint,Minty Fresh,N/A,27.1,773,49,0.402,0.469,23,26,15465,7900,7565,26,26,58,110,23.6%,309.7,158.2,151.5,0.52,0.52,1.16,2.20,315.6,161.2,154.4,0.53,0.53,1.18,2.24,104,134,2.08,2.68,2.12,2.73
,,,Super,Master,Lemurs,The Jungle,N/A,25.9,849,57,0.446,0.456,26,31,18350,9800,8550,37,17,84,105,35.2%,334.6,178.7,155.9,0.67,0.31,1.53,1.91,321.9,171.9,150.0,0.65,0.30,1.47,1.84,110,127,2.01,2.32,1.93,2.23
,,,Tempo.,Master,Crash Tompactors,Maste Wanagement,N/A,23.8,240,15,0.379,0.533,8,7,4403,2420,1983,10,7,13,42,23.8%,284.0,156.1,127.9,0.65,0.45,0.84,2.71,293.5,161.3,132.2,0.67,0.47,0.87,2.80,29,40,1.87,2.58,1.93,2.67
,,,Prussia,Master,Eggplants,The Garden,N/A,23.3,84,4,0.545,0.250,1,3,1487,820,667,3,2,5,17,17.6%,274.1,151.1,122.9,0.55,0.37,0.92,3.13,371.8,205.0,166.8,0.75,0.50,1.25,4.25,8,7,1.47,1.29,2.00,1.75
,,,Swift,Master,Scooters,The Quad Dynasty,N/A,23.1,648,40,0.412,0.425,17,23,13023,7170,5853,27,18,54,87,31.0%,311.1,171.3,139.8,0.65,0.43,1.29,2.08,325.6,179.3,146.3,0.68,0.45,1.35,2.18,91,114,2.17,2.72,2.28,2.85
,,,Doortk,Master,Chimaeras,The Abyss,N/A,10.5,205,13,0.476,0.538,7,6,3792,1970,1822,7,4,16,27,25.9%,286.4,148.8,137.6,0.53,0.30,1.21,2.04,291.7,151.5,140.2,0.54,0.31,1.23,2.08,32,34,2.42,2.57,2.46,2.62
,,,Phelpsy,Master,"Scooters
Heinous Henchmen","The Quad Dynasty
The Syndicate",N/A,10.4,333,22,0.359,0.273,6,16,6331,3210,3121,10,6,30,41,24.4%,294.3,149.2,145.1,0.46,0.28,1.39,1.91,287.8,145.9,141.9,0.45,0.27,1.36,1.86,33,49,1.53,2.28,1.50,2.23
,,,Reckless._,Master,Recluses,Eight Legged Freaks,N/A,4.8,393,24,0.306,0.375,9,15,7075,3580,3495,10,10,33,43,23.3%,278.7,141.0,137.7,0.39,0.39,1.30,1.69,294.8,149.2,145.6,0.42,0.42,1.38,1.79,41,70,1.62,2.76,1.71,2.92
,,,Wall2Wall3,Master,"Scooters
Crash Tompactors","The Quad Dynasty
Maste Wanagement",N/A,2.4,108,6,0.228,0.167,1,5,1917,1110,807,4,3,9,11,36.4%,274.8,159.1,115.7,0.57,0.43,1.29,1.58,319.5,185.0,134.5,0.67,0.50,1.50,1.83,10,22,1.43,3.15,1.67,3.67
,,,Flux,Master,Crash Tompactors,Maste Wanagement,N/A,-3.1,113,8,0.396,0.375,3,5,2027,860,1167,3,1,8,11,27.3%,277.7,117.8,159.9,0.41,0.14,1.10,1.51,253.4,107.5,145.9,0.38,0.13,1.00,1.38,12,16,1.64,2.19,1.50,2.00
,,,Vipr Rl,Elite,Azathoth,The Mythos,Lunar,125.5,300,20,0.789,0.850,17,3,9514,5910,3604,29,16,29,76,38.2%,512.1,318.1,194.0,1.56,0.86,1.56,4.09,475.7,295.5,180.2,1.45,0.80,1.45,3.80,68,30,3.66,1.61,3.40,1.50
,,,Rapidz 0_0,Elite,"Demons
Cyclones","The Monster Mash
Storm",Solar,90.7,95,6,0.851,1.000,6,0,2421,1550,871,2,8,15,20,10.0%,411.5,263.5,148.1,0.34,1.36,2.55,3.40,403.5,258.3,145.2,0.33,1.33,2.50,3.33,19,6,3.23,1.02,3.17,1.00
,,,Avvux,Elite,Summoned,Destined,Solar,90.3,964,63,0.677,0.698,44,19,27162,16420,10742,82,28,94,212,38.7%,455.0,275.1,179.9,1.37,0.47,1.57,3.55,431.1,260.6,170.5,1.30,0.44,1.49,3.37,182,114,3.05,1.91,2.89,1.81
,,,R0Xy-_-,Elite,Orcas,Whale Defense,Lunar,88.6,1062,63,0.648,0.651,41,22,29013,16960,12053,70,41,111,236,29.7%,441.2,257.9,183.3,1.06,0.62,1.69,3.59,460.5,269.2,191.3,1.11,0.65,1.76,3.75,181,122,2.75,1.86,2.87,1.94
,,,Reis,Elite,"Uranus
Knights","The Nexus
The Sovereign",Solar,85.6,885,59,0.528,0.576,34,25,23784,13080,10704,45,40,94,188,23.9%,434.0,238.7,195.3,0.82,0.73,1.72,3.43,403.1,221.7,181.4,0.76,0.68,1.59,3.19,126,117,2.30,2.13,2.14,1.98
,,,Poptart Pounder,Elite,Ghastly Goombahs,The Syndicate,Lunar,82.2,750,44,0.682,0.659,29,15,19378,12130,7248,60,33,59,153,39.2%,417.2,261.2,156.1,1.29,0.71,1.27,3.29,440.4,275.7,164.7,1.36,0.75,1.34,3.48,151,94,3.25,2.02,3.43,2.14
,,,Rhino Is Trash,Elite,Summoned,Destined,Solar,79.6,758,50,0.662,0.700,35,15,19088,11150,7938,44,46,61,140,31.4%,406.7,237.5,169.1,0.94,0.98,1.30,2.98,381.8,223.0,158.8,0.88,0.92,1.22,2.80,142,93,3.03,1.98,2.84,1.86
,,,Veil._,Elite,Wrath,Seven Deadly Sins,Lunar,78.3,1085,63,0.536,0.524,33,30,29116,16530,12586,58,55,123,183,31.7%,433.3,246.0,187.3,0.86,0.82,1.83,2.72,462.2,262.4,199.8,0.92,0.87,1.95,2.90,173,158,2.57,2.35,2.75,2.51
,,,Best Cheerleader Dan!,Elite,Ghastly Goombahs,The Syndicate,Lunar,76.8,555,33,0.715,0.697,23,10,14022,8260,5762,34,30,47,101,33.7%,408.0,240.3,167.7,0.99,0.87,1.37,2.94,424.9,250.3,174.6,1.03,0.91,1.42,3.06,112,63,3.26,1.83,3.39,1.91
,,,Fin0Oo,Elite,Great Whites,Shark Attack,Lunar,73.8,1057,62,0.564,0.645,40,22,26910,15090,11820,57,39,106,214,26.6%,411.1,230.5,180.6,0.87,0.60,1.62,3.27,434.0,243.4,190.6,0.92,0.63,1.71,3.45,145,122,2.22,1.86,2.34,1.97
,,,Tac0Stains,Elite,Desolation,Event Horizon,Solar,73.4,1002,64,0.565,0.563,36,28,25002,13730,11272,53,41,87,203,26.1%,402.9,221.3,181.7,0.85,0.66,1.40,3.27,390.7,214.5,176.1,0.83,0.64,1.36,3.17,146,123,2.35,1.98,2.28,1.92
,,,Hydro,Elite,Dumbsters,Maste Wanagement,Solar,73.1,235,14,0.425,0.429,6,8,5887,3310,2577,7,12,31,46,15.2%,404.5,227.5,177.1,0.48,0.82,2.13,3.16,420.5,236.4,184.1,0.50,0.86,2.21,3.29,27,33,1.86,2.27,1.93,2.36
,,,Sttch.,Elite,"Wendigos
Cyclones","The Forest
Storm",Solar,72.6,498,32,0.458,0.375,12,20,13191,6960,6231,24,15,57,96,25.0%,427.7,225.7,202.1,0.78,0.49,1.85,3.11,412.2,217.5,194.7,0.75,0.47,1.78,3.00,59,66,1.91,2.14,1.84,2.06
,,,Wonderszn,Elite,Menthol,Minty Fresh,Solar,71.9,928,60,0.593,0.617,37,23,23028,12950,10078,52,42,78,175,29.7%,400.7,225.3,175.4,0.90,0.73,1.36,3.05,383.8,215.8,168.0,0.87,0.70,1.30,2.92,143,112,2.49,1.95,2.38,1.87
,,,Aeb311,Elite,Midnight,The Shadows,Solar,71.7,976,64,0.625,0.656,42,22,24239,14000,10239,60,39,83,190,31.6%,401.1,231.6,169.4,0.99,0.65,1.37,3.14,378.7,218.8,160.0,0.94,0.61,1.30,2.97,155,111,2.56,1.84,2.42,1.73
,,,Josan (Needs To Respond),Elite,"Suris
Gelato
Uranus","The Herd
Fifty-Fifty Pizzeria
The Nexus",Lunar,71.3,117,8,0.584,0.500,4,4,2942,1670,1272,6,5,12,22,27.3%,406.1,230.5,175.6,0.83,0.69,1.66,3.04,367.8,208.8,159.0,0.75,0.63,1.50,2.75,21,17,2.90,2.35,2.63,2.13
,,,Wicked,Elite,Azathoth,The Mythos,Lunar,70.3,954,58,0.615,0.655,38,20,23250,14240,9010,65,29,85,204,31.9%,393.6,241.0,152.5,1.10,0.49,1.44,3.45,400.9,245.5,155.3,1.12,0.50,1.47,3.52,168,125,2.84,2.12,2.90,2.16
,,,Joe,Elite,"Dumbsters
Cyclones","Maste Wanagement
Storm",Solar,69.7,944,56,0.609,0.571,32,24,23380,13710,9670,49,44,98,171,28.7%,400.0,234.5,165.4,0.84,0.75,1.68,2.93,417.5,244.8,172.7,0.88,0.79,1.75,3.05,152,114,2.60,1.95,2.71,2.04
,,,Kolm,Elite,Wheelchairs,The Quad Dynasty,Solar,67.7,1067,62,0.531,0.500,31,31,25369,14800,10569,66,48,76,200,33.0%,383.9,224.0,160.0,1.00,0.73,1.15,3.03,409.2,238.7,170.5,1.06,0.77,1.23,3.23,153,141,2.32,2.13,2.47,2.27
,,,Sillybunny,Elite,"Cyclones
Gelato","Storm
Fifty-Fifty Pizzeria",Solar,67.4,141,8,0.553,0.625,5,3,3338,1950,1388,9,7,9,25,36.0%,382.3,223.3,159.0,1.03,0.80,1.03,2.86,417.3,243.8,173.5,1.13,0.88,1.13,3.13,24,21,2.75,2.41,3.00,2.63
,,,Ahmed_Sa23,Elite,Ghastly Goombahs,The Syndicate,Lunar,67.1,421,24,0.540,0.500,12,12,9397,5850,3547,21,26,33,80,26.3%,360.4,224.4,136.1,0.81,1.00,1.27,3.07,391.5,243.8,147.8,0.88,1.08,1.38,3.33,75,68,2.88,2.61,3.13,2.83
,,,Hoes,Elite,Suris,The Herd,Lunar,66.6,906,59,0.545,0.559,33,26,21072,12130,8942,47,47,68,168,28.0%,375.6,216.2,159.4,0.84,0.84,1.21,2.99,357.2,205.6,151.6,0.80,0.80,1.15,2.85,148,132,2.64,2.35,2.51,2.24
,,,Khamul,Elite,Demons,The Monster Mash,Lunar,65.9,1042,60,0.533,0.550,33,27,26286,15800,10486,56,39,129,180,31.1%,407.4,244.9,162.5,0.87,0.60,2.00,2.79,438.1,263.3,174.8,0.93,0.65,2.15,3.00,163,150,2.53,2.32,2.72,2.50
,,,Steeltoehammer,Elite,Midnight,The Shadows,Solar,65.3,923,60,0.625,0.650,39,21,21455,12320,9135,49,37,74,187,26.2%,375.4,215.5,159.8,0.86,0.65,1.29,3.27,357.6,205.3,152.3,0.82,0.62,1.23,3.12,148,106,2.59,1.85,2.47,1.77
,,,Lil Windex,Elite,Pixel Picassos,Art Club,Solar,65.2,831,52,0.597,0.673,35,17,20886,11770,9116,46,30,85,142,32.4%,405.9,228.7,177.1,0.89,0.58,1.65,2.76,401.7,226.3,175.3,0.88,0.58,1.63,2.73,117,90,2.27,1.75,2.25,1.73
