Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Veteran,RSC005689,Ary,Berserkers,World Warriors,Lunar,Lunar Ember,18.21,75,4,18.75,0.374,0.000,0,4,0,1101,660,441,1,4,5,11,0.091,230.64,138.26,92.38,0.21,0.84,1.05,2.30,275.25,165.00,110.25,0.25,1.00,1.25,2.75,10,16,2.09,3.35,2.50,4.00
Veteran,RSC007070,demha.,White Collars,Shell Corp.,Lunar,Lunar Cloud,17.43,48,3,16.00,0.538,0.333,1,2,0,973,660,313,3,0,6,6,0.500,318.48,216.03,102.45,0.98,0.00,1.96,1.96,324.33,220.00,104.33,1.00,0.00,2.00,2.00,8,7,2.62,2.29,2.67,2.33
Veteran,RSC008548,Slinkxyz,"Peppermint
Makos
Shadow Tails","Minty Fresh
Shark Attack
Pawverse","Solar
Solar
Solar","Solar Cloud
Solar Mountain
Solar Ocean",17.07,303,20,15.15,0.426,0.250,5,15,1,5102,2680,2422,9,8,19,43,0.209,264.55,138.96,125.58,0.47,0.41,0.99,2.23,255.10,134.00,121.10,0.45,0.40,0.95,2.15,32,51,1.66,2.64,1.60,2.55
Veteran,RSC008592,Rezcoh,Peppermint,Minty Fresh,Solar,Solar Cloud,17.03,73,4,18.25,0.500,0.500,2,2,0,1292,630,662,3,2,3,8,0.375,278.06,135.59,142.48,0.65,0.43,0.65,1.72,323.00,157.50,165.50,0.75,0.50,0.75,2.00,13,13,2.80,2.80,3.25,3.25
Veteran,RSC004970,Tgunn05,"Folks
Peppermint","The Pit
Minty Fresh","Lunar
Solar","Lunar Ember
Solar Cloud",16.27,557,34,16.38,0.444,0.324,11,23,3,9866,5420,4446,18,14,45,67,0.269,278.29,152.88,125.41,0.51,0.39,1.27,1.89,290.18,159.41,130.76,0.53,0.41,1.32,1.97,69,102,1.95,2.88,2.03,3.00
Veteran,RSC008562,lul za za,"Supernova
Peppermint","The Cosmos
Minty Fresh","Lunar
Solar","Lunar Ember
Solar Cloud",15.61,109,7,15.57,0.413,0.286,2,5,1,2110,970,1140,3,1,10,12,0.250,304.13,139.81,164.32,0.43,0.14,1.44,1.73,301.43,138.57,162.86,0.43,0.14,1.43,1.71,12,18,1.73,2.59,1.71,2.57
Veteran,RSC006428,SniperWarrior007,Peppermint,Minty Fresh,Solar,Solar Cloud,15.48,124,8,15.50,0.357,0.125,1,7,0,2162,1080,1082,3,4,9,13,0.231,273.93,136.84,137.09,0.38,0.51,1.14,1.65,270.25,135.00,135.25,0.38,0.50,1.13,1.63,12,24,1.52,3.04,1.50,3.00
Veteran,RSC008411,Fujin Rikow.,"Dread
Singularity","The Shadows
Event Horizon","Lunar
Solar","Lunar Mountain
Solar Ember",12.15,359,23,15.61,0.359,0.130,3,20,2,6381,3150,3231,8,7,32,40,0.200,279.25,137.85,141.40,0.35,0.31,1.40,1.75,277.43,136.96,140.48,0.35,0.30,1.39,1.74,33,81,1.44,3.54,1.43,3.52
Veteran,RSC008505,SpicyShinobi,Grizzly Bears,The Bear Den,Solar,Solar Ocean,10.27,169,13,13.00,0.373,0.231,3,10,1,2978,1280,1698,3,3,13,18,0.167,276.85,118.99,157.85,0.28,0.28,1.21,1.67,229.08,98.46,130.62,0.23,0.23,1.00,1.38,14,29,1.30,2.70,1.08,2.23
Veteran,RSC000848,WittingHalo64,Water,The Elements,Solar,Solar Mountain,9.03,31,2,15.50,0.348,0.000,0,2,0,478,210,268,1,0,1,6,0.167,242.25,106.43,135.82,0.51,0.00,0.51,3.04,239.00,105.00,134.00,0.50,0.00,0.50,3.00,3,5,1.52,2.53,1.50,2.50
Veteran,RSC006949,oiNio,White Collars,Shell Corp.,Lunar,Lunar Cloud,8.44,67,4,16.75,0.473,0.250,1,3,0,1209,630,579,4,0,3,8,0.500,283.50,147.73,135.77,0.94,0.00,0.70,1.88,302.25,157.50,144.75,1.00,0.00,0.75,2.00,9,10,2.11,2.34,2.25,2.50
Veteran,RSC007576,CxldHeartedJess,"Peppermint
Dread","Minty Fresh
The Shadows","Solar
Lunar","Solar Cloud
Lunar Mountain",3.64,140,9,15.56,0.399,0.222,2,7,0,2090,990,1100,2,5,8,14,0.143,234.54,111.10,123.44,0.22,0.56,0.90,1.57,232.22,110.00,122.22,0.22,0.56,0.89,1.56,18,29,2.02,3.25,2.00,3.22
Veteran,RSC005246,Irishhhh,Mosaic Maestros,Art Club,Solar,Solar Mountain,1.77,558,35,15.94,0.409,0.286,10,25,1,8676,4280,4396,12,9,39,68,0.176,244.28,120.51,123.77,0.34,0.25,1.10,1.91,247.89,122.29,125.60,0.34,0.26,1.11,1.94,67,126,1.89,3.55,1.91,3.60
Veteran,RSC006794,HI7MAN305,"Peppermint
Fer-de-Lance","Minty Fresh
Venom Lab","Solar
Lunar","Solar Cloud
Lunar Ocean",-4.22,511,32,15.97,0.390,0.250,8,24,1,7536,4180,3356,9,13,43,48,0.188,231.70,128.52,103.18,0.28,0.40,1.32,1.48,235.50,130.63,104.88,0.28,0.41,1.34,1.50,54,115,1.66,3.54,1.69,3.59
Veteran,RSC006187,1999 Toyota Camry,Fer-de-Lance,Venom Lab,Lunar,Lunar Ocean,-31.58,63,4,15.75,0.188,0.000,0,4,0,664,350,314,1,1,3,5,0.200,165.59,87.28,78.31,0.25,0.25,0.75,1.25,166.00,87.50,78.50,0.25,0.25,0.75,1.25,3,13,0.75,3.24,0.75,3.25
Veteran,RSC003456,Brainman_18,Fer-de-Lance,Venom Lab,Lunar,Lunar Ocean,-48.29,42,2,21.00,0.230,0.000,0,2,0,368,180,188,1,0,1,3,0.333,137.66,67.33,70.33,0.37,0.00,0.37,1.12,184.00,90.00,94.00,0.50,0.00,0.50,1.50,3,8,1.12,2.99,1.50,4.00
Rival,RSC008249,imtobad00,Lightning,Mach Velocity,Lunar,Lunar Cloud,125.16,21,2,10.50,0.567,0.500,1,1,1,750,440,310,3,1,1,4,0.750,533.41,312.93,220.48,2.13,0.71,0.71,2.84,375.00,220.00,155.00,1.50,0.50,0.50,2.00,6,5,4.27,3.56,3.00,2.50
Rival,RSC006733,RL Rust,Primo,The Hood,Solar,Solar Ember,102.48,930,64,14.53,0.543,0.625,40,24,16,27232,15230,12002,63,52,86,203,0.310,437.34,244.59,192.75,1.01,0.84,1.38,3.26,425.50,237.97,187.53,0.98,0.81,1.34,3.17,158,109,2.54,1.75,2.47,1.70
Rival,RSC007317,TheDarkHero77,"Tax Evaders
Asiago Arsonists","Shell Corp.
Cheese Guild","Lunar
Lunar","Lunar Cloud
Lunar Cloud",94.20,855,56,15.27,0.529,0.589,33,23,20,25043,13870,11173,65,37,75,177,0.367,437.46,242.29,195.17,1.14,0.65,1.31,3.09,447.20,247.68,199.52,1.16,0.66,1.34,3.16,146,115,2.55,2.01,2.61,2.05
Rival,RSC007035,swah-,Phoenix,Mythspire,Solar,Solar Cloud,93.80,704,43,16.37,0.542,0.628,27,16,14,19160,11460,7700,54,29,57,176,0.307,406.48,243.13,163.36,1.15,0.62,1.21,3.73,445.58,266.51,179.07,1.26,0.67,1.33,4.09,120,87,2.55,1.85,2.79,2.02
Rival,RSC008440,Keriel_Cereal,Hippos,Safari,Lunar,Lunar Ocean,93.04,944,64,14.75,0.546,0.719,46,18,25,26814,15270,11544,57,49,104,192,0.297,424.24,241.59,182.64,0.90,0.78,1.65,3.04,418.97,238.59,180.38,0.89,0.77,1.63,3.00,167,112,2.64,1.77,2.61,1.75
Rival,RSC006770,ExecutivePowers,Guards,The King's Court,Lunar,Lunar Ocean,85.09,897,60,14.95,0.501,0.533,32,28,16,25320,14880,10440,54,42,115,163,0.331,421.59,247.76,173.83,0.90,0.70,1.91,2.71,422.00,248.00,174.00,0.90,0.70,1.92,2.72,145,144,2.41,2.40,2.42,2.40
Rival,RSC007831,Havox,Hue Heroes,Art Club,Solar,Solar Mountain,83.29,869,59,14.73,0.524,0.542,32,27,16,23672,13860,9812,56,44,90,156,0.359,406.85,238.21,168.64,0.96,0.76,1.55,2.68,401.22,234.92,166.31,0.95,0.75,1.53,2.64,169,140,2.90,2.41,2.86,2.37
Rival,RSC005265,doctorprofessor_,Centuriones,The Sovereign,Solar,Solar Ocean,83.25,841,57,14.75,0.549,0.649,37,20,14,22169,12990,9179,48,46,86,159,0.302,393.70,230.69,163.01,0.85,0.82,1.53,2.82,388.93,227.89,161.04,0.84,0.81,1.51,2.79,151,100,2.68,1.78,2.65,1.75
Rival,RSC008603,garrydacarry,Dracos,Mythical,Solar,Solar Ocean,83.25,66,4,16.50,0.540,0.500,2,2,1,1779,990,789,3,1,9,19,0.158,402.58,224.03,178.55,0.68,0.23,2.04,4.30,444.75,247.50,197.25,0.75,0.25,2.25,4.75,6,5,1.36,1.13,1.50,1.25
Rival,RSC007093,Mangy,Dracos,Mythical,Solar,Solar Ocean,83.19,61,4,15.25,0.453,0.500,2,2,1,1383,790,593,3,6,2,9,0.333,338.62,193.43,145.19,0.73,1.47,0.49,2.20,345.75,197.50,148.25,0.75,1.50,0.50,2.25,11,13,2.69,3.18,2.75,3.25
Rival,RSC007625,Assassin,Wind,The Elements,Solar,Solar Mountain,81.42,894,57,15.68,0.526,0.561,32,25,15,24443,14540,9903,71,32,81,179,0.397,408.35,242.91,165.44,1.19,0.53,1.35,2.99,428.82,255.09,173.74,1.25,0.56,1.42,3.14,156,126,2.61,2.10,2.74,2.21
Rival,RSC005703,ShoddyWolfman,Scramjets,Remove Before Flight,Lunar,Lunar Mountain,80.13,963,62,15.53,0.528,0.548,34,28,14,24713,14750,9963,66,45,79,195,0.338,383.28,228.76,154.52,1.02,0.70,1.23,3.02,398.60,237.90,160.69,1.06,0.73,1.27,3.15,169,134,2.62,2.08,2.73,2.16
Rival,RSC000156,Drupenson,Hue Heroes,Art Club,Solar,Solar Mountain,80.03,679,46,14.76,0.543,0.609,28,18,9,17008,10450,6558,49,37,48,130,0.377,374.11,229.86,144.25,1.08,0.81,1.06,2.86,369.74,227.17,142.57,1.07,0.80,1.04,2.83,138,100,3.04,2.20,3.00,2.17
Rival,RSC008290,KrsOneTwoThree1,Lightning,Mach Velocity,Lunar,Lunar Cloud,78.38,913,64,14.27,0.520,0.547,35,29,16,25344,14660,10684,57,36,111,161,0.354,414.59,239.82,174.78,0.93,0.59,1.82,2.63,396.00,229.06,166.94,0.89,0.56,1.73,2.52,155,131,2.54,2.14,2.42,2.05
Rival,RSC004536,Grim,Centuriones,The Sovereign,Solar,Solar Ocean,78.08,492,32,15.38,0.553,0.688,22,10,12,12716,8010,4706,39,19,43,101,0.386,386.01,243.16,142.86,1.18,0.58,1.31,3.07,397.38,250.31,147.06,1.22,0.59,1.34,3.16,91,63,2.76,1.91,2.84,1.97
Rival,RSC005873,Gama The Dwarf,Mining Legion,Dwarf Haven,Lunar,Lunar Ember,75.26,888,60,14.80,0.544,0.633,38,22,18,22747,13150,9597,60,32,74,185,0.324,382.59,221.17,161.41,1.01,0.54,1.24,3.11,379.12,219.17,159.95,1.00,0.53,1.23,3.08,153,105,2.57,1.77,2.55,1.75
Rival,RSC008557,lowcortisol lurx,"Dracos
Phoenix","Mythical
Mythspire","Solar
Solar","Solar Ocean
Solar Cloud",74.08,417,28,14.89,0.551,0.607,17,11,8,10085,6060,4025,27,19,31,86,0.314,361.21,217.05,144.16,0.97,0.68,1.11,3.08,360.18,216.43,143.75,0.96,0.68,1.11,3.07,72,51,2.58,1.83,2.57,1.82
Rival,RSC008582,ZeXeR-_-,"Ocelots
Polar Ice
Tax Evaders","The Jungle
Minty Fresh
Shell Corp.","Solar
Solar
Lunar","Solar Cloud
Solar Cloud
Lunar Cloud",71.94,158,11,14.36,0.508,0.364,4,7,2,4035,2420,1615,11,7,14,27,0.407,381.42,228.76,152.66,1.04,0.66,1.32,2.55,366.82,220.00,146.82,1.00,0.64,1.27,2.45,27,26,2.55,2.46,2.45,2.36
Rival,RSC005834,IIIYummyIIII,Hot Wings,Fifty-Fifty Pizzeria,Lunar,Lunar Mountain,71.76,925,62,14.92,0.487,0.468,29,33,15,24060,13880,10180,63,34,84,168,0.375,388.48,224.11,164.37,1.02,0.55,1.36,2.71,388.06,223.87,164.19,1.02,0.55,1.35,2.71,145,162,2.34,2.62,2.34,2.61
Rival,RSC006678,EyeSucka,Mining Legion,Dwarf Haven,Lunar,Lunar Ember,71.62,892,60,14.87,0.537,0.633,38,22,14,21106,12130,8976,54,41,57,183,0.295,353.39,203.10,150.29,0.90,0.69,0.95,3.06,351.77,202.17,149.60,0.90,0.68,0.95,3.05,152,111,2.55,1.86,2.53,1.85
Rival,RSC000367,Pana,Scramjets,Remove Before Flight,Lunar,Lunar Mountain,70.82,572,36,15.89,0.562,0.639,23,13,8,14944,8720,6224,41,18,53,107,0.383,390.20,227.69,162.51,1.07,0.47,1.38,2.79,415.11,242.22,172.89,1.14,0.50,1.47,2.97,107,68,2.79,1.78,2.97,1.89
Rival,RSC005885,noot,Quasars,The Cosmos,Lunar,Lunar Ember,70.61,858,60,14.30,0.515,0.533,32,28,13,22448,12340,10108,49,35,85,144,0.340,390.76,214.81,175.95,0.85,0.61,1.48,2.51,374.13,205.67,168.47,0.82,0.58,1.42,2.40,142,125,2.47,2.18,2.37,2.08
Rival,RSC007487,YoloOnTinder,Liars,Grand Fleet,Solar,Solar Ember,69.99,55,4,13.75,0.391,0.250,1,3,0,1514,900,614,5,1,5,10,0.500,411.13,244.40,166.73,1.36,0.27,1.36,2.72,378.50,225.00,153.50,1.25,0.25,1.25,2.50,8,12,2.17,3.26,2.00,3.00
Rival,RSC007549,Whiffy_RL,Scramjets,Remove Before Flight,Lunar,Lunar Mountain,69.59,240,17,14.12,0.553,0.706,12,5,1,5838,3090,2748,9,12,23,44,0.205,363.30,192.29,171.01,0.56,0.75,1.43,2.74,343.41,181.76,161.65,0.53,0.71,1.35,2.59,41,30,2.55,1.87,2.41,1.76
Rival,RSC008360,Merk890,Lightning,Mach Velocity,Lunar,Lunar Cloud,69.41,778,52,14.96,0.523,0.558,29,23,10,18733,10580,8153,44,39,57,138,0.319,359.62,203.11,156.52,0.84,0.75,1.09,2.65,360.25,203.46,156.79,0.85,0.75,1.10,2.65,133,111,2.55,2.13,2.56,2.13
Rival,RSC008405,gxcid,"Barracudas
Black Ice","Tyrants of the Sea
Sub Zero","Lunar
Solar","Lunar Ocean
Solar Cloud",69.39,695,43,16.16,0.524,0.581,25,18,11,17288,10010,7278,40,24,68,141,0.284,371.52,215.11,156.40,0.86,0.52,1.46,3.03,402.05,232.79,169.26,0.93,0.56,1.58,3.28,106,88,2.28,1.89,2.47,2.05
Rival,RSC006774,JazzMagic.,Ruthless Racket,The Syndicate,Lunar,Lunar Cloud,68.81,925,63,14.68,0.505,0.556,35,28,15,23942,12780,11162,50,36,88,158,0.316,386.58,206.35,180.23,0.81,0.58,1.42,2.55,380.03,202.86,177.17,0.79,0.57,1.40,2.51,143,137,2.31,2.21,2.27,2.17
Rival,RSC002267,Dooqal,Heavy Metal,The Pit,Lunar,Lunar Ember,68.65,828,54,15.33,0.477,0.407,22,32,12,21701,11820,9881,45,26,90,152,0.296,391.44,213.21,178.23,0.81,0.47,1.62,2.74,401.87,218.89,182.98,0.83,0.48,1.67,2.81,110,133,1.98,2.40,2.04,2.46
Rival,RSC008234,Its_Bran,Asiago Arsonists,Cheese Guild,Lunar,Lunar Cloud,68.30,844,54,15.63,0.538,0.648,35,19,14,21269,12250,9019,46,34,89,150,0.307,376.38,216.78,159.60,0.81,0.60,1.57,2.65,393.87,226.85,167.02,0.85,0.63,1.65,2.78,141,103,2.50,1.82,2.61,1.91
Rival,RSC003411,Levibullrush,Quasars,The Cosmos,Lunar,Lunar Ember,67.57,119,7,17.00,0.538,0.571,4,3,1,2812,1690,1122,6,5,12,24,0.250,352.93,212.11,140.82,0.75,0.63,1.51,3.01,401.71,241.43,160.29,0.86,0.71,1.71,3.43,19,16,2.38,2.01,2.71,2.29
Rival,RSC004452,sleepzey,Black Ice,Sub Zero,Solar,Solar Cloud,67.29,727,48,15.15,0.497,0.542,26,22,10,18434,9860,8574,41,28,62,126,0.325,378.71,202.56,176.14,0.84,0.58,1.27,2.59,384.04,205.42,178.63,0.85,0.58,1.29,2.63,118,121,2.42,2.49,2.46,2.52
Rival,RSC001330,Blissful Beluga,Howlers,The Rising,Solar,Solar Ember,66.98,345,23,15.00,0.479,0.478,11,12,6,7880,4490,3390,20,12,22,79,0.253,341.13,194.38,146.76,0.87,0.52,0.95,3.42,342.61,195.22,147.39,0.87,0.52,0.96,3.43,50,57,2.16,2.47,2.17,2.48
Rival,RSC006072,AveX InceptionZ,Kitsune,The Shrine,Solar,Solar Mountain,66.40,809,56,14.45,0.508,0.518,29,27,12,19460,10840,8620,37,32,79,159,0.233,359.26,200.12,159.14,0.68,0.59,1.46,2.94,347.50,193.57,153.93,0.66,0.57,1.41,2.84,117,109,2.16,2.01,2.09,1.95
Rival,RSC002841,dyl,Barracudas,Tyrants of the Sea,Lunar,Lunar Ocean,66.07,195,13,15.00,0.517,0.385,5,8,2,5108,3130,1978,18,3,16,38,0.474,391.23,239.73,151.50,1.38,0.23,1.23,2.91,392.92,240.77,152.15,1.38,0.23,1.23,2.92,35,32,2.68,2.45,2.69,2.46
Rival,RSC000136,Blun,Hue Heroes,Art Club,Solar,Solar Mountain,65.23,715,47,15.21,0.547,0.617,29,18,8,16979,10370,6609,57,27,40,132,0.432,354.67,216.62,138.05,1.19,0.56,0.84,2.76,361.26,220.64,140.62,1.21,0.57,0.85,2.81,152,107,3.18,2.24,3.23,2.28
Rival,RSC003017,AlanShoreEsq,"Heavy Metal
Samurai","The Pit
World Warriors","Lunar
Lunar","Lunar Ember
Lunar Ember",65.17,97,7,13.86,0.327,0.000,0,7,0,2294,1150,1144,2,4,11,20,0.100,353.22,177.07,176.15,0.31,0.62,1.69,3.08,327.71,164.29,163.43,0.29,0.57,1.57,2.86,11,24,1.69,3.70,1.57,3.43
Rival,RSC000519,bovi,Dracos,Mythical,Solar,Solar Ocean,64.71,910,64,14.22,0.468,0.438,28,36,15,23430,13020,10410,48,31,103,152,0.316,384.55,213.69,170.85,0.79,0.51,1.69,2.49,366.09,203.44,162.66,0.75,0.48,1.61,2.38,115,152,1.89,2.49,1.80,2.38
Rival,RSC005752,Surge85,"Asiago Arsonists
Tax Evaders
Nightfall
Barracudas","Cheese Guild
Shell Corp.
The Shadows
Tyrants of the Sea","Lunar
Lunar
Lunar
Lunar","Lunar Cloud
Lunar Cloud
Lunar Mountain
Lunar Ocean",64.15,829,60,13.82,0.490,0.400,24,36,10,21294,10950,10344,39,28,85,140,0.279,383.64,197.28,186.36,0.70,0.50,1.53,2.52,354.90,182.50,172.40,0.65,0.47,1.42,2.33,119,130,2.14,2.34,1.98,2.17
Rival,RSC006209,Celiscy,"Nightfall
Tax Evaders","The Shadows
Shell Corp.","Lunar
Lunar","Lunar Mountain
Lunar Cloud",64.07,871,60,14.52,0.496,0.500,30,30,15,21963,12670,9293,61,21,77,167,0.365,376.61,217.26,159.35,1.05,0.36,1.32,2.86,366.05,211.17,154.88,1.02,0.35,1.28,2.78,135,139,2.31,2.38,2.25,2.32
Rival,RSC000441,Wolfocus,Black Ice,Sub Zero,Solar,Solar Cloud,63.54,621,39,15.92,0.523,0.564,22,17,12,14619,9260,5359,44,23,51,116,0.379,351.60,222.71,128.89,1.06,0.55,1.23,2.79,374.85,237.44,137.41,1.13,0.59,1.31,2.97,103,87,2.48,2.09,2.64,2.23
Rival,RSC006464,vAirwick,Hammerheads,Shark Attack,Solar,Solar Mountain,63.47,666,45,14.80,0.484,0.489,22,23,10,15539,9260,6279,41,28,51,121,0.339,348.47,207.66,140.81,0.92,0.63,1.14,2.71,345.31,205.78,139.53,0.91,0.62,1.13,2.69,107,121,2.40,2.71,2.38,2.69
Rival,RSC008191,CrowBar7570,Guards,The King's Court,Lunar,Lunar Ocean,63.23,800,55,14.55,0.506,0.527,29,26,8,19572,10820,8752,49,28,62,142,0.345,365.40,202.00,163.39,0.91,0.52,1.16,2.65,355.85,196.73,159.13,0.89,0.51,1.13,2.58,129,123,2.41,2.30,2.35,2.24
Rival,RSC008217,Legitmrmouse,Polar Bears,The Bear Den,Solar,Solar Ocean,63.06,939,60,15.65,0.499,0.517,31,29,11,24329,13910,10419,51,30,116,151,0.338,386.97,221.25,165.72,0.81,0.48,1.85,2.40,405.48,231.83,173.65,0.85,0.50,1.93,2.52,138,139,2.19,2.21,2.30,2.32
Rival,RSC006543,MasonJar,Ocelots,The Jungle,Solar,Solar Cloud,62.84,578,39,14.82,0.445,0.359,14,25,9,15039,7930,7109,24,21,72,88,0.273,388.61,204.91,183.70,0.62,0.54,1.86,2.27,385.62,203.33,182.28,0.62,0.54,1.85,2.26,74,111,1.91,2.87,1.90,2.85
Rival,RSC007604,RiisenJT,"Ocelots
Wind","The Jungle
The Elements","Solar
Solar","Solar Cloud
Solar Mountain",62.52,656,41,16.00,0.533,0.610,25,16,10,15233,9140,6093,40,29,51,114,0.351,346.82,208.09,138.72,0.91,0.66,1.16,2.60,371.54,222.93,148.61,0.98,0.71,1.24,2.78,121,95,2.75,2.16,2.95,2.32
Rival,RSC006935,Bazzinga,Lacuna,Event Horizon,Solar,Solar Ember,61.98,962,63,15.27,0.516,0.587,37,26,9,22888,13060,9828,54,37,82,171,0.316,355.35,202.76,152.58,0.84,0.57,1.27,2.65,363.30,207.30,156.00,0.86,0.59,1.30,2.71,153,133,2.38,2.06,2.43,2.11
Rival,RSC008173,Wild Thing,Primo,The Hood,Solar,Solar Ember,61.75,923,63,14.65,0.544,0.635,40,23,13,20482,12260,8222,55,35,62,191,0.288,331.43,198.38,133.04,0.89,0.57,1.00,3.09,325.11,194.60,130.51,0.87,0.56,0.98,3.03,158,108,2.56,1.75,2.51,1.71
Rival,RSC005827,kyou,Ocelots,The Jungle,Solar,Solar Cloud,61.70,180,12,15.00,0.393,0.333,4,8,2,4696,2680,2016,12,5,19,28,0.429,389.65,222.37,167.28,1.00,0.41,1.58,2.32,391.33,223.33,168.00,1.00,0.42,1.58,2.33,23,40,1.91,3.32,1.92,3.33
Rival,RSC007613,Squatch .,Howlers,The Rising,Solar,Solar Ember,61.03,921,61,15.10,0.503,0.525,32,29,11,21273,11970,9303,52,39,64,162,0.321,344.97,194.11,150.86,0.84,0.63,1.04,2.63,348.74,196.23,152.51,0.85,0.64,1.05,2.66,141,138,2.29,2.24,2.31,2.26
Rival,RSC007144,The_Killerwon,Gaboons,Venom Lab,Lunar,Lunar Ocean,60.89,839,56,14.98,0.466,0.357,20,36,6,20061,11600,8461,50,29,73,150,0.333,357.12,206.50,150.62,0.89,0.52,1.30,2.67,358.23,207.14,151.09,0.89,0.52,1.30,2.68,119,156,2.12,2.78,2.13,2.79
Rival,RSC008138,Skillz Issue,"Samurai
Quasars","World Warriors
The Cosmos","Lunar
Lunar","Lunar Ember
Lunar Ember",60.76,676,47,14.38,0.495,0.468,22,25,9,16770,9300,7470,34,26,71,105,0.324,370.51,205.47,165.04,0.75,0.57,1.57,2.32,356.81,197.87,158.94,0.72,0.55,1.51,2.23,100,104,2.21,2.30,2.13,2.21
Rival,RSC002960,Shrek Is The Best Anime,Centuriones,The Sovereign,Solar,Solar Ocean,60.74,913,61,14.97,0.550,0.672,41,20,10,21642,12100,9542,45,47,79,130,0.346,354.03,197.94,156.09,0.74,0.77,1.29,2.13,354.79,198.36,156.43,0.74,0.77,1.30,2.13,164,107,2.68,1.75,2.69,1.75
Rival,RSC008119,SlimmySlimReaper,"Tax Evaders
Black Ice
Barracudas
Liars","Shell Corp.
Sub Zero
Tyrants of the Sea
Grand Fleet","Lunar
Solar
Lunar
Solar","Lunar Cloud
Solar Cloud
Lunar Ocean
Solar Ember",59.57,220,16,13.75,0.465,0.438,7,9,2,5020,2830,2190,10,8,20,43,0.233,340.80,192.12,148.68,0.68,0.54,1.36,2.92,313.75,176.88,136.88,0.63,0.50,1.25,2.69,32,39,2.17,2.65,2.00,2.44
Rival,RSC008487,S3 UniQ,"Samurai
Tax Evaders
Phantoms
Ruthless Racket","World Warriors
Shell Corp.
The Monster Mash
The Syndicate","Lunar
Lunar
Lunar
Lunar","Lunar Ember
Lunar Cloud
Lunar Mountain
Lunar Cloud",59.13,851,58,14.67,0.507,0.569,33,25,12,20002,10930,9072,49,31,60,148,0.331,351.04,191.83,159.22,0.86,0.54,1.05,2.60,344.86,188.45,156.41,0.84,0.53,1.03,2.55,131,124,2.30,2.18,2.26,2.14
Rival,RSC008442,Billionninja,Ocelots,The Jungle,Solar,Solar Cloud,58.78,643,44,14.61,0.466,0.409,18,26,7,15736,8950,6786,33,20,71,110,0.300,365.51,207.89,157.62,0.77,0.46,1.65,2.56,357.64,203.41,154.23,0.75,0.45,1.61,2.50,87,113,2.02,2.62,1.98,2.57
Rival,RSC006625,FrogDrivesCar,Mining Legion,Dwarf Haven,Lunar,Lunar Ember,58.41,672,43,15.63,0.540,0.581,25,18,7,15070,8750,6320,30,35,59,105,0.286,334.94,194.47,140.46,0.67,0.78,1.31,2.33,350.47,203.49,146.98,0.70,0.81,1.37,2.44,114,84,2.53,1.87,2.65,1.95
Rival,RSC007256,DarkOnDisplayRW7,"Hot Wings
Lacuna","Fifty-Fifty Pizzeria
Event Horizon","Lunar
Solar","Lunar Mountain
Solar Ember",58.22,917,60,15.28,0.512,0.583,35,25,19,21684,12100,9584,52,29,76,165,0.315,353.17,197.08,156.10,0.85,0.47,1.24,2.69,361.40,201.67,159.73,0.87,0.48,1.27,2.75,145,131,2.36,2.13,2.42,2.18
Rival,RSC005523,Laguna,Hippos,Safari,Lunar,Lunar Ocean,57.14,944,64,14.75,0.546,0.719,46,18,13,22160,12680,9480,57,33,75,158,0.361,350.60,200.62,149.99,0.90,0.52,1.19,2.50,346.25,198.13,148.13,0.89,0.52,1.17,2.47,167,112,2.64,1.77,2.61,1.75
Rival,RSC007960,Kayo04,Scramjets,Remove Before Flight,Lunar,Lunar Mountain,56.40,822,52,15.81,0.522,0.500,26,26,7,18490,10350,8140,40,40,62,125,0.320,335.96,188.06,147.90,0.73,0.73,1.13,2.27,355.58,199.04,156.54,0.77,0.77,1.19,2.40,145,122,2.63,2.22,2.79,2.35
Rival,RSC007624,RealMrGreen,"Heavy Metal
Primo","The Pit
The Hood","Lunar
Solar","Lunar Ember
Solar Ember",56.27,455,31,14.68,0.502,0.548,17,14,4,9975,5560,4415,25,17,27,86,0.291,327.43,182.51,144.92,0.82,0.56,0.89,2.82,321.77,179.35,142.42,0.81,0.55,0.87,2.77,67,66,2.20,2.17,2.16,2.13
Rival,RSC001720,SUPERDUPERBAM,"Lightning
Gaboons
Centuriones
Tax Evaders
Heavy Metal
Guards
Liars","Mach Velocity
Venom Lab
The Sovereign
Shell Corp.
The Pit
The King's Court
Grand Fleet","Lunar
Lunar
Solar
Lunar
Lunar
Lunar
Solar","Lunar Cloud
Lunar Ocean
Solar Ocean
Lunar Cloud
Lunar Ember
Lunar Ocean
Solar Ember",56.26,492,32,15.38,0.517,0.563,18,14,5,11392,6610,4782,30,18,38,81,0.370,345.82,200.66,145.17,0.91,0.55,1.15,2.46,356.00,206.56,149.44,0.94,0.56,1.19,2.53,80,71,2.43,2.16,2.50,2.22
