RSC Id,Player Name,Season,Tier,Played,Wins,Losses,MVPs,Pts,Goals,Assists,Saves,Shots,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT,W%,MVP%,PPG,GPG,APG,SvPG,ShPG,DIPG,DTPG,Sh%,G+A,G+A PG
RSC004679,master_ibk810,22,Challenger,51,38,13,13,17915,52,26,48,147,13,5,0,3,40,48,0.75,0.34,351.27,1.02,0.51,0.94,2.88,0.78,0.94,0.35,78,1.53
RSC004681,Speciial_Eddy,12,Amateur,44,14,30,6,13233,44,13,36,99,3,3,0,2,49,24,0.32,0.43,300.75,1.00,0.30,0.82,2.25,1.11,0.55,0.44,57,1.30
RSC004681,Speciial_Eddy,13,Amateur,47,26,21,10,15337,44,30,30,138,7,5,2,3,57,43,0.55,0.38,326.32,0.94,0.64,0.64,2.94,1.21,0.91,0.32,74,1.57
RSC004681,Speciial_Eddy,14,Contender,3,1,2,1,1380,6,2,4,7,2,1,0,0,2,3,0.33,1.00,460.00,2.00,0.67,1.33,2.33,0.67,1.00,0.86,8,2.67
RSC004681,Speciial_Eddy,15,Contender,22,6,16,4,7381,18,10,20,51,4,1,0,1,19,19,0.27,0.67,335.50,0.82,0.45,0.91,2.32,0.86,0.86,0.35,28,1.27
RSC004681,Speciial_Eddy,16,Contender,6,1,5,0,1665,3,0,10,8,0,0,0,2,3,5,0.17,0.00,277.50,0.50,0.00,1.67,1.33,0.50,0.83,0.38,3,0.50
RSC004681,Speciial_Eddy,17,Contender,12,5,7,0,3601,4,10,11,26,0,0,1,1,8,7,0.42,0.00,300.08,0.33,0.83,0.92,2.17,0.67,0.58,0.15,14,1.17
RSC004681,Speciial_Eddy,18,Contender,28,13,15,9,9663,26,11,32,83,4,1,0,2,24,33,0.46,0.69,345.11,0.93,0.39,1.14,2.96,0.86,1.18,0.31,37,1.32
RSC004681,Speciial_Eddy,19,Contender,46,24,22,7,16119,39,21,56,117,7,3,1,7,23,6,0.52,0.29,350.41,0.85,0.46,1.22,2.54,0.50,0.13,0.33,60,1.30
RSC004681,Speciial_Eddy,20,Prospect,5,4,1,0,1884,7,2,4,16,1,0,0,0,4,0,0.80,0.00,376.80,1.40,0.40,0.80,3.20,0.80,0.00,0.44,9,1.80
RSC004681,Speciial_Eddy,21,Prospect,45,18,27,10,15374,34,24,66,96,7,2,1,10,26,6,0.40,0.56,341.64,0.76,0.53,1.47,2.13,0.58,0.13,0.35,58,1.29
RSC004681,Speciial_Eddy,22,Challenger,31,11,20,4,10339,20,15,47,76,4,0,0,7,19,28,0.35,0.36,333.52,0.65,0.48,1.52,2.45,0.61,0.90,0.26,35,1.13
RSC004681,Speciial_Eddy,23,Challenger,33,10,23,4,11216,21,11,56,86,3,0,0,9,16,30,0.30,0.40,339.88,0.64,0.33,1.70,2.61,0.48,0.91,0.24,32,0.97
RSC004681,Speciial_Eddy,23,Veteran,3,2,1,0,574,1,2,1,4,0,0,0,0,2,2,0.67,0.00,191.33,0.33,0.67,0.33,1.33,0.67,0.67,0.25,3,1.00
RSC004683,chubi.,12,Master,5,1,4,0,1103,0,2,3,9,0,0,0,0,3,8,0.20,0.00,220.60,0.00,0.40,0.60,1.80,0.60,1.60,0.00,2,0.40
RSC004687,MateItsNate,12,Elite,63,33,30,14,22648,56,33,86,161,9,5,1,10,17,31,0.52,0.42,359.49,0.89,0.52,1.37,2.56,0.27,0.49,0.35,89,1.41
RSC004687,MateItsNate,13,Master,40,24,16,3,13658,25,30,47,95,11,0,2,4,35,39,0.60,0.13,341.45,0.63,0.75,1.18,2.38,0.88,0.98,0.26,55,1.38
RSC004688,MnTnD3WmE,12,Contender,58,33,25,15,19729,46,31,66,144,7,5,0,3,35,40,0.57,0.45,340.16,0.79,0.53,1.14,2.48,0.60,0.69,0.32,77,1.33
RSC004688,MnTnD3WmE,13,Prospect,48,23,25,10,16150,35,28,49,108,5,2,1,4,28,42,0.48,0.43,336.46,0.73,0.58,1.02,2.25,0.58,0.88,0.32,63,1.31
RSC004688,MnTnD3WmE,16,Prospect,41,23,18,7,13966,32,23,43,102,6,0,2,2,27,38,0.56,0.30,340.63,0.78,0.56,1.05,2.49,0.66,0.93,0.31,55,1.34
RSC004690,I_HitTheCrossbar,12,Contender,24,5,19,2,6764,14,14,33,40,5,1,1,4,8,16,0.21,0.40,281.83,0.58,0.58,1.38,1.67,0.33,0.67,0.35,28,1.17
RSC004690,RobinChilling,13,Contender,5,3,2,0,1605,2,1,10,14,1,0,0,1,8,2,0.60,0.00,321.00,0.40,0.20,2.00,2.80,1.60,0.40,0.14,3,0.60
RSC004691,Le6os,12,Veteran,53,32,21,9,19743,48,33,76,129,9,3,0,13,41,35,0.60,0.28,372.51,0.91,0.62,1.43,2.43,0.77,0.66,0.37,81,1.53
RSC004691,Le6os,13,Elite,29,16,13,3,9848,25,24,38,69,6,2,2,2,11,22,0.55,0.19,339.59,0.86,0.83,1.31,2.38,0.38,0.76,0.36,49,1.69
RSC004691,Le6os,14,Elite,49,15,34,6,16356,25,33,79,91,7,1,1,10,28,39,0.31,0.40,333.80,0.51,0.67,1.61,1.86,0.57,0.80,0.27,58,1.18
RSC004692,cat,12,Contender,4,0,4,0,804,1,2,0,3,0,0,0,0,1,3,0.00,,201.00,0.25,0.50,0.00,0.75,0.25,0.75,0.33,3,0.75
RSC004693,ihavehalfhp,12,Amateur,7,5,2,0,1550,4,3,5,11,0,1,0,0,0,10,0.71,0.00,221.43,0.57,0.43,0.71,1.57,0.00,1.43,0.36,7,1.00
RSC004693,ihavehalfhp,13,Amateur,28,17,11,4,7374,24,8,24,60,3,2,0,0,24,20,0.61,0.24,263.36,0.86,0.29,0.86,2.14,0.86,0.71,0.40,32,1.14
RSC004695,Whippy Flippy,12,Veteran,15,7,8,3,5110,12,11,15,38,3,0,1,0,28,10,0.47,0.43,340.67,0.80,0.73,1.00,2.53,1.87,0.67,0.32,23,1.53
RSC004696,Nuggz,12,Master,26,18,8,2,8972,17,20,37,74,4,0,2,4,11,12,0.69,0.11,345.08,0.65,0.77,1.42,2.85,0.42,0.46,0.23,37,1.42
RSC004696,Nuggz,13,Master,31,9,22,1,8816,8,15,47,59,3,0,0,6,18,29,0.29,0.11,284.39,0.26,0.48,1.52,1.90,0.58,0.94,0.14,23,0.74
RSC004696,Nuggz,13,Premier,4,1,3,0,1300,3,1,9,8,0,0,0,1,2,1,0.25,0.00,325.00,0.75,0.25,2.25,2.00,0.50,0.25,0.38,4,1.00
RSC004696,Nuggz,16,Master,27,11,16,3,9589,19,14,48,61,3,1,0,8,22,32,0.41,0.27,355.15,0.70,0.52,1.78,2.26,0.81,1.19,0.31,33,1.22
RSC004696,Nuggz,17,Master,45,23,22,7,14997,37,26,60,108,5,3,0,7,27,51,0.51,0.30,333.27,0.82,0.58,1.33,2.40,0.60,1.13,0.34,63,1.40
RSC004696,Nuggz,20,Premier,8,0,8,0,1759,0,3,9,16,0,0,0,1,3,12,0.00,,219.88,0.00,0.38,1.13,2.00,0.38,1.50,0.00,3,0.38
RSC004697,CornDog,12,Prospect,23,10,13,4,7925,18,6,41,54,5,1,0,7,15,20,0.43,0.40,344.57,0.78,0.26,1.78,2.35,0.65,0.87,0.33,24,1.04
RSC004698,Slvr.,12,Master,24,13,11,2,7269,13,12,28,52,2,1,0,3,19,22,0.54,0.15,302.88,0.54,0.50,1.17,2.17,0.79,0.92,0.25,25,1.04
RSC004698,Slvr.,13,Master,47,25,22,8,17852,37,35,68,125,11,1,3,8,57,32,0.53,0.32,379.83,0.79,0.74,1.45,2.66,1.21,0.68,0.30,72,1.53
RSC004698,Slvr.,14,Master,46,23,23,15,18911,49,19,81,119,10,4,0,11,49,34,0.50,0.65,411.11,1.07,0.41,1.76,2.59,1.07,0.74,0.41,68,1.48
RSC004698,Slvr.,15,Premier,26,6,20,2,9294,19,11,45,58,3,1,0,8,27,25,0.23,0.33,357.46,0.73,0.42,1.73,2.23,1.04,0.96,0.33,30,1.15
RSC004698,Slvr.,16,Premier,2,2,0,0,291,0,0,1,3,0,0,0,0,2,0,1.00,0.00,145.50,0.00,0.00,0.50,1.50,1.00,0.00,0.00,0,0.00
RSC004698,Slvr.,17,Master,51,32,19,9,17978,53,32,59,114,12,6,2,6,56,47,0.63,0.28,352.51,1.04,0.63,1.16,2.24,1.10,0.92,0.46,85,1.67
RSC004698,Slvr.,18,Premier,16,9,7,0,4749,8,11,18,37,2,0,1,1,23,19,0.56,0.00,296.81,0.50,0.69,1.13,2.31,1.44,1.19,0.22,19,1.19
RSC004698,Slvr.,20,Premier,10,3,7,0,2772,2,4,15,17,0,0,0,2,15,17,0.30,0.00,277.20,0.20,0.40,1.50,1.70,1.50,1.70,0.12,6,0.60
RSC004698,Slvr.,21,Master,60,18,42,3,19966,30,29,91,141,8,0,1,14,81,50,0.30,0.17,332.77,0.50,0.48,1.52,2.35,1.35,0.83,0.21,59,0.98
RSC004698,Slvr.,23,Elite,61,40,21,21,25842,66,40,90,201,18,2,0,12,93,56,0.66,0.53,423.64,1.08,0.66,1.48,3.30,1.52,0.92,0.33,106,1.74
RSC004698,Slvr.,24,Master,44,21,23,9,15842,31,28,62,115,13,1,0,8,60,50,0.48,0.43,360.05,0.70,0.64,1.41,2.61,1.36,1.14,0.27,59,1.34
RSC004698,Slvr.,25,Master,52,25,27,6,18127,32,39,69,108,5,2,1,6,75,53,0.48,0.24,348.60,0.62,0.75,1.33,2.08,1.44,1.02,0.30,71,1.37
RSC004699,D3WLY,12,Contender,55,33,22,15,18997,53,21,70,126,8,3,0,9,32,35,0.60,0.45,345.40,0.96,0.38,1.27,2.29,0.58,0.64,0.42,74,1.35
RSC004699,D3WLY,13,Prospect,40,22,18,8,13134,36,16,44,93,6,0,1,4,20,23,0.55,0.36,328.35,0.90,0.40,1.10,2.33,0.50,0.58,0.39,52,1.30
RSC004699,D3WLY,14,Prospect,51,29,22,15,19412,60,24,70,150,12,3,0,9,23,38,0.57,0.52,380.63,1.18,0.47,1.37,2.94,0.45,0.75,0.40,84,1.65
RSC004699,D3WLY,15,Challenger,8,3,5,1,2261,3,3,10,14,0,0,0,2,5,8,0.38,0.33,282.63,0.38,0.38,1.25,1.75,0.63,1.00,0.21,6,0.75
RSC004700,kaspeh,12,Veteran,37,12,25,6,13012,33,16,47,110,8,0,0,7,29,26,0.32,0.50,351.68,0.89,0.43,1.27,2.97,0.78,0.70,0.30,49,1.32
RSC004702,stryke_RL,12,Rival,34,22,12,8,11646,34,22,35,81,7,4,0,2,18,26,0.65,0.36,342.53,1.00,0.65,1.03,2.38,0.53,0.76,0.42,56,1.65
RSC004704,Financial greed,12,Amateur,52,21,31,7,16780,46,16,42,118,4,4,0,2,11,30,0.40,0.33,322.69,0.88,0.31,0.81,2.27,0.21,0.58,0.39,62,1.19
RSC004704,Financial greed,13,Contender,50,41,9,13,16914,48,26,51,135,9,3,0,6,21,31,0.82,0.32,338.28,0.96,0.52,1.02,2.70,0.42,0.62,0.36,74,1.48
RSC004704,Financial greed,14,Prospect,6,4,2,2,2508,4,8,9,15,2,0,1,1,7,2,0.67,0.50,418.00,0.67,1.33,1.50,2.50,1.17,0.33,0.27,12,2.00
RSC004704,Financial greed,18,Prospect,37,26,11,5,12066,24,29,38,81,3,2,2,4,29,27,0.70,0.19,326.11,0.65,0.78,1.03,2.19,0.78,0.73,0.30,53,1.43
RSC004704,Financial Greed,21,Challenger,6,2,4,0,1584,2,4,4,12,1,0,0,0,1,8,0.33,0.00,264.00,0.33,0.67,0.67,2.00,0.17,1.33,0.17,6,1.00
RSC004706,Avacadros,12,Contender,56,34,22,4,14517,35,27,33,95,4,1,1,2,28,29,0.61,0.12,259.23,0.63,0.48,0.59,1.70,0.50,0.52,0.37,62,1.11
RSC004706,Avacadros,13,Contender,33,18,15,3,8994,16,19,32,59,3,1,0,2,29,18,0.55,0.17,272.55,0.48,0.58,0.97,1.79,0.88,0.55,0.27,35,1.06
RSC004708,loganskito,22,Contender,14,5,9,3,4956,13,8,19,42,4,1,0,2,4,12,0.36,0.60,354.00,0.93,0.57,1.36,3.00,0.29,0.86,0.31,21,1.50
RSC004709,Bacon satisfies,12,Prospect,53,35,18,13,18997,46,35,58,132,7,2,2,5,21,33,0.66,0.37,358.43,0.87,0.66,1.09,2.49,0.40,0.62,0.35,81,1.53
RSC004709,Bacon satisfies,13,Challenger,28,7,21,3,9252,17,12,42,59,2,1,1,7,8,25,0.25,0.43,330.43,0.61,0.43,1.50,2.11,0.29,0.89,0.29,29,1.04
RSC004709,Bacon satisfies,14,Challenger,30,10,20,3,8293,16,8,35,54,3,2,0,3,15,28,0.33,0.30,276.43,0.53,0.27,1.17,1.80,0.50,0.93,0.30,24,0.80
RSC004710,Antee,12,Master,3,0,3,0,1069,1,1,9,4,0,0,0,2,2,4,0.00,,356.33,0.33,0.33,3.00,1.33,0.67,1.33,0.25,2,0.67
RSC004713,Trynot2cry91,15,Challenger,43,20,23,5,14176,34,24,35,110,5,1,1,1,35,36,0.47,0.25,329.67,0.79,0.56,0.81,2.56,0.81,0.84,0.31,58,1.35
RSC004714,simple,12,Challenger,39,21,18,12,14645,34,22,56,140,9,0,0,6,36,26,0.54,0.57,375.51,0.87,0.56,1.44,3.59,0.92,0.67,0.24,56,1.44
RSC004714,simple,14,Rival,15,6,9,2,4355,11,6,16,31,2,1,0,1,13,15,0.40,0.33,290.33,0.73,0.40,1.07,2.07,0.87,1.00,0.35,17,1.13
RSC004716,brownEwithnuts,12,Contender,44,10,34,6,14112,27,16,54,87,5,2,1,6,18,21,0.23,0.60,320.73,0.61,0.36,1.23,1.98,0.41,0.48,0.31,43,0.98
RSC004717,Slain.,18,Elite,5,4,1,1,1886,4,5,8,14,2,0,0,0,7,1,0.80,0.25,377.20,0.80,1.00,1.60,2.80,1.40,0.20,0.29,9,1.80
RSC004717,Slain.,19,Elite,58,31,27,10,22875,57,36,94,154,17,3,0,13,89,55,0.53,0.32,394.40,0.98,0.62,1.62,2.66,1.53,0.95,0.37,93,1.60
RSC004717,slain.,20,Elite,44,28,16,12,18487,38,39,67,143,10,3,3,10,63,33,0.64,0.43,420.16,0.86,0.89,1.52,3.25,1.43,0.75,0.27,77,1.75
RSC004717,slain.,21,Master,51,30,21,8,18917,41,39,74,131,11,2,2,10,55,62,0.59,0.27,370.92,0.80,0.76,1.45,2.57,1.08,1.22,0.31,80,1.57
RSC004717,slain.,22,Master,60,43,17,12,26142,73,50,102,189,22,8,4,13,59,73,0.72,0.28,435.70,1.22,0.83,1.70,3.15,0.98,1.22,0.39,123,2.05
RSC004717,grip reaper,23,Master,53,30,23,3,19437,42,36,74,116,9,2,3,9,71,56,0.57,0.10,366.74,0.79,0.68,1.40,2.19,1.34,1.06,0.36,78,1.47
RSC004717,grip reaper,24,Master,49,24,25,7,17988,33,29,79,115,8,2,1,9,74,46,0.49,0.29,367.10,0.67,0.59,1.61,2.35,1.51,0.94,0.29,62,1.27
RSC004718,im_so_lonely.exe,12,Contender,25,12,13,3,6394,17,11,20,38,3,1,0,0,14,16,0.48,0.25,255.76,0.68,0.44,0.80,1.52,0.56,0.64,0.45,28,1.12
RSC004722,Bkittt,12,Challenger,58,36,22,20,23827,72,28,70,203,7,9,2,6,29,38,0.62,0.56,410.81,1.24,0.48,1.21,3.50,0.50,0.66,0.35,100,1.72
RSC004722,B.Kittt,13,Rival,36,24,12,9,12950,39,14,39,117,6,4,0,3,14,36,0.67,0.38,359.72,1.08,0.39,1.08,3.25,0.39,1.00,0.33,53,1.47
RSC004723,lacognata,12,Rival,14,5,9,4,5061,13,5,20,38,3,1,0,2,7,9,0.36,0.80,361.50,0.93,0.36,1.43,2.71,0.50,0.64,0.34,18,1.29
RSC004724,Russel.,12,Contender,3,0,3,0,1006,1,0,8,4,0,0,0,2,2,1,0.00,,335.33,0.33,0.00,2.67,1.33,0.67,0.33,0.25,1,0.33
RSC004724,EggHead.,13,Prospect,13,7,6,0,3297,8,7,8,32,2,0,0,0,5,6,0.54,0.00,253.62,0.62,0.54,0.62,2.46,0.38,0.46,0.25,15,1.15
RSC004724,Rutherford The Great,14,Prospect,29,15,14,7,10530,30,18,29,73,3,2,0,3,22,21,0.52,0.47,363.10,1.03,0.62,1.00,2.52,0.76,0.72,0.41,48,1.66
RSC004724,Kevin :D,15,Challenger,32,14,18,4,10436,26,13,42,77,4,2,0,4,15,29,0.44,0.29,326.13,0.81,0.41,1.31,2.41,0.47,0.91,0.34,39,1.22
RSC004724,Rutherford The Great,16,Challenger,6,3,3,3,2266,7,1,6,19,1,0,0,1,2,7,0.50,1.00,377.67,1.17,0.17,1.00,3.17,0.33,1.17,0.37,8,1.33
RSC004728,Marxanity_,12,Amateur,45,32,13,14,14465,45,25,21,122,5,3,0,1,22,36,0.71,0.44,321.44,1.00,0.56,0.47,2.71,0.49,0.80,0.37,70,1.56
RSC004729,0Starr,13,Elite,10,5,5,2,3107,4,7,10,20,2,0,1,1,11,7,0.50,0.40,310.70,0.40,0.70,1.00,2.00,1.10,0.70,0.20,11,1.10
RSC004730,SgtPickle,13,Elite,15,7,8,3,5902,13,5,31,35,1,0,0,7,24,10,0.47,0.43,393.47,0.87,0.33,2.07,2.33,1.60,0.67,0.37,18,1.20
RSC004730,SgtPickle,14,Master,32,21,11,3,9774,22,15,36,88,4,2,0,3,30,36,0.66,0.14,305.44,0.69,0.47,1.13,2.75,0.94,1.13,0.25,37,1.16
RSC004730,SgtPickle,15,Master,30,16,14,2,9769,19,18,45,80,7,0,0,3,19,23,0.53,0.13,325.63,0.63,0.60,1.50,2.67,0.63,0.77,0.24,37,1.23
RSC004730,SgtPickle,16,Master,36,20,16,5,11623,25,20,59,83,5,1,1,9,32,32,0.56,0.25,322.86,0.69,0.56,1.64,2.31,0.89,0.89,0.30,45,1.25
RSC004730,SgtPickle,17,Master,49,16,33,8,18174,36,25,92,127,10,3,0,13,46,47,0.33,0.50,370.90,0.73,0.51,1.88,2.59,0.94,0.96,0.28,61,1.24
RSC004730,SgtPickle,18,Master,49,16,33,3,16342,25,27,100,100,5,1,0,17,42,39,0.33,0.19,333.51,0.51,0.55,2.04,2.04,0.86,0.80,0.25,52,1.06
RSC004730,SgtPickle,19,Master,42,18,24,5,13981,24,19,75,103,7,0,2,14,29,36,0.43,0.28,332.88,0.57,0.45,1.79,2.45,0.69,0.86,0.23,43,1.02
RSC004730,SgtPickle,20,Premier,13,1,12,0,3148,3,1,22,22,0,0,0,2,12,22,0.08,0.00,242.15,0.23,0.08,1.69,1.69,0.92,1.69,0.14,4,0.31
RSC004730,SgtPickle,21,Master,55,31,24,4,19276,51,28,69,146,12,2,1,7,61,61,0.56,0.13,350.47,0.93,0.51,1.25,2.65,1.11,1.11,0.35,79,1.44
RSC004730,SgtPickle,22,Master,37,18,19,8,14341,37,18,59,134,5,3,1,10,21,57,0.49,0.44,387.59,1.00,0.49,1.59,3.62,0.57,1.54,0.28,55,1.49
RSC004730,SgtPickle,23,Master,20,5,15,1,6246,15,5,32,44,1,0,0,4,15,24,0.25,0.20,312.30,0.75,0.25,1.60,2.20,0.75,1.20,0.34,20,1.00
RSC004734,SIiderIJ23,13,Rival,60,45,15,15,23989,63,51,73,206,20,4,2,10,42,47,0.75,0.33,399.82,1.05,0.85,1.22,3.43,0.70,0.78,0.31,114,1.90
RSC004734,siiderij23,14,Veteran,50,23,27,5,18824,51,38,52,143,10,6,3,5,38,41,0.46,0.22,376.48,1.02,0.76,1.04,2.86,0.76,0.82,0.36,89,1.78
RSC004734,SIiderIJ23,15,Elite,64,26,38,5,21652,43,29,79,184,8,1,2,4,50,67,0.41,0.19,338.31,0.67,0.45,1.23,2.88,0.78,1.05,0.23,72,1.13
RSC004734,SiiderIJ23,16,Elite,57,25,32,9,19538,45,30,68,145,9,3,1,6,36,47,0.44,0.36,342.77,0.79,0.53,1.19,2.54,0.63,0.82,0.31,75,1.32
RSC004734,siiderij23,17,Elite,44,25,19,8,16706,40,42,57,119,18,1,3,2,49,43,0.57,0.32,379.68,0.91,0.95,1.30,2.70,1.11,0.98,0.34,82,1.86
RSC004734,SiiderIJ23,18,Elite,30,19,11,7,10425,28,18,32,73,7,1,0,2,29,22,0.63,0.37,347.50,0.93,0.60,1.07,2.43,0.97,0.73,0.38,46,1.53
RSC004734,siiderij23,19,Elite,7,3,4,3,2157,4,4,5,20,2,0,0,0,6,2,0.43,1.00,308.14,0.57,0.57,0.71,2.86,0.86,0.29,0.20,8,1.14
RSC004734,siiderij23,20,Elite,42,22,20,8,16066,43,29,52,106,14,6,1,5,29,55,0.52,0.36,382.52,1.02,0.69,1.24,2.52,0.69,1.31,0.41,72,1.71
RSC004734,Siiderij23,22,Elite,4,1,3,0,1220,2,1,7,9,1,0,0,0,1,3,0.25,0.00,305.00,0.50,0.25,1.75,2.25,0.25,0.75,0.22,3,0.75
RSC004734,Siiderij23,23,Elite,8,1,7,1,2734,8,1,9,26,0,1,0,1,6,7,0.13,1.00,341.75,1.00,0.13,1.13,3.25,0.75,0.88,0.31,9,1.13
RSC004735,TMR99,14,Veteran,32,17,15,4,10102,13,10,58,48,2,0,0,8,23,26,0.53,0.24,315.69,0.41,0.31,1.81,1.50,0.72,0.81,0.27,23,0.72
RSC004735,TMR99,15,Rival,49,24,25,12,17943,32,23,77,126,10,1,0,12,43,47,0.49,0.50,366.18,0.65,0.47,1.57,2.57,0.88,0.96,0.25,55,1.12
RSC004739,Seer,13,Elite,4,1,3,0,1188,3,1,5,9,0,0,0,0,3,2,0.25,0.00,297.00,0.75,0.25,1.25,2.25,0.75,0.50,0.33,4,1.00
RSC004741,Losing WiFi,12,Challenger,4,0,4,0,914,1,2,5,6,1,0,0,1,3,1,0.00,,228.50,0.25,0.50,1.25,1.50,0.75,0.25,0.17,3,0.75
RSC004744,moosh,12,Veteran,4,2,2,0,1240,2,0,8,8,0,0,0,1,1,2,0.50,0.00,310.00,0.50,0.00,2.00,2.00,0.25,0.50,0.25,2,0.50
RSC004744,gnomie,14,Rival,25,9,16,5,8658,17,15,34,52,7,3,2,4,12,25,0.36,0.56,346.32,0.68,0.60,1.36,2.08,0.48,1.00,0.33,32,1.28
RSC004746,TAT Pitts,13,Prospect,48,19,29,5,15046,36,14,61,110,4,2,0,6,24,40,0.40,0.26,313.46,0.75,0.29,1.27,2.29,0.50,0.83,0.33,50,1.04
RSC004746,TAT Pitts,14,Prospect,37,18,19,6,11785,25,24,43,80,5,2,1,2,25,29,0.49,0.33,318.51,0.68,0.65,1.16,2.16,0.68,0.78,0.31,49,1.32
RSC004749,Vega,12,Premier,9,6,3,3,3693,8,8,16,22,3,1,0,3,9,6,0.67,0.50,410.33,0.89,0.89,1.78,2.44,1.00,0.67,0.36,16,1.78
RSC004749,Vega,23,Premier,8,3,5,0,2612,6,2,11,21,2,0,0,0,6,5,0.38,0.00,326.50,0.75,0.25,1.38,2.63,0.75,0.63,0.29,8,1.00
RSC004753,wonderl_,13,Rival,48,36,12,10,18416,54,46,34,163,14,5,4,2,27,45,0.75,0.28,383.67,1.13,0.96,0.71,3.40,0.56,0.94,0.33,100,2.08
RSC004753,wonderszn,19,Elite,60,37,23,14,23028,52,42,78,175,17,4,2,7,53,42,0.62,0.38,383.80,0.87,0.70,1.30,2.92,0.88,0.70,0.30,94,1.57
RSC004753,wonderszn,20,Elite,27,9,18,4,10826,16,20,55,66,9,0,2,9,23,23,0.33,0.44,400.96,0.59,0.74,2.04,2.44,0.85,0.85,0.24,36,1.33
RSC004758,Array,12,Contender,6,1,5,0,1624,3,2,7,9,1,0,0,1,4,4,0.17,0.00,270.67,0.50,0.33,1.17,1.50,0.67,0.67,0.33,5,0.83
RSC004758,Array,13,Contender,31,17,14,6,8986,18,14,28,57,4,1,1,2,15,19,0.55,0.35,289.87,0.58,0.45,0.90,1.84,0.48,0.61,0.32,32,1.03
RSC004758,Array,13,Prospect,1,0,1,0,311,1,0,1,3,0,0,0,0,0,0,0.00,,311.00,1.00,0.00,1.00,3.00,0.00,0.00,0.33,1,1.00
RSC004758,Array,14,Prospect,34,18,16,3,8785,16,18,31,56,4,0,1,2,35,29,0.53,0.17,258.38,0.47,0.53,0.91,1.65,1.03,0.85,0.29,34,1.00
RSC004758,Array,15,Prospect,45,17,28,1,10831,15,22,39,75,2,0,1,6,57,34,0.38,0.06,240.69,0.33,0.49,0.87,1.67,1.27,0.76,0.20,37,0.82
RSC004758,Array,16,Prospect,36,19,17,5,10104,26,22,26,80,7,1,1,1,38,38,0.53,0.26,280.67,0.72,0.61,0.72,2.22,1.06,1.06,0.33,48,1.33
RSC004758,Array,17,Prospect,18,7,11,0,4572,7,7,22,33,2,0,0,1,20,18,0.39,0.00,254.00,0.39,0.39,1.22,1.83,1.11,1.00,0.21,14,0.78
RSC004758,Array,18,Prospect,7,2,5,0,2021,2,4,9,15,0,0,0,2,14,4,0.29,0.00,288.71,0.29,0.57,1.29,2.14,2.00,0.57,0.13,6,0.86
RSC004758,Array,19,Prospect,52,33,19,10,17558,46,31,58,135,9,3,1,4,76,6,0.63,0.30,337.65,0.88,0.60,1.12,2.60,1.46,0.12,0.34,77,1.48
RSC004758,Array,20,Prospect,58,27,31,11,19609,51,22,64,143,12,4,0,2,93,8,0.47,0.41,338.09,0.88,0.38,1.10,2.47,1.60,0.14,0.36,73,1.26
RSC004758,Array,21,Rival,19,4,15,2,4412,5,5,17,29,1,0,0,1,29,20,0.21,0.50,232.21,0.26,0.26,0.89,1.53,1.53,1.05,0.17,10,0.53
RSC004761,Spiperwolf,14,Amateur,22,14,8,2,5599,10,14,24,38,2,0,1,2,14,14,0.64,0.14,254.50,0.45,0.64,1.09,1.73,0.64,0.64,0.26,24,1.09
RSC004761,Spiperwolf,15,Amateur,24,9,15,1,5005,8,9,23,30,1,0,0,1,5,24,0.38,0.11,208.54,0.33,0.38,0.96,1.25,0.21,1.00,0.27,17,0.71
RSC004762,lxxnk,12,Premier,8,6,2,2,3824,9,11,12,32,6,0,1,1,3,14,0.75,0.33,478.00,1.13,1.38,1.50,4.00,0.38,1.75,0.28,20,2.50
RSC004762,Not_zeenics,13,Premier,28,15,13,9,12980,38,8,47,93,3,4,0,6,14,29,0.54,0.60,463.57,1.36,0.29,1.68,3.32,0.50,1.04,0.41,46,1.64
RSC004763,Smba-,12,Prospect,4,1,3,0,1350,5,2,4,7,2,0,0,0,2,1,0.25,0.00,337.50,1.25,0.50,1.00,1.75,0.50,0.25,0.71,7,1.75
RSC004763,Smba-,13,Prospect,35,9,26,1,11556,27,14,41,79,4,1,0,4,31,18,0.26,0.11,330.17,0.77,0.40,1.17,2.26,0.89,0.51,0.34,41,1.17
RSC004763,Rmuru-,14,Challenger,50,22,28,4,14749,29,22,64,96,6,2,0,9,39,25,0.44,0.18,294.98,0.58,0.44,1.28,1.92,0.78,0.50,0.30,51,1.02
RSC004763,Smba-,15,Challenger,46,26,20,10,15369,32,26,44,117,7,1,2,1,30,33,0.57,0.38,334.11,0.70,0.57,0.96,2.54,0.65,0.72,0.27,58,1.26
RSC004763,Rmuru-,16,Challenger,20,8,12,1,5732,10,11,19,43,2,0,1,1,13,18,0.40,0.13,286.60,0.50,0.55,0.95,2.15,0.65,0.90,0.23,21,1.05
RSC004763,Rmuru-,17,Challenger,12,3,9,1,3805,6,8,15,22,1,0,0,1,10,16,0.25,0.33,317.08,0.50,0.67,1.25,1.83,0.83,1.33,0.27,14,1.17
RSC004763,Rmuru-,18,Challenger,56,24,32,8,19147,49,30,64,153,8,4,1,7,36,48,0.43,0.33,341.91,0.88,0.54,1.14,2.73,0.64,0.86,0.32,79,1.41
