RSC Id,Player Name,Season,Tier,Played,Wins,Losses,MVPs,Pts,Goals,Assists,Saves,Shots,Cycles,Hat Tricks,Playmakers,Saviors,DI,DT,W%,MVP%,PPG,GPG,APG,SvPG,ShPG,DIPG,DTPG,Sh%,G+A,G+A PG
RSC000048,pablo v2,13,Prospect,34,19,15,7,10144,31,17,24,81,6,2,1,2,29,21,0.56,0.37,298.35,0.91,0.50,0.71,2.38,0.85,0.62,0.38,48,1.41
RSC000048,pablo v2,14,Prospect,44,21,23,3,12331,30,16,38,100,6,0,0,2,34,28,0.48,0.14,280.25,0.68,0.36,0.86,2.27,0.77,0.64,0.30,46,1.05
RSC000048,pablo v2,15,Prospect,9,0,9,0,2736,6,7,10,15,1,0,0,2,6,7,0.00,,304.00,0.67,0.78,1.11,1.67,0.67,0.78,0.40,13,1.44
RSC000048,pablo v2,18,Prospect,43,19,24,3,12053,24,19,46,82,2,1,1,4,32,29,0.44,0.16,280.30,0.56,0.44,1.07,1.91,0.74,0.67,0.29,43,1.00
RSC000048,pablo v2,19,Prospect,56,16,40,5,17822,40,27,76,122,9,2,0,10,51,11,0.29,0.31,318.25,0.71,0.48,1.36,2.18,0.91,0.20,0.33,67,1.20
RSC000048,pablo v2,20,Prospect,53,30,23,10,17377,36,30,67,118,6,2,2,10,57,8,0.57,0.33,327.87,0.68,0.57,1.26,2.23,1.08,0.15,0.31,66,1.25
RSC000049,Aurrok,6,Challenger,50,28,22,11,17408,44,25,65,116,8,7,0,7,,,0.56,0.39,348.16,0.88,0.50,1.30,2.32,0.00,0.00,0.38,69,1.38
RSC000049,Aurrok,7,Challenger,43,21,22,10,14165,28,21,61,91,7,1,1,5,,,0.49,0.48,329.42,0.65,0.49,1.42,2.12,0.00,0.00,0.31,49,1.14
RSC000050,LORDMACCUS,1,Rival,46,12,34,4,8545,24,16,41,92,2,2,0,3,,,0.26,0.33,185.76,0.52,0.35,0.89,2.00,0.00,0.00,0.26,40,0.87
RSC000050,LORDMACCUS,3,Rival,56,24,32,12,16185,46,30,63,133,10,2,1,6,,,0.43,0.50,289.02,0.82,0.54,1.13,2.38,0.00,0.00,0.35,76,1.36
RSC000050,LORDMACCUS,4,Veteran,37,19,18,3,10162,19,20,41,68,5,1,0,3,,,0.51,0.16,274.65,0.51,0.54,1.11,1.84,0.00,0.00,0.28,39,1.05
RSC000050,LORDMACCUS,6,Rival,57,29,28,11,19614,49,34,60,164,10,5,2,2,,,0.51,0.38,344.11,0.86,0.60,1.05,2.88,0.00,0.00,0.30,83,1.46
RSC000050,LORDMACCUS,7,Rival,57,26,31,11,20411,48,23,66,156,3,4,0,8,,,0.46,0.42,358.09,0.84,0.40,1.16,2.74,0.00,0.00,0.31,71,1.25
RSC000050,LORDMACCUS,8,Veteran,53,26,27,10,18605,43,32,56,159,9,2,2,7,,,0.49,0.38,351.04,0.81,0.60,1.06,3.00,0.00,0.00,0.27,75,1.42
RSC000050,LORDMACCUS,9,Elite,42,9,33,3,10787,21,16,45,78,5,1,0,2,,,0.21,0.33,256.83,0.50,0.38,1.07,1.86,0.00,0.00,0.27,37,0.88
RSC000050,LORDMACCUS,11,Veteran,42,27,15,7,15927,44,36,40,116,13,4,1,2,14,34,0.64,0.26,379.21,1.05,0.86,0.95,2.76,0.33,0.81,0.38,80,1.90
RSC000050,LORDMACCUS,12,Elite,21,5,16,1,5698,8,12,27,46,3,0,1,3,2,3,0.24,0.20,271.33,0.38,0.57,1.29,2.19,0.10,0.14,0.17,20,0.95
RSC000052,Barra,4,Elite,57,33,24,9,18028,45,29,60,110,10,4,0,3,,,0.58,0.27,316.28,0.79,0.51,1.05,1.93,0.00,0.00,0.41,74,1.30
RSC000052,Barra,5,Elite,49,20,29,11,19954,42,30,81,125,10,3,0,13,,,0.41,0.55,407.22,0.86,0.61,1.65,2.55,0.00,0.00,0.34,72,1.47
RSC000052,Barra,6,Elite,46,25,21,9,16472,34,36,58,124,4,3,3,6,,,0.54,0.36,358.09,0.74,0.78,1.26,2.70,0.00,0.00,0.27,70,1.52
RSC000052,Barra,8,Elite,64,32,32,10,21900,48,38,74,166,10,2,2,8,,,0.50,0.31,342.19,0.75,0.59,1.16,2.59,0.00,0.00,0.29,86,1.34
RSC000052,Barra,9,Master,58,22,36,7,19167,38,37,79,132,13,2,1,10,,,0.38,0.32,330.47,0.66,0.64,1.36,2.28,0.00,0.00,0.29,75,1.29
RSC000052,Barra,10,Master,59,23,36,6,20487,43,33,83,161,11,1,1,8,,,0.39,0.26,347.24,0.73,0.56,1.41,2.73,0.00,0.00,0.27,76,1.29
RSC000052,Barra,12,Master,51,29,22,3,17384,38,31,64,133,11,2,1,7,23,31,0.57,0.10,340.86,0.75,0.61,1.25,2.61,0.45,0.61,0.29,69,1.35
RSC000052,Barra,13,Master,45,12,33,1,14820,22,19,73,106,7,0,0,9,25,43,0.27,0.08,329.33,0.49,0.42,1.62,2.36,0.56,0.96,0.21,41,0.91
RSC000052,Barra,14,Master,7,3,4,1,2494,4,2,13,12,0,0,0,3,2,5,0.43,0.33,356.29,0.57,0.29,1.86,1.71,0.29,0.71,0.33,6,0.86
RSC000052,Barra,20,Elite,64,42,22,15,22083,51,40,77,162,14,2,2,7,28,63,0.66,0.36,345.05,0.80,0.63,1.20,2.53,0.44,0.98,0.31,91,1.42
RSC000053,its_lost,6,Challenger,56,31,25,11,18628,45,22,71,129,5,3,1,10,,,0.55,0.35,332.64,0.80,0.39,1.27,2.30,0.00,0.00,0.35,67,1.20
RSC000053,its_lost,7,Challenger,33,19,14,5,11084,26,17,46,89,5,1,0,7,,,0.58,0.26,335.88,0.79,0.52,1.39,2.70,0.00,0.00,0.29,43,1.30
RSC000053,its_lost,10,Challenger,24,19,5,1,6828,18,11,14,46,3,0,0,1,,,0.79,0.05,284.50,0.75,0.46,0.58,1.92,0.00,0.00,0.39,29,1.21
RSC000053,its_lost,11,Challenger,3,0,3,0,662,0,1,4,1,0,0,0,0,2,1,0.00,,220.67,0.00,0.33,1.33,0.33,0.67,0.33,0.00,1,0.33
RSC000053,its_lost,12,Challenger,36,17,19,5,10671,25,23,24,74,4,1,0,2,25,16,0.47,0.29,296.42,0.69,0.64,0.67,2.06,0.69,0.44,0.34,48,1.33
RSC000053,its_lost,13,Challenger,56,26,30,13,20408,43,31,70,164,12,0,2,7,33,42,0.46,0.50,364.43,0.77,0.55,1.25,2.93,0.59,0.75,0.26,74,1.32
RSC000053,its_lost,14,Challenger,39,18,21,8,14584,36,24,47,113,10,4,0,5,26,30,0.46,0.44,373.95,0.92,0.62,1.21,2.90,0.67,0.77,0.32,60,1.54
RSC000053,its_lost,15,Rival,5,2,3,0,1293,2,2,6,7,0,0,0,0,0,3,0.40,0.00,258.60,0.40,0.40,1.20,1.40,0.00,0.60,0.29,4,0.80
RSC000053,its_lost,18,Challenger,27,16,11,3,8430,22,16,27,75,6,1,0,3,19,13,0.59,0.19,312.22,0.81,0.59,1.00,2.78,0.70,0.48,0.29,38,1.41
RSC000053,its_lost,19,Challenger,40,16,24,6,13445,14,22,63,79,7,0,0,11,24,29,0.40,0.38,336.13,0.35,0.55,1.58,1.98,0.60,0.73,0.18,36,0.90
RSC000053,Its_lost,21,Rival,26,6,20,2,8143,12,8,42,58,4,1,0,6,26,43,0.23,0.33,313.19,0.46,0.31,1.62,2.23,1.00,1.65,0.21,20,0.77
RSC000053,its_lost,23,Challenger,8,2,6,1,2799,6,3,11,18,1,0,0,1,8,11,0.25,0.50,349.88,0.75,0.38,1.38,2.25,1.00,1.38,0.33,9,1.13
RSC000053,its_lost,24,Challenger,51,23,28,6,15405,29,28,53,106,5,0,1,4,45,46,0.45,0.26,302.06,0.57,0.55,1.04,2.08,0.88,0.90,0.27,57,1.12
RSC000053,its_lost,25,Prospect,50,38,12,17,20855,49,45,67,160,8,4,6,11,33,46,0.76,0.45,417.10,0.98,0.90,1.34,3.20,0.66,0.92,0.31,94,1.88
RSC000054,blindvisionary,6,Prospect,48,24,24,7,14060,34,25,41,98,6,3,0,2,,,0.50,0.29,292.92,0.71,0.52,0.85,2.04,0.00,0.00,0.35,59,1.23
RSC000054,blindvisionary,7,Prospect,30,21,9,6,9286,23,18,22,71,5,0,1,2,,,0.70,0.29,309.53,0.77,0.60,0.73,2.37,0.00,0.00,0.32,41,1.37
RSC000054,blindvisionary,8,Prospect,50,13,37,5,12694,25,19,41,74,3,3,0,2,,,0.26,0.38,253.88,0.50,0.38,0.82,1.48,0.00,0.00,0.34,44,0.88
RSC000054,blindvisionary,9,Prospect,18,4,14,1,4286,9,9,9,26,1,0,0,0,,,0.22,0.25,238.11,0.50,0.50,0.50,1.44,0.00,0.00,0.35,18,1.00
RSC000054,blindvisionary,10,Prospect,48,21,27,4,13544,28,25,32,90,6,0,2,0,,,0.44,0.19,282.17,0.58,0.52,0.67,1.88,0.00,0.00,0.31,53,1.10
