RSC ID,# of Seasons,First Season,Seasons Played
RSC006669,3,18,"[18, 19, 24]"
RSC006670,2,18,"[18, 19]"
RSC006672,1,18,[18]
RSC006673,1,18,[18]
RSC006674,2,18,"[18, 23]"
RSC006676,2,18,"[18, 19]"
RSC006677,4,21,"[21, 22, 23, 24]"
RSC006678,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006680,1,19,[19]
RSC006682,1,18,[18]
RSC006685,1,18,[18]
RSC006688,2,18,"[18, 23]"
RSC006691,2,23,"[23, 24]"
RSC006693,1,18,[18]
RSC006694,3,18,"[18, 19, 20]"
RSC006696,2,18,"[18, 20]"
RSC006698,1,19,[19]
RSC006699,1,18,[18]
RSC006700,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006703,4,18,"[18, 19, 20, 22]"
RSC006704,5,18,"[18, 19, 20, 21, 22]"
RSC006705,1,18,[18]
RSC006707,1,18,[18]
RSC006712,1,18,[18]
RSC006713,7,18,"[18, 19, 20, 21, 23, 24, 25]"
RSC006716,1,18,[18]
RSC006719,2,18,"[18, 19]"
RSC006723,6,18,"[18, 19, 20, 21, 24, 25]"
RSC006724,2,18,"[18, 19]"
RSC006726,2,18,"[18, 19]"
RSC006727,1,18,[18]
RSC006733,4,18,"[18, 19, 20, 24]"
RSC006739,3,18,"[18, 19, 20]"
RSC006740,4,18,"[18, 19, 20, 21]"
RSC006745,6,18,"[18, 19, 20, 21, 22, 23]"
RSC006747,9,2,"[2, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC006748,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006750,1,18,[18]
RSC006751,3,18,"[18, 19, 22]"
RSC006752,2,18,"[18, 19]"
RSC006753,5,18,"[18, 20, 23, 24, 25]"
RSC006754,4,18,"[18, 19, 20, 21]"
RSC006755,4,18,"[18, 22, 23, 24]"
RSC006756,2,18,"[18, 19]"
RSC006757,1,18,[18]
RSC006758,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006760,1,20,[20]
RSC006761,1,19,[19]
RSC006762,4,18,"[18, 19, 20, 21]"
RSC006764,1,18,[18]
RSC006766,1,18,[18]
RSC006767,2,18,"[18, 19]"
RSC006769,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006770,5,18,"[18, 19, 23, 24, 25]"
RSC006774,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006777,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006779,5,18,"[18, 19, 20, 21, 22]"
RSC006780,2,18,"[18, 19]"
RSC006782,3,18,"[18, 19, 20]"
RSC006783,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006784,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006785,1,18,[18]
RSC006787,1,18,[18]
RSC006790,1,18,[18]
RSC006793,3,18,"[18, 21, 22]"
RSC006794,5,21,"[21, 22, 23, 24, 25]"
RSC006797,7,18,"[18, 19, 20, 21, 22, 23, 25]"
RSC006800,4,18,"[18, 19, 20, 21]"
RSC006801,2,18,"[18, 21]"
RSC006802,2,18,"[18, 19]"
RSC006803,1,18,[18]
RSC006807,1,18,[18]
RSC006808,3,18,"[18, 19, 20]"
RSC006810,4,18,"[18, 19, 20, 21]"
RSC006812,2,18,"[18, 19]"
RSC006813,3,18,"[18, 19, 20]"
RSC006814,4,18,"[18, 19, 20, 21]"
RSC006817,5,18,"[18, 19, 20, 21, 22]"
RSC006820,3,18,"[18, 21, 23]"
RSC006822,6,18,"[18, 19, 20, 21, 24, 25]"
RSC006823,4,18,"[18, 19, 20, 24]"
RSC006825,1,18,[18]
RSC006829,2,18,"[18, 19]"
RSC006832,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006834,1,18,[18]
RSC006836,4,18,"[18, 21, 22, 23]"
RSC006837,1,18,[18]
RSC006838,4,18,"[18, 19, 20, 22]"
RSC006856,1,18,[18]
RSC006860,2,22,"[22, 23]"
RSC006861,2,18,"[18, 19]"
RSC006863,2,19,"[19, 20]"
RSC006864,2,19,"[19, 20]"
RSC006868,4,19,"[19, 20, 21, 22]"
RSC006869,7,18,"[18, 19, 20, 22, 23, 24, 25]"
RSC006877,5,21,"[21, 22, 23, 24, 25]"
RSC006880,8,18,"[18, 19, 20, 21, 22, 23, 24, 25]"
RSC006881,5,19,"[19, 20, 21, 22, 23]"
RSC006883,7,18,"[18, 19, 20, 21, 22, 23, 24]"
RSC006885,7,18,"[18, 19, 20, 21, 22, 23, 25]"
RSC006888,3,18,"[18, 19, 20]"
RSC006889,8,1,"[1, 18, 19, 20, 21, 22, 23, 24]"
RSC006890,1,19,[19]
RSC006898,1,25,[25]
RSC006899,4,19,"[19, 20, 21, 23]"
RSC006900,5,19,"[19, 20, 21, 22, 25]"
RSC006901,1,19,[19]
RSC006902,2,19,"[19, 20]"
RSC006903,4,19,"[19, 20, 23, 24]"
RSC006904,3,19,"[19, 20, 21]"
RSC006906,1,20,[20]
RSC006907,1,19,[19]
RSC006908,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006909,3,19,"[19, 21, 22]"
RSC006910,6,19,"[19, 20, 21, 22, 23, 24]"
RSC006911,1,19,[19]
RSC006912,1,19,[19]
RSC006913,1,19,[19]
RSC006915,2,19,"[19, 20]"
RSC006916,2,19,"[19, 25]"
RSC006917,1,20,[20]
RSC006918,1,19,[19]
RSC006919,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006921,2,19,"[19, 25]"
RSC006923,6,19,"[19, 20, 22, 23, 24, 25]"
RSC006925,2,19,"[19, 25]"
RSC006926,2,19,"[19, 20]"
RSC006928,6,19,"[19, 20, 21, 22, 23, 24]"
RSC006929,1,19,[19]
RSC006932,2,19,"[19, 20]"
RSC006933,2,20,"[20, 21]"
RSC006934,3,19,"[19, 20, 22]"
RSC006935,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006937,1,19,[19]
RSC006938,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006944,3,19,"[19, 20, 22]"
RSC006945,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006946,1,19,[19]
RSC006947,5,19,"[19, 20, 21, 23, 24]"
RSC006948,3,19,"[19, 20, 21]"
RSC006949,4,19,"[19, 20, 21, 24]"
RSC006950,1,19,[19]
RSC006951,2,19,"[19, 20]"
RSC006952,6,19,"[19, 20, 21, 22, 23, 24]"
RSC006955,1,19,[19]
RSC006960,2,19,"[19, 20]"
RSC006966,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006970,4,19,"[19, 20, 21, 25]"
RSC006972,5,19,"[19, 20, 22, 23, 25]"
RSC006973,1,19,[19]
RSC006974,2,19,"[19, 20]"
RSC006976,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC006978,4,19,"[19, 20, 21, 22]"
RSC006982,3,19,"[19, 23, 25]"
RSC006983,1,19,[19]
RSC006984,4,19,"[19, 20, 21, 25]"
RSC006985,6,19,"[19, 20, 22, 23, 24, 25]"
RSC006987,1,19,[19]
RSC006989,1,19,[19]
RSC006992,4,19,"[19, 20, 21, 22]"
RSC006993,1,21,[21]
RSC006994,1,21,[21]
RSC006995,1,19,[19]
RSC006997,1,19,[19]
RSC006998,1,19,[19]
RSC006999,3,19,"[19, 20, 21]"
RSC007001,4,19,"[19, 20, 21, 22]"
RSC007002,3,19,"[19, 20, 21]"
RSC007003,2,19,"[19, 20]"
RSC007007,4,19,"[19, 20, 21, 23]"
RSC007009,1,19,[19]
RSC007011,1,19,[19]
RSC007013,1,19,[19]
RSC007015,2,19,"[19, 20]"
RSC007016,1,19,[19]
RSC007017,4,19,"[19, 20, 21, 25]"
RSC007018,3,19,"[19, 20, 21]"
RSC007020,3,19,"[19, 20, 21]"
RSC007022,1,19,[19]
RSC007024,5,19,"[19, 20, 21, 22, 23]"
RSC007026,1,19,[19]
RSC007027,1,19,[19]
RSC007033,3,19,"[19, 20, 25]"
RSC007034,1,19,[19]
RSC007035,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007036,3,21,"[21, 22, 23]"
RSC007037,4,19,"[19, 20, 21, 23]"
RSC007039,2,19,"[19, 20]"
RSC007041,1,19,[19]
RSC007043,2,1,"[1, 2]"
RSC007045,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007046,3,19,"[19, 20, 21]"
RSC007049,2,19,"[19, 22]"
RSC007050,1,19,[19]
RSC007051,1,19,[19]
RSC007054,3,19,"[19, 20, 21]"
RSC007057,6,19,"[19, 20, 21, 22, 23, 25]"
RSC007058,1,19,[19]
RSC007059,1,19,[19]
RSC007060,1,19,[19]
RSC007061,1,21,[21]
RSC007062,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007065,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007066,1,19,[19]
RSC007067,4,19,"[19, 20, 21, 22]"
RSC007068,1,19,[19]
RSC007069,1,19,[19]
RSC007070,3,19,"[19, 20, 24]"
RSC007071,4,19,"[19, 20, 23, 24]"
RSC007073,1,19,[19]
RSC007075,3,19,"[19, 20, 21]"
RSC007077,5,19,"[19, 20, 21, 22, 23]"
RSC007078,2,19,"[19, 20]"
RSC007079,1,19,[19]
RSC007080,1,19,[19]
RSC007083,2,19,"[19, 20]"
RSC007085,2,19,"[19, 21]"
RSC007086,1,19,[19]
RSC007087,2,19,"[19, 20]"
RSC007090,1,19,[19]
RSC007091,1,19,[19]
RSC007092,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007093,4,20,"[20, 22, 23, 24]"
RSC007094,1,19,[19]
RSC007096,3,19,"[19, 20, 25]"
RSC007098,2,19,"[19, 20]"
RSC007099,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007101,1,19,[19]
RSC007102,5,19,"[19, 20, 21, 22, 23]"
RSC007104,1,19,[19]
RSC007106,1,22,[22]
RSC007113,2,19,"[19, 20]"
RSC007115,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007117,1,20,[20]
RSC007118,4,20,"[20, 21, 22, 23]"
RSC007119,3,20,"[20, 21, 22]"
RSC007123,1,19,[19]
RSC007126,2,19,"[19, 25]"
RSC007129,4,21,"[21, 22, 23, 24]"
RSC007131,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007132,2,21,"[21, 22]"
RSC007133,1,20,[20]
RSC007135,1,20,[20]
RSC007138,5,20,"[20, 21, 22, 23, 25]"
RSC007139,1,20,[20]
RSC007141,5,21,"[21, 22, 23, 24, 25]"
RSC007142,2,20,"[20, 21]"
RSC007143,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007144,7,19,"[19, 20, 21, 22, 23, 24, 25]"
RSC007147,1,20,[20]
RSC007148,1,20,[20]
RSC007149,1,25,[25]
RSC007150,4,20,"[20, 21, 22, 23]"
RSC007153,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007154,3,20,"[20, 21, 22]"
RSC007160,1,19,[19]
RSC007161,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007164,1,20,[20]
RSC007165,4,20,"[20, 21, 22, 24]"
RSC007166,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007171,1,20,[20]
RSC007172,1,21,[21]
RSC007173,5,21,"[21, 22, 23, 24, 25]"
RSC007174,5,20,"[20, 21, 22, 23, 24]"
RSC007175,1,20,[20]
RSC007178,3,20,"[20, 24, 25]"
RSC007179,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007183,2,20,"[20, 21]"
RSC007184,1,20,[20]
RSC007185,1,20,[20]
RSC007186,5,20,"[20, 21, 22, 23, 24]"
RSC007187,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007188,1,22,[22]
RSC007189,1,22,[22]
RSC007190,3,23,"[23, 24, 25]"
RSC007194,2,20,"[20, 21]"
RSC007196,1,20,[20]
RSC007197,2,20,"[20, 22]"
RSC007198,2,20,"[20, 21]"
RSC007200,1,20,[20]
RSC007201,2,20,"[20, 24]"
RSC007202,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007203,4,20,"[20, 21, 22, 23]"
RSC007207,4,20,"[20, 21, 22, 23]"
RSC007211,1,20,[20]
RSC007212,1,20,[20]
RSC007213,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007216,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007217,1,20,[20]
RSC007218,2,20,"[20, 21]"
RSC007219,1,20,[20]
RSC007220,5,20,"[20, 21, 22, 23, 25]"
RSC007222,5,20,"[20, 21, 22, 24, 25]"
RSC007224,1,20,[20]
RSC007225,2,20,"[20, 21]"
RSC007227,3,22,"[22, 23, 25]"
RSC007228,1,20,[20]
RSC007229,8,11,"[11, 12, 13, 14, 15, 16, 20, 25]"
RSC007230,1,20,[20]
RSC007231,4,20,"[20, 21, 22, 23]"
RSC007234,1,20,[20]
RSC007237,1,22,[22]
RSC007241,1,20,[20]
RSC007242,1,20,[20]
RSC007243,1,20,[20]
RSC007244,4,20,"[20, 21, 22, 23]"
RSC007247,1,20,[20]
RSC007249,1,23,[23]
RSC007250,1,20,[20]
RSC007252,2,20,"[20, 22]"
RSC007253,2,20,"[20, 21]"
RSC007255,1,20,[20]
RSC007256,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007257,1,20,[20]
RSC007259,2,20,"[20, 21]"
RSC007260,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007261,2,20,"[20, 21]"
RSC007262,4,20,"[20, 21, 22, 24]"
RSC007263,4,20,"[20, 21, 22, 23]"
RSC007264,2,20,"[20, 21]"
RSC007269,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007270,4,20,"[20, 23, 24, 25]"
RSC007271,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007276,2,20,"[20, 21]"
RSC007277,1,20,[20]
RSC007280,3,20,"[20, 24, 25]"
RSC007282,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007283,2,20,"[20, 21]"
RSC007284,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007286,1,20,[20]
RSC007288,3,20,"[20, 23, 24]"
RSC007291,5,20,"[20, 21, 22, 23, 25]"
RSC007293,5,20,"[20, 21, 22, 23, 24]"
RSC007294,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007295,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007296,1,20,[20]
RSC007297,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007301,5,20,"[20, 21, 22, 23, 25]"
RSC007302,1,20,[20]
RSC007303,3,20,"[20, 21, 23]"
RSC007306,3,20,"[20, 21, 22]"
RSC007307,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007313,4,20,"[20, 21, 22, 23]"
RSC007314,1,20,[20]
RSC007315,2,20,"[20, 23]"
RSC007316,2,20,"[20, 21]"
RSC007317,3,20,"[20, 24, 25]"
RSC007318,4,20,"[20, 21, 22, 23]"
RSC007320,1,20,[20]
RSC007321,1,25,[25]
RSC007322,1,20,[20]
RSC007323,2,20,"[20, 21]"
RSC007324,1,21,[21]
RSC007325,1,20,[20]
RSC007327,5,20,"[20, 21, 22, 24, 25]"
RSC007328,2,20,"[20, 21]"
RSC007329,2,20,"[20, 21]"
RSC007330,4,20,"[20, 21, 23, 24]"
RSC007331,3,23,"[23, 24, 25]"
RSC007333,2,20,"[20, 21]"
RSC007339,2,20,"[20, 21]"
RSC007341,6,20,"[20, 21, 22, 23, 24, 25]"
RSC007343,1,20,[20]
RSC007344,1,20,[20]
RSC007346,4,21,"[21, 22, 23, 25]"
RSC007349,1,23,[23]
RSC007354,4,21,"[21, 22, 24, 25]"
RSC007358,4,20,"[20, 23, 24, 25]"
RSC007359,1,20,[20]
RSC007361,1,23,[23]
RSC007362,1,20,[20]
RSC007366,1,21,[21]
RSC007370,5,21,"[21, 22, 23, 24, 25]"
RSC007371,2,20,"[20, 21]"
RSC007372,3,21,"[21, 24, 25]"
RSC007373,3,20,"[20, 23, 24]"
RSC007376,2,23,"[23, 25]"
RSC007382,3,22,"[22, 23, 25]"
RSC007383,4,21,"[21, 22, 23, 24]"
RSC007386,5,20,"[20, 21, 22, 24, 25]"
RSC007388,1,20,[20]
RSC007389,2,20,"[20, 21]"
RSC007393,2,22,"[22, 23]"
RSC007395,2,21,"[21, 23]"
RSC007399,1,21,[21]
RSC007400,2,20,"[20, 25]"
RSC007401,1,21,[21]
RSC007406,5,21,"[21, 22, 23, 24, 25]"
RSC007409,3,20,"[20, 21, 23]"
RSC007412,4,21,"[21, 22, 23, 24]"
RSC007414,1,21,[21]
RSC007423,5,21,"[21, 22, 23, 24, 25]"
RSC007424,2,20,"[20, 21]"
RSC007431,5,21,"[21, 22, 23, 24, 25]"
RSC007432,1,21,[21]
RSC007437,3,21,"[21, 22, 23]"
RSC007440,1,21,[21]
RSC007442,5,21,"[21, 22, 23, 24, 25]"
RSC007443,2,22,"[22, 23]"
RSC007444,1,21,[21]
RSC007446,1,21,[21]
RSC007447,2,21,"[21, 22]"
RSC007450,2,21,"[21, 22]"
RSC007453,4,21,"[21, 22, 23, 24]"
RSC007455,1,22,[22]
RSC007457,2,21,"[21, 22]"
RSC007460,3,21,"[21, 22, 24]"
RSC007462,3,21,"[21, 24, 25]"
RSC007463,3,21,"[21, 22, 23]"
RSC007464,5,21,"[21, 22, 23, 24, 25]"
RSC007465,2,21,"[21, 22]"
RSC007466,3,21,"[21, 22, 25]"
RSC007468,5,21,"[21, 22, 23, 24, 25]"
RSC007470,5,21,"[21, 22, 23, 24, 25]"
RSC007471,2,22,"[22, 23]"
RSC007473,1,20,[20]
RSC007474,1,20,[20]
RSC007475,2,24,"[24, 25]"
RSC007476,1,20,[20]
RSC007479,3,21,"[21, 22, 23]"
RSC007480,1,21,[21]
RSC007482,4,22,"[22, 23, 24, 25]"
RSC007486,4,21,"[21, 22, 23, 24]"
RSC007487,3,22,"[22, 23, 24]"
RSC007491,1,21,[21]
RSC007494,5,21,"[21, 22, 23, 24, 25]"
RSC007499,1,21,[21]
RSC007501,5,21,"[21, 22, 23, 24, 25]"
RSC007502,5,21,"[21, 22, 23, 24, 25]"
RSC007504,2,21,"[21, 22]"
RSC007505,3,21,"[21, 22, 25]"
RSC007507,1,21,[21]
RSC007509,1,21,[21]
RSC007510,2,21,"[21, 22]"
RSC007512,5,21,"[21, 22, 23, 24, 25]"
RSC007513,5,21,"[21, 22, 23, 24, 25]"
RSC007514,4,21,"[21, 22, 23, 24]"
RSC007515,5,21,"[21, 22, 23, 24, 25]"
RSC007517,2,21,"[21, 23]"
RSC007518,5,21,"[21, 22, 23, 24, 25]"
RSC007520,5,21,"[21, 22, 23, 24, 25]"
RSC007521,1,21,[21]
RSC007523,1,21,[21]
RSC007525,5,21,"[21, 22, 23, 24, 25]"
RSC007527,3,21,"[21, 22, 23]"
RSC007529,1,21,[21]
RSC007533,1,21,[21]
RSC007534,1,21,[21]
RSC007536,1,21,[21]
RSC007537,5,21,"[21, 22, 23, 24, 25]"
RSC007538,4,21,"[21, 22, 23, 25]"
RSC007539,1,21,[21]
RSC007541,2,21,"[21, 22]"
RSC007542,1,21,[21]
RSC007546,5,21,"[21, 22, 23, 24, 25]"
RSC007549,5,21,"[21, 22, 23, 24, 25]"
RSC007554,1,21,[21]
RSC007555,3,22,"[22, 23, 24]"
RSC007556,1,21,[21]
RSC007558,5,21,"[21, 22, 23, 24, 25]"
RSC007559,1,23,[23]
RSC007560,5,21,"[21, 22, 23, 24, 25]"
RSC007561,2,21,"[21, 22]"
RSC007562,2,21,"[21, 25]"
RSC007564,1,21,[21]
RSC007565,4,21,"[21, 22, 23, 24]"
RSC007568,4,21,"[21, 22, 23, 24]"
RSC007569,2,21,"[21, 22]"
RSC007571,4,22,"[22, 23, 24, 25]"
RSC007572,3,21,"[21, 22, 23]"
RSC007573,3,22,"[22, 23, 24]"
RSC007574,1,21,[21]
RSC007575,1,25,[25]
RSC007576,1,24,[24]
RSC007580,2,21,"[21, 22]"
RSC007581,5,21,"[21, 22, 23, 24, 25]"
RSC007582,5,21,"[21, 22, 23, 24, 25]"
RSC007586,1,21,[21]
RSC007587,3,21,"[21, 22, 23]"
RSC007589,4,21,"[21, 22, 23, 25]"
RSC007590,5,21,"[21, 22, 23, 24, 25]"
RSC007593,1,21,[21]
RSC007594,2,23,"[23, 24]"
RSC007596,2,21,"[21, 22]"
RSC007599,2,21,"[21, 23]"
RSC007600,5,21,"[21, 22, 23, 24, 25]"
RSC007601,2,21,"[21, 22]"
RSC007603,1,21,[21]
RSC007604,5,21,"[21, 22, 23, 24, 25]"
RSC007605,3,21,"[21, 22, 23]"
RSC007606,1,21,[21]
RSC007607,4,21,"[21, 22, 23, 24]"
RSC007610,4,21,"[21, 22, 23, 24]"
RSC007613,5,21,"[21, 22, 23, 24, 25]"
RSC007616,2,22,"[22, 23]"
RSC007617,1,21,[21]
RSC007618,5,21,"[21, 22, 23, 24, 25]"
RSC007619,1,21,[21]
RSC007620,1,21,[21]
RSC007621,4,22,"[22, 23, 24, 25]"
RSC007624,3,23,"[23, 24, 25]"
RSC007625,4,21,"[21, 22, 23, 24]"
RSC007626,3,21,"[21, 22, 23]"
RSC007627,1,21,[21]
RSC007628,1,21,[21]
RSC007629,5,21,"[21, 22, 23, 24, 25]"
RSC007630,4,21,"[21, 22, 23, 25]"
RSC007631,1,21,[21]
RSC007632,2,21,"[21, 22]"
RSC007633,1,21,[21]
RSC007635,3,21,"[21, 22, 23]"
RSC007636,1,21,[21]
RSC007641,1,21,[21]
RSC007642,4,21,"[21, 22, 24, 25]"
RSC007644,1,21,[21]
RSC007647,3,21,"[21, 22, 23]"
RSC007655,5,21,"[21, 22, 23, 24, 25]"
RSC007660,2,22,"[22, 24]"
RSC007674,1,1,[1]
RSC007676,1,25,[25]
RSC007678,5,21,"[21, 22, 23, 24, 25]"
RSC007688,4,22,"[22, 23, 24, 25]"
RSC007691,2,22,"[22, 23]"
RSC007692,2,23,"[23, 24]"
RSC007693,2,21,"[21, 23]"
RSC007697,1,22,[22]
RSC007709,1,25,[25]
RSC007712,1,21,[21]
RSC007714,1,21,[21]
RSC007718,2,23,"[23, 24]"
RSC007720,4,22,"[22, 23, 24, 25]"
RSC007721,2,22,"[22, 23]"
RSC007737,1,21,[21]
RSC007741,1,21,[21]
RSC007753,1,24,[24]
RSC007756,1,24,[24]
RSC007760,1,22,[22]
RSC007767,3,21,"[21, 22, 23]"
RSC007771,1,21,[21]
RSC007774,2,21,"[21, 22]"
RSC007780,1,21,[21]
RSC007795,1,22,[22]
RSC007799,3,21,"[21, 22, 23]"
RSC007808,1,22,[22]
RSC007809,1,22,[22]
RSC007811,4,22,"[22, 23, 24, 25]"
RSC007816,3,23,"[23, 24, 25]"
RSC007817,1,22,[22]
RSC007819,2,22,"[22, 23]"
RSC007823,2,22,"[22, 23]"
RSC007824,3,22,"[22, 23, 24]"
RSC007825,1,22,[22]
RSC007831,3,23,"[23, 24, 25]"
RSC007834,1,22,[22]
RSC007836,1,22,[22]
RSC007837,2,22,"[22, 23]"
RSC007839,1,22,[22]
RSC007843,1,22,[22]
RSC007845,3,22,"[22, 23, 24]"
RSC007846,4,22,"[22, 23, 24, 25]"
RSC007847,1,22,[22]
RSC007848,2,22,"[22, 23]"
RSC007850,2,24,"[24, 25]"
RSC007851,2,22,"[22, 23]"
RSC007852,4,22,"[22, 23, 24, 25]"
RSC007853,1,22,[22]
RSC007855,4,22,"[22, 23, 24, 25]"
RSC007856,3,22,"[22, 23, 24]"
RSC007858,1,22,[22]
RSC007861,4,22,"[22, 23, 24, 25]"
RSC007864,1,22,[22]
RSC007865,4,22,"[22, 23, 24, 25]"
RSC007866,4,22,"[22, 23, 24, 25]"
RSC007868,3,22,"[22, 23, 24]"
RSC007869,2,22,"[22, 23]"
RSC007870,2,22,"[22, 23]"
RSC007874,4,22,"[22, 23, 24, 25]"
RSC007875,2,22,"[22, 23]"
RSC007876,3,22,"[22, 23, 24]"
RSC007877,4,22,"[22, 23, 24, 25]"
RSC007878,1,22,[22]
RSC007882,3,22,"[22, 23, 25]"
RSC007884,2,22,"[22, 25]"
RSC007885,4,22,"[22, 23, 24, 25]"
RSC007886,4,22,"[22, 23, 24, 25]"
RSC007888,1,22,[22]
RSC007890,1,22,[22]
RSC007893,4,22,"[22, 23, 24, 25]"
RSC007894,2,22,"[22, 23]"
RSC007895,3,22,"[22, 23, 25]"
RSC007896,1,22,[22]
RSC007897,4,22,"[22, 23, 24, 25]"
RSC007899,4,22,"[22, 23, 24, 25]"
RSC007900,1,22,[22]
RSC007901,2,22,"[22, 25]"
RSC007904,4,22,"[22, 23, 24, 25]"
RSC007906,4,22,"[22, 23, 24, 25]"
RSC007907,3,22,"[22, 24, 25]"
RSC007908,4,22,"[22, 23, 24, 25]"
RSC007910,1,22,[22]
RSC007911,4,22,"[22, 23, 24, 25]"
RSC007918,4,22,"[22, 23, 24, 25]"
RSC007920,4,22,"[22, 23, 24, 25]"
RSC007921,4,22,"[22, 23, 24, 25]"
RSC007924,4,22,"[22, 23, 24, 25]"
RSC007925,1,22,[22]
RSC007929,1,22,[22]
RSC007930,4,22,"[22, 23, 24, 25]"
RSC007934,1,22,[22]
RSC007936,3,22,"[22, 23, 24]"
RSC007937,1,22,[22]
RSC007939,1,22,[22]
RSC007941,4,22,"[22, 23, 24, 25]"
RSC007946,1,22,[22]
RSC007948,1,22,[22]
RSC007954,3,22,"[22, 23, 24]"
RSC007955,4,22,"[22, 23, 24, 25]"
RSC007958,2,24,"[24, 25]"
RSC007959,1,22,[22]
RSC007960,4,22,"[22, 23, 24, 25]"
RSC007961,3,22,"[22, 23, 24]"
RSC007962,1,22,[22]
RSC007964,2,22,"[22, 23]"
RSC007967,1,22,[22]
RSC007969,3,22,"[22, 23, 24]"
RSC007974,1,25,[25]
RSC007975,1,22,[22]
RSC007976,2,22,"[22, 23]"
RSC007982,1,22,[22]
RSC007984,1,25,[25]
RSC007991,1,22,[22]
RSC007993,1,22,[22]
RSC007995,1,22,[22]
RSC007997,2,22,"[22, 23]"
RSC007999,1,22,[22]
RSC008000,4,22,"[22, 23, 24, 25]"
RSC008002,2,22,"[22, 23]"
RSC008003,1,25,[25]
RSC008006,1,25,[25]
RSC008007,2,22,"[22, 23]"
RSC008009,2,22,"[22, 23]"
RSC008010,4,22,"[22, 23, 24, 25]"
RSC008012,2,22,"[22, 25]"
RSC008014,3,23,"[23, 24, 25]"
RSC008024,1,23,[23]
RSC008026,1,24,[24]
RSC008028,1,22,[22]
RSC008031,3,23,"[23, 24, 25]"
RSC008036,1,23,[23]
RSC008042,2,22,"[22, 23]"
RSC008044,3,23,"[23, 24, 25]"
RSC008045,2,22,"[22, 24]"
RSC008046,1,23,[23]
RSC008052,2,23,"[23, 24]"
RSC008053,1,23,[23]
RSC008055,1,23,[23]
RSC008062,1,23,[23]
RSC008069,1,22,[22]
RSC008078,3,23,"[23, 24, 25]"
RSC008079,1,22,[22]
RSC008083,3,23,"[23, 24, 25]"
RSC008087,1,23,[23]
RSC008089,2,23,"[23, 24]"
RSC008092,2,24,"[24, 25]"
RSC008094,3,23,"[23, 24, 25]"
RSC008097,2,22,"[22, 23]"
RSC008102,4,22,"[22, 23, 24, 25]"
RSC008103,3,23,"[23, 24, 25]"
RSC008104,4,22,"[22, 23, 24, 25]"
RSC008106,3,23,"[23, 24, 25]"
RSC008107,1,23,[23]
RSC008109,2,23,"[23, 24]"
RSC008110,3,23,"[23, 24, 25]"
RSC008111,2,23,"[23, 24]"
RSC008115,3,23,"[23, 24, 25]"
RSC008116,3,23,"[23, 24, 25]"
RSC008118,1,23,[23]
RSC008119,2,23,"[23, 24]"
RSC008120,3,23,"[23, 24, 25]"
RSC008121,3,23,"[23, 24, 25]"
