RSC ID,# of Seasons,First Season,Seasons Played
RSC001067,3,6,"[6, 7, 8]"
RSC001068,1,2,[2]
RSC001069,1,6,[6]
RSC001070,1,1,[1]
RSC001071,6,6,"[6, 8, 9, 10, 11, 12]"
RSC001072,3,1,"[1, 6, 7]"
RSC001073,4,6,"[6, 7, 8, 9]"
RSC001074,16,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC001075,11,2,"[2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
RSC001076,3,6,"[6, 7, 8]"
RSC001077,7,1,"[1, 2, 6, 7, 9, 10, 11]"
RSC001078,7,6,"[6, 7, 8, 9, 10, 11, 12]"
RSC001079,5,6,"[6, 7, 8, 9, 10]"
RSC001080,1,6,[6]
RSC001081,1,2,[2]
RSC001082,16,7,"[7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 24, 25]"
RSC001085,1,1,[1]
RSC001086,5,1,"[1, 9, 10, 11, 13]"
RSC001088,1,2,[2]
RSC001091,12,1,"[1, 10, 11, 12, 13, 14, 16, 17, 18, 22, 23, 24]"
RSC001092,2,1,"[1, 2]"
RSC001095,1,1,[1]
RSC001098,14,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25]"
RSC001099,2,2,"[2, 9]"
RSC001101,1,7,[7]
RSC001104,2,1,"[1, 2]"
RSC001107,4,13,"[13, 14, 19, 21]"
RSC001112,1,6,[6]
RSC001114,15,2,"[2, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC001118,3,2,"[2, 22, 23]"
RSC001119,1,2,[2]
RSC001120,1,2,[2]
RSC001133,4,10,"[10, 11, 13, 14]"
RSC001141,7,8,"[8, 12, 13, 14, 15, 16, 19]"
RSC001143,1,8,[8]
RSC001147,1,15,[15]
RSC001166,1,6,[6]
RSC001168,1,2,[2]
RSC001172,2,1,"[1, 2]"
RSC001177,3,7,"[7, 17, 22]"
RSC001180,5,7,"[7, 8, 9, 10, 11]"
RSC001181,6,2,"[2, 8, 9, 10, 12, 13]"
RSC001190,1,7,[7]
RSC001191,1,6,[6]
RSC001194,1,2,[2]
RSC001196,7,8,"[8, 9, 10, 11, 12, 13, 23]"
RSC001197,1,7,[7]
RSC001198,1,2,[2]
RSC001199,6,2,"[2, 9, 10, 23, 24, 25]"
RSC001200,3,6,"[6, 7, 8]"
RSC001202,4,19,"[19, 20, 23, 24]"
RSC001203,8,8,"[8, 9, 10, 11, 18, 20, 21, 22]"
RSC001206,1,2,[2]
RSC001207,1,8,[8]
RSC001209,1,7,[7]
RSC001211,8,6,"[6, 8, 11, 15, 16, 19, 20, 23]"
RSC001214,6,1,"[1, 2, 20, 21, 22, 23]"
RSC001218,1,7,[7]
RSC001219,1,2,[2]
RSC001223,2,8,"[8, 9]"
RSC001224,1,2,[2]
RSC001225,2,2,"[2, 11]"
RSC001227,1,9,[9]
RSC001232,8,7,"[7, 8, 9, 10, 11, 12, 13, 14]"
RSC001233,1,2,[2]
RSC001235,4,6,"[6, 7, 9, 25]"
RSC001237,1,1,[1]
RSC001239,2,2,"[2, 7]"
RSC001240,1,1,[1]
RSC001243,6,7,"[7, 8, 9, 10, 23, 24]"
RSC001247,1,6,[6]
RSC001249,1,2,[2]
RSC001250,1,8,[8]
RSC001252,4,1,"[1, 2, 8, 9]"
RSC001259,1,8,[8]
RSC001260,1,1,[1]
RSC001261,2,2,"[2, 6]"
RSC001262,5,20,"[20, 21, 22, 23, 25]"
RSC001263,1,2,[2]
RSC001265,2,8,"[8, 9]"
RSC001268,1,2,[2]
RSC001269,2,10,"[10, 11]"
RSC001274,4,7,"[7, 8, 9, 10]"
RSC001275,2,1,"[1, 2]"
RSC001276,4,7,"[7, 8, 9, 10]"
RSC001282,2,7,"[7, 8]"
RSC001283,1,1,[1]
RSC001291,2,7,"[7, 8]"
RSC001292,16,6,"[6, 7, 8, 9, 10, 11, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001294,2,1,"[1, 2]"
RSC001299,5,2,"[2, 8, 9, 10, 12]"
RSC001307,2,6,"[6, 14]"
RSC001309,1,8,[8]
RSC001313,1,10,[10]
RSC001317,2,6,"[6, 7]"
RSC001321,13,7,"[7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 25]"
RSC001325,2,1,"[1, 2]"
RSC001329,5,6,"[6, 8, 9, 10, 11]"
RSC001330,4,2,"[2, 23, 24, 25]"
RSC001331,3,6,"[6, 8, 9]"
RSC001336,2,8,"[8, 9]"
RSC001337,5,8,"[8, 9, 11, 13, 14]"
RSC001353,5,8,"[8, 9, 13, 14, 15]"
RSC001354,2,2,"[2, 7]"
RSC001355,1,2,[2]
RSC001357,10,9,"[9, 10, 11, 12, 13, 16, 18, 19, 22, 24]"
RSC001358,16,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25]"
RSC001360,2,6,"[6, 7]"
RSC001361,4,11,"[11, 12, 13, 14]"
RSC001364,2,6,"[6, 7]"
RSC001381,2,12,"[12, 13]"
RSC001392,2,1,"[1, 2]"
RSC001394,2,8,"[8, 9]"
RSC001403,5,7,"[7, 8, 9, 10, 11]"
RSC001410,1,8,[8]
RSC001416,3,8,"[8, 9, 18]"
RSC001417,1,2,[2]
RSC001420,4,1,"[1, 2, 8, 9]"
RSC001427,2,7,"[7, 8]"
RSC001435,1,2,[2]
RSC001439,1,1,[1]
RSC001440,1,2,[2]
RSC001441,1,6,[6]
RSC001446,6,2,"[2, 7, 9, 10, 11, 12]"
RSC001457,4,8,"[8, 9, 11, 20]"
RSC001459,1,2,[2]
RSC001460,2,1,"[1, 2]"
RSC001466,1,1,[1]
RSC001468,1,15,[15]
RSC001472,1,1,[1]
RSC001479,1,2,[2]
RSC001482,7,7,"[7, 8, 9, 10, 11, 12, 13]"
RSC001487,12,9,"[9, 10, 12, 13, 14, 15, 16, 17, 22, 23, 24, 25]"
RSC001492,5,2,"[2, 7, 10, 11, 12]"
RSC001493,2,1,"[1, 2]"
RSC001494,1,6,[6]
RSC001495,2,1,"[1, 2]"
RSC001496,1,18,[18]
RSC001500,1,1,[1]
RSC001501,1,13,[13]
RSC001502,6,8,"[8, 9, 10, 13, 15, 16]"
RSC001505,1,2,[2]
RSC001507,1,8,[8]
RSC001514,1,2,[2]
RSC001515,1,9,[9]
RSC001522,2,1,"[1, 2]"
RSC001526,1,2,[2]
RSC001532,1,2,[2]
RSC001534,2,1,"[1, 2]"
RSC001537,10,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC001542,1,2,[2]
RSC001545,1,2,[2]
RSC001549,4,2,"[2, 10, 11, 12]"
RSC001551,2,8,"[8, 9]"
RSC001552,1,2,[2]
RSC001553,2,6,"[6, 7]"
RSC001556,2,1,"[1, 2]"
RSC001557,1,7,[7]
RSC001558,1,9,[9]
RSC001559,1,6,[6]
RSC001570,3,2,"[2, 17, 18]"
RSC001571,1,2,[2]
RSC001573,5,2,"[2, 7, 8, 9, 12]"
RSC001576,8,2,"[2, 10, 11, 12, 13, 14, 15, 16]"
RSC001579,4,1,"[1, 2, 12, 13]"
RSC001587,2,7,"[7, 10]"
RSC001588,1,2,[2]
RSC001590,2,1,"[1, 2]"
RSC001592,9,1,"[1, 2, 7, 8, 9, 10, 11, 13, 14]"
RSC001593,1,2,[2]
RSC001594,2,1,"[1, 2]"
RSC001598,1,2,[2]
RSC001603,5,8,"[8, 9, 11, 12, 13]"
RSC001605,6,7,"[7, 8, 10, 16, 22, 25]"
RSC001606,3,1,"[1, 2, 6]"
RSC001607,1,16,[16]
RSC001609,1,1,[1]
RSC001612,14,2,"[2, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 25]"
RSC001614,7,8,"[8, 9, 10, 11, 12, 13, 14]"
RSC001617,1,2,[2]
RSC001619,10,8,"[8, 9, 10, 11, 12, 13, 22, 23, 24, 25]"
RSC001623,1,11,[11]
RSC001624,5,1,"[1, 2, 7, 18, 19]"
RSC001625,1,2,[2]
RSC001628,1,7,[7]
RSC001639,1,2,[2]
RSC001642,1,6,[6]
RSC001648,5,7,"[7, 8, 9, 10, 11]"
RSC001653,2,1,"[1, 2]"
RSC001654,3,10,"[10, 11, 12]"
RSC001660,1,2,[2]
RSC001667,1,1,[1]
RSC001669,4,6,"[6, 7, 9, 18]"
RSC001671,4,7,"[7, 8, 9, 10]"
RSC001674,7,2,"[2, 12, 13, 14, 15, 16, 18]"
RSC001685,1,1,[1]
RSC001686,4,7,"[7, 8, 9, 10]"
RSC001691,1,7,[7]
RSC001692,1,2,[2]
RSC001698,1,2,[2]
RSC001700,1,10,[10]
RSC001703,5,1,"[1, 2, 19, 20, 21]"
RSC001704,2,1,"[1, 2]"
RSC001714,1,8,[8]
RSC001719,2,1,"[1, 2]"
RSC001720,17,6,"[6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC001724,14,1,"[1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 25]"
RSC001725,2,1,"[1, 2]"
RSC001726,1,7,[7]
RSC001727,2,17,"[17, 18]"
RSC001730,2,1,"[1, 2]"
RSC001733,1,2,[2]
RSC001741,6,8,"[8, 10, 11, 12, 13, 14]"
RSC001744,1,7,[7]
RSC001745,2,1,"[1, 2]"
RSC001747,1,2,[2]
RSC001748,2,1,"[1, 2]"
RSC001750,3,8,"[8, 11, 12]"
RSC001751,2,1,"[1, 2]"
RSC001760,1,2,[2]
RSC001763,4,17,"[17, 18, 19, 20]"
RSC001764,1,2,[2]
RSC001765,17,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25]"
RSC001768,8,7,"[7, 8, 9, 10, 11, 12, 13, 21]"
RSC001773,2,8,"[8, 9]"
RSC001774,1,1,[1]
RSC001779,8,6,"[6, 7, 8, 9, 10, 11, 12, 13]"
RSC001780,1,8,[8]
RSC001781,2,1,"[1, 2]"
RSC001784,8,11,"[11, 12, 13, 14, 15, 16, 17, 18]"
RSC001787,3,6,"[6, 8, 9]"
RSC001790,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 17]"
RSC001792,3,2,"[2, 8, 9]"
RSC001797,2,1,"[1, 2]"
RSC001798,2,1,"[1, 2]"
RSC001800,3,7,"[7, 8, 9]"
RSC001804,1,1,[1]
RSC001808,1,6,[6]
RSC001817,10,10,"[10, 11, 12, 14, 15, 16, 17, 18, 19, 20]"
RSC001819,1,7,[7]
RSC001820,17,1,"[1, 2, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001824,1,8,[8]
RSC001826,1,7,[7]
RSC001828,13,2,"[2, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
RSC001829,1,7,[7]
RSC001834,1,7,[7]
RSC001836,6,7,"[7, 8, 9, 11, 12, 13]"
RSC001837,2,6,"[6, 10]"
RSC001840,3,6,"[6, 7, 11]"
RSC001841,3,1,"[1, 2, 6]"
RSC001842,3,1,"[1, 2, 8]"
RSC001843,3,7,"[7, 8, 9]"
RSC001845,1,6,[6]
RSC001847,1,6,[6]
RSC001848,14,6,"[6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21]"
RSC001849,2,1,"[1, 6]"
RSC001851,3,1,"[1, 2, 7]"
RSC001852,11,6,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC001854,4,6,"[6, 8, 9, 10]"
RSC001855,7,8,"[8, 9, 10, 11, 12, 15, 17]"
RSC001856,3,8,"[8, 9, 23]"
RSC001857,3,6,"[6, 7, 11]"
RSC001860,1,6,[6]
RSC001867,2,10,"[10, 11]"
RSC001868,11,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18]"
RSC001871,5,7,"[7, 8, 9, 10, 11]"
RSC001872,2,6,"[6, 8]"
RSC001873,6,6,"[6, 8, 9, 10, 11, 12]"
RSC001874,1,6,[6]
RSC001875,3,8,"[8, 12, 15]"
RSC001876,6,6,"[6, 7, 8, 9, 10, 11]"
RSC001877,2,7,"[7, 8]"
RSC001878,1,6,[6]
RSC001880,1,12,[12]
RSC001881,6,16,"[16, 17, 18, 19, 20, 25]"
RSC001882,1,6,[6]
RSC001883,1,6,[6]
RSC001885,9,10,"[10, 12, 13, 14, 16, 18, 19, 20, 21]"
RSC001889,20,6,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001891,13,1,"[1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21]"
RSC001892,2,6,"[6, 7]"
RSC001893,14,12,"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001894,7,7,"[7, 8, 9, 10, 11, 12, 15]"
RSC001897,1,12,[12]
RSC001900,1,7,[7]
RSC001901,1,6,[6]
RSC001902,1,6,[6]
RSC001903,18,6,"[6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001907,6,6,"[6, 7, 8, 9, 11, 12]"
RSC001908,1,6,[6]
RSC001912,1,6,[6]
RSC001913,2,6,"[6, 7]"
RSC001915,3,7,"[7, 8, 10]"
RSC001918,11,7,"[7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 21]"
RSC001919,1,8,[8]
RSC001921,10,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 22]"
RSC001923,8,6,"[6, 7, 8, 9, 11, 12, 17, 18]"
RSC001926,3,6,"[6, 7, 8]"
RSC001927,14,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22, 23, 24]"
RSC001928,1,7,[7]
RSC001929,1,6,[6]
RSC001931,1,6,[6]
RSC001933,12,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC001934,12,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21]"
RSC001935,12,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 24, 25]"
RSC001936,2,7,"[7, 8]"
RSC001940,1,7,[7]
RSC001941,8,8,"[8, 9, 11, 12, 13, 14, 17, 18]"
RSC001942,9,7,"[7, 8, 9, 10, 11, 12, 14, 15, 16]"
RSC001944,4,7,"[7, 8, 9, 10]"
RSC001945,9,7,"[7, 8, 9, 10, 11, 19, 20, 21, 22]"
RSC001946,4,7,"[7, 8, 11, 12]"
RSC001948,1,7,[7]
RSC001949,8,7,"[7, 8, 9, 10, 11, 12, 13, 14]"
RSC001950,3,7,"[7, 8, 13]"
RSC001951,1,7,[7]
RSC001952,2,7,"[7, 8]"
RSC001953,1,7,[7]
RSC001954,2,9,"[9, 22]"
RSC001955,8,7,"[7, 8, 9, 10, 11, 18, 21, 25]"
RSC001956,1,7,[7]
RSC001958,2,8,"[8, 9]"
RSC001959,5,8,"[8, 9, 10, 12, 15]"
RSC001960,9,8,"[8, 9, 10, 11, 12, 13, 15, 16, 18]"
RSC001962,2,8,"[8, 9]"
RSC001966,7,8,"[8, 9, 17, 18, 19, 20, 21]"
RSC001967,2,8,"[8, 9]"
RSC001968,2,7,"[7, 8]"
RSC001969,5,7,"[7, 8, 9, 10, 11]"
RSC001970,2,7,"[7, 9]"
RSC001971,3,8,"[8, 9, 11]"
RSC001972,3,10,"[10, 11, 13]"
RSC001973,1,7,[7]
RSC001974,9,7,"[7, 8, 9, 10, 11, 12, 13, 14, 16]"
RSC001975,1,8,[8]
RSC001977,17,8,"[8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001979,2,7,"[7, 8]"
RSC001980,1,9,[9]
RSC001981,4,7,"[7, 8, 9, 10]"
RSC001982,2,7,"[7, 8]"
RSC001983,3,7,"[7, 8, 9]"
RSC001984,8,7,"[7, 8, 9, 10, 11, 12, 13, 14]"
RSC001986,12,8,"[8, 9, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC001988,1,7,[7]
RSC001989,11,8,"[8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20]"
RSC001993,2,8,"[8, 13]"
RSC001995,10,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 22]"
RSC001997,11,7,"[7, 8, 9, 11, 12, 14, 16, 17, 19, 20, 21]"
RSC001998,10,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC001999,9,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15]"
RSC002001,1,7,[7]
RSC002002,1,10,[10]
RSC002004,2,7,"[7, 8]"
RSC002006,8,8,"[8, 9, 10, 11, 17, 18, 19, 20]"
RSC002009,1,8,[8]
RSC002010,8,7,"[7, 12, 15, 16, 17, 18, 19, 20]"
RSC002011,1,8,[8]
RSC002015,7,1,"[1, 2, 7, 8, 9, 10, 11]"
RSC002018,4,1,"[1, 2, 8, 9]"
RSC002021,11,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC002022,4,8,"[8, 9, 10, 11]"
RSC002027,1,8,[8]
RSC002030,6,7,"[7, 8, 9, 10, 11, 15]"
RSC002034,6,7,"[7, 8, 9, 11, 12, 21]"
RSC002035,1,8,[8]
RSC002036,2,11,"[11, 22]"
RSC002037,11,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18]"
RSC002038,2,8,"[8, 9]"
RSC002040,3,23,"[23, 24, 25]"
RSC002042,3,8,"[8, 9, 10]"
RSC002044,1,8,[8]
RSC002045,1,8,[8]
RSC002046,11,8,"[8, 9, 10, 11, 13, 14, 17, 18, 20, 22, 23]"
RSC002047,3,8,"[8, 9, 10]"
RSC002049,6,8,"[8, 9, 10, 11, 13, 14]"
RSC002050,14,8,"[8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25]"
RSC002055,4,9,"[9, 10, 11, 12]"
RSC002056,4,8,"[8, 10, 11, 12]"
RSC002057,2,1,"[1, 2]"
RSC002059,10,7,"[7, 8, 9, 10, 11, 12, 13, 16, 21, 22]"
RSC002061,1,8,[8]
RSC002062,15,8,"[8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC002066,1,10,[10]
RSC002070,5,7,"[7, 8, 9, 10, 11]"
RSC002073,5,8,"[8, 9, 11, 12, 23]"
RSC002074,2,11,"[11, 12]"
RSC002075,3,8,"[8, 9, 10]"
RSC002077,8,8,"[8, 10, 11, 13, 14, 15, 16, 19]"
RSC002078,2,9,"[9, 10]"
RSC002080,2,8,"[8, 9]"
RSC002081,3,8,"[8, 9, 10]"
RSC002084,2,8,"[8, 12]"
RSC002088,1,8,[8]
RSC002092,3,9,"[9, 10, 11]"
RSC002093,1,8,[8]
RSC002095,2,8,"[8, 9]"
RSC002096,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC002097,15,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 25]"
RSC002098,1,8,[8]
RSC002100,8,8,"[8, 9, 10, 12, 13, 14, 15, 16]"
RSC002102,4,8,"[8, 9, 21, 22]"
RSC002103,7,7,"[7, 8, 9, 10, 11, 12, 19]"
RSC002104,1,8,[8]
RSC002105,9,7,"[7, 13, 14, 15, 17, 18, 19, 20, 23]"
RSC002108,8,8,"[8, 9, 11, 12, 13, 14, 15, 16]"
RSC002109,2,8,"[8, 9]"
RSC002110,3,1,"[1, 9, 10]"
RSC002115,1,8,[8]
RSC002121,2,10,"[10, 11]"
RSC002123,2,8,"[8, 10]"
RSC002125,16,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25]"
RSC002128,13,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24, 25]"
RSC002129,1,8,[8]
RSC002133,11,8,"[8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21]"
RSC002140,1,8,[8]
RSC002144,1,8,[8]
RSC002148,10,8,"[8, 9, 10, 11, 12, 14, 15, 16, 17, 18]"
RSC002152,3,8,"[8, 9, 11]"
RSC002153,8,8,"[8, 9, 10, 11, 12, 13, 17, 18]"
RSC002154,3,12,"[12, 13, 16]"
RSC002156,1,8,[8]
RSC002160,2,8,"[8, 9]"
RSC002161,15,7,"[7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23]"
RSC002163,6,9,"[9, 10, 11, 12, 13, 14]"
RSC002164,14,7,"[7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 21, 22, 24, 25]"
RSC002167,6,7,"[7, 9, 10, 14, 15, 16]"
RSC002168,4,8,"[8, 9, 10, 11]"
RSC002172,3,8,"[8, 9, 12]"
RSC002173,1,8,[8]
RSC002174,2,8,"[8, 9]"
RSC002176,1,8,[8]
RSC002177,9,8,"[8, 9, 10, 11, 16, 17, 22, 23, 24]"
RSC002178,12,8,"[8, 9, 10, 12, 13, 15, 16, 17, 19, 20, 21, 22]"
RSC002181,5,8,"[8, 9, 10, 11, 12]"
RSC002182,6,8,"[8, 9, 10, 13, 14, 15]"
RSC002183,2,8,"[8, 9]"
RSC002184,3,8,"[8, 9, 20]"
RSC002185,1,9,[9]
RSC002186,11,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC002187,5,8,"[8, 9, 10, 11, 12]"
RSC002197,1,8,[8]
RSC002198,4,8,"[8, 9, 11, 12]"
RSC002199,1,8,[8]
RSC002200,8,8,"[8, 9, 12, 13, 14, 15, 16, 17]"
RSC002203,2,8,"[8, 11]"
RSC002204,8,8,"[8, 9, 10, 11, 13, 14, 17, 22]"
RSC002206,4,8,"[8, 9, 10, 12]"
RSC002209,15,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 24, 25]"
RSC002210,8,8,"[8, 9, 10, 11, 14, 15, 20, 25]"
RSC002212,9,8,"[8, 9, 10, 14, 15, 16, 17, 18, 19]"
RSC002215,6,8,"[8, 12, 15, 19, 20, 21]"
RSC002216,4,8,"[8, 9, 10, 13]"
RSC002217,7,12,"[12, 13, 14, 15, 16, 17, 18]"
RSC002218,5,7,"[7, 8, 15, 16, 17]"
RSC002224,1,8,[8]
RSC002225,1,8,[8]
RSC002227,1,8,[8]
RSC002228,12,1,"[1, 2, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC002229,8,8,"[8, 9, 10, 11, 12, 13, 14, 16]"
RSC002230,5,8,"[8, 9, 10, 19, 25]"
RSC002231,4,8,"[8, 10, 11, 18]"
RSC002235,2,8,"[8, 9]"
RSC002236,1,18,[18]
RSC002238,2,8,"[8, 9]"
RSC002239,1,8,[8]
RSC002246,2,13,"[13, 24]"
RSC002247,1,8,[8]
RSC002248,1,8,[8]
RSC002250,1,8,[8]
RSC002251,1,8,[8]
RSC002252,10,8,"[8, 10, 11, 12, 13, 14, 15, 16, 19, 21]"
RSC002255,3,9,"[9, 11, 12]"
RSC002262,9,8,"[8, 9, 12, 13, 14, 15, 16, 17, 18]"
RSC002264,5,9,"[9, 10, 11, 12, 13]"
RSC002267,11,8,"[8, 9, 10, 11, 12, 13, 14, 15, 22, 23, 24]"
RSC002271,13,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]"
RSC002273,2,8,"[8, 9]"
RSC002282,2,8,"[8, 9]"
RSC002283,1,8,[8]
RSC002291,3,10,"[10, 11, 12]"
RSC002293,13,8,"[8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 25]"
RSC002295,13,8,"[8, 9, 10, 11, 13, 14, 15, 18, 20, 21, 23, 24, 25]"
RSC002296,3,8,"[8, 9, 10]"
RSC002297,2,9,"[9, 10]"
RSC002301,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002305,3,16,"[16, 17, 18]"
RSC002308,5,8,"[8, 9, 10, 15, 16]"
RSC002313,13,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]"
RSC002318,3,8,"[8, 10, 16]"
RSC002320,14,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 21, 23, 24, 25]"
RSC002324,8,8,"[8, 9, 10, 11, 16, 17, 18, 19]"
RSC002327,1,11,[11]
RSC002328,8,8,"[8, 10, 11, 12, 14, 15, 17, 18]"
RSC002330,13,8,"[8, 9, 10, 11, 12, 13, 14, 15, 20, 22, 23, 24, 25]"
RSC002332,13,7,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]"
RSC002335,8,8,"[8, 9, 11, 12, 13, 15, 16, 18]"
RSC002337,1,8,[8]
RSC002338,3,8,"[8, 9, 10]"
RSC002339,1,8,[8]
RSC002345,3,9,"[9, 10, 11]"
RSC002346,1,8,[8]
RSC002350,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC002351,1,8,[8]
RSC002354,1,8,[8]
RSC002355,2,9,"[9, 10]"
RSC002356,1,8,[8]
RSC002357,9,8,"[8, 9, 10, 11, 12, 13, 14, 20, 25]"
RSC002358,4,8,"[8, 11, 12, 20]"
RSC002360,2,8,"[8, 9]"
RSC002361,1,8,[8]
RSC002362,1,8,[8]
RSC002370,1,8,[8]
RSC002371,7,8,"[8, 10, 11, 12, 13, 14, 16]"
RSC002383,1,8,[8]
RSC002384,3,8,"[8, 9, 10]"
RSC002386,9,9,"[9, 10, 11, 12, 13, 14, 15, 20, 21]"
RSC002387,4,8,"[8, 9, 10, 11]"
RSC002388,1,10,[10]
RSC002391,3,14,"[14, 15, 16]"
RSC002392,1,8,[8]
RSC002397,1,9,[9]
RSC002398,2,11,"[11, 12]"
RSC002399,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002402,2,8,"[8, 9]"
RSC002403,8,8,"[8, 9, 10, 11, 12, 13, 14, 15]"
RSC002405,2,8,"[8, 9]"
RSC002406,3,9,"[9, 10, 11]"
RSC002407,8,1,"[1, 8, 9, 10, 12, 14, 17, 18]"
RSC002408,7,8,"[8, 9, 10, 11, 12, 24, 25]"
RSC002412,17,8,"[8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002413,17,8,"[8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002414,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC002415,10,8,"[8, 9, 10, 11, 12, 13, 14, 15, 19, 24]"
RSC002417,4,10,"[10, 11, 13, 14]"
RSC002418,2,8,"[8, 9]"
RSC002421,1,8,[8]
RSC002422,1,8,[8]
RSC002423,12,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
RSC002424,5,7,"[7, 8, 20, 21, 22]"
RSC002425,8,13,"[13, 14, 15, 16, 17, 18, 19, 24]"
RSC002427,17,8,"[8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002430,1,1,[1]
RSC002431,1,8,[8]
RSC002435,1,8,[8]
RSC002437,4,10,"[10, 11, 12, 13]"
RSC002439,10,1,"[1, 2, 7, 8, 11, 12, 15, 16, 17, 20]"
RSC002441,2,8,"[8, 9]"
RSC002443,3,8,"[8, 9, 10]"
RSC002444,14,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC002445,1,2,[2]
RSC002447,5,8,"[8, 9, 10, 12, 14]"
RSC002448,9,7,"[7, 8, 9, 11, 12, 14, 19, 20, 21]"
RSC002449,1,8,[8]
